;Código da Instituição;Nome da Instituição;Categoria Administrativa;Organização Acadêmica;Código do Curso de Graduação;Nome do Curso de Graduação;Código da Região Geográfica do Curso;Código da Unidade Federativa do Curso;Código do Município do Curso;Grau Acadêmico;Modalidade de Ensino;Nome da área do Curso segundo a classificação CINE BRASIL;Nome da Grande Área do Curso segundo a classificação CINE BRASIL;Ano de Ingresso;Ano de Referência;Prazo de Integralização em Anos;Ano de Integralização do Curso;Prazo de Acompanhamento do Curso em anos;Ano Máximo de Acompanhamento do Curso;Quantidade de Ingressantes no Curso;Quantidade de Permanência no Curso no ano de referência;Quantidade de Concluintes no Curso no ano de referência;Quantidade de Desistência no Curso no ano de referência;Quantidade de Falecimentos no Curso no ano de referência;Taxa de Permanência - TAP;Taxa de Conclusão Acumulada - TCA;Taxa de Desistência Acumulada - TODA;Taxa de Conclusão Anual - TCAN;Taxa de Desistência Anual - TDAN
11582;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45053;LETRAS;4.0;43.0;4314902.0;2;1;Letras português outras línguas estrangeiras modernas formação de professor;Educação;2010;2019;5;2014;9;2018;141;3;4;4;0;2,1;53,2;44,7;2,8;2,8
11583;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45056;LETRAS - LÍGUA ESTRANGEIRA;4.0;43.0;4314902.0;2;1;Letras outras línguas estrangeiras modernas formação de professor;Educação;2010;2019;5;2014;9;2018;16;0;0;0;0;0;6,3;93,8;0;0
11584;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45057;MATEMÁTICA;4.0;43.0;4314902.0;1;1;Matemática;Ciências naturais, matemática e estatística;2010;2019;5;2014;9;2018;46;0;0;0;0;0;21,7;78,3;0;0
11585;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45058;MATEMÁTICA - MATEMÁTICA APLICADA E COMPUTACIONAL;4.0;43.0;4314902.0;1;1;Matemática;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;18;0;0;0;0;0;16,7;83,3;0;0
11586;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45059;MATEMÁTICA;4.0;43.0;4314902.0;2;1;Matemática formação de professor;Educação;2010;2019;6;2015;10;2019;31;0;0;0;0;0;0;100;0;0
11587;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45063;MÚSICA;4.0;43.0;4314902.0;1;1;Música;Artes e humanidades;2010;2019;5;2014;8;2017;15;0;0;0;0;0;86,7;13,3;0;0
11588;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45065;MÚSICA;4.0;43.0;4314902.0;1;1;Música;Artes e humanidades;2010;2019;5;2014;8;2017;5;0;0;0;0;0;40;60;0;0
11589;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45066;MÚSICA;4.0;43.0;4314902.0;1;1;Música;Artes e humanidades;2010;2019;5;2014;8;2017;4;0;0;0;0;0;25;75;0;0
11590;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45068;MÚSICA;4.0;43.0;4314902.0;2;1;Música formação de professor;Educação;2010;2019;5;2014;8;2017;15;0;0;0;0;0;60;40;0;0
11591;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45070;NUTRIÇÃO;4.0;43.0;4314902.0;1;1;Nutrição;Saúde e bem-estar;2010;2019;5;2014;8;2017;62;1;1;0;0;1,6;74,2;24,2;1,6;0
11592;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45077;PSICOLOGIA;4.0;43.0;4314902.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;70;6;1;1;0;8,6;72,9;18,6;1,4;1,4
11593;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45079;PSICOLOGIA;4.0;43.0;4314902.0;2;1;Psicologia formação de professor;Educação;2010;2019;3;2012;4;2013;22;0;0;0;0;0;40,9;59,1;0;0
11594;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;45080;QUÍMICA;4.0;43.0;4314902.0;1;1;Química;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;80;0;0;1;0;0;21,3;78,8;0;1,3
11595;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;60296;QUÍMICA INDUSTRIAL;4.0;43.0;4314902.0;1;1;Química industrial e tecnológica;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;31;0;0;0;0;0;3,2;96,8;0;0
11596;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;66463;BIOMEDICINA;4.0;43.0;4314902.0;1;1;Biomedicina;Saúde e bem-estar;2010;2019;5;2014;8;2017;34;0;0;0;0;0;88,2;11,8;0;0
11597;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;66465;RELAÇÕES INTERNACIONAIS;4.0;43.0;4314902.0;1;1;Relações internacionais;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;61;0;0;1;0;0;78,7;21,3;0;1,6
11598;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;88652;EDUCAÇÃO FÍSICA;4.0;43.0;4314902.0;1;1;Educação física;Saúde e bem-estar;2010;2019;6;2015;10;2019;80;2;1;1;0;2,5;55;42,5;1,3;1,3
11599;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;95315;ENGENHARIA AMBIENTAL;4.0;43.0;4314902.0;1;1;Engenharia ambiental;Engenharia, produção e construção;2010;2019;6;2015;10;2019;30;1;0;0;0;3,3;53,3;43,3;0;0
11600;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;96428;DESIGN DE PRODUTO;4.0;43.0;4314902.0;1;1;Design de produto;Artes e humanidades;2010;2019;5;2014;9;2018;8;0;0;0;0;0;0;100;0;0
11601;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;96429;DESIGN VISUAL;4.0;43.0;4314902.0;1;1;Design;Artes e humanidades;2010;2019;5;2014;9;2018;61;0;0;1;0;0;39,3;60,7;0;1,6
11602;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;100820;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4310330.0;1;1;Biologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;9;2018;19;0;0;0;0;0;94,7;5,3;0;0
11603;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;110268;MUSEOLOGIA;4.0;43.0;4314902.0;1;1;Museologia;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;33;0;1;1;0;0;57,6;42,4;3;3
11604;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;110275;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4.0;43.0;4314902.0;1;1;Engenharia de controle e automação;Engenharia, produção e construção;2010;2019;6;2015;10;2019;31;0;2;1;0;0;54,8;45,2;6,5;3,2
11605;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;110280;FONOAUDIOLOGIA;4.0;43.0;4314902.0;1;1;Fonoaudiologia;Saúde e bem-estar;2010;2019;5;2014;8;2017;31;0;0;0;0;0;67,7;32,3;0;0
11606;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116396;SAÚDE COLETIVA;4.0;43.0;4314902.0;1;1;Saúde coletiva;Saúde e bem-estar;2010;2019;5;2014;8;2017;60;1;0;0;0;1,7;51,7;46,7;0;0
11607;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116398;DANÇA;4.0;43.0;4314902.0;2;1;Dança formação de professor;Educação;2010;2019;5;2014;8;2017;30;1;0;0;0;3,3;63,3;33,3;0;0
11608;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116400;FISIOTERAPIA;4.0;43.0;4314902.0;1;1;Fisioterapia;Saúde e bem-estar;2010;2019;6;2015;10;2019;30;0;0;0;0;0;76,7;23,3;0;0
11609;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116678;PSICOLOGIA;4.0;43.0;4314902.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;4;0;0;0;0;0;0;100;0;0
11610;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116760;QUÍMICA INDUSTRIAL;4.0;43.0;4314902.0;1;1;Química industrial e tecnológica;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;24;0;2;1;0;0;29,2;70,8;8,3;4,2
11611;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116766;ARTES VISUAIS;4.0;43.0;4314902.0;1;1;Artes visuais;Artes e humanidades;2010;2019;5;2014;8;2017;70;0;0;0;0;0;67,1;32,9;0;0
11612;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;116768;ARTES VISUAIS;4.0;43.0;4314902.0;2;1;Artes visuais formação de professor;Educação;2010;2019;5;2014;8;2017;66;2;0;1;0;3;57,6;39,4;0;1,5
11613;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;313722;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4314902.0;1;1;Biologia;Ciências naturais, matemática e estatística;2010;2019;9;2018;10;2019;10;0;0;0;0;0;30;70;0;0
11614;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1119202;SERVIÇO SOCIAL;4.0;43.0;4314902.0;1;1;Serviço social;Saúde e bem-estar;2010;2019;5;2014;9;2018;31;2;0;1;0;6,5;77,4;16,1;0;3,2
11615;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1140223;BIOTECNOLOGIA MOLECULAR;4.0;43.0;4314902.0;1;1;Biotecnologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;11;0;0;0;0;0;0;100;0;0
11616;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1140227;ENGENHARIA DE ENERGIA;4.0;43.0;4314902.0;1;1;Engenharia de energia;Engenharia, produção e construção;2010;2019;6;2015;10;2019;31;1;0;0;0;3,2;19,4;77,4;0;0
11617;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1140229;ENGENHARIA FÍSICA;4.0;43.0;4314902.0;1;1;Engenharia física;Engenharia, produção e construção;2010;2019;6;2015;10;2019;29;0;0;0;0;0;27,6;72,4;0;0
11618;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1140233;POLÍTICAS PÚBLICAS;4.0;43.0;4314902.0;1;1;Ciência política;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;49;3;0;1;0;6,1;44,9;49;0;2
11619;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1140239;HISTÓRIA DA ARTE;4.0;43.0;4314902.0;1;1;História da arte;Artes e humanidades;2010;2019;5;2014;8;2017;30;1;1;0;0;3,3;53,3;43,3;3,3;0
11620;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1259276;BIOTECNOLOGIA;4.0;43.0;4314902.0;1;1;Biotecnologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;19;0;0;0;0;0;84,2;15,8;0;0
11621;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13839;FILOSOFIA;4.0;43.0;4316907.0;2;1;Filosofia formação de professor;Educação;2010;2019;5;2014;8;2017;41;1;0;0;0;2,4;36,6;61;0;0
11622;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13840;FÍSICA;4.0;43.0;4316907.0;2;1;Física formação de professor;Educação;2010;2019;5;2014;8;2017;21;0;0;0;0;0;33,3;66,7;0;0
11623;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13841;EDUCAÇÃO ESPECIAL;4.0;43.0;4316907.0;2;1;Educação especial formação de professor;Educação;2010;2019;6;2015;10;2019;48;0;0;1;0;0;58,3;41,7;0;2,1
11624;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13845;MÚSICA;4.0;43.0;4316907.0;1;1;Música;Artes e humanidades;2010;2019;6;2015;10;2019;5;0;0;0;0;0;40;60;0;0
11625;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13849;ARQUIVOLOGIA;4.0;43.0;4316907.0;1;1;Arquivologia;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;28;0;0;0;0;0;78,6;21,4;0;0
11626;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13850;DIREITO;4.0;43.0;4316907.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;41;1;0;0;0;2,4;87,8;9,8;0;0
11627;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13851;CIÊNCIAS ECONÔMICAS;4.0;43.0;4316907.0;1;1;Economia;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;43;0;0;0;0;0;45,2;54,8;0;0
11628;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13852;ADMINISTRAÇÃO;4.0;43.0;4316907.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;56;1;0;0;0;1,8;71,4;26,8;0;0
11629;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13853;CIÊNCIAS CONTÁBEIS;4.0;43.0;4316907.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;6;2015;10;2019;51;0;1;1;0;0;60,8;39,2;2;2
11630;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13854;ZOOTECNIA;4.0;43.0;4316907.0;1;1;Zootecnia;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;79;0;0;0;0;0;64,1;35,9;0;0
11631;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13856;ENGENHARIA FLORESTAL;4.0;43.0;4316907.0;1;1;Engenharia florestal;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;89;1;0;0;0;1,1;77;21,8;0;0
11632;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13857;MEDICINA VETERINÁRIA;4.0;43.0;4316907.0;1;1;Medicina veterinária;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;114;1;0;0;0;0,9;93,8;5,4;0;0
11633;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13858;ENGENHARIA CIVIL;4.0;43.0;4316907.0;1;1;Engenharia civil;Engenharia, produção e construção;2010;2019;6;2015;10;2019;93;4;1;1;0;4,3;78,5;17,2;1,1;1,1
11634;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13859;AGRONOMIA;4.0;43.0;4316907.0;1;1;Agronomia;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;124;0;2;0;0;0;83,5;16,5;1,7;0
11635;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13862;FISIOTERAPIA;4.0;43.0;4316907.0;1;1;Fisioterapia;Saúde e bem-estar;2010;2019;6;2015;10;2019;42;0;0;0;0;0;83,3;16,7;0;0
11636;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13864;FONOAUDIOLOGIA;4.0;43.0;4316907.0;1;1;Fonoaudiologia;Saúde e bem-estar;2010;2019;6;2015;10;2019;28;0;0;0;0;0;64,3;35,7;0;0
11637;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13865;ENFERMAGEM;4.0;43.0;4316907.0;1;1;Enfermagem;Saúde e bem-estar;2010;2019;6;2015;10;2019;47;0;0;0;0;0;87,2;12,8;0;0
11638;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13866;MEDICINA;4.0;43.0;4316907.0;1;1;Medicina;Saúde e bem-estar;2010;2019;7;2016;10;2019;116;1;0;0;0;0,9;96,6;2,6;0;0
11639;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13867;ODONTOLOGIA;4.0;43.0;4316907.0;1;1;Odontologia;Saúde e bem-estar;2010;2019;6;2015;10;2019;69;0;0;0;0;0;88,2;11,8;0;0
11640;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13868;FARMÁCIA;4.0;43.0;4316907.0;1;1;Farmácia;Saúde e bem-estar;2010;2019;6;2015;10;2019;122;0;0;0;0;0;72,1;27,9;0;0
11641;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13871;QUÍMICA INDUSTRIAL;4.0;43.0;4316907.0;1;1;Química industrial e tecnológica;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;22;0;0;0;0;0;63,6;36,4;0;0
11642;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13873;MATEMÁTICA;4.0;43.0;4316907.0;2;1;Matemática formação de professor;Educação;2010;2019;5;2014;8;2017;57;0;0;0;0;0;17,9;82,1;0;0
11643;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13874;QUÍMICA;4.0;43.0;4316907.0;2;1;Química formação de professor;Educação;2010;2019;5;2014;8;2017;45;0;0;0;0;0;46,7;53,3;0;0
11644;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13877;EDUCAÇÃO FÍSICA;4.0;43.0;4316907.0;2;1;Educação física formação de professor;Educação;2010;2019;5;2014;8;2017;68;0;0;0;0;0;57,4;42,6;0;0
11645;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13881;CIÊNCIA DA COMPUTAÇÃO;4.0;43.0;4316907.0;1;1;Ciência da computação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;5;2014;8;2017;43;1;0;0;0;2,3;37,2;60,5;0;0
11646;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13896;ARQUITETURA E URBANISMO;4.0;43.0;4316907.0;1;1;Arquitetura e urbanismo;Engenharia, produção e construção;2010;2019;6;2015;10;2019;28;1;0;0;0;3,6;82,1;14,3;0;0
11647;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13899;FÍSICA;4.0;43.0;4316907.0;1;1;Física;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;24;0;0;0;0;0;29,2;70,8;0;0
11648;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;13900;ARTES CÊNICAS;4.0;43.0;4316907.0;1;1;Artes cênicas;Artes e humanidades;2010;2019;5;2014;8;2017;16;0;0;0;0;0;0;100;0;0
11649;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;18391;PSICOLOGIA;4.0;43.0;4316907.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;25;0;0;0;0;0;80;20;0;0
11650;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;18881;CIÊNCIAS SOCIAIS;4.0;43.0;4316907.0;1;1;Ciências sociais;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;42;1;0;1;0;2,4;38,1;59,5;0;2,4
11651;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;23928;DESENHO INDUSTRIAL;4.0;43.0;4316907.0;1;1;Desenho industrial;Artes e humanidades;2010;2019;6;2015;10;2019;25;1;0;1;0;4;56;40;0;4
11652;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;33011;JORNALISMO;4.0;43.0;4316907.0;1;1;Jornalismo;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;42;0;0;0;0;0;85,7;14,3;0;0
11653;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;40152;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;4.0;43.0;4316907.0;1;1;Publicidade e propaganda;Negócios, administração e direito;2010;2019;5;2014;8;2017;31;0;0;0;0;0;67,7;32,3;0;0
11654;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;40153;COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS;4.0;43.0;4316907.0;1;1;Relações públicas;Negócios, administração e direito;2010;2019;5;2014;8;2017;36;0;0;0;0;0;58,3;41,7;0;0
11655;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41011;ADMINISTRAÇÃO;4.0;43.0;4316907.0;1;1;Administração;Negócios, administração e direito;2010;2019;6;2015;10;2019;52;1;0;1;0;1,9;73,1;25;0;1,9
11656;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41054;CIÊNCIAS ECONÔMICAS;4.0;43.0;4316907.0;1;1;Economia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;45;0;0;0;0;0;26,7;73,3;0;0
11657;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41063;DIREITO;4.0;43.0;4316907.0;1;1;Direito;Negócios, administração e direito;2010;2019;7;2016;10;2019;64;3;0;0;0;4,7;56,3;39,1;0;0
11658;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41065;FÍSICA;4.0;43.0;4316907.0;2;1;Física formação de professor;Educação;2010;2019;6;2015;10;2019;25;1;0;0;0;4;28;68;0;0
11659;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41069;MATEMÁTICA;4.0;43.0;4316907.0;2;1;Matemática formação de professor;Educação;2010;2019;6;2015;10;2019;51;1;0;0;0;2;15,7;82,4;0;0
11660;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;41072;MÚSICA;4.0;43.0;4316907.0;2;1;Música formação de professor;Educação;2010;2019;5;2014;8;2017;20;2;0;0;0;10;40;50;0;0
11661;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;45328;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4316907.0;2;1;Biologia formação de professor;Educação;2010;2019;5;2014;8;2017;56;0;0;0;0;0;7,1;92,9;0;0
11662;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;46588;GEOGRAFIA;4.0;43.0;4316907.0;2;1;Geografia formação de professor;Educação;2010;2019;5;2014;8;2017;71;0;0;1;0;0;28,2;71,8;0;1,4
11663;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84423;CIÊNCIAS CONTÁBEIS;4.0;43.0;4316907.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;6;2015;10;2019;45;0;0;0;0;0;60;40;0;0
11664;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84427;HISTÓRIA;4.0;43.0;4316907.0;2;1;História formação de professor;Educação;2010;2019;6;2015;10;2019;56;3;1;0;0;5,4;48,2;46,4;1,8;0
11665;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84839;ARTES VISUAIS;4.0;43.0;4316907.0;1;1;Artes visuais;Artes e humanidades;2010;2019;5;2014;8;2017;37;0;0;1;0;0;54,1;45,9;0;2,7
11666;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84840;ARTES VISUAIS;4.0;43.0;4316907.0;2;1;Artes visuais formação de professor;Educação;2010;2019;5;2014;8;2017;24;0;0;0;0;0;37,5;62,5;0;0
11667;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84985;LETRAS - INGLÊS;4.0;43.0;4316907.0;2;1;Letras inglês formação de professor;Educação;2010;2019;5;2014;8;2017;37;0;0;0;0;0;32,4;67,6;0;0
11668;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84990;LETRAS - ESPANHOL;4.0;43.0;4316907.0;2;1;Letras espanhol formação de professor;Educação;2010;2019;5;2014;9;2018;37;1;1;0;0;2,7;29,7;67,6;2,7;0
11669;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;84992;LETRAS - PORTUGUÊS;4.0;43.0;4316907.0;2;1;Letras português formação de professor;Educação;2010;2019;5;2014;8;2017;44;0;0;0;0;0;50;50;0;0
11670;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;90333;METEOROLOGIA;4.0;43.0;4316907.0;1;1;Meteorologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;20;0;0;0;0;0;55;45;0;0
11671;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;94185;DESENHO INDUSTRIAL;4.0;43.0;4316907.0;1;1;Desenho industrial;Artes e humanidades;2010;2019;5;2014;9;2018;15;0;0;0;0;0;80;20;0;0
11672;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103346;EDUCAÇÃO FÍSICA;4.0;43.0;4316907.0;1;1;Educação física;Saúde e bem-estar;2010;2019;5;2014;8;2017;74;2;1;0;0;2,7;52,7;44,6;1,4;0
11673;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103349;QUÍMICA;4.0;43.0;4316907.0;1;1;Química;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;21;0;0;0;0;0;19;81;0;0
11674;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103376;AGRONOMIA;4.0;43.0;4308508.0;1;1;Agronomia;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;66;0;0;0;0;0;66,7;33,3;0;0
11675;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103388;ENGENHARIA FLORESTAL;4.0;43.0;4308508.0;1;1;Engenharia florestal;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;54;3;0;0;0;5,6;48,1;46,3;0;0
11676;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103398;JORNALISMO;4.0;43.0;4308508.0;1;1;Jornalismo;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;34;0;0;0;0;0;55,9;44,1;0;0
11677;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103404;ZOOTECNIA;4.0;43.0;4313706.0;1;1;Zootecnia;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;58;2;0;0;0;3,4;44,8;51,7;0;0
11678;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103406;ENFERMAGEM;4.0;43.0;4313706.0;1;1;Enfermagem;Saúde e bem-estar;2010;2019;6;2015;10;2019;46;0;0;1;0;0;73,3;26,7;0;2,2
11679;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103408;ADMINISTRAÇÃO;4.0;43.0;4313706.0;1;1;Administração;Negócios, administração e direito;2010;2019;6;2015;10;2019;62;1;1;3;0;1,6;46,8;51,6;1,6;4,8
11680;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;103410;ADMINISTRAÇÃO;4.0;43.0;4313706.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;44;0;0;1;0;0;36,4;63,6;0;2,3
11681;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;112656;CIÊNCIAS SOCIAIS;4.0;43.0;4316907.0;2;1;Ciências sociais formação de professor;Educação;2010;2019;5;2014;9;2018;33;0;0;1;0;0;40,6;59,4;0;3,1
11684;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;117717;PEDAGOGIA;4.0;43.0;4316907.0;2;1;Pedagogia;Educação;2010;2019;5;2014;9;2018;91;1;0;0;0;1,1;63,7;35,2;0;0
11687;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;120379;ENGENHARIA MECÂNICA;4.0;43.0;4316907.0;1;1;Engenharia mecânica;Engenharia, produção e construção;2010;2019;6;2015;10;2019;49;0;0;1;0;0;67,3;32,7;0;2
