;Código da Instituição;Nome da Instituição;Categoria Administrativa;Organização Acadêmica;Código do Curso de Graduação;Nome do Curso de Graduação;Código da Região Geográfica do Curso;Código da Unidade Federativa do Curso;Código do Município do Curso;Grau Acadêmico;Modalidade de Ensino;Nome da área do Curso segundo a classificação CINE BRASIL;Nome da Grande Área do Curso segundo a classificação CINE BRASIL;Ano de Ingresso;Ano de Referência;Prazo de Integralização em Anos;Ano de Integralização do Curso;Prazo de Acompanhamento do Curso em anos;Ano Máximo de Acompanhamento do Curso;Quantidade de Ingressantes no Curso;Quantidade de Permanência no Curso no ano de referência;Quantidade de Concluintes no Curso no ano de referência;Quantidade de Desistência no Curso no ano de referência;Quantidade de Falecimentos no Curso no ano de referência;Taxa de Permanência - TAP;Taxa de Conclusão Acumulada - TCA;Taxa de Desistência Acumulada - TODA;Taxa de Conclusão Anual - TCAN;Taxa de Desistência Anual - TDAN
1401;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1773;ADMINISTRAÇÃO;4.0;43.0;4311304.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;45;0;1;0;0;0;24,4;75,6;2,2;0
1402;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1774;ADMINISTRAÇÃO;4.0;43.0;4320800.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;65;0;0;4;0;0;35,4;64,6;0;6,2
1403;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1780;PEDAGOGIA;4.0;43.0;4320800.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;19;0;0;0;0;0;63,2;36,8;0;0
1404;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1782;PEDAGOGIA;4.0;43.0;4304705.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;39;0;0;1;0;0;66,7;33,3;0;2,6
1405;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1786;ARQUITETURA E URBANISMO;4.0;43.0;4314100.0;1;1;Arquitetura e urbanismo;Engenharia, produção e construção;2010;2019;7;2016;10;2019;80;1;0;1;0;1,3;60;38,8;0;1,3
1406;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18475;DIREITO;4.0;43.0;4304705.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;49;2;0;6;0;4,1;34,7;61,2;0;12,2
1407;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18477;DIREITO;4.0;43.0;4304903.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;35;0;0;2;0;0;45,7;54,3;0;5,7
1408;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18478;DIREITO;4.0;43.0;4320800.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;36;3;1;4;0;8,3;52,8;38,9;2,8;11,1
1409;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18480;DIREITO;4.0;43.0;4313706.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;17;0;0;1;0;0;11,8;88,2;0;5,9
1410;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18481;DIREITO;4.0;43.0;4311304.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;23;1;0;1;0;4,3;60,9;34,8;0;4,3
1411;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18482;SECRETARIADO EXECUTIVO;4.0;43.0;4314100.0;1;1;Secretariado;Negócios, administração e direito;2010;2019;5;2014;8;2017;27;0;0;0;0;0;37;63;0;0
1412;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18483;FARMÁCIA;4.0;43.0;4314100.0;1;1;Farmácia;Saúde e bem-estar;2010;2019;6;2015;10;2019;37;0;0;0;0;0;59,5;40,5;0;0
1413;20;UNIVERSIDADE DE PASSO FUNDO;5;1;18484;MEDICINA VETERINÁRIA;4.0;43.0;4314100.0;1;1;Medicina veterinária;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;85;2;4;6;0;2,4;61,2;36,5;4,7;7,1
1414;20;UNIVERSIDADE DE PASSO FUNDO;5;1;20948;ENGENHARIA DE ALIMENTOS;4.0;43.0;4314100.0;1;1;Engenharia de alimentos;Engenharia, produção e construção;2010;2019;6;2015;10;2019;50;2;0;0;0;4;30;66;0;0
1415;20;UNIVERSIDADE DE PASSO FUNDO;5;1;20949;FISIOTERAPIA;4.0;43.0;4314100.0;1;1;Fisioterapia;Saúde e bem-estar;2010;2019;6;2015;10;2019;79;1;1;0;0;1,3;54,4;44,3;1,3;0
1416;20;UNIVERSIDADE DE PASSO FUNDO;5;1;24767;FARMÁCIA;4.0;43.0;4314100.0;1;1;Farmácia;Saúde e bem-estar;2010;2019;6;2015;10;2019;16;0;0;0;0;0;6,3;93,8;0;0
1417;20;UNIVERSIDADE DE PASSO FUNDO;5;1;24815;MÚSICA - CANTO;4.0;43.0;4314100.0;1;1;Música;Artes e humanidades;2010;2019;5;2014;8;2017;4;0;0;1;0;0;50;50;0;25
1418;20;UNIVERSIDADE DE PASSO FUNDO;5;1;26016;PUBLICIDADE E PROPAGANDA;4.0;43.0;4314100.0;1;1;Publicidade e propaganda;Negócios, administração e direito;2010;2019;5;2014;8;2017;63;0;1;2;0;0;51,6;48,4;1,6;3,2
1419;20;UNIVERSIDADE DE PASSO FUNDO;5;1;29604;JORNALISMO;4.0;43.0;4314100.0;1;1;Jornalismo;Ciências sociais, comunicação e informação;2010;2019;5;2014;9;2018;42;0;0;1;0;0;47,6;52,4;0;2,4
1420;20;UNIVERSIDADE DE PASSO FUNDO;5;1;34661;LETRAS - PORTUGUÊS E INGLÊS;4.0;43.0;4314100.0;2;1;Letras português inglês formação de professor;Educação;2010;2019;5;2014;9;2018;47;0;0;1;0;0;34;66;0;2,1
1421;20;UNIVERSIDADE DE PASSO FUNDO;5;1;47663;PSICOLOGIA;4.0;43.0;4314100.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;139;1;0;5;0;0,7;49,6;49,6;0;3,6
1422;20;UNIVERSIDADE DE PASSO FUNDO;5;1;57548;QUÍMICA;4.0;43.0;4314100.0;1;1;Química;Ciências naturais, matemática e estatística;2010;2019;5;2014;9;2018;40;0;0;0;0;0;42,5;57,5;0;0
1423;20;UNIVERSIDADE DE PASSO FUNDO;5;1;64832;FONOAUDIOLOGIA;4.0;43.0;4314100.0;1;1;Fonoaudiologia;Saúde e bem-estar;2010;2019;5;2014;8;2017;53;1;0;2;0;1,9;75,5;22,6;0;3,8
1424;20;UNIVERSIDADE DE PASSO FUNDO;5;1;64836;NUTRIÇÃO;4.0;43.0;4314100.0;1;1;Nutrição;Saúde e bem-estar;2010;2019;5;2014;8;2017;28;0;0;0;0;0;46,4;53,6;0;0
1425;20;UNIVERSIDADE DE PASSO FUNDO;5;1;65996;QUÍMICA;4.0;43.0;4314100.0;2;1;Química formação de professor;Educação;2010;2019;5;2014;9;2018;24;0;0;0;0;0;16,7;83,3;0;0
1426;20;UNIVERSIDADE DE PASSO FUNDO;5;1;66005;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4314100.0;1;1;Biologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;11;0;0;0;0;0;45,5;54,5;0;0
1427;20;UNIVERSIDADE DE PASSO FUNDO;5;1;66008;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4314100.0;2;1;Biologia formação de professor;Educação;2010;2019;5;2014;9;2018;45;0;1;1;0;0;48,9;51,1;2,2;2,2
1428;20;UNIVERSIDADE DE PASSO FUNDO;5;1;73086;ADMINISTRAÇÃO;4.0;43.0;4320107.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;69;0;1;2;0;0;49,3;50,7;1,4;2,9
1429;20;UNIVERSIDADE DE PASSO FUNDO;5;1;73295;ENGENHARIA AMBIENTAL E SANITÁRIA;4.0;43.0;4314100.0;1;1;Engenharia ambiental;Engenharia, produção e construção;2010;2019;6;2015;10;2019;92;3;1;6;0;3,3;27,2;69,6;1,1;6,5
1430;20;UNIVERSIDADE DE PASSO FUNDO;5;1;73298;SERVIÇO SOCIAL;4.0;43.0;4314100.0;1;1;Serviço social;Saúde e bem-estar;2010;2019;5;2014;8;2017;25;0;0;1;0;0;48;52;0;4
1431;20;UNIVERSIDADE DE PASSO FUNDO;5;1;73302;FÍSICA;4.0;43.0;4314100.0;2;1;Física formação de professor;Educação;2010;2019;5;2014;9;2018;18;0;0;0;0;0;50;50;0;0
1432;20;UNIVERSIDADE DE PASSO FUNDO;5;1;86476;DIREITO;4.0;43.0;4320107.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;35;2;0;3;0;5,7;34,3;60;0;8,6
1433;20;UNIVERSIDADE DE PASSO FUNDO;5;1;86484;ENGENHARIA DE PRODUÇÃO;4.0;43.0;4304705.0;1;1;Engenharia de produção;Engenharia, produção e construção;2010;2019;6;2015;10;2019;6;0;0;0;0;0;33,3;66,7;0;0
1434;20;UNIVERSIDADE DE PASSO FUNDO;5;1;88496;LETRAS - PORTUGUÊS E ESPANHOL;4.0;43.0;4314100.0;2;1;Letras português espanhol formação de professor;Educação;2010;2019;5;2014;9;2018;29;0;0;1;0;0;32,1;67,9;0;3,6
1435;20;UNIVERSIDADE DE PASSO FUNDO;5;1;88502;ARTES VISUAIS;4.0;43.0;4314100.0;2;1;Artes visuais formação de professor;Educação;2010;2019;5;2014;9;2018;9;0;0;0;0;0;66,7;33,3;0;0
1436;20;UNIVERSIDADE DE PASSO FUNDO;5;1;98359;EDUCAÇÃO FÍSICA;4.0;43.0;4314100.0;1;1;Educação física;Saúde e bem-estar;2010;2019;5;2014;8;2017;40;0;0;1;0;0;37,5;62,5;0;2,5
1437;20;UNIVERSIDADE DE PASSO FUNDO;5;1;98361;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4314100.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;31;0;0;1;0;0;29;71;0;3,2
1438;20;UNIVERSIDADE DE PASSO FUNDO;5;1;98373;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4304903.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;15;0;0;0;0;0;26,7;73,3;0;0
1439;20;UNIVERSIDADE DE PASSO FUNDO;5;1;102930;PEDAGOGIA;4.0;43.0;4313706.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;4;0;0;0;0;0;50;50;0;0
1440;20;UNIVERSIDADE DE PASSO FUNDO;5;1;102946;LETRAS - PORTUGUÊS E ESPANHOL;4.0;43.0;4311304.0;2;1;Letras português espanhol formação de professor;Educação;2010;2019;5;2014;9;2018;43;0;0;2;0;0;39,5;60,5;0;4,7
1441;20;UNIVERSIDADE DE PASSO FUNDO;5;1;111736;SISTEMAS PARA INTERNET;4.0;43.0;4314100.0;3;1;Sistemas para internet;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;28;0;0;0;0;0;17,9;82,1;0;0
1442;20;UNIVERSIDADE DE PASSO FUNDO;5;1;111738;GESTÃO DO AGRONEGÓCIO;4.0;43.0;4314100.0;3;1;Gestão do agronegócio;Negócios, administração e direito;2010;2019;4;2013;7;2016;14;0;0;0;0;0;57,1;42,9;0;0
1443;20;UNIVERSIDADE DE PASSO FUNDO;5;1;111740;FABRICAÇÃO MECÂNICA;4.0;43.0;4314100.0;3;1;Fabricação mecânica;Engenharia, produção e construção;2010;2019;4;2013;6;2015;22;0;0;0;0;0;22,7;77,3;0;0
1444;20;UNIVERSIDADE DE PASSO FUNDO;5;1;111744;DESIGN GRÁFICO;4.0;43.0;4314100.0;3;1;Design gráfico;Artes e humanidades;2010;2019;3;2012;5;2014;27;0;0;0;0;0;33,3;66,7;0;0
1445;20;UNIVERSIDADE DE PASSO FUNDO;5;1;115482;ESTÉTICA E COSMÉTICA;4.0;43.0;4314100.0;3;1;Estética e cosmética;Serviços;2010;2019;4;2013;7;2016;102;0;0;0;0;0;60,8;39,2;0;0
1446;20;UNIVERSIDADE DE PASSO FUNDO;5;1;115484;DESIGN DE MODA;4.0;43.0;4314100.0;3;1;Moda;Artes e humanidades;2010;2019;4;2013;6;2015;40;0;0;0;0;0;67,5;32,5;0;0
1447;20;UNIVERSIDADE DE PASSO FUNDO;5;1;115500;GESTÃO DE RECURSOS HUMANOS;4.0;43.0;4314100.0;3;1;Gestão de pessoas;Negócios, administração e direito;2010;2019;3;2012;5;2014;24;0;0;0;0;0;45,8;54,2;0;0
1448;20;UNIVERSIDADE DE PASSO FUNDO;5;1;115512;LOGÍSTICA;4.0;43.0;4314100.0;3;1;Logística;Negócios, administração e direito;2010;2019;3;2012;5;2014;33;0;0;0;0;0;39,4;60,6;0;0
1449;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1029381;CIÊNCIAS CONTÁBEIS;4.0;43.0;4320107.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;5;2014;8;2017;47;0;0;1;0;0;48,9;51,1;0;2,1
1450;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1107869;GESTÃO COMERCIAL;4.0;43.0;4304903.0;3;1;Gestão comercial;Negócios, administração e direito;2010;2019;3;2012;5;2014;41;0;0;0;0;0;68,3;31,7;0;0
1451;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1109501;ENGENHARIA ELÉTRICA;4.0;43.0;4314100.0;1;1;Engenharia elétrica;Engenharia, produção e construção;2010;2019;7;2016;10;2019;98;4;4;9;0;4,1;30,9;64,9;4,1;9,3
1452;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1133198;ENGENHARIA CIVIL;4.0;43.0;4314100.0;1;1;Engenharia civil;Engenharia, produção e construção;2010;2019;7;2016;10;2019;79;4;4;13;0;5,1;57;38;5,1;16,5
1453;20;UNIVERSIDADE DE PASSO FUNDO;5;1;1133236;CIÊNCIA DA COMPUTAÇÃO;4.0;43.0;4314100.0;1;1;Ciência da computação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;5;2014;8;2017;5;0;0;0;0;0;0;100;0;0
1454;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1879;MEDICINA;4.0;43.0;4314902.0;1;1;Medicina;Saúde e bem-estar;2010;2019;7;2016;10;2019;81;0;0;0;0;0;96,3;3,8;0;0
1455;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1880;TEOLOGIA;4.0;43.0;4314902.0;1;1;Teologia;Artes e humanidades;2010;2019;5;2014;8;2017;28;1;0;0;0;3,6;42,9;53,6;0;0
1456;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1881;FILOSOFIA;4.0;43.0;4314902.0;2;1;Filosofia formação de professor;Educação;2010;2019;5;2014;8;2017;58;0;0;0;0;0;6,9;93,1;0;0
1457;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1882;PEDAGOGIA;4.0;43.0;4314902.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;104;0;0;0;0;0;55,8;44,2;0;0
1458;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1883;ODONTOLOGIA;4.0;43.0;4314902.0;1;1;Odontologia;Saúde e bem-estar;2010;2019;6;2015;10;2019;77;0;0;0;0;0;77,9;22,1;0;0
1459;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1885;LETRAS - LÍNGUA PORTUGUESA;4.0;43.0;4314902.0;2;1;Letras português formação de professor;Educação;2010;2019;5;2014;8;2017;101;0;0;0;0;0;33,7;66,3;0;0
1460;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1886;ENGENHARIA CIVIL;4.0;43.0;4314902.0;1;1;Engenharia civil;Engenharia, produção e construção;2010;2019;6;2015;10;2019;168;9;4;3;0;5,4;56,5;38,1;2,4;1,8
1461;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1887;SERVIÇO SOCIAL;4.0;43.0;4314902.0;1;1;Serviço social;Saúde e bem-estar;2010;2019;5;2014;8;2017;26;0;0;1;0;0;46,2;53,8;0;3,8
1462;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1888;DIREITO;4.0;43.0;4314902.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;1100;19;9;9;0;1,7;62,5;35,7;0,8;0,8
1463;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1890;CIÊNCIAS ECONÔMICAS;4.0;43.0;4314902.0;1;1;Economia;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;93;0;2;1;0;0;48,4;51,6;2,2;1,1
1464;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1893;GEOGRAFIA;4.0;43.0;4314902.0;2;1;Geografia formação de professor;Educação;2010;2019;5;2014;8;2017;20;0;0;0;0;0;5;95;0;0
1465;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1894;CIÊNCIAS SOCIAIS;4.0;43.0;4314902.0;2;1;Ciências sociais formação de professor;Educação;2010;2019;5;2014;8;2017;21;0;0;0;0;0;0;100;0;0
1466;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1896;FÍSICA;4.0;43.0;4314902.0;2;1;Física formação de professor;Educação;2010;2019;5;2014;8;2017;19;1;0;0;0;5,3;5,3;89,5;0;0
1467;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1903;PSICOLOGIA;4.0;43.0;4314902.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;318;8;5;5;0;2,5;58,8;38,7;1,6;1,6
1468;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1904;CIÊNCIA DA COMPUTAÇÃO;4.0;43.0;4314902.0;1;1;Ciência da computação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;5;2014;8;2017;144;6;1;0;0;4,2;21,5;74,3;0,7;0
1469;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1905;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4314902.0;2;1;Biologia formação de professor;Educação;2010;2019;5;2014;8;2017;112;0;0;0;0;0;7,1;92,9;0;0
1470;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1906;QUÍMICA;4.0;43.0;4314902.0;1;1;Química industrial e tecnológica;Ciências naturais, matemática e estatística;2010;2019;5;2014;8;2017;6;0;0;0;0;0;83,3;16,7;0;0
1471;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1907;MATEMÁTICA;4.0;43.0;4314902.0;2;1;Matemática formação de professor;Educação;2010;2019;5;2014;8;2017;17;0;0;0;0;0;17,6;82,4;0;0
1472;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1914;ENGENHARIA MECÂNICA;4.0;43.0;4314902.0;1;1;Engenharia mecânica;Engenharia, produção e construção;2010;2019;6;2015;10;2019;131;12;2;4;0;9,2;35,1;55,7;1,5;3,1
1473;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1915;ENGENHARIA QUÍMICA;4.0;43.0;4314902.0;1;1;Engenharia química;Engenharia, produção e construção;2010;2019;6;2015;10;2019;67;1;1;1;0;1,5;53,7;44,8;1,5;1,5
1474;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1916;ENGENHARIA ELÉTRICA;4.0;43.0;4314902.0;1;1;Engenharia eletrônica;Engenharia, produção e construção;2010;2019;6;2015;10;2019;62;9;1;1;0;14,5;40,3;45,2;1,6;1,6
1475;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1923;CIÊNCIAS AERONÁUTICAS;4.0;43.0;4314902.0;1;1;Ciências aeronáuticas;Serviços;2010;2019;4;2013;6;2015;65;2;0;0;0;3,1;72,3;24,6;0;0
1476;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1924;FARMÁCIA;4.0;43.0;4314902.0;1;1;Farmácia;Saúde e bem-estar;2010;2019;6;2015;10;2019;67;0;2;0;0;0;44,8;55,2;3;0
1477;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;1925;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4.0;43.0;4314902.0;1;1;Engenharia de controle e automação;Engenharia, produção e construção;2010;2019;6;2015;10;2019;81;3;1;0;0;3,7;28,4;67,9;1,2;0
1478;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;18056;ARQUITETURA E URBANISMO;4.0;43.0;4314902.0;1;1;Arquitetura e urbanismo;Engenharia, produção e construção;2010;2019;6;2015;10;2019;139;2;1;1;0;1,4;38,8;59,7;0,7;0,7
1479;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;19334;ENFERMAGEM;4.0;43.0;4314902.0;1;1;Enfermagem;Saúde e bem-estar;2010;2019;6;2015;10;2019;42;0;0;0;0;0;59,5;40,5;0;0
1480;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;22980;PUBLICIDADE E PROPAGANDA;4.0;43.0;4314902.0;1;1;Publicidade e propaganda;Negócios, administração e direito;2010;2019;5;2014;8;2017;193;2;0;0;0;1;61,7;37,3;0;0
1481;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;27508;JORNALISMO;4.0;43.0;4314902.0;1;1;Jornalismo;Ciências sociais, comunicação e informação;2010;2019;5;2014;8;2017;162;0;0;1;0;0;64,2;35,8;0;0,6
1482;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;33287;PEDAGOGIA;4.0;43.0;4314902.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;4;0;0;0;0;0;75;25;0;0
1483;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;33288;RELAÇÕES PÚBLICAS;4.0;43.0;4314902.0;1;1;Relações públicas;Negócios, administração e direito;2010;2019;5;2014;8;2017;111;0;0;0;0;0;61,3;38,7;0;0
1484;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;35062;QUÍMICA;4.0;43.0;4314902.0;2;1;Química formação de professor;Educação;2010;2019;4;2013;7;2016;52;0;0;0;0;0;1,9;98,1;0;0
1485;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;39514;EDUCAÇÃO FÍSICA;4.0;43.0;4314902.0;2;1;Educação física formação de professor;Educação;2010;2019;5;2014;8;2017;79;4;0;1;0;5,1;28,2;66,7;0;1,3
1486;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;39516;FISIOTERAPIA;4.0;43.0;4314902.0;1;1;Fisioterapia;Saúde e bem-estar;2010;2019;6;2015;10;2019;47;0;0;0;0;0;66;34;0;0
1487;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;56696;NUTRIÇÃO;4.0;43.0;4314902.0;1;1;Nutrição;Saúde e bem-estar;2010;2019;5;2014;8;2017;59;0;0;0;0;0;74,6;25,4;0;0
1488;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;56702;ENGENHARIA DE COMPUTAÇÃO;4.0;43.0;4314902.0;1;1;Engenharia de computação (DCN Computação);Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;6;2015;10;2019;77;0;3;0;0;0;27,3;72,7;3,9;0
1489;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;56766;SISTEMAS DE INFORMAÇÃO;4.0;43.0;4314902.0;1;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;5;2014;8;2017;117;2;1;0;0;1,7;37,6;60,7;0,9;0
1490;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;57240;ADMINISTRAÇÃO DE EMPRESAS;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;86;0;0;0;0;0;0;100;0;0
1491;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;57242;ADMINISTRAÇÃO DE EMPRESAS;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;122;0;0;0;0;0;0;100;0;0
1492;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;64746;ENGENHARIA DE PRODUÇÃO;4.0;43.0;4314902.0;1;1;Engenharia de produção;Engenharia, produção e construção;2010;2019;6;2015;10;2019;81;2;1;1;0;2,5;58;39,5;1,2;1,2
1493;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;73235;PRODUÇÃO AUDIOVISUAL;4.0;43.0;4314902.0;3;1;Produção audiovisual;Artes e humanidades;2010;2019;3;2012;5;2014;54;0;0;0;0;0;72,2;27,8;0;0
1494;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;88923;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;478;8;3;5;0;1,7;49,6;48,7;0,6;1
1495;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;88932;CIÊNCIAS CONTÁBEIS;4.0;43.0;4314902.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;5;2014;8;2017;103;4;0;1;0;3,9;47,6;48,5;0;1
1496;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;89146;EDUCAÇÃO FÍSICA;4.0;43.0;4314902.0;1;1;Educação física;Saúde e bem-estar;2010;2019;5;2014;8;2017;112;1;0;0;0;0,9;51,8;47,3;0;0
1497;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;97877;PEDAGOGIA;4.0;43.0;4314902.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;6;0;0;0;0;0;0;100;0;0
1498;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;102728;HISTÓRIA;4.0;43.0;4314902.0;2;1;História formação de professor;Educação;2010;2019;5;2014;8;2017;101;1;0;1;0;1;5;94,1;0;1
1499;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;5;1;116150;ENGENHARIA ELÉTRICA E ELETRÔNICA;4.0;43.0;4314902.0;1;1;Engenharia elétrica;Engenharia, produção e construção;2010;2019;6;2015;10;2019;22;0;0;0;0;0;0;100;0;0
