;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
6312;universidade josé do rosário vellano;64888;biomedicina;25;200;12.5;75,6
6313;universidade josé do rosário vellano;2310;ciência da computação;9;93;9.68;81,7
6314;universidade josé do rosário vellano;2299;direito;28;480;5.83;69,5
6315;universidade josé do rosário vellano;102550;educação física;11;47;23.4;76,6
6316;universidade josé do rosário vellano;21613;enfermagem;45;303;14.85;73,9
6317;universidade josé do rosário vellano;20814;farmácia;28;145;19.31;68,1
6318;universidade josé do rosário vellano;64883;fisioterapia;12;30;40.0;66,7
6319;universidade josé do rosário vellano;2304;medicina;19;400;4.75;53,4
6320;universidade josé do rosário vellano;2295;medicina veterinária;8;93;8.6;71
6321;universidade josé do rosário vellano;18402;nutrição;13;52;25.0;68,6
6322;universidade josé do rosário vellano;2297;odontologia;18;296;6.08;67,3
6323;universidade josé do rosário vellano;2289;pedagogia;5;49;10.2;55,1
6324;universidade josé do rosário vellano;2290;psicologia;13;109;11.93;73,8
6325;universidade josé do rosário vellano;102548;serviço social;9;26;34.62;34,6
6326;universidade luterana do brasil;8490;administração;125;9327;1.34;85,9
6327;universidade luterana do brasil;115770;agronegócio;5;63;7.94;61,9
6328;universidade luterana do brasil;94183;agronomia;2;213;0.94;95,3
6329;universidade luterana do brasil;68029;análise e desenvolvimento de sistemas;2;170;1.18;87,1
6330;universidade luterana do brasil;66503;artes visuais;5;142;3.52;79,6
6331;universidade luterana do brasil;65549;automação industrial;3;215;1.4;91,2
6332;universidade luterana do brasil;65092;biomedicina;1;339;0.29;68,2
6333;universidade luterana do brasil;33566;ciências biológicas;17;754;2.25;84,6
6334;universidade luterana do brasil;9274;ciências contábeis;4;200;2.0;90,6
6335;universidade luterana do brasil;9322;ciências políticas;2;52;3.85;96,2
6336;universidade luterana do brasil;26396;comunicação social - publicidade e propaganda;1;148;0.68;92,6
6337;universidade luterana do brasil;23575;comunicação social - relações públicas;4;54;7.41;83,3
6338;universidade luterana do brasil;65543;comércio exterior;2;61;3.28;93,4
6339;universidade luterana do brasil;99745;dança;4;133;3.01;60
6340;universidade luterana do brasil;69206;design de interiores;1;159;0.63;81,6
6341;universidade luterana do brasil;112316;design de moda;2;104;1.92;66,7
6342;universidade luterana do brasil;100068;design gráfico;3;114;2.63;92,1
6343;universidade luterana do brasil;9292;direito;4;2740;0.15;86,4
6344;universidade luterana do brasil;8483;educação física;46;2143;2.15;92,2
6345;universidade luterana do brasil;9278;enfermagem;7;884;0.79;80,3
6346;universidade luterana do brasil;9287;engenharia civil;2;302;0.66;79,8
6347;universidade luterana do brasil;115774;engenharia de produção;10;213;4.69;87,5
6348;universidade luterana do brasil;60280;engenharia mecânica automotiva;1;245;0.41;91
6349;universidade luterana do brasil;70867;estética e cosmética;5;517;0.97;86,2
6350;universidade luterana do brasil;9309;fisioterapia;13;614;2.12;86,5
6351;universidade luterana do brasil;65571;fotografia;1;146;0.68;83,6
6352;universidade luterana do brasil;59566;física;3;119;2.52;95
6353;universidade luterana do brasil;9293;geografia;1;113;0.88;80,2
6354;universidade luterana do brasil;102926;gestão ambiental;1;116;0.86;90,4
6355;universidade luterana do brasil;65577;gestão comercial;3;95;3.16;94,7
6356;universidade luterana do brasil;119908;gestão da produção industrial;5;74;6.76;78,4
6357;universidade luterana do brasil;65573;gestão de recursos humanos;2;835;0.24;90,8
6358;universidade luterana do brasil;65501;gestão de segurança privada;3;81;3.7;92,6
6359;universidade luterana do brasil;65547;gestão financeira;23;368;6.25;96,1
6360;universidade luterana do brasil;120661;gestão pública;1;595;0.17;84
6361;universidade luterana do brasil;9289;história;10;425;2.35;81,1
6362;universidade luterana do brasil;32941;letras - português;10;4470;0.22;86
6363;universidade luterana do brasil;69202;marketing;5;152;3.29;92,1
6364;universidade luterana do brasil;27598;matemática;5;399;1.25;77,8
6365;universidade luterana do brasil;9326;medicina;6;255;2.35;53,3
6366;universidade luterana do brasil;96899;negócios imobiliários;9;615;1.46;88,3
6367;universidade luterana do brasil;9290;odontologia;1;524;0.19;57,7
6368;universidade luterana do brasil;8488;pedagogia;545;28652;1.9;67,5
6369;universidade luterana do brasil;113542;processos gerenciais;2;93;2.15;78,5
6370;universidade luterana do brasil;101576;produção audiovisual;1;47;2.13;85,1
6371;universidade luterana do brasil;26391;psicologia;4;1362;0.29;95,1
6372;universidade luterana do brasil;66507;química;7;97;7.22;88,7
6373;universidade luterana do brasil;66518;radiologia;2;61;3.28;90,2
6374;universidade luterana do brasil;65565;redes de computadores;2;210;0.95;91,9
6375;universidade luterana do brasil;9276;serviço social;13;10501;0.12;93,9
6376;universidade luterana do brasil;20971;sistemas de informação;5;646;0.77;100
6377;universidade luterana do brasil;9318;teologia;5;167;2.99;57,7
6378;universidade metodista de piracicaba;6392;administração;15;237;6.33;53,6
6379;universidade metodista de piracicaba;6422;arquitetura e urbanismo;3;50;6.0;28
6380;universidade metodista de piracicaba;6393;ciências contábeis;8;93;8.6;39,8
6381;universidade metodista de piracicaba;6394;ciências econômicas;6;51;11.76;52,9
6382;universidade metodista de piracicaba;6395;direito;31;504;6.15;46,2
6383;universidade metodista de piracicaba;6399;educação física;8;161;4.97;52,8
6384;universidade metodista de piracicaba;74874;engenharia de produção;8;104;7.69;41,3
6385;universidade metodista de piracicaba;6410;engenharia industrial mecânica;4;49;8.16;49
6386;universidade metodista de piracicaba;6423;engenharia química;13;99;13.13;65,7
6387;universidade metodista de piracicaba;6411;farmácia;4;32;12.5;71,9
6388;universidade metodista de piracicaba;6397;fisioterapia;9;123;7.32;56,1
6389;universidade metodista de piracicaba;106850;gastronomia;4;39;10.26;48,7
6390;universidade metodista de piracicaba;106868;gestão de recursos humanos;12;155;7.74;46,6
6391;universidade metodista de piracicaba;6412;história;4;36;11.11;63,9
6392;universidade metodista de piracicaba;27564;jornalismo;2;38;5.26;26,3
6393;universidade metodista de piracicaba;106858;logística;10;98;10.2;46,4
6394;universidade metodista de piracicaba;106880;música;6;49;12.24;49
6395;universidade metodista de piracicaba;106864;negócios imobiliários;1;29;3.45;37,9
6396;universidade metodista de piracicaba;102804;negócios internacionais;7;87;8.05;56,3
6397;universidade metodista de piracicaba;6398;nutrição;2;58;3.45;46,6
6398;universidade metodista de piracicaba;116014;odontologia;5;72;6.94;30,6
6399;universidade metodista de piracicaba;38963;pedagogia;1;63;1.59;57,1
6400;universidade metodista de piracicaba;6396;psicologia;3;112;2.68;48,2
6401;universidade metodista de piracicaba;29936;publicidade e propaganda;7;68;10.29;27,9
6402;universidade metodista de piracicaba;6408;química;3;96;3.12;36
6403;universidade metodista de piracicaba;98478;redes de computadores;3;25;12.0;36
6404;universidade metodista de são paulo;5121;administração;158;1634;9.67;89,2
6405;universidade metodista de são paulo;89002;análise e desenvolvimento de sistemas;23;148;15.54;62,8
6406;universidade metodista de são paulo;115818;automação industrial;24;130;18.46;52,3
6407;universidade metodista de são paulo;50945;biomedicina;21;91;23.08;28,6
6408;universidade metodista de são paulo;5131;ciências biológicas;16;46;34.78;34,8
6409;universidade metodista de são paulo;5129;ciências contábeis;25;192;13.02;31,9
6410;universidade metodista de são paulo;39767;ciências econômicas;8;77;10.39;28,6
6411;universidade metodista de são paulo;97829;ciências sociais;2;134;1.49;51,5
6412;universidade metodista de são paulo;49900;comunicação social - comunicação mercadológica;13;79;16.46;30,4
6413;universidade metodista de são paulo;35717;comunicação social - jornalismo;35;182;19.23;33
6414;universidade metodista de são paulo;23231;comunicação social - publicidade e propaganda;18;277;6.5;27,2
6415;universidade metodista de são paulo;28661;comunicação social - relações públicas;27;148;18.24;30,4
6416;universidade metodista de são paulo;54441;direito;35;242;14.46;50,4
6417;universidade metodista de são paulo;19357;educação física;14;112;12.5;46,4
6418;universidade metodista de são paulo;20050;engenharia de computação;9;68;13.24;33,8
6419;universidade metodista de são paulo;49831;farmácia;15;64;23.44;23,4
6420;universidade metodista de são paulo;5130;filosofia;15;145;10.34;75
6421;universidade metodista de são paulo;19359;fisioterapia;14;50;28.0;34
6422;universidade metodista de são paulo;75760;gastronomia;6;84;7.14;39,3
6423;universidade metodista de são paulo;115806;gestão ambiental;117;893;13.1;50,6
6424;universidade metodista de são paulo;92351;gestão de recursos humanos;103;974;10.57;32
6425;universidade metodista de são paulo;106788;gestão de turismo;10;87;11.49;41,9
6426;universidade metodista de são paulo;115814;gestão financeira;30;213;14.08;46
6427;universidade metodista de são paulo;115816;gestão pública;52;354;14.69;30,1
6428;universidade metodista de são paulo;60606;letras - inglês;12;79;15.19;45,6
6429;universidade metodista de são paulo;92354;letras - português e espanhol;13;277;4.69;52
6430;universidade metodista de são paulo;88992;logística;77;800;9.62;27,6
6431;universidade metodista de são paulo;88994;marketing;57;545;10.46;38,6
6432;universidade metodista de são paulo;5133;medicina veterinária;9;91;9.89;30,8
6433;universidade metodista de são paulo;20051;nutrição;14;74;18.92;39,2
6434;universidade metodista de são paulo;5117;odontologia;9;80;11.25;21,3
6435;universidade metodista de são paulo;5119;pedagogia;123;1512;8.13;32,7
6436;universidade metodista de são paulo;102730;processos gerenciais;51;455;11.21;37,6
6437;universidade metodista de são paulo;5118;psicologia;24;153;15.69;39,9
6438;universidade metodista de são paulo;89000;redes de computadores;9;55;16.36;58,2
6439;universidade metodista de são paulo;35956;rádio, tv e internet;20;95;21.05;36,8
6440;universidade metodista de são paulo;5132;secretariado executivo;12;66;18.18;16,7
6441;universidade metodista de são paulo;89012;sistemas de informação;10;75;13.33;37,3
6442;universidade metodista de são paulo;21574;teologia;49;487;10.06;37,5
6443;universidade nilton lins;15456;administração;37;199;18.59;65,7
6444;universidade nilton lins;47716;arquitetura e urbanismo;20;101;19.8;82,2
6445;universidade nilton lins;60980;ciências biológicas;48;154;31.17;55,8
6446;universidade nilton lins;15457;ciências contábeis;17;105;16.19;56,2
6447;universidade nilton lins;18727;ciências econômicas;11;20;55.0;100
6448;universidade nilton lins;20433;direito;27;255;10.59;65,2
6449;universidade nilton lins;19939;educação física;23;121;19.01;54,5
6450;universidade nilton lins;47706;enfermagem;33;139;23.74;56,1
6451;universidade nilton lins;108224;engenharia ambiental;9;96;9.38;100
6452;universidade nilton lins;47718;engenharia civil;20;241;8.3;73,6
6453;universidade nilton lins;47720;engenharia de produção;14;120;11.67;78,3
6454;universidade nilton lins;20459;farmácia;19;87;21.84;45,3
6455;universidade nilton lins;47708;fisioterapia;13;93;13.98;68,8
6456;universidade nilton lins;47712;fonoaudiologia;13;35;37.14;68,6
6457;universidade nilton lins;69924;gestão ambiental;10;10;100.0;100
6458;universidade nilton lins;98916;gestão da qualidade;2;10;20.0;100
6459;universidade nilton lins;86428;história;15;85;17.65;48,2
6460;universidade nilton lins;27292;jornalismo;5;27;18.52;96,3
6461;universidade nilton lins;61012;letras - língua portuguesa;16;76;21.05;56,6
6462;universidade nilton lins;69914;logística;19;255;7.45;44,3
6463;universidade nilton lins;62686;matemática;10;72;13.89;56,9
6464;universidade nilton lins;49060;medicina;7;132;5.3;36,4
6465;universidade nilton lins;47714;medicina veterinária;14;82;17.07;64,6
6466;universidade nilton lins;19940;nutrição;17;63;26.98;63,5
6467;universidade nilton lins;20406;odontologia;9;154;5.84;51,9
6468;universidade nilton lins;19911;pedagogia;59;251;23.51;53
6469;universidade nilton lins;98910;petróleo e gás;10;177;5.65;61,6
6470;universidade nilton lins;54735;psicologia;22;99;22.22;69,7
6471;universidade nilton lins;108222;segurança no trabalho;10;75;13.33;61,3
6472;universidade nilton lins;69911;serviço social;54;260;20.77;52,7
6473;universidade nilton lins;20432;turismo;11;111;9.91;86,5
6474;universidade nove de julho;40657;administração;72;7603;0.95;71,5
6475;universidade nove de julho;102198;análise e desenvolvimento de sistemas;56;1598;3.5;73
6476;universidade nove de julho;66254;arquitetura e urbanismo;39;1030;3.79;71
6477;universidade nove de julho;102200;banco de dados;10;170;5.88;77,1
6478;universidade nove de julho;92625;biomedicina;33;1009;3.27;82,2
6479;universidade nove de julho;7142;ciência da computação;38;1637;2.32;74,2
6480;universidade nove de julho;72627;ciências biológicas;28;709;3.95;75
6481;universidade nove de julho;7145;ciências contábeis;79;2348;3.36;68
6482;universidade nove de julho;66277;ciências econômicas;9;130;6.92;71,5
6483;universidade nove de julho;24778;comunicação social - jornalismo;19;700;2.71;86,5
6484;universidade nove de julho;33512;comunicação social - publicidade e propaganda;41;1922;2.13;82,6
6485;universidade nove de julho;69500;comércio exterior;28;810;3.46;85
6486;universidade nove de julho;116476;desenho industrial;12;212;5.66;81,6
6487;universidade nove de julho;20018;direito;49;2741;1.79;75,1
6488;universidade nove de julho;72377;educação física;38;2130;1.78;72,9
6489;universidade nove de julho;19197;enfermagem;66;4043;1.63;75,6
6490;universidade nove de julho;18625;engenharia civil;100;4360;2.29;99,4
6491;universidade nove de julho;18626;engenharia de produção mecânica;54;1223;4.42;75,2
6492;universidade nove de julho;102174;engenharia elétrica;50;1436;3.48;68,6
6493;universidade nove de julho;19200;fisioterapia;28;1401;2.0;82,5
6494;universidade nove de julho;102202;gestão comercial;31;1059;2.93;62,8
6495;universidade nove de julho;117012;gestão da qualidade;25;1096;2.28;61,5
6496;universidade nove de julho;119246;gestão de recursos humanos;7;89;7.87;59,6
6497;universidade nove de julho;72206;gestão financeira;80;2259;3.54;56,5
6498;universidade nove de julho;66282;história;21;510;4.12;65,3
6499;universidade nove de julho;69248;hotelaria;18;203;8.87;71,3
6500;universidade nove de julho;66267;letras - português;22;567;3.88;68,5
6501;universidade nove de julho;92632;logística;151;3996;3.78;66,8
6502;universidade nove de julho;69504;marketing;60;1838;3.26;65,2
6503;universidade nove de julho;66261;matemática;7;251;2.79;74,1
