;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
944;centro universitário fundação de ensino octávio bastos - feob;6099;direito;8;82;9.76;42,7
945;centro universitário fundação de ensino octávio bastos - feob;49006;enfermagem;5;23;21.74;60,9
946;centro universitário fundação de ensino octávio bastos - feob;53409;fisioterapia;1;14;7.14;35,7
947;centro universitário fundação de ensino octávio bastos - feob;102924;gestão ambiental;1;21;4.76;28,6
948;centro universitário fundação de ensino octávio bastos - feob;102916;gestão da qualidade;4;15;26.67;33,3
949;centro universitário fundação de ensino octávio bastos - feob;102914;gestão de recursos humanos;7;23;30.43;21,7
950;centro universitário fundação de ensino octávio bastos - feob;88168;história;3;28;10.71;53,6
951;centro universitário fundação de ensino octávio bastos - feob;102908;logística;5;14;35.71;35,7
952;centro universitário fundação de ensino octávio bastos - feob;102919;marketing;1;10;10.0;70
953;centro universitário fundação de ensino octávio bastos - feob;20093;matemática;1;11;9.09;18,2
954;centro universitário fundação de ensino octávio bastos - feob;6113;medicina veterinária;4;32;12.5;53,1
955;centro universitário fundação de ensino octávio bastos - feob;6104;pedagogia;6;32;18.75;34,4
956;centro universitário fundação de ensino octávio bastos - feob;102910;processos gerenciais;2;24;8.33;50
957;centro universitário fundação de ensino octávio bastos - feob;88147;química;2;37;5.41;63,6
958;centro universitário fundação de ensino octávio bastos - feob;53407;sistema de informação;2;16;12.5;56,3
959;centro universitário geraldo di biase;46868;administração;1;88;1.14;61,9
960;centro universitário geraldo di biase;111012;biomedicina;1;29;3.45;82,8
961;centro universitário geraldo di biase;101692;ciências contábeis;1;4;25.0;50
962;centro universitário geraldo di biase;87866;ciências econômicas;3;5;60.0;60
963;centro universitário geraldo di biase;120185;educação física;7;95;7.37;41
964;centro universitário geraldo di biase;111016;enfermagem;3;39;7.69;51,3
965;centro universitário geraldo di biase;87874;engenharia ambiental e sanitária;10;35;28.57;77,1
966;centro universitário geraldo di biase;22048;engenharia civil;20;509;3.93;54,4
967;centro universitário geraldo di biase;87882;engenharia de produção;8;264;3.03;62,9
968;centro universitário geraldo di biase;101742;gestão de recursos humanos;3;77;3.9;43,2
969;centro universitário geraldo di biase;101739;logística;2;37;5.41;73
970;centro universitário geraldo di biase;101734;redes de computadores;6;14;42.86;35,7
971;centro universitário geraldo di biase;101698;serviço social;3;30;10.0;21,4
972;centro universitário ingá;53888;ciências biológicas;5;26;19.23;46,2
973;centro universitário ingá;95115;educação física;9;53;16.98;41,5
974;centro universitário ingá;48207;enfermagem;4;67;5.97;52,2
975;centro universitário ingá;59488;farmácia;7;68;10.29;41,2
976;centro universitário ingá;48211;fisioterapia;7;51;13.73;68,6
977;centro universitário ingá;88446;nutrição;12;46;26.09;60,9
978;centro universitário ingá;20725;odontologia;3;80;3.75;63,8
979;centro universitário ingá;58342;psicologia;5;84;5.95;84,5
980;centro universitário internacional;21652;administração;95;552;17.21;57,4
981;centro universitário internacional;109638;análise e desenvolvimento de sistemas;15;133;11.28;68,4
982;centro universitário internacional;21977;ciência política;7;34;20.59;72,7
983;centro universitário internacional;47509;ciências contábeis;19;100;19.0;47
984;centro universitário internacional;100132;comunicação social - produção editorial e multimídia;5;32;15.62;81,3
985;centro universitário internacional;100131;comunicação social - publicidade e propaganda;19;140;13.57;81,4
986;centro universitário internacional;60002;comércio exterior;14;1836;0.76;51,5
987;centro universitário internacional;80293;direito;17;109;15.6;46,3
988;centro universitário internacional;80944;gestão comercial;12;2459;0.49;54,5
989;centro universitário internacional;60000;gestão da produção industrial;30;4853;0.62;55,8
990;centro universitário internacional;80946;gestão financeira;16;2701;0.59;51,6
991;centro universitário internacional;80940;gestão pública;6;4241;0.14;36,4
992;centro universitário internacional;80942;logística;26;3381;0.77;48,9
993;centro universitário internacional;60004;marketing;14;2099;0.67;62,8
994;centro universitário internacional;48908;pedagogia;26;6368;0.41;62,3
995;centro universitário internacional;59923;processos gerenciais;22;6683;0.33;45,7
996;centro universitário internacional;21749;secretariado executivo trilíngue;18;96;18.75;50
997;centro universitário internacional;88866;segurança no trabalho;9;45;20.0;62,2
998;centro universitário internacional;112258;sistemas para internet;4;37;10.81;70,3
999;centro universitário internacional;21651;turismo;10;43;23.26;67,4
1000;centro universitário jorge amado;18742;administração;32;678;4.72;62,8
1001;centro universitário jorge amado;73887;análise e desenvolvimento de sistemas;21;121;17.36;81
1002;centro universitário jorge amado;118846;arquitetura e urbanismo;15;93;16.13;63,4
1003;centro universitário jorge amado;60599;ciências biológicas;27;148;18.24;67,1
1004;centro universitário jorge amado;18342;ciências contábeis;10;76;13.16;64,5
1005;centro universitário jorge amado;49111;comunicação social - publicidade e propaganda;8;56;14.29;64,3
1006;centro universitário jorge amado;50872;design;5;77;6.49;63,6
1007;centro universitário jorge amado;104862;design de moda;12;66;18.18;51,5
1008;centro universitário jorge amado;21339;direito;79;415;19.04;64,8
1009;centro universitário jorge amado;73917;educação física;30;165;18.18;77,6
1010;centro universitário jorge amado;68941;enfermagem;57;518;11.0;49,8
1011;centro universitário jorge amado;118850;engenharia ambiental e sanitária;9;99;9.09;63,6
1012;centro universitário jorge amado;115296;engenharia de petróleo e gás;26;288;9.03;71,5
1013;centro universitário jorge amado;49081;engenharia de produção;15;130;11.54;75,4
1014;centro universitário jorge amado;120394;engenharia elétrica;10;130;7.69;84,6
1015;centro universitário jorge amado;68939;fisioterapia;32;130;24.62;60,8
1016;centro universitário jorge amado;74775;fonoaudiologia;8;39;20.51;56,4
1017;centro universitário jorge amado;118856;gastronomia;3;155;1.94;49
1018;centro universitário jorge amado;119588;gestão comercial;4;322;1.24;89,4
1019;centro universitário jorge amado;102286;gestão de recursos humanos;32;1664;1.92;50
1020;centro universitário jorge amado;1139904;gestão financeira;3;187;1.6;60,4
1021;centro universitário jorge amado;59741;história;3;20;15.0;85
1022;centro universitário jorge amado;1139789;hotelaria;4;61;6.56;85,2
1023;centro universitário jorge amado;49112;jornalismo;13;30;43.33;60
1024;centro universitário jorge amado;34020;letras - inglês;2;6;33.33;66,7
1025;centro universitário jorge amado;59734;letras - língua portuguesa;3;59;5.08;75
1026;centro universitário jorge amado;119586;logística;15;1001;1.5;82,6
1027;centro universitário jorge amado;102292;marketing;7;145;4.83;80
1028;centro universitário jorge amado;59735;matemática;1;75;1.33;75
1029;centro universitário jorge amado;74773;nutrição;10;92;10.87;56,5
1030;centro universitário jorge amado;98890;pedagogia;5;148;3.38;71,4
1031;centro universitário jorge amado;102290;processos gerenciais;13;472;2.75;60
1032;centro universitário jorge amado;118864;produção audiovisual;6;88;6.82;60,2
1033;centro universitário jorge amado;104590;produção multimídia;9;49;18.37;75,5
1034;centro universitário jorge amado;82955;psicologia;12;122;9.84;63,1
1035;centro universitário jorge amado;73883;redes de computadores;19;199;9.55;67,8
1036;centro universitário jorge amado;21306;relações internacionais;2;56;3.57;78,6
1037;centro universitário jorge amado;104860;segurança no trabalho;3;495;0.61;51,9
1038;centro universitário jorge amado;21475;sistemas de informação;2;36;5.56;75
1039;centro universitário la salle;51611;administração;30;94;31.91;90,4
1040;centro universitário la salle;51615;ciências contábeis;4;131;3.05;90,1
1041;centro universitário la salle;80291;direito;12;67;17.91;94
1042;centro universitário la salle;95096;turismo;2;10;20.0;80
1043;centro universitário la salle do rio de janeiro;69080;administração;7;210;3.33;33,3
1044;centro universitário la salle do rio de janeiro;69082;ciências contábeis;17;131;12.98;49,6
1045;centro universitário la salle do rio de janeiro;88024;direito;15;161;9.32;29,8
1046;centro universitário la salle do rio de janeiro;80244;história;8;45;17.78;42,2
1047;centro universitário la salle do rio de janeiro;97455;pedagogia;6;79;7.59;31,6
1048;centro universitário la salle do rio de janeiro;69086;relações internacionais;8;62;12.9;32,3
1049;centro universitário la salle do rio de janeiro;120018;sistemas de informação;7;85;8.24;51,8
1050;centro universitário leonardo da vinci;21291;administração;42;1878;2.24;62,3
1051;centro universitário leonardo da vinci;115732;arquitetura e urbanismo;12;177;6.78;71,2
1052;centro universitário leonardo da vinci;109422;biomedicina;10;50;20.0;100
1053;centro universitário leonardo da vinci;21293;ciências contábeis;8;559;1.43;69
1054;centro universitário leonardo da vinci;25651;comunicação social - publicidade e propaganda;8;136;5.88;68,6
1055;centro universitário leonardo da vinci;50876;design de moda;11;158;6.96;75,7
1056;centro universitário leonardo da vinci;49050;direito;11;254;4.33;70,9
1057;centro universitário leonardo da vinci;115730;engenharia ambiental;9;58;15.52;86,2
1058;centro universitário leonardo da vinci;99956;engenharia de produção;10;359;2.79;70,4
1059;centro universitário leonardo da vinci;105122;engenharia elétrica;4;72;5.56;86,1
1060;centro universitário leonardo da vinci;109408;engenharia mecânica;18;228;7.89;73,7
1061;centro universitário leonardo da vinci;105142;fisioterapia;5;8;62.5;62,5
1062;centro universitário leonardo da vinci;21295;sistema de informação;9;76;11.84;77,6
1063;centro universitário lusíada;5926;análise e desenvolvimento de sistemas;2;28;7.14;35,7
1064;centro universitário lusíada;5920;medicina;17;136;12.5;2,9
1065;centro universitário lusíada;65173;pedagogia;8;20;40.0;40
1066;centro universitário lusíada;5927;relações internacionais;1;36;2.78;38,9
1067;centro universitário luterano de manaus;53486;administração;3;255;1.18;89,8
1068;centro universitário luterano de manaus;9430;arquitetura e urbanismo;2;41;4.88;85,4
1069;centro universitário luterano de manaus;56318;direito;2;364;0.55;83,2
1070;centro universitário luterano de manaus;9434;engenharia ambiental;2;95;2.11;82,1
1071;centro universitário luterano de manaus;9433;engenharia civil;3;200;1.5;84,5
1072;centro universitário luterano de manaus;110772;engenharia mecânica;1;88;1.14;77,3
1073;centro universitário luterano de manaus;53482;engenharia química;2;76;2.63;86,8
1074;centro universitário luterano de manaus;9431;psicologia;1;97;1.03;94,8
1075;centro universitário luterano de palmas;45960;administração;1;199;0.5;94
1076;centro universitário luterano de palmas;43573;ciências biológicas;3;109;2.75;81,7
1077;centro universitário luterano de palmas;9441;ciências contábeis;1;98;1.02;90,8
1078;centro universitário luterano de palmas;43575;educação física;16;366;4.37;90,3
1079;centro universitário luterano de palmas;39365;enfermagem;2;204;0.98;76,5
1080;centro universitário luterano de palmas;19967;engenharia civil;12;561;2.14;76,1
1081;centro universitário luterano de palmas;118926;engenharia de minas;2;115;1.74;76,3
1082;centro universitário luterano de palmas;87390;estética e cosmética;1;193;0.52;83,4
1083;centro universitário luterano de palmas;52465;farmácia;3;180;1.67;84,4
1084;centro universitário luterano de palmas;43581;fisioterapia;5;230;2.17;90
