;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
3607;faculdade pitagoras de belo horizonte;educacao fisica;1;31.0;56;37;saude e bem-estar;1.79;66.07
3608;faculdade pitagoras de belo horizonte;enfermagem;1;31.0;14;10;saude e bem-estar;7.14;71.43
3609;faculdade pitagoras de belo horizonte;engenharia ambiental;3;31.0;48;37;engenharia, producao e construcao;6.25;77.08
3610;faculdade pitagoras de belo horizonte;engenharia civil;3;31.0;398;235;engenharia, producao e construcao;0.75;59.05
3611;faculdade pitagoras de belo horizonte;engenharia de controle e automacao;2;31.0;42;33;engenharia, producao e construcao;4.76;78.57
3612;faculdade pitagoras de belo horizonte;engenharia mecanica;1;31.0;533;438;engenharia, producao e construcao;0.19;82.18
3613;faculdade pitagoras de belo horizonte;letras - portugues e ingles;10;31.0;73;37;educacao;13.7;50.68
3614;faculdade pitagoras de belo horizonte;nutricao;1;31.0;28;19;saude e bem-estar;3.57;67.86
3615;faculdade pitagoras de belo horizonte;pedagogia;6;31.0;93;45;educacao;6.45;48.39
3616;faculdade pitagoras de belo horizonte;psicologia;4;31.0;134;58;ciencias sociais, comunicacao e informacao;2.99;43.28
3617;faculdade pitagoras de betim;ciencias contabeis;6;31.0;80;42;negocios, administracao e direito;7.5;52.5
3618;faculdade pitagoras de betim;direito;11;31.0;132;75;negocios, administracao e direito;8.33;56.82
3619;faculdade pitagoras de betim;educacao fisica;5;31.0;144;99;saude e bem-estar;3.47;68.75
3620;faculdade pitagoras de betim;enfermagem;3;31.0;61;32;saude e bem-estar;4.92;52.46
3621;faculdade pitagoras de betim;engenharia ambiental e sanitaria;5;31.0;75;30;engenharia, producao e construcao;6.67;40.0
3622;faculdade pitagoras de betim;engenharia civil;4;31.0;313;140;engenharia, producao e construcao;1.28;44.73
3623;faculdade pitagoras de betim;engenharia de controle e automacao;6;31.0;80;55;engenharia, producao e construcao;7.5;68.75
3624;faculdade pitagoras de betim;engenharia eletrica;4;31.0;91;45;engenharia, producao e construcao;4.4;49.45
3625;faculdade pitagoras de betim;engenharia mecanica;1;31.0;230;145;engenharia, producao e construcao;0.43;63.04
3626;faculdade pitagoras de betim;engenharia quimica;6;31.0;82;46;engenharia, producao e construcao;7.32;56.1
3627;faculdade pitagoras de betim;farmacia;8;31.0;61;21;saude e bem-estar;13.11;34.43
3628;faculdade pitagoras de betim;fisioterapia;6;31.0;34;21;saude e bem-estar;17.65;61.76
3629;faculdade pitagoras de betim;psicologia;9;31.0;52;16;ciencias sociais, comunicacao e informacao;17.31;30.77
3630;faculdade pitagoras de divinopolis - fpd;administracao;10;31.0;155;84;negocios, administracao e direito;6.45;54.19
3631;faculdade pitagoras de divinopolis - fpd;direito;10;31.0;279;174;negocios, administracao e direito;3.58;62.37
3632;faculdade pitagoras de divinopolis - fpd;enfermagem;3;31.0;76;32;saude e bem-estar;3.95;42.11
3633;faculdade pitagoras de divinopolis - fpd;engenharia ambiental e sanitaria;1;31.0;60;35;engenharia, producao e construcao;1.67;58.33
3634;faculdade pitagoras de divinopolis - fpd;engenharia civil;3;31.0;177;98;engenharia, producao e construcao;1.69;55.37
3635;faculdade pitagoras de divinopolis - fpd;engenharia de controle e automacao;7;31.0;45;34;engenharia, producao e construcao;15.56;75.56
3636;faculdade pitagoras de divinopolis - fpd;engenharia de producao;3;31.0;54;41;engenharia, producao e construcao;5.56;75.93
3637;faculdade pitagoras de divinopolis - fpd;engenharia mecanica;2;31.0;111;64;engenharia, producao e construcao;1.8;57.66
3638;faculdade pitagoras de divinopolis - fpd;farmacia;5;31.0;54;29;saude e bem-estar;9.26;53.7
3639;faculdade pitagoras de divinopolis - fpd;gestao comercial;2;31.0;70;46;negocios, administracao e direito;2.86;65.71
3640;faculdade pitagoras de divinopolis - fpd;psicologia;1;31.0;94;55;ciencias sociais, comunicacao e informacao;1.06;58.51
3641;faculdade pitagoras de divinopolis - fpd;sistemas de informacao;9;31.0;64;54;computacao e tecnologias da informacao e comunicacao (tic);14.06;84.38
3642;faculdade pitagoras de goiania;administracao;23;52.0;93;53;negocios, administracao e direito;24.73;56.99
3643;faculdade pitagoras de goiania;ciencias contabeis;13;52.0;70;34;negocios, administracao e direito;18.57;48.57
3644;faculdade pitagoras de goiania;gestao de recursos humanos;13;52.0;96;28;negocios, administracao e direito;13.54;29.17
3645;faculdade pitagoras de goiania;marketing;5;52.0;40;25;negocios, administracao e direito;12.5;62.5
3646;faculdade pitagoras de governador valadares;administracao;2;31.0;101;48;negocios, administracao e direito;1.98;47.52
3647;faculdade pitagoras de governador valadares;ciencias contabeis;2;31.0;71;23;negocios, administracao e direito;2.82;32.39
3648;faculdade pitagoras de governador valadares;engenharia de producao;2;31.0;117;68;engenharia, producao e construcao;1.71;58.12
3649;faculdade pitagoras de guarapari;ciencia da computacao;3;32.0;26;20;computacao e tecnologias da informacao e comunicacao (tic);11.54;76.92
3650;faculdade pitagoras de imperatriz;administracao;43;21.0;285;196;negocios, administracao e direito;15.09;68.77
3651;faculdade pitagoras de ipatinga;direito;1;31.0;138;73;negocios, administracao e direito;0.72;52.9
3652;faculdade pitagoras de ipatinga;engenharia civil;4;31.0;246;132;engenharia, producao e construcao;1.63;53.66
3653;faculdade pitagoras de ipatinga;engenharia de controle e automacao;1;31.0;9;7;engenharia, producao e construcao;11.11;77.78
3654;faculdade pitagoras de ipatinga;engenharia mecanica;1;31.0;221;141;engenharia, producao e construcao;0.45;63.8
3655;faculdade pitagoras de ipatinga;pedagogia;5;31.0;5;4;educacao;100.0;80.0
3656;faculdade pitagoras de ipatinga;psicologia;3;31.0;78;30;ciencias sociais, comunicacao e informacao;3.85;38.46
3657;faculdade pitagoras de linhares;administracao;15;32.0;225;106;negocios, administracao e direito;6.67;47.11
3658;faculdade pitagoras de linhares;ciencias contabeis;16;32.0;67;19;negocios, administracao e direito;23.88;28.36
3659;faculdade pitagoras de linhares;educacao fisica;10;32.0;57;28;saude e bem-estar;17.54;49.12
3660;faculdade pitagoras de linhares;engenharia ambiental;3;32.0;11;9;engenharia, producao e construcao;27.27;81.82
3661;faculdade pitagoras de linhares;engenharia mecanica;4;32.0;107;70;engenharia, producao e construcao;3.74;65.42
3662;faculdade pitagoras de linhares;pedagogia;9;32.0;175;54;educacao;5.14;30.86
3663;faculdade pitagoras de linhares;psicologia;14;32.0;67;27;ciencias sociais, comunicacao e informacao;20.9;40.3
3664;faculdade pitagoras de linhares;redes de computadores;1;32.0;29;14;computacao e tecnologias da informacao e comunicacao (tic);3.45;48.28
3665;faculdade pitagoras de londrina;administracao;16;41.0;114;68;negocios, administracao e direito;14.04;59.65
3666;faculdade pitagoras de londrina;direito;5;41.0;126;66;negocios, administracao e direito;3.97;52.38
3667;faculdade pitagoras de londrina;enfermagem;2;41.0;69;35;saude e bem-estar;2.9;50.72
3668;faculdade pitagoras de londrina;engenharia civil;7;41.0;228;123;engenharia, producao e construcao;3.07;53.95
3669;faculdade pitagoras de londrina;engenharia de controle e automacao;1;41.0;6;6;engenharia, producao e construcao;16.67;100.0
3670;faculdade pitagoras de londrina;gestao de recursos humanos;1;41.0;11;4;negocios, administracao e direito;9.09;36.36
3671;faculdade pitagoras de londrina;gestao financeira;2;41.0;5;2;negocios, administracao e direito;40.0;40.0
3672;faculdade pitagoras de londrina;marketing;2;41.0;70;51;negocios, administracao e direito;2.86;72.86
3673;faculdade pitagoras de londrina;psicologia;1;41.0;54;31;ciencias sociais, comunicacao e informacao;1.85;57.41
3674;faculdade pitagoras de londrina;redes de computadores;1;41.0;52;38;computacao e tecnologias da informacao e comunicacao (tic);1.92;73.08
3675;faculdade pitagoras de pocos de caldas;enfermagem;3;31.0;65;30;saude e bem-estar;4.62;46.15
3676;faculdade pitagoras de pocos de caldas;engenharia de controle e automacao;3;31.0;54;22;engenharia, producao e construcao;5.56;40.74
3677;faculdade pitagoras de pocos de caldas;engenharia de producao;2;31.0;105;54;engenharia, producao e construcao;1.9;51.43
3678;faculdade pitagoras de pocos de caldas;engenharia mecanica;3;31.0;65;37;engenharia, producao e construcao;4.62;56.92
3679;faculdade pitagoras de pocos de caldas;farmacia;4;31.0;115;43;saude e bem-estar;3.48;37.39
3680;faculdade pitagoras de sao luiz;administracao;14;21.0;134;88;negocios, administracao e direito;10.45;65.67
3681;faculdade pitagoras de sao luiz;ciencia da computacao;6;21.0;113;87;computacao e tecnologias da informacao e comunicacao (tic);5.31;76.99
3682;faculdade pitagoras de sao luiz;enfermagem;3;21.0;111;48;saude e bem-estar;2.7;43.24
3683;faculdade pitagoras de sao luiz;engenharia ambiental;4;21.0;169;119;engenharia, producao e construcao;2.37;70.41
3684;faculdade pitagoras de sao luiz;engenharia civil;6;21.0;239;90;engenharia, producao e construcao;2.51;37.66
3685;faculdade pitagoras de sao luiz;engenharia de controle e automacao;4;21.0;201;151;engenharia, producao e construcao;1.99;75.12
3686;faculdade pitagoras de sao luiz;engenharia de producao;2;21.0;178;117;engenharia, producao e construcao;1.12;65.73
3687;faculdade pitagoras de sao luiz;engenharia mecanica;4;21.0;206;140;engenharia, producao e construcao;1.94;67.96
3688;faculdade pitagoras de sao luiz;farmacia;9;21.0;145;58;saude e bem-estar;6.21;40.0
3689;faculdade pitagoras de sao luiz;psicologia;3;21.0;132;68;ciencias sociais, comunicacao e informacao;2.27;51.52
3690;faculdade pitagoras de tecnologia de belo horizonte;banco de dados;3;31.0;21;15;computacao e tecnologias da informacao e comunicacao (tic);14.29;71.43
3691;faculdade pitagoras de tecnologia de belo horizonte;gestao de recursos humanos;3;31.0;205;90;negocios, administracao e direito;1.46;43.9
3692;faculdade pitagoras de tecnologia de belo horizonte;gestao financeira;2;31.0;98;56;negocios, administracao e direito;2.04;57.14
3693;faculdade pitagoras de tecnologia de belo horizonte;logistica;2;31.0;98;49;negocios, administracao e direito;2.04;50.0
3694;faculdade pitagoras de uberlandia;administracao;9;31.0;200;133;negocios, administracao e direito;4.5;66.5
3695;faculdade pitagoras de uberlandia;direito;8;31.0;203;126;negocios, administracao e direito;3.94;62.07
3696;faculdade pitagoras de uberlandia;engenharia civil;2;31.0;139;95;engenharia, producao e construcao;1.44;68.35
3697;faculdade pitagoras de uberlandia;engenharia eletrica;1;31.0;61;34;engenharia, producao e construcao;1.64;55.74
3698;faculdade pitagoras de uberlandia;engenharia mecanica;4;31.0;88;52;engenharia, producao e construcao;4.55;59.09
3699;faculdade pitagoras de uberlandia;gestao de recursos humanos;2;31.0;82;46;negocios, administracao e direito;2.44;56.1
3700;faculdade pitagoras de uberlandia;logistica;2;31.0;55;39;negocios, administracao e direito;3.64;70.91
3701;faculdade pitagoras de uberlandia;psicologia;6;31.0;95;46;ciencias sociais, comunicacao e informacao;6.32;48.42
3702;faculdade pitagoras de uberlandia;sistemas de informacao;7;31.0;79;65;computacao e tecnologias da informacao e comunicacao (tic);8.86;82.28
3703;faculdade pitagoras do maranhao;administracao;10;21.0;215;130;negocios, administracao e direito;4.65;60.47
3704;faculdade pitagoras do maranhao;ciencias contabeis;45;21.0;342;172;negocios, administracao e direito;13.16;50.29
3705;faculdade pitagoras do maranhao;enfermagem;8;21.0;149;50;saude e bem-estar;5.37;33.56
3706;faculdade pitagoras do maranhao;letras - portugues;3;21.0;6;4;educacao;50.0;66.67
3707;faculdade pitagoras do maranhao;logistica;14;21.0;102;40;negocios, administracao e direito;13.73;39.22
3708;faculdade pitagoras do maranhao;pedagogia;54;21.0;130;51;educacao;41.54;39.23
3709;faculdade pitagoras do maranhao;redes de computadores;8;21.0;153;65;computacao e tecnologias da informacao e comunicacao (tic);5.23;42.48
3710;faculdade pitagoras do maranhao;servico social;11;21.0;210;60;saude e bem-estar;5.24;28.57
3711;faculdade politecnica de campinas;administracao;2;35.0;49;33;negocios, administracao e direito;4.08;67.35
3712;faculdade politecnica de campinas;analise e desenvolvimento de sistemas;1;35.0;34;24;computacao e tecnologias da informacao e comunicacao (tic);2.94;70.59
3713;faculdade politecnica de campinas;automacao industrial;4;35.0;17;14;engenharia, producao e construcao;23.53;82.35
3714;faculdade politecnica de campinas;comunicacao institucional;2;35.0;13;11;negocios, administracao e direito;15.38;84.62
3715;faculdade politecnica de campinas;comercio exterior;3;35.0;45;30;negocios, administracao e direito;6.67;66.67
3716;faculdade politecnica de campinas;direito;6;35.0;71;55;negocios, administracao e direito;8.45;77.46
3717;faculdade politecnica de campinas;engenharia ambiental e sanitaria;1;35.0;30;19;engenharia, producao e construcao;3.33;63.33
3718;faculdade politecnica de campinas;engenharia de computacao;1;35.0;16;13;engenharia, producao e construcao;6.25;81.25
3719;faculdade politecnica de campinas;engenharia de controle e automacao;4;35.0;50;33;engenharia, producao e construcao;8.0;66.0
3720;faculdade politecnica de campinas;engenharia de producao;4;35.0;58;38;engenharia, producao e construcao;6.9;65.52
3721;faculdade politecnica de campinas;engenharia eletrica;1;35.0;33;16;engenharia, producao e construcao;3.03;48.48
3722;faculdade politecnica de campinas;marketing;5;35.0;36;21;negocios, administracao e direito;13.89;58.33
3723;faculdade politecnica de campinas;redes de computadores;8;35.0;33;19;computacao e tecnologias da informacao e comunicacao (tic);24.24;57.58
3724;faculdade politecnica de campinas;sistemas de informacao;2;35.0;25;17;computacao e tecnologias da informacao e comunicacao (tic);8.0;68.0
3725;faculdade presbiteriana mackenzie rio;administracao;9;33.0;155;68;negocios, administracao e direito;5.81;43.87
3726;faculdade presbiteriana mackenzie rio;ciencias contabeis;11;33.0;250;114;negocios, administracao e direito;4.4;45.6
3727;faculdade presbiteriana mackenzie rio;direito;27;33.0;125;48;negocios, administracao e direito;21.6;38.4
3728;faculdade presbiteriana mackenzie rio;sistemas de informacao;21;33.0;22;22;computacao e tecnologias da informacao e comunicacao (tic);95.45;100.0
3729;faculdade presidente antonio carlos;enfermagem;9;17.0;74;38;saude e bem-estar;12.16;51.35
3730;faculdade presidente antonio carlos;engenharia civil;12;17.0;145;61;engenharia, producao e construcao;8.28;42.07
3731;faculdade presidente antonio carlos;medicina;11;17.0;136;23;saude e bem-estar;8.09;16.91
3732;faculdade presidente antonio carlos;odontologia;6;17.0;129;44;saude e bem-estar;4.65;34.11
3733;faculdade presidente antonio carlos de aimores;ciencias biologicas;1;31.0;31;10;educacao;3.23;32.26
3734;faculdade presidente antonio carlos de aimores;direito;13;31.0;104;59;negocios, administracao e direito;12.5;56.73
3735;faculdade presidente antonio carlos de aimores;pedagogia;6;31.0;52;34;educacao;11.54;65.38
3736;faculdade presidente antonio carlos de baependi;administracao;2;31.0;40;15;negocios, administracao e direito;5.0;37.5
3737;faculdade presidente antonio carlos de baependi;pedagogia;4;31.0;50;13;educacao;8.0;26.0
3738;faculdade presidente antonio carlos de barao de cocais;engenharia de producao;2;31.0;129;89;engenharia, producao e construcao;1.55;68.99
3739;faculdade presidente antonio carlos de campo belo;pedagogia;4;31.0;33;33;educacao;12.12;100.0
3740;faculdade presidente antonio carlos de congonhas;gestao ambiental;4;31.0;52;25;engenharia, producao e construcao;7.69;48.08
3741;faculdade presidente antonio carlos de congonhas;gestao de recursos humanos;1;31.0;53;15;negocios, administracao e direito;1.89;28.3
3742;faculdade presidente antonio carlos de conselheiro lafaiete;engenharia de computacao;1;31.0;45;34;computacao e tecnologias da informacao e comunicacao (tic);2.22;75.56
3743;faculdade presidente antonio carlos de conselheiro lafaiete;engenharia de controle e automacao;7;31.0;110;67;engenharia, producao e construcao;6.36;60.91
3744;faculdade presidente antonio carlos de conselheiro lafaiete;engenharia de minas;8;31.0;127;89;engenharia, producao e construcao;6.3;70.08
3745;faculdade presidente antonio carlos de conselheiro lafaiete;medicina veterinaria;3;31.0;47;29;agricultura, silvicultura, pesca e veterinaria;6.38;61.7
3746;faculdade presidente antonio carlos de governador valadares;administracao;6;31.0;115;66;negocios, administracao e direito;5.22;57.39
3747;faculdade presidente antonio carlos de governador valadares;educacao fisica;9;31.0;124;48;educacao;7.26;38.71
3748;faculdade presidente antonio carlos de governador valadares;enfermagem;10;31.0;91;45;saude e bem-estar;10.99;49.45
3749;faculdade presidente antonio carlos de governador valadares;engenharia de producao;8;31.0;113;70;engenharia, producao e construcao;7.08;61.95
3750;faculdade presidente antonio carlos de governador valadares;farmacia;1;31.0;52;34;saude e bem-estar;1.92;65.38
3751;faculdade presidente antonio carlos de itabira;educacao fisica;1;31.0;6;6;educacao;16.67;100.0
3752;faculdade presidente antonio carlos de itabirito;direito;4;31.0;55;34;negocios, administracao e direito;7.27;61.82
3753;faculdade presidente antonio carlos de itajuba;educacao fisica;2;31.0;46;21;educacao;4.35;45.65
3754;faculdade presidente antonio carlos de itajuba;enfermagem;3;31.0;62;48;saude e bem-estar;4.84;77.42
3755;faculdade presidente antonio carlos de itanhandu;pedagogia;1;31.0;35;6;educacao;2.86;17.14
3756;faculdade presidente antonio carlos de lambari;pedagogia;6;31.0;33;13;educacao;18.18;39.39
3757;faculdade presidente antonio carlos de leopoldina;biomedicina;3;31.0;54;27;saude e bem-estar;5.56;50.0
3758;faculdade presidente antonio carlos de leopoldina;engenharia ambiental e sanitaria;5;31.0;70;48;engenharia, producao e construcao;7.14;68.57
3759;faculdade presidente antonio carlos de mariana;direito;6;31.0;78;50;negocios, administracao e direito;7.69;64.1
3760;faculdade presidente antonio carlos de montes claros;processos gerenciais;4;31.0;51;31;negocios, administracao e direito;7.84;60.78
3761;faculdade presidente antonio carlos de montes claros;seguranca no trabalho;1;31.0;44;22;servicos;2.27;50.0
3762;faculdade presidente antonio carlos de nova lima;direito;11;31.0;29;15;negocios, administracao e direito;37.93;51.72
3763;faculdade presidente antonio carlos de ponte nova;administracao;2;31.0;96;48;negocios, administracao e direito;2.08;50.0
3764;faculdade presidente antonio carlos de ponte nova;educacao fisica;8;31.0;63;25;educacao;12.7;39.68
3765;faculdade presidente antonio carlos de ponte nova;pedagogia;5;31.0;49;24;educacao;10.2;48.98
3766;faculdade presidente antonio carlos de ribeirao das neves;educacao fisica;13;31.0;104;45;educacao;12.5;43.27
3767;faculdade presidente antonio carlos de sao joao nepomuceno;administracao;1;31.0;35;13;negocios, administracao e direito;2.86;37.14
3768;faculdade presidente antonio carlos de teofilo otoni;administracao;3;31.0;115;77;negocios, administracao e direito;2.61;66.96
3769;faculdade presidente antonio carlos de teofilo otoni;direito;13;31.0;254;142;negocios, administracao e direito;5.12;55.91
3770;faculdade presidente antonio carlos de teofilo otoni;engenharia civil;14;31.0;158;85;engenharia, producao e construcao;8.86;53.8
3771;faculdade presidente antonio carlos de teofilo otoni;farmacia;1;31.0;57;23;saude e bem-estar;1.75;40.35
3772;faculdade presidente antonio carlos de teofilo otoni;nutricao;1;31.0;24;13;saude e bem-estar;4.17;54.17
3773;faculdade presidente antonio carlos de teofilo otoni;pedagogia;9;31.0;125;31;educacao;7.2;24.8
3774;faculdade presidente antonio carlos de teofilo otoni;sistemas de informacao;1;31.0;49;26;computacao e tecnologias da informacao e comunicacao (tic);2.04;53.06
3775;faculdade presidente antonio carlos de uberaba;ciencias contabeis;5;31.0;59;32;negocios, administracao e direito;8.47;54.24
3776;faculdade presidente antonio carlos de uberaba;direito;5;31.0;93;55;negocios, administracao e direito;5.38;59.14
3777;faculdade presidente antonio carlos de uberaba;gestao comercial;6;31.0;52;25;negocios, administracao e direito;11.54;48.08
3778;faculdade presidente antonio carlos de uberaba;logistica;6;31.0;57;19;negocios, administracao e direito;10.53;33.33
3779;faculdade presidente antonio carlos de uberaba;pedagogia;6;31.0;60;31;educacao;10.0;51.67
3780;faculdade presidente antonio carlos de uberlandia;administracao;42;31.0;323;186;negocios, administracao e direito;13.0;57.59
3781;faculdade presidente antonio carlos de uberlandia;agronegocio;8;31.0;47;35;agricultura, silvicultura, pesca e veterinaria;17.02;74.47
3782;faculdade presidente antonio carlos de uberlandia;agronomia;21;31.0;109;61;agricultura, silvicultura, pesca e veterinaria;19.27;55.96
3783;faculdade presidente antonio carlos de uberlandia;analise e desenvolvimento de sistemas;17;31.0;128;89;computacao e tecnologias da informacao e comunicacao (tic);13.28;69.53
3784;faculdade presidente antonio carlos de uberlandia;biomedicina;11;31.0;60;33;saude e bem-estar;18.33;55.0
3785;faculdade presidente antonio carlos de uberlandia;ciencias contabeis;13;31.0;151;93;negocios, administracao e direito;8.61;61.59
3786;faculdade presidente antonio carlos de uberlandia;direito;40;31.0;275;171;negocios, administracao e direito;14.55;62.18
3787;faculdade presidente antonio carlos de uberlandia;educacao fisica;8;31.0;139;87;educacao;5.76;62.59
3788;faculdade presidente antonio carlos de uberlandia;enfermagem;4;31.0;82;76;saude e bem-estar;4.88;92.68
3789;faculdade presidente antonio carlos de uberlandia;farmacia;14;31.0;66;47;saude e bem-estar;21.21;71.21
3790;faculdade presidente antonio carlos de uberlandia;logistica;12;31.0;160;125;negocios, administracao e direito;7.5;78.12
3791;faculdade presidente antonio carlos de uberlandia;marketing;9;31.0;87;71;negocios, administracao e direito;10.34;81.61
3792;faculdade presidente antonio carlos de uberlandia;medicina veterinaria;24;31.0;95;57;agricultura, silvicultura, pesca e veterinaria;25.26;60.0
3793;faculdade presidente antonio carlos de uba;pedagogia;2;31.0;50;21;educacao;4.0;42.0
3794;faculdade presidente antonio carlos de visconde do rio branco;ciencias contabeis;2;31.0;45;15;negocios, administracao e direito;4.44;33.33
3795;faculdade presidente antonio carlos de visconde do rio branco;sistemas de informacao;5;31.0;32;15;computacao e tecnologias da informacao e comunicacao (tic);15.62;46.88
3796;faculdade presidente antonio carlos de perdoes;administracao;1;31.0;30;14;negocios, administracao e direito;3.33;46.67
3797;faculdade projecao de sobradinho;administracao;9;53.0;139;73;negocios, administracao e direito;6.47;52.52
3798;faculdade projecao de sobradinho;sistemas de informacao;8;53.0;69;45;computacao e tecnologias da informacao e comunicacao (tic);11.59;65.22
3799;faculdade projecao do guara;administracao;20;53.0;85;50;negocios, administracao e direito;23.53;58.82
3800;faculdade projecao do guara;analise e desenvolvimento de sistemas;7;53.0;66;41;computacao e tecnologias da informacao e comunicacao (tic);10.61;62.12
3801;faculdade promove de belo horizonte;direito;14;31.0;99;74;negocios, administracao e direito;14.14;74.75
3802;faculdade promove de minas gerais;administracao;12;31.0;49;42;negocios, administracao e direito;24.49;85.71
3803;faculdade promove de minas gerais;comunicacao social - publicidade e propaganda;9;31.0;29;25;negocios, administracao e direito;31.03;86.21
3804;faculdade promove de sete lagoas;administracao;9;31.0;75;32;negocios, administracao e direito;12.0;42.67
3805;faculdade promove de sete lagoas;gestao ambiental;10;31.0;40;19;engenharia, producao e construcao;25.0;47.5
3806;faculdade promove de sete lagoas;gestao da producao industrial;9;31.0;62;38;negocios, administracao e direito;14.52;61.29
3807;faculdade promove de sete lagoas;gestao de recursos humanos;8;31.0;45;13;negocios, administracao e direito;17.78;28.89
3808;faculdade promove de sete lagoas;logistica;9;31.0;74;43;negocios, administracao e direito;12.16;58.11
3809;faculdade promove de tecnologia;gestao de recursos humanos;27;31.0;46;31;negocios, administracao e direito;58.7;67.39
3810;faculdade promove de tecnologia;gestao financeira;26;31.0;28;16;negocios, administracao e direito;92.86;57.14
3811;faculdade promove de tecnologia;logistica;20;31.0;31;19;negocios, administracao e direito;64.52;61.29
3815;faculdade quirinopolis;administracao;5;52.0;59;33;negocios, administracao e direito;8.47;55.93
3816;faculdade quirinopolis;direito;23;52.0;191;80;negocios, administracao e direito;12.04;41.88
3817;faculdade quirinopolis;enfermagem;11;52.0;35;24;saude e bem-estar;31.43;68.57
3818;faculdade quirinopolis;gestao ambiental;7;52.0;62;31;engenharia, producao e construcao;11.29;50.0
3819;faculdade regional de filosofia, ciencias e letras de candeias;administracao;2;29.0;80;1;negocios, administracao e direito;2.5;1.25
3820;faculdade regional palmitos;administracao;2;42.0;21;9;negocios, administracao e direito;9.52;42.86
3821;faculdade regional palmitos;ciencias contabeis;2;42.0;13;5;negocios, administracao e direito;15.38;38.46
3823;faculdade reinaldo ramos;comunicacao social;5;25.0;28;19;negocios, administracao e direito;17.86;67.86
3824;faculdade reinaldo ramos;direito;19;25.0;105;50;negocios, administracao e direito;18.1;47.62
3825;faculdade roraimense de ensino superior;administracao;15;14.0;84;46;negocios, administracao e direito;17.86;54.76
3826;faculdade roraimense de ensino superior;agronomia;4;14.0;48;38;agricultura, silvicultura, pesca e veterinaria;8.33;79.17
3827;faculdade roraimense de ensino superior;enfermagem;13;14.0;377;210;saude e bem-estar;3.45;55.7
3828;faculdade saberes;historia;23;32.0;75;47;educacao;30.67;62.67
3829;faculdade saberes;letras - portugues e ingles;8;32.0;74;42;educacao;10.81;56.76
3830;faculdade salesiana de santa teresa;ciencias economicas;4;50.0;25;15;ciencias sociais, comunicacao e informacao;16.0;60.0
3831;faculdade salesiana de santa teresa;direito;11;50.0;80;52;negocios, administracao e direito;13.75;65.0
3832;faculdade salesiana dom bosco;administracao;3;13.0;71;49;negocios, administracao e direito;4.23;69.01
3833;faculdade salesiana dom bosco;ciencias contabeis;7;13.0;63;36;negocios, administracao e direito;11.11;57.14
3834;faculdade salesiana dom bosco;filosofia;6;13.0;25;19;educacao;24.0;76.0
3835;faculdade salesiana dom bosco;pedagogia;8;13.0;28;10;educacao;28.57;35.71
3836;faculdade salesiana dom bosco;servico social;24;13.0;102;57;saude e bem-estar;23.53;55.88
3837;faculdade sant'anna de salto;administracao;7;35.0;86;75;negocios, administracao e direito;8.14;87.21
3838;faculdade santa fe;historia;3;21.0;16;9;educacao;18.75;56.25
3839;faculdade santa fe;pedagogia;26;21.0;81;46;educacao;32.1;56.79
3840;faculdade santa helena;administracao;43;26.0;364;234;negocios, administracao e direito;11.81;64.29
3841;faculdade santa helena;ciencias contabeis;15;26.0;330;200;negocios, administracao e direito;4.55;60.61
3842;faculdade santa helena;turismo;20;26.0;116;78;servicos;17.24;67.24
3843;faculdade santa izildinha;administracao;17;35.0;37;23;negocios, administracao e direito;45.95;62.16
3845;faculdade santa izildinha;historia;13;35.0;21;14;educacao;61.9;66.67
3846;faculdade santa izildinha;letras - portugues e ingles;14;35.0;38;21;educacao;36.84;55.26
3847;faculdade santa izildinha;matematica;13;35.0;26;11;educacao;50.0;42.31
3848;faculdade santa izildinha;pedagogia;24;35.0;102;40;educacao;23.53;39.22
3849;faculdade santa izildinha;sistemas de informacao;12;35.0;14;7;computacao e tecnologias da informacao e comunicacao (tic);85.71;50.0
3850;faculdade santa marcelina;administracao;8;35.0;69;27;negocios, administracao e direito;11.59;39.13
3851;faculdade santa marcelina;ciencias contabeis;3;35.0;48;14;negocios, administracao e direito;6.25;29.17
3852;faculdade santa marcelina;educacao artistica - artes plasticas;2;35.0;11;7;educacao;18.18;63.64
3853;faculdade santa marcelina;educacao artistica - musica;2;35.0;6;1;educacao;33.33;16.67
3854;faculdade santa marcelina;enfermagem;17;35.0;164;44;saude e bem-estar;10.37;26.83
3855;faculdade santa marcelina;fisioterapia;2;35.0;14;2;saude e bem-estar;14.29;14.29
3856;faculdade santa marcelina;moda;13;35.0;179;64;artes e humanidades;7.26;35.75
3857;faculdade santa marcelina;musica - instrumento;2;35.0;21;16;artes e humanidades;9.52;76.19
3858;faculdade santa marcelina;nutricao;2;35.0;25;6;saude e bem-estar;8.0;24.0
3859;faculdade santa marcelina;radiologia;5;35.0;57;21;saude e bem-estar;8.77;36.84
3860;faculdade santa marcelina;relacoes internacionais;2;35.0;24;13;ciencias sociais, comunicacao e informacao;8.33;54.17
3861;faculdade santa maria;administracao;3;26.0;92;65;negocios, administracao e direito;3.26;70.65
3862;faculdade santa maria;enfermagem;5;25.0;114;44;saude e bem-estar;4.39;38.6
3863;faculdade santa maria;farmacia;7;25.0;78;49;saude e bem-estar;8.97;62.82
3864;faculdade santa maria;fisioterapia;4;25.0;96;44;saude e bem-estar;4.17;45.83
