;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
3105;faculdade dom bosco de porto alegre;administracao;15;43.0;113;76;negocios, administracao e direito;13.27;67.26
3106;faculdade dom bosco de porto alegre;ciencias contabeis;7;43.0;62;41;negocios, administracao e direito;11.29;66.13
3107;faculdade dom bosco de porto alegre;direito;5;43.0;133;86;negocios, administracao e direito;3.76;64.66
3108;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;1;43.0;43;35;engenharia, producao e construcao;2.33;81.4
3109;faculdade dom bosco de porto alegre;sistemas de informacao;8;43.0;46;33;computacao e tecnologias da informacao e comunicacao (tic);17.39;71.74
3110;faculdade dom bosco de ubirata;administracao;7;41.0;27;1;negocios, administracao e direito;25.93;3.7
3111;faculdade dom bosco de ubirata;pedagogia;4;41.0;17;1;educacao;23.53;5.88
3112;faculdade dom luis de orleans e braganca;administracao;2;29.0;37;21;negocios, administracao e direito;5.41;56.76
3113;faculdade dom luis de orleans e braganca;ciencias contabeis;2;29.0;37;14;negocios, administracao e direito;5.41;37.84
3114;faculdade dom luis de orleans e braganca;pedagogia;2;29.0;35;10;educacao;5.71;28.57
3115;faculdade dos cerrados piauienses;administracao;13;22.0;22;2;negocios, administracao e direito;59.09;9.09
3116;faculdade dos cerrados piauienses;direito;6;22.0;46;22;negocios, administracao e direito;13.04;47.83
3117;faculdade doutor francisco maeda;agronomia;10;35.0;133;49;agricultura, silvicultura, pesca e veterinaria;7.52;36.84
3118;faculdade doutor francisco maeda;direito;4;35.0;125;62;negocios, administracao e direito;3.2;49.6
3119;faculdade doutor francisco maeda;medicina veterinaria;7;35.0;111;32;agricultura, silvicultura, pesca e veterinaria;6.31;28.83
3120;faculdade doutor francisco maeda;sistemas de informacao;2;35.0;55;20;computacao e tecnologias da informacao e comunicacao (tic);3.64;36.36
3121;faculdade doutor leocadio jose correia;administracao;33;41.0;64;30;negocios, administracao e direito;51.56;46.88
3122;faculdade doutor leocadio jose correia;pedagogia;40;41.0;77;40;educacao;51.95;51.95
3123;faculdade doutor leocadio jose correia;teologia;4;41.0;18;13;artes e humanidades;22.22;72.22
3124;faculdade ecoar;gestao ambiental;3;43.0;23;14;engenharia, producao e construcao;13.04;60.87
3125;faculdade educacional da lapa;administracao;8;41.0;42;23;negocios, administracao e direito;19.05;54.76
3126;faculdade educacional da lapa;pedagogia;14;41.0;30;12;educacao;46.67;40.0
3127;faculdade educacional de arapoti;administracao;10;41.0;59;26;negocios, administracao e direito;16.95;44.07
3128;faculdade educacional de arapoti;pedagogia;2;41.0;17;6;educacao;11.76;35.29
3129;faculdade educacional de colombo;administracao;14;41.0;122;68;negocios, administracao e direito;11.48;55.74
3130;faculdade educacional de colombo;ciencias contabeis;8;41.0;50;27;negocios, administracao e direito;16.0;54.0
3131;faculdade educacional de colombo;gestao da tecnologia da informacao;5;41.0;42;29;computacao e tecnologias da informacao e comunicacao (tic);11.9;69.05
3132;faculdade educacional de colombo;gestao de recursos humanos;8;41.0;36;10;negocios, administracao e direito;22.22;27.78
3133;faculdade educacional de colombo;gestao financeira;1;41.0;12;8;negocios, administracao e direito;8.33;66.67
3134;faculdade educacional de colombo;logistica;4;41.0;48;23;negocios, administracao e direito;8.33;47.92
3135;faculdade educacional de colombo;marketing;1;41.0;15;4;negocios, administracao e direito;6.67;26.67
3136;faculdade educacional de colombo;pedagogia;4;41.0;95;54;educacao;4.21;56.84
3137;faculdade educacional de cornelio procopio;administracao;11;41.0;79;33;negocios, administracao e direito;13.92;41.77
3138;faculdade educacional de francisco beltrao;administracao;9;41.0;31;14;negocios, administracao e direito;29.03;45.16
3139;faculdade educacional de francisco beltrao;ciencias contabeis;10;41.0;88;37;negocios, administracao e direito;11.36;42.05
3140;faculdade educacional de francisco beltrao;farmacia;8;41.0;35;15;saude e bem-estar;22.86;42.86
3141;faculdade educacional de francisco beltrao;sistemas de informacao;11;41.0;35;27;computacao e tecnologias da informacao e comunicacao (tic);31.43;77.14
3142;faculdade educacional de medianeira;administracao;11;41.0;120;58;negocios, administracao e direito;9.17;48.33
3143;faculdade educacional de medianeira;direito;1;41.0;79;41;negocios, administracao e direito;1.27;51.9
3144;faculdade educacional de medianeira;gestao comercial;12;41.0;58;20;negocios, administracao e direito;20.69;34.48
3145;faculdade educacional de medianeira;letras - espanhol;1;41.0;22;6;educacao;4.55;27.27
3146;faculdade educacional de medianeira;servico social;3;41.0;17;12;saude e bem-estar;17.65;70.59
3147;faculdade educacional de ponta grossa;administracao;29;41.0;201;131;negocios, administracao e direito;14.43;65.17
3148;faculdade educacional de ponta grossa;direito;33;41.0;240;154;negocios, administracao e direito;13.75;64.17
3149;faculdade educacional de ponta grossa;sistemas para internet;6;41.0;97;69;computacao e tecnologias da informacao e comunicacao (tic);6.19;71.13
3150;faculdade empresarial de chapeco;administracao;10;42.0;72;57;negocios, administracao e direito;13.89;79.17
3151;faculdade empresarial de chapeco;ciencias contabeis;3;42.0;39;31;negocios, administracao e direito;7.69;79.49
3152;faculdade empresarial de chapeco;engenharia de producao;2;42.0;71;59;engenharia, producao e construcao;2.82;83.1
3153;faculdade empresarial de chapeco;redes de computadores;4;42.0;29;19;computacao e tecnologias da informacao e comunicacao (tic);13.79;65.52
3154;faculdade equipe;administracao;3;43.0;73;59;negocios, administracao e direito;4.11;80.82
3155;faculdade esamc campinas;administracao;22;35.0;103;88;negocios, administracao e direito;21.36;85.44
3156;faculdade esamc campinas;ciencias economicas;6;35.0;18;12;ciencias sociais, comunicacao e informacao;33.33;66.67
3157;faculdade esamc campinas;comunicacao social - jornalismo;4;35.0;4;4;ciencias sociais, comunicacao e informacao;100.0;100.0
3158;faculdade esamc campinas;comunicacao social - publicidade e propaganda;9;35.0;115;70;negocios, administracao e direito;7.83;60.87
3159;faculdade esamc campinas;design;6;35.0;125;93;artes e humanidades;4.8;74.4
3160;faculdade esamc campinas;direito;6;35.0;41;30;negocios, administracao e direito;14.63;73.17
3161;faculdade esamc campinas;relacoes internacionais;3;35.0;70;52;ciencias sociais, comunicacao e informacao;4.29;74.29
3162;faculdade esamc campinas;relacoes publicas;7;35.0;34;23;negocios, administracao e direito;20.59;67.65
3163;faculdade esamc santos;administracao;39;35.0;114;94;negocios, administracao e direito;34.21;82.46
3164;faculdade esamc santos;comunicacao social - publicidade e propaganda;32;35.0;85;62;negocios, administracao e direito;37.65;72.94
3165;faculdade esamc santos;design;17;35.0;51;49;artes e humanidades;33.33;96.08
3166;faculdade esamc santos;direito;37;35.0;112;92;negocios, administracao e direito;33.04;82.14
3167;faculdade esamc santos;relacoes internacionais;17;35.0;45;36;ciencias sociais, comunicacao e informacao;37.78;80.0
3168;faculdade esamc santos;relacoes publicas;7;35.0;25;16;negocios, administracao e direito;28.0;64.0
3169;faculdade esamc sorocaba;administracao;5;35.0;283;186;negocios, administracao e direito;1.77;65.72
3170;faculdade esamc sorocaba;analise e desenvolvimento de sistemas;1;35.0;32;26;computacao e tecnologias da informacao e comunicacao (tic);3.12;81.25
3171;faculdade esamc sorocaba;ciencias contabeis;3;35.0;11;9;negocios, administracao e direito;27.27;81.82
3172;faculdade esamc sorocaba;ciencias economicas;2;35.0;24;23;ciencias sociais, comunicacao e informacao;8.33;95.83
3173;faculdade esamc sorocaba;comunicacao social - jornalismo;5;35.0;12;9;ciencias sociais, comunicacao e informacao;41.67;75.0
3174;faculdade esamc sorocaba;comunicacao social - publicidade e propaganda;4;35.0;183;125;negocios, administracao e direito;2.19;68.31
3175;faculdade esamc sorocaba;comunicacao social - relacoes publicas;2;35.0;24;22;negocios, administracao e direito;8.33;91.67
3176;faculdade esamc sorocaba;design;6;35.0;59;51;artes e humanidades;10.17;86.44
3177;faculdade esamc sorocaba;direito;5;35.0;69;59;negocios, administracao e direito;7.25;85.51
3178;faculdade esamc sorocaba;educacao fisica;2;35.0;21;16;educacao;9.52;76.19
3179;faculdade esamc sorocaba;gestao comercial;2;35.0;15;11;negocios, administracao e direito;13.33;73.33
3180;faculdade esamc sorocaba;gestao de recursos humanos;3;35.0;23;15;negocios, administracao e direito;13.04;65.22
3181;faculdade esamc sorocaba;gestao financeira;4;35.0;26;17;negocios, administracao e direito;15.38;65.38
3182;faculdade esamc sorocaba;logistica;2;35.0;21;19;negocios, administracao e direito;9.52;90.48
3183;faculdade esamc sorocaba;marketing;1;35.0;11;11;negocios, administracao e direito;9.09;100.0
3184;faculdade esamc sorocaba;pedagogia;7;35.0;92;49;educacao;7.61;53.26
3185;faculdade esamc sorocaba;processos gerenciais;3;35.0;17;13;negocios, administracao e direito;17.65;76.47
3186;faculdade esamc sorocaba;redes de computadores;4;35.0;20;13;computacao e tecnologias da informacao e comunicacao (tic);20.0;65.0
3187;faculdade esamc sorocaba;relacoes internacionais;5;35.0;67;53;ciencias sociais, comunicacao e informacao;7.46;79.1
3188;faculdade esamc sorocaba;sistema de informacao;2;35.0;14;11;computacao e tecnologias da informacao e comunicacao (tic);14.29;78.57
3189;faculdade esamc uberlandia;administracao;32;31.0;162;102;negocios, administracao e direito;19.75;62.96
3190;faculdade esamc uberlandia;comunicacao social - publicidade e propaganda;22;31.0;167;99;negocios, administracao e direito;13.17;59.28
3191;faculdade esamc uberlandia;comunicacao social - relacoes publicas;1;31.0;84;64;negocios, administracao e direito;1.19;76.19
3192;faculdade esamc uberlandia;design;4;31.0;67;53;artes e humanidades;5.97;79.1
3193;faculdade esamc uberlandia;direito;20;31.0;159;106;negocios, administracao e direito;12.58;66.67
3194;faculdade esamc uberlandia;relacoes internacionais;9;31.0;72;52;ciencias sociais, comunicacao e informacao;12.5;72.22
3195;faculdade especializada na area de saude do rio grande do sul;odontologia;6;43.0;84;27;saude e bem-estar;7.14;32.14
3196;faculdade estacio da paraiba;analise e desenvolvimento de sistemas;1;25.0;51;41;computacao e tecnologias da informacao e comunicacao (tic);1.96;80.39
3197;faculdade estacio da paraiba;design grafico;2;25.0;55;44;artes e humanidades;3.64;80.0
3198;faculdade estacio da paraiba;redes de computadores;4;25.0;45;39;computacao e tecnologias da informacao e comunicacao (tic);8.89;86.67
3199;faculdade estacio de alagoas - estacio fal;redes de computadores;4;27.0;74;49;computacao e tecnologias da informacao e comunicacao (tic);5.41;66.22
3200;faculdade estacio de belem - estacio belem;ciencias contabeis;6;15.0;20;11;negocios, administracao e direito;30.0;55.0
3201;faculdade estacio de belem - estacio belem;comunicacao social;14;15.0;82;51;ciencias sociais, comunicacao e informacao;17.07;62.2
3202;faculdade estacio de belem - estacio belem;design de produto;11;15.0;42;31;artes e humanidades;26.19;73.81
3203;faculdade estacio de belem - estacio belem;engenharia ambiental;20;15.0;143;84;engenharia, producao e construcao;13.99;58.74
3204;faculdade estacio de belem - estacio belem;engenharia de computacao;22;15.0;126;89;engenharia, producao e construcao;17.46;70.63
3205;faculdade estacio de belem - estacio belem;engenharia de controle e automacao;15;15.0;127;77;engenharia, producao e construcao;11.81;60.63
3206;faculdade estacio de belem - estacio belem;engenharia de telecomunicacoes;5;15.0;39;19;engenharia, producao e construcao;12.82;48.72
3207;faculdade estacio de belem - estacio belem;engenharia eletrica;14;15.0;124;70;engenharia, producao e construcao;11.29;56.45
3208;faculdade estacio de belem - estacio belem;manutencao industrial;6;15.0;32;22;engenharia, producao e construcao;18.75;68.75
3209;faculdade estacio de belem - estacio belem;seguranca no trabalho;7;15.0;29;23;servicos;24.14;79.31
3210;faculdade estacio de belem - estacio belem;sistema de informacao;8;15.0;46;25;computacao e tecnologias da informacao e comunicacao (tic);17.39;54.35
3211;faculdade estacio de curitiba;administracao;2;41.0;144;105;negocios, administracao e direito;1.39;72.92
3212;faculdade estacio de curitiba;ciencias contabeis;1;41.0;82;53;negocios, administracao e direito;1.22;64.63
3213;faculdade estacio de curitiba;direito;1;41.0;295;217;negocios, administracao e direito;0.34;73.56
3214;faculdade estacio de curitiba;engenharia eletrica;8;41.0;174;100;engenharia, producao e construcao;4.6;57.47
3215;faculdade estacio de joao pessoa - estacio de joao pessoa;gestao comercial;25;25.0;66;5;negocios, administracao e direito;37.88;7.58
3216;faculdade estacio de joao pessoa - estacio de joao pessoa;gestao financeira;23;25.0;72;2;negocios, administracao e direito;31.94;2.78
3217;faculdade estacio de joao pessoa - estacio de joao pessoa;marketing;22;25.0;75;1;negocios, administracao e direito;29.33;1.33
3218;faculdade estacio de natal;analise e desenvolvimento de sistemas;3;24.0;55;41;computacao e tecnologias da informacao e comunicacao (tic);5.45;74.55
3219;faculdade estacio de natal;ciencias contabeis;1;24.0;55;32;negocios, administracao e direito;1.82;58.18
3220;faculdade estacio de natal;engenharia de producao;1;24.0;64;27;engenharia, producao e construcao;1.56;42.19
3221;faculdade estacio de natal;petroleo e gas;1;24.0;73;41;engenharia, producao e construcao;1.37;56.16
3222;faculdade estacio de santo andre;gestao de recursos humanos;10;35.0;207;75;negocios, administracao e direito;4.83;36.23
3223;faculdade estacio de santo andre;gestao financeira;2;35.0;65;29;negocios, administracao e direito;3.08;44.62
3224;faculdade estacio de santo andre;logistica;14;35.0;142;61;negocios, administracao e direito;9.86;42.96
3225;faculdade estacio de santo andre;marketing;2;35.0;45;27;negocios, administracao e direito;4.44;60.0
3226;faculdade estacio de sa de campo grande;direito;3;50.0;172;101;negocios, administracao e direito;1.74;58.72
3227;faculdade estacio de sa de goias;administracao;3;52.0;256;149;negocios, administracao e direito;1.17;58.2
3228;faculdade estacio de sa de goias;educacao fisica;8;52.0;239;147;saude e bem-estar;3.35;61.51
3229;faculdade estacio de sa de goias;enfermagem;13;52.0;420;186;saude e bem-estar;3.1;44.29
3230;faculdade estacio de sa de goias;farmacia;7;52.0;405;205;saude e bem-estar;1.73;50.62
3231;faculdade estacio de sa de goias;gestao de recursos humanos;5;52.0;115;52;negocios, administracao e direito;4.35;45.22
3232;faculdade estacio de sa de goias;redes de computadores;8;52.0;71;43;computacao e tecnologias da informacao e comunicacao (tic);11.27;60.56
3233;faculdade estacio de sa de ourinhos;administracao;1;35.0;127;82;negocios, administracao e direito;0.79;64.57
3234;faculdade estacio de sa de ourinhos;educacao fisica;2;35.0;62;31;saude e bem-estar;3.23;50.0
3235;faculdade estacio de sa de ourinhos;fisioterapia;1;35.0;95;48;saude e bem-estar;1.05;50.53
3236;faculdade estacio de sa de ourinhos;gestao de recursos humanos;1;35.0;131;67;negocios, administracao e direito;0.76;51.15
3237;faculdade estacio de sa de ourinhos;redes de computadores;1;35.0;47;23;computacao e tecnologias da informacao e comunicacao (tic);2.13;48.94
3238;faculdade estacio de sa de vila velha;administracao;2;32.0;216;134;negocios, administracao e direito;0.93;62.04
3239;faculdade estacio de sa de vila velha;pedagogia;2;32.0;124;69;educacao;1.61;55.65
3240;faculdade estacio de sa de vitoria;administracao;2;32.0;280;181;negocios, administracao e direito;0.71;64.64
3241;faculdade estacio de sa de vitoria;direito;2;32.0;377;265;negocios, administracao e direito;0.53;70.29
3242;faculdade estacio de sa de vitoria;fisioterapia;1;32.0;37;23;saude e bem-estar;2.7;62.16
3243;faculdade estacio de sa de vitoria;turismo;1;32.0;54;30;servicos;1.85;55.56
3244;faculdade estacio de teresina;administracao;14;22.0;97;68;negocios, administracao e direito;14.43;70.1
3245;faculdade estacio de teresina;ciencia da computacao;5;22.0;80;48;computacao e tecnologias da informacao e comunicacao (tic);6.25;60.0
3246;faculdade estacio de teresina;ciencias contabeis;4;22.0;70;31;negocios, administracao e direito;5.71;44.29
3247;faculdade estacio de teresina;comunicacao social - publicidade e propaganda;4;22.0;86;55;negocios, administracao e direito;4.65;63.95
3248;faculdade estacio de teresina;direito;39;22.0;584;323;negocios, administracao e direito;6.68;55.31
3249;faculdade estacio de teresina;enfermagem;7;22.0;120;47;saude e bem-estar;5.83;39.17
3250;faculdade estacio de teresina;fisioterapia;7;22.0;87;41;saude e bem-estar;8.05;47.13
3251;faculdade estacio de teresina;jornalismo;1;22.0;56;47;ciencias sociais, comunicacao e informacao;1.79;83.93
3252;faculdade estacio de teresina;nutricao;1;22.0;56;35;saude e bem-estar;1.79;62.5
3253;faculdade estacio do amapa - estacio amapa;administracao;2;16.0;125;80;negocios, administracao e direito;1.6;64.0
3254;faculdade estacio do amazonas - estacio amazonas;administracao;23;13.0;308;244;negocios, administracao e direito;7.47;79.22
3255;faculdade estacio do amazonas - estacio amazonas;biomedicina;22;13.0;186;151;saude e bem-estar;11.83;81.18
3256;faculdade estacio do amazonas - estacio amazonas;enfermagem;18;13.0;238;228;saude e bem-estar;7.56;95.8
3257;faculdade estacio do amazonas - estacio amazonas;nutricao;10;13.0;80;76;saude e bem-estar;12.5;95.0
3258;faculdade estacio do amazonas - estacio amazonas;radiologia;19;13.0;132;105;saude e bem-estar;14.39;79.55
3259;faculdade estacio do para - estacio fap;ciencias contabeis;3;15.0;240;121;negocios, administracao e direito;1.25;50.42
3260;faculdade estacio do para - estacio fap;jornalismo;1;15.0;24;11;ciencias sociais, comunicacao e informacao;4.17;45.83
3261;faculdade estacio do para - estacio fap;publicidade e propaganda;4;15.0;155;105;negocios, administracao e direito;2.58;67.74
3262;faculdade estacio do para - estacio fap;redes de computadores;5;15.0;81;40;computacao e tecnologias da informacao e comunicacao (tic);6.17;49.38
3263;faculdade estacio euro- panamericana de humanidades e tecnologias - estacio europan;administracao;2;35.0;100;62;negocios, administracao e direito;2.0;62.0
3264;faculdade estacio euro- panamericana de humanidades e tecnologias - estacio europan;educacao fisica;1;35.0;37;27;educacao;2.7;72.97
3265;faculdade evangelica de goianesia;administracao;11;52.0;90;50;negocios, administracao e direito;12.22;55.56
3266;faculdade evangelica de goianesia;direito;8;52.0;131;89;negocios, administracao e direito;6.11;67.94
3267;faculdade faccat;administracao;26;35.0;98;62;negocios, administracao e direito;26.53;63.27
3268;faculdade faccat;arquitetura e urbanismo;2;35.0;48;21;engenharia, producao e construcao;4.17;43.75
3269;faculdade faccat;ciencias contabeis;12;35.0;30;13;negocios, administracao e direito;40.0;43.33
3270;faculdade faccat;pedagogia;2;35.0;44;18;educacao;4.55;40.91
3271;faculdade faccat;sistemas de informacao;3;35.0;29;19;computacao e tecnologias da informacao e comunicacao (tic);10.34;65.52
3272;faculdade fae blumenau;administracao;3;42.0;40;21;negocios, administracao e direito;7.5;52.5
3273;faculdade fae blumenau;analise e desenvolvimento de sistemas;6;42.0;25;14;computacao e tecnologias da informacao e comunicacao (tic);24.0;56.0
3274;faculdade fae blumenau;logistica;5;42.0;8;6;negocios, administracao e direito;62.5;75.0
3275;faculdade fae sevigne porto alegre;analise e desenvolvimento de sistemas;3;43.0;23;22;computacao e tecnologias da informacao e comunicacao (tic);13.04;95.65
3276;faculdade fae sevigne porto alegre;gestao de recursos humanos;4;43.0;51;37;negocios, administracao e direito;7.84;72.55
3277;faculdade fae sevigne porto alegre;gestao financeira;3;43.0;22;17;negocios, administracao e direito;13.64;77.27
3278;faculdade fae sevigne porto alegre;pedagogia;3;43.0;37;37;educacao;8.11;100.0
3279;faculdade fasipe;biomedicina;16;51.0;114;60;saude e bem-estar;14.04;52.63
3280;faculdade fasipe;educacao fisica;16;51.0;90;56;educacao;17.78;62.22
3281;faculdade fasipe;enfermagem;17;51.0;120;83;saude e bem-estar;14.17;69.17
3282;faculdade fernao dias;administracao;1;35.0;81;44;negocios, administracao e direito;1.23;54.32
3283;faculdade fernao dias;ciencias contabeis;2;35.0;53;24;negocios, administracao e direito;3.77;45.28
3284;faculdade fernao dias;direito;4;35.0;24;16;negocios, administracao e direito;16.67;66.67
3285;faculdade fernao dias;gestao da tecnologia da informacao;3;35.0;47;31;computacao e tecnologias da informacao e comunicacao (tic);6.38;65.96
3286;faculdade fernao dias;gestao de recursos humanos;19;35.0;256;122;negocios, administracao e direito;7.42;47.66
3287;faculdade fernao dias;gestao financeira;6;35.0;116;56;negocios, administracao e direito;5.17;48.28
3288;faculdade fernao dias;logistica;16;35.0;132;69;negocios, administracao e direito;12.12;52.27
3289;faculdade fernao dias;marketing;3;35.0;49;36;negocios, administracao e direito;6.12;73.47
3290;faculdade fernao dias;pedagogia;9;35.0;75;30;educacao;12.0;40.0
3291;faculdade fernao dias;processos gerenciais;4;35.0;57;36;negocios, administracao e direito;7.02;63.16
3292;faculdade figueiredo costa - fic;administracao;22;27.0;97;61;negocios, administracao e direito;22.68;62.89
3293;faculdade figueiredo costa - fic;engenharia ambiental e sanitaria;6;27.0;64;46;engenharia, producao e construcao;9.38;71.88
3294;faculdade figueiredo costa - fic;engenharia de producao;10;27.0;77;47;engenharia, producao e construcao;12.99;61.04
3295;faculdade flamingo;administracao;27;35.0;161;93;negocios, administracao e direito;16.77;57.76
3296;faculdade flamingo;analise e desenvolvimento de sistemas;19;35.0;150;115;computacao e tecnologias da informacao e comunicacao (tic);12.67;76.67
3297;faculdade flamingo;automacao industrial;21;35.0;108;62;engenharia, producao e construcao;19.44;57.41
3298;faculdade flamingo;educacao fisica;4;35.0;55;35;educacao;7.27;63.64
3299;faculdade flamingo;gestao da qualidade;13;35.0;103;38;negocios, administracao e direito;12.62;36.89
3300;faculdade flamingo;gestao de recursos humanos;27;35.0;187;69;negocios, administracao e direito;14.44;36.9
3301;faculdade flamingo;gestao financeira;10;35.0;69;19;negocios, administracao e direito;14.49;27.54
3302;faculdade flamingo;logistica;29;35.0;191;80;negocios, administracao e direito;15.18;41.88
3303;faculdade flamingo;marketing;16;35.0;56;21;negocios, administracao e direito;28.57;37.5
3304;faculdade flamingo;pedagogia;1;35.0;32;22;educacao;3.12;68.75
3305;faculdade flamingo;redes de computadores;1;35.0;37;31;computacao e tecnologias da informacao e comunicacao (tic);2.7;83.78
3306;faculdade fleming;administracao;23;35.0;44;33;negocios, administracao e direito;52.27;75.0
3307;faculdade fleming;ciencias contabeis;12;35.0;46;39;negocios, administracao e direito;26.09;84.78
3308;faculdade fortium;administracao;122;53.0;670;489;negocios, administracao e direito;18.21;72.99
3309;faculdade fortium;ciencias biologicas;7;53.0;58;55;educacao;12.07;94.83
3310;faculdade fortium;computacao;10;53.0;33;21;educacao;30.3;63.64
3311;faculdade fortium;comunicacao social;5;53.0;36;16;ciencias sociais, comunicacao e informacao;13.89;44.44
3312;faculdade fortium;design;3;53.0;10;9;artes e humanidades;30.0;90.0
3313;faculdade fortium;letras - lingua portuguesa;42;53.0;173;120;educacao;24.28;69.36
3314;faculdade fortium;pedagogia;32;53.0;264;164;educacao;12.12;62.12
3315;faculdade fortium;quimica;6;53.0;25;25;educacao;24.0;100.0
3316;faculdade fortium;sistemas de informacao;30;53.0;438;368;computacao e tecnologias da informacao e comunicacao (tic);6.85;84.02
3317;faculdade foz do iguacu;direito;10;41.0;75;56;negocios, administracao e direito;13.33;74.67
3318;faculdade fucape;administracao;6;32.0;26;9;negocios, administracao e direito;23.08;34.62
3319;faculdade fucape;ciencias contabeis;4;32.0;27;17;negocios, administracao e direito;14.81;62.96
3320;faculdade fucape;ciencias economicas;4;32.0;8;5;ciencias sociais, comunicacao e informacao;50.0;62.5
3321;faculdade gennari e peartree;administracao;25;35.0;73;21;negocios, administracao e direito;34.25;28.77
3322;faculdade gennari e peartree;redes de computadores;6;35.0;21;8;computacao e tecnologias da informacao e comunicacao (tic);28.57;38.1
3323;faculdade gennari e peartree;sistema de informacao;30;35.0;38;9;computacao e tecnologias da informacao e comunicacao (tic);78.95;23.68
3324;faculdade geremario dantas;pedagogia;14;33.0;36;8;educacao;38.89;22.22
3325;faculdade guairaca;analise e desenvolvimento de sistemas;8;41.0;118;75;computacao e tecnologias da informacao e comunicacao (tic);6.78;63.56
3326;faculdade guairaca;ciencias biologicas;7;41.0;99;70;educacao;7.07;70.71
3327;faculdade guairaca;educacao fisica;11;41.0;224;140;saude e bem-estar;4.91;62.5
3328;faculdade guairaca;enfermagem;13;41.0;129;85;saude e bem-estar;10.08;65.89
3329;faculdade guairaca;fisioterapia;7;41.0;86;54;saude e bem-estar;8.14;62.79
3330;faculdade guairaca;matematica;8;41.0;60;38;educacao;13.33;63.33
3331;faculdade guairaca;pedagogia;8;41.0;113;70;educacao;7.08;61.95
3332;faculdade guairaca;psicologia;13;41.0;113;72;ciencias sociais, comunicacao e informacao;11.5;63.72
3333;faculdade guairaca;servico social;1;41.0;32;15;saude e bem-estar;3.12;46.88
3334;faculdade guarapuava;administracao;2;41.0;66;12;negocios, administracao e direito;3.03;18.18
3335;faculdade guarapuava;direito;6;41.0;86;19;negocios, administracao e direito;6.98;22.09
3336;faculdade guarapuava;gestao de recursos humanos;5;41.0;41;3;negocios, administracao e direito;12.2;7.32
3337;faculdade herrero;gestao hospitalar;7;41.0;14;10;negocios, administracao e direito;50.0;71.43
3338;faculdade herrero;seguranca no trabalho;18;41.0;20;13;servicos;90.0;65.0
3339;faculdade horizontina;engenharia de producao;8;43.0;63;43;engenharia, producao e construcao;12.7;68.25
3340;faculdade horizontina;engenharia mecanica;6;43.0;70;32;engenharia, producao e construcao;8.57;45.71
3343;faculdade ibmec;administracao;16;31.0;255;167;negocios, administracao e direito;6.27;65.49
3344;faculdade ibmec;ciencias economicas;8;31.0;155;118;ciencias sociais, comunicacao e informacao;5.16;76.13
3345;faculdade ibmec;relacoes internacionais;8;31.0;144;95;ciencias sociais, comunicacao e informacao;5.56;65.97
3346;faculdade ibmec distrito federal;administracao;4;53.0;50;50;negocios, administracao e direito;8.0;100.0
3347;faculdade ibmec distrito federal;ciencias economicas;3;53.0;52;52;ciencias sociais, comunicacao e informacao;5.77;100.0
3348;faculdade ibs;administracao;7;31.0;25;9;negocios, administracao e direito;28.0;36.0
3349;faculdade ibs;engenharia de producao;4;31.0;23;13;engenharia, producao e construcao;17.39;56.52
3350;faculdade icesp;letras - portugues e espanhol;6;53.0;52;31;educacao;11.54;59.62
3351;faculdade icesp;letras - portugues e ingles;1;53.0;5;5;educacao;20.0;100.0
3352;faculdade icesp;pedagogia;10;53.0;237;115;educacao;4.22;48.52
3353;faculdade impacta de tecnologia;administracao;8;35.0;63;39;negocios, administracao e direito;12.7;61.9
3354;faculdade impacta de tecnologia;analise e desenvolvimento de sistemas;4;35.0;99;73;computacao e tecnologias da informacao e comunicacao (tic);4.04;73.74
3355;faculdade impacta de tecnologia;banco de dados;8;35.0;98;63;computacao e tecnologias da informacao e comunicacao (tic);8.16;64.29
3356;faculdade impacta de tecnologia;producao multimidia;9;35.0;139;55;artes e humanidades;6.47;39.57
3357;faculdade impacta de tecnologia;redes de computadores;11;35.0;147;77;computacao e tecnologias da informacao e comunicacao (tic);7.48;52.38
3358;faculdade impacta de tecnologia;sistemas de informacao;11;35.0;151;87;computacao e tecnologias da informacao e comunicacao (tic);7.28;57.62
3359;faculdade ined de rio claro;logistica;3;35.0;12;0;negocios, administracao e direito;25.0;0.0
3360;faculdade inedi;administracao;37;43.0;301;199;negocios, administracao e direito;12.29;66.11
3361;faculdade inedi;ciencias contabeis;12;43.0;193;144;negocios, administracao e direito;6.22;74.61
3362;faculdade inedi;pedagogia;18;43.0;203;161;educacao;8.87;79.31
3363;faculdade inedi;psicologia;18;43.0;239;174;ciencias sociais, comunicacao e informacao;7.53;72.8
3364;faculdade inesp - instituto nacional de ensino e pesquisa;administracao;3;35.0;49;31;negocios, administracao e direito;6.12;63.27
3365;faculdade integrada brasil amazonia - fibra;administracao;51;15.0;165;139;negocios, administracao e direito;30.91;84.24
3366;faculdade integrada brasil amazonia - fibra;direito;25;15.0;406;256;negocios, administracao e direito;6.16;63.05
3367;faculdade integrada brasil amazonia - fibra;geografia;5;15.0;51;41;educacao;9.8;80.39
3368;faculdade integrada brasil amazonia - fibra;historia;18;15.0;164;128;educacao;10.98;78.05
3369;faculdade integrada brasil amazonia - fibra;letras - ingles;8;15.0;58;55;artes e humanidades;13.79;94.83
