;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
2066;faculdade capixaba de nova venecia;producao de petroleo e gas;23;32.0;88;75;engenharia, producao e construcao;26.14;85.23
2067;faculdade capixaba de nova venecia;servico social;20;32.0;69;49;saude e bem-estar;28.99;71.01
2068;faculdade casa do estudante;administracao;8;32.0;49;14;negocios, administracao e direito;16.33;28.57
2069;faculdade casa do estudante;direito;6;32.0;45;6;negocios, administracao e direito;13.33;13.33
2070;faculdade castro alves;administracao;86;29.0;357;193;negocios, administracao e direito;24.09;54.06
2071;faculdade castro alves;ciencias contabeis;17;29.0;98;51;negocios, administracao e direito;17.35;52.04
2072;faculdade castro alves;psicologia;12;29.0;160;106;ciencias sociais, comunicacao e informacao;7.5;66.25
2073;faculdade cathedral;administracao;31;14.0;134;91;negocios, administracao e direito;23.13;67.91
2074;faculdade cathedral;analise e desenvolvimento de sistemas;6;14.0;60;20;computacao e tecnologias da informacao e comunicacao (tic);10.0;33.33
2075;faculdade cathedral;ciencias biologicas;10;14.0;57;34;ciencias naturais, matematica e estatistica;17.54;59.65
2076;faculdade cathedral;ciencias contabeis;9;14.0;61;35;negocios, administracao e direito;14.75;57.38
2077;faculdade cathedral;direito;8;14.0;321;94;negocios, administracao e direito;2.49;29.28
2078;faculdade cathedral;engenharia de producao;6;14.0;16;3;engenharia, producao e construcao;37.5;18.75
2079;faculdade cathedral;farmacia;16;14.0;68;32;saude e bem-estar;23.53;47.06
2080;faculdade cathedral;fisioterapia;10;14.0;99;35;saude e bem-estar;10.1;35.35
2081;faculdade cathedral;gestao ambiental;9;14.0;40;8;engenharia, producao e construcao;22.5;20.0
2082;faculdade cathedral;marketing;7;14.0;25;8;negocios, administracao e direito;28.0;32.0
2083;faculdade cathedral;odontologia;6;14.0;104;27;saude e bem-estar;5.77;25.96
2084;faculdade cathedral;psicologia;7;14.0;91;30;ciencias sociais, comunicacao e informacao;7.69;32.97
2085;faculdade catuai;administracao;10;41.0;165;94;negocios, administracao e direito;6.06;56.97
2086;faculdade catuai;direito;12;41.0;171;91;negocios, administracao e direito;7.02;53.22
2087;faculdade catuai;pedagogia;11;41.0;47;15;educacao;23.4;31.91
2088;faculdade catolica do ceara;comunicacao social - publicidade e propaganda;9;23.0;66;58;negocios, administracao e direito;13.64;87.88
2089;faculdade catolica do ceara;design de moda;37;23.0;270;171;artes e humanidades;13.7;63.33
2090;faculdade catolica do ceara;educacao fisica;28;23.0;172;154;saude e bem-estar;16.28;89.53
2091;faculdade catolica dom orione;administracao;7;17.0;141;77;negocios, administracao e direito;4.96;54.61
2092;faculdade catolica dom orione;direito;17;17.0;216;68;negocios, administracao e direito;7.87;31.48
2093;faculdade cbes;radiologia;5;41.0;75;74;saude e bem-estar;6.67;98.67
2094;faculdade cecap do lago norte;secretariado executivo;5;53.0;49;40;negocios, administracao e direito;10.2;81.63
2095;faculdade cenecista de capivari;administracao;9;35.0;71;31;negocios, administracao e direito;12.68;43.66
2096;faculdade cenecista de capivari;ciencias contabeis;3;35.0;27;12;negocios, administracao e direito;11.11;44.44
2097;faculdade cenecista de rio bonito;administracao;7;33.0;63;32;negocios, administracao e direito;11.11;50.79
2098;faculdade cenecista de rondonopolis;servico social;1;51.0;4;0;saude e bem-estar;25.0;0.0
2099;faculdade cenecista de senhor do bonfim;historia;1;29.0;13;10;educacao;7.69;76.92
2100;faculdade cenecista de sete lagoas;administracao;8;31.0;115;85;negocios, administracao e direito;6.96;73.91
2101;faculdade cenecista de sete lagoas;sistemas de informacao;8;31.0;83;60;computacao e tecnologias da informacao e comunicacao (tic);9.64;72.29
2102;faculdade cenecista de vila velha;administracao;4;32.0;135;59;negocios, administracao e direito;2.96;43.7
2103;faculdade central de cristalina;administracao;10;52.0;55;38;negocios, administracao e direito;18.18;69.09
2104;faculdade central de cristalina;pedagogia;4;52.0;73;35;educacao;5.48;47.95
2105;faculdade centro oeste do parana;administracao;3;41.0;36;23;negocios, administracao e direito;8.33;63.89
2106;faculdade centro oeste do parana;ciencias contabeis;3;41.0;16;10;negocios, administracao e direito;18.75;62.5
2107;faculdade centro oeste do parana;gestao ambiental;3;41.0;15;11;engenharia, producao e construcao;20.0;73.33
2108;faculdade centro oeste do parana;servico social;3;41.0;17;13;saude e bem-estar;17.65;76.47
2109;faculdade centro paulistano;administracao;6;35.0;168;105;negocios, administracao e direito;3.57;62.5
2110;faculdade centro paulistano;ciencias contabeis;4;35.0;26;20;negocios, administracao e direito;15.38;76.92
2111;faculdade centro paulistano;letras - portugues e ingles;8;35.0;28;22;educacao;28.57;78.57
2112;faculdade centro paulistano;pedagogia;11;35.0;175;119;educacao;6.29;68.0
2113;faculdade cesusc;administracao;9;42.0;110;66;negocios, administracao e direito;8.18;60.0
2114;faculdade cesusc;design de interiores;6;42.0;69;33;artes e humanidades;8.7;47.83
2115;faculdade cesusc;direito;21;42.0;317;183;negocios, administracao e direito;6.62;57.73
2116;faculdade cesusc;psicologia;5;42.0;72;44;ciencias sociais, comunicacao e informacao;6.94;61.11
2117;faculdade cidade de coromandel;administracao;2;31.0;19;7;negocios, administracao e direito;10.53;36.84
2118;faculdade cidade de coromandel;pedagogia;4;31.0;19;4;educacao;21.05;21.05
2119;faculdade cidade de guanhaes - facig;servico social;2;31.0;16;6;saude e bem-estar;12.5;37.5
2120;faculdade ciencias da vida;enfermagem;7;31.0;45;8;saude e bem-estar;15.56;17.78
2121;faculdade ciencias da vida;psicologia;14;31.0;54;2;ciencias sociais, comunicacao e informacao;25.93;3.7
2122;faculdade cnec campo largo;administracao;10;41.0;119;55;negocios, administracao e direito;8.4;46.22
2123;faculdade cnec campo largo;direito;2;41.0;86;50;negocios, administracao e direito;2.33;58.14
2124;faculdade cnec campo largo;pedagogia;10;41.0;39;18;educacao;25.64;46.15
2125;faculdade cnec campo largo;sistemas de informacao;2;41.0;17;13;computacao e tecnologias da informacao e comunicacao (tic);11.76;76.47
2126;faculdade cnec farroupilha;administracao;6;43.0;168;121;negocios, administracao e direito;3.57;72.02
2127;faculdade cnec farroupilha;direito;2;43.0;98;84;negocios, administracao e direito;2.04;85.71
2128;faculdade cnec farroupilha;pedagogia;2;43.0;71;58;educacao;2.82;81.69
2129;faculdade cnec gravatai;administracao;16;43.0;383;284;negocios, administracao e direito;4.18;74.15
2130;faculdade cnec gravatai;ciencias contabeis;9;43.0;106;75;negocios, administracao e direito;8.49;70.75
2131;faculdade cnec gravatai;direito;9;43.0;162;104;negocios, administracao e direito;5.56;64.2
2132;faculdade cnec gravatai;sistemas de informacao;6;43.0;75;59;computacao e tecnologias da informacao e comunicacao (tic);8.0;78.67
2133;faculdade cnec unai;administracao;12;31.0;54;38;negocios, administracao e direito;22.22;70.37
2134;faculdade cnec unai;ciencias contabeis;6;31.0;36;20;negocios, administracao e direito;16.67;55.56
2135;faculdade cnec unai;direito;12;31.0;122;74;negocios, administracao e direito;9.84;60.66
2136;faculdade cnec unai;pedagogia;7;31.0;50;29;educacao;14.0;58.0
2137;faculdade cnec unai;sistemas de informacao;4;31.0;31;20;computacao e tecnologias da informacao e comunicacao (tic);12.9;64.52
2138;faculdade concordia;administracao;3;42.0;61;47;negocios, administracao e direito;4.92;77.05
2139;faculdade concordia;ciencias contabeis;3;42.0;36;34;negocios, administracao e direito;8.33;94.44
2140;faculdade cotemig;analise e desenvolvimento de sistemas;13;31.0;67;36;computacao e tecnologias da informacao e comunicacao (tic);19.4;53.73
2141;faculdade cotemig;sistemas de informacao;17;31.0;86;48;computacao e tecnologias da informacao e comunicacao (tic);19.77;55.81
2142;faculdade cristo rei;comunicacao social;4;41.0;11;5;ciencias sociais, comunicacao e informacao;36.36;45.45
2143;faculdade cristo rei;direito;7;41.0;44;20;negocios, administracao e direito;15.91;45.45
2144;faculdade cuiaba;administracao;6;51.0;92;58;negocios, administracao e direito;6.52;63.04
2145;faculdade cuiaba;turismo;3;51.0;29;23;servicos;10.34;79.31
2146;faculdade curitibana;ciencias contabeis;2;41.0;47;31;negocios, administracao e direito;4.26;65.96
2147;faculdade candido rondon;direito;17;51.0;313;216;negocios, administracao e direito;5.43;69.01
2148;faculdade candido rondon de campo verde;administracao;15;51.0;68;43;negocios, administracao e direito;22.06;63.24
2149;faculdade candido rondon de campo verde;pedagogia;13;51.0;55;18;educacao;23.64;32.73
2150;faculdade da aldeia de carapicuiba;administracao;20;35.0;120;33;negocios, administracao e direito;16.67;27.5
2151;faculdade da aldeia de carapicuiba;direito;18;35.0;102;32;negocios, administracao e direito;17.65;31.37
2152;faculdade da aldeia de carapicuiba;letras;6;35.0;48;1;educacao;12.5;2.08
2153;faculdade da aldeia de carapicuiba;letras - ingles;5;35.0;7;1;educacao;71.43;14.29
2154;faculdade da alta paulista;administracao;4;35.0;77;40;negocios, administracao e direito;5.19;51.95
2155;faculdade da alta paulista;desenvolvimento para web;2;35.0;26;16;computacao e tecnologias da informacao e comunicacao (tic);7.69;61.54
2156;faculdade da alta paulista;enfermagem;10;35.0;56;28;saude e bem-estar;17.86;50.0
2157;faculdade da alta paulista;gerenciamento de redes de computadores;1;35.0;40;31;computacao e tecnologias da informacao e comunicacao (tic);2.5;77.5
2158;faculdade da alta paulista;letras - ingles;1;35.0;24;13;educacao;4.17;54.17
2159;faculdade da alta paulista;psicologia;1;35.0;65;35;ciencias sociais, comunicacao e informacao;1.54;53.85
2160;faculdade da escada;administracao;7;26.0;77;34;negocios, administracao e direito;9.09;44.16
2161;faculdade da escada;letras com portugues e espanhol;10;26.0;39;21;educacao;25.64;53.85
2162;faculdade da escada;pedagogia;22;26.0;103;34;educacao;21.36;33.01
2163;faculdade da industria sao jose dos pinhais;administracao;12;41.0;170;81;negocios, administracao e direito;7.06;47.65
2164;faculdade da industria sao jose dos pinhais;ciencias contabeis;13;41.0;131;78;negocios, administracao e direito;9.92;59.54
2165;faculdade da industria sao jose dos pinhais;direito;11;41.0;183;107;negocios, administracao e direito;6.01;58.47
2166;faculdade da industria sao jose dos pinhais;pedagogia;13;41.0;105;68;educacao;12.38;64.76
2167;faculdade da industria sao jose dos pinhais;sistema de informacao;10;41.0;90;70;computacao e tecnologias da informacao e comunicacao (tic);11.11;77.78
2168;faculdade da saude e ecologia humana;enfermagem;6;31.0;34;11;saude e bem-estar;17.65;32.35
2169;faculdade da saude e ecologia humana;medicina;16;31.0;100;22;saude e bem-estar;16.0;22.0
2170;faculdade da seune;administracao;8;27.0;118;100;negocios, administracao e direito;6.78;84.75
2171;faculdade da seune;ciencias contabeis;3;27.0;110;88;negocios, administracao e direito;2.73;80.0
2172;faculdade da seune;direito;16;27.0;418;327;negocios, administracao e direito;3.83;78.23
2173;faculdade da seune;enfermagem;12;27.0;225;110;saude e bem-estar;5.33;48.89
2174;faculdade damas da instrucao crista;direito;2;26.0;73;43;negocios, administracao e direito;2.74;58.9
2175;faculdade damas da instrucao crista;relacoes internacionais;6;26.0;54;36;ciencias sociais, comunicacao e informacao;11.11;66.67
2176;faculdade de administracao da associacao brasiliense de educacao;administracao;22;43.0;50;22;negocios, administracao e direito;44.0;44.0
2177;faculdade de administracao de assis;administracao;3;35.0;12;6;negocios, administracao e direito;25.0;50.0
2178;faculdade de administracao de chapadao do sul;administracao;13;50.0;47;19;negocios, administracao e direito;27.66;40.43
2179;faculdade de administracao de chapadao do sul;ciencias contabeis;29;50.0;69;35;negocios, administracao e direito;42.03;50.72
2180;faculdade de administracao de empresas;administracao;24;35.0;206;124;negocios, administracao e direito;11.65;60.19
2181;faculdade de administracao de empresas;engenharia de producao;5;35.0;104;58;engenharia, producao e construcao;4.81;55.77
2182;faculdade de administracao de itabirito;administracao;4;31.0;81;38;negocios, administracao e direito;4.94;46.91
2183;faculdade de administracao de nova andradina - fanova;administracao;18;50.0;76;46;negocios, administracao e direito;23.68;60.53
2184;faculdade de administracao de teresina;administracao;36;22.0;171;116;negocios, administracao e direito;21.05;67.84
2185;faculdade de administracao e artes de limeira;administracao;13;35.0;36;25;negocios, administracao e direito;36.11;69.44
2186;faculdade de administracao e artes de limeira;artes visuais;2;35.0;27;18;educacao;7.41;66.67
2187;faculdade de administracao e artes de limeira;design;5;35.0;108;85;artes e humanidades;4.63;78.7
2188;faculdade de administracao e artes de limeira;design de interiores;5;35.0;11;6;artes e humanidades;45.45;54.55
2189;faculdade de administracao e artes de limeira;processos gerenciais;1;35.0;32;10;negocios, administracao e direito;3.12;31.25
2190;faculdade de administracao e negocios de sergipe;administracao;16;28.0;173;146;negocios, administracao e direito;9.25;84.39
2191;faculdade de administracao e negocios de sergipe;ciencias contabeis;10;28.0;113;87;negocios, administracao e direito;8.85;76.99
2192;faculdade de administracao e negocios de sergipe;direito;26;28.0;467;356;negocios, administracao e direito;5.57;76.23
2193;faculdade de administracao e negocios de sergipe;engenharia de producao;13;28.0;172;141;engenharia, producao e construcao;7.56;81.98
2194;faculdade de administracao e negocios de sergipe;gestao da tecnologia da informacao;6;28.0;121;102;computacao e tecnologias da informacao e comunicacao (tic);4.96;84.3
2195;faculdade de administracao e negocios de sergipe;gestao de recursos humanos;5;28.0;128;94;negocios, administracao e direito;3.91;73.44
2196;faculdade de administracao e negocios de sergipe;logistica;6;28.0;72;53;negocios, administracao e direito;8.33;73.61
2197;faculdade de administracao e negocios de sergipe;marketing;8;28.0;79;41;negocios, administracao e direito;10.13;51.9
2198;faculdade de administracao e negocios de sergipe;processos gerenciais;11;28.0;95;73;negocios, administracao e direito;11.58;76.84
2199;faculdade de administracao e negocios de sergipe;sistemas para internet;9;28.0;91;71;computacao e tecnologias da informacao e comunicacao (tic);9.89;78.02
2200;faculdade de administracao milton campos;administracao;33;31.0;88;40;negocios, administracao e direito;37.5;45.45
2201;faculdade de administracao milton campos;ciencias contabeis;4;31.0;35;16;negocios, administracao e direito;11.43;45.71
2202;faculdade de administracao, ciencias, educacao e letras;administracao;34;41.0;108;55;negocios, administracao e direito;31.48;50.93
2203;faculdade de administracao, ciencias, educacao e letras;ciencias contabeis;25;41.0;72;46;negocios, administracao e direito;34.72;63.89
2204;faculdade de administracao, ciencias, educacao e letras;gestao de recursos humanos;22;41.0;33;31;negocios, administracao e direito;66.67;93.94
2205;faculdade de administracao, ciencias, educacao e letras;letras - ingles;9;41.0;28;13;educacao;32.14;46.43
2206;faculdade de administracao, ciencias, educacao e letras;pedagogia;29;41.0;91;52;educacao;31.87;57.14
2207;faculdade de administracao, ciencias, educacao e letras;psicologia;42;41.0;142;59;ciencias sociais, comunicacao e informacao;29.58;41.55
2208;faculdade de agudos;pedagogia;5;35.0;6;5;educacao;83.33;83.33
2209;faculdade de amambai;administracao;3;50.0;30;19;negocios, administracao e direito;10.0;63.33
2210;faculdade de amambai;ciencias contabeis;2;50.0;21;15;negocios, administracao e direito;9.52;71.43
2211;faculdade de amambai;pedagogia;10;50.0;81;24;educacao;12.35;29.63
2212;faculdade de americana;administracao;12;35.0;97;69;negocios, administracao e direito;12.37;71.13
2213;faculdade de americana;biomedicina;4;35.0;29;21;saude e bem-estar;13.79;72.41
2214;faculdade de americana;ciencia da computacao;3;35.0;27;16;computacao e tecnologias da informacao e comunicacao (tic);11.11;59.26
2215;faculdade de americana;ciencias contabeis;6;35.0;33;11;negocios, administracao e direito;18.18;33.33
2216;faculdade de americana;direito;5;35.0;37;24;negocios, administracao e direito;13.51;64.86
2217;faculdade de americana;educacao fisica;9;35.0;44;34;educacao;20.45;77.27
2218;faculdade de americana;enfermagem;2;35.0;5;3;saude e bem-estar;40.0;60.0
2219;faculdade de americana;engenharia ambiental;6;35.0;34;19;engenharia, producao e construcao;17.65;55.88
2220;faculdade de americana;engenharia eletrica;3;35.0;26;17;engenharia, producao e construcao;11.54;65.38
2221;faculdade de americana;farmacia;8;35.0;30;15;saude e bem-estar;26.67;50.0
2222;faculdade de americana;fisioterapia;4;35.0;27;23;saude e bem-estar;14.81;85.19
2223;faculdade de americana;letras - portugues e ingles;3;35.0;25;19;educacao;12.0;76.0
2224;faculdade de americana;logistica;10;35.0;61;33;negocios, administracao e direito;16.39;54.1
2225;faculdade de americana;nutricao;4;35.0;18;14;saude e bem-estar;22.22;77.78
2226;faculdade de americana;pedagogia;4;35.0;15;10;educacao;26.67;66.67
2227;faculdade de americana;psicologia;3;35.0;23;19;ciencias sociais, comunicacao e informacao;13.04;82.61
2228;faculdade de ampere;administracao;6;41.0;43;26;negocios, administracao e direito;13.95;60.47
2229;faculdade de ampere;artes;12;41.0;46;16;educacao;26.09;34.78
2230;faculdade de ampere;pedagogia;8;41.0;30;16;educacao;26.67;53.33
2231;faculdade de ampere;servico social;8;41.0;21;7;saude e bem-estar;38.1;33.33
2232;faculdade de apucarana;ciencias biologicas;12;41.0;40;23;educacao;30.0;57.5
2233;faculdade de apucarana;direito;9;41.0;44;25;negocios, administracao e direito;20.45;56.82
2234;faculdade de apucarana;enfermagem;4;41.0;23;17;saude e bem-estar;17.39;73.91
2235;faculdade de apucarana;fisioterapia;5;41.0;49;19;saude e bem-estar;10.2;38.78
2236;faculdade de apucarana;matematica;4;41.0;28;20;educacao;14.29;71.43
2237;faculdade de apucarana;nutricao;6;41.0;28;12;saude e bem-estar;21.43;42.86
2238;faculdade de apucarana;pedagogia;8;41.0;23;9;educacao;34.78;39.13
2239;faculdade de apucarana;sistemas de informacao;8;41.0;32;17;computacao e tecnologias da informacao e comunicacao (tic);25.0;53.12
2240;faculdade de aracaju;direito;4;28.0;60;49;negocios, administracao e direito;6.67;81.67
2241;faculdade de araraquara;direito;6;35.0;17;4;negocios, administracao e direito;35.29;23.53
2242;faculdade de aracatuba;administracao;25;35.0;82;34;negocios, administracao e direito;30.49;41.46
2243;faculdade de artes, ciencias e tecnologias;administracao;23;29.0;37;32;negocios, administracao e direito;62.16;86.49
2244;faculdade de aruja;administracao;1;35.0;45;28;negocios, administracao e direito;2.22;62.22
2245;faculdade de aruja;pedagogia;2;35.0;52;33;educacao;3.85;63.46
2246;faculdade de auriflama;administracao;23;35.0;39;8;negocios, administracao e direito;58.97;20.51
2247;faculdade de auriflama;pedagogia;4;35.0;43;4;educacao;9.3;9.3
2248;faculdade de bauru;redes de computadores;12;35.0;14;10;computacao e tecnologias da informacao e comunicacao (tic);85.71;71.43
2249;faculdade de bauru;sistemas para internet;2;35.0;14;9;computacao e tecnologias da informacao e comunicacao (tic);14.29;64.29
2250;faculdade de cafelandia;administracao;4;41.0;35;9;negocios, administracao e direito;11.43;25.71
2251;faculdade de caldas novas;administracao;6;52.0;23;12;negocios, administracao e direito;26.09;52.17
2252;faculdade de caldas novas;ciencias biologicas;17;52.0;23;10;educacao;73.91;43.48
2253;faculdade de caldas novas;ciencias contabeis;26;52.0;50;15;negocios, administracao e direito;52.0;30.0
2254;faculdade de caldas novas;direito;41;52.0;125;60;negocios, administracao e direito;32.8;48.0
2255;faculdade de caldas novas;pedagogia;34;52.0;64;8;educacao;53.12;12.5
2256;faculdade de campina grande;administracao;47;25.0;90;85;negocios, administracao e direito;52.22;94.44
2257;faculdade de campina grande;ciencias contabeis;12;25.0;28;12;negocios, administracao e direito;42.86;42.86
2258;faculdade de campina grande;direito;33;25.0;294;240;negocios, administracao e direito;11.22;81.63
2259;faculdade de campina grande;enfermagem;37;25.0;114;74;saude e bem-estar;32.46;64.91
2260;faculdade de campina grande;fisioterapia;47;25.0;72;64;saude e bem-estar;65.28;88.89
2261;faculdade de campina grande;gestao comercial;24;25.0;124;104;negocios, administracao e direito;19.35;83.87
2262;faculdade de campina grande;marketing;19;25.0;22;20;negocios, administracao e direito;86.36;90.91
2263;faculdade de campina grande do sul;administracao;13;41.0;55;31;negocios, administracao e direito;23.64;56.36
2264;faculdade de campina grande do sul;gestao da tecnologia da informacao;1;41.0;57;36;computacao e tecnologias da informacao e comunicacao (tic);1.75;63.16
2266;faculdade de cariacica;administracao;21;32.0;80;53;negocios, administracao e direito;26.25;66.25
2267;faculdade de cariacica;ciencias contabeis;16;32.0;76;46;negocios, administracao e direito;21.05;60.53
2268;faculdade de cariacica;engenharia eletrica;14;32.0;64;56;engenharia, producao e construcao;21.88;87.5
2269;faculdade de cascavel;administracao;20;41.0;51;26;negocios, administracao e direito;39.22;50.98
2270;faculdade de cascavel;educacao fisica;22;41.0;159;54;educacao;13.84;33.96
2271;faculdade de cascavel;engenharia de producao;2;41.0;15;12;engenharia, producao e construcao;13.33;80.0
2272;faculdade de cascavel;gestao ambiental;4;41.0;24;13;engenharia, producao e construcao;16.67;54.17
2273;faculdade de cascavel;letras - portugues e espanhol;5;41.0;8;3;educacao;62.5;37.5
2274;faculdade de cascavel;letras - portugues e ingles;7;41.0;44;17;educacao;15.91;38.64
2275;faculdade de cascavel;musica;11;41.0;43;15;educacao;25.58;34.88
2276;faculdade de cascavel;pedagogia;23;41.0;131;54;educacao;17.56;41.22
2277;faculdade de cascavel;processos gerenciais;10;41.0;46;17;negocios, administracao e direito;21.74;36.96
2278;faculdade de cascavel;psicologia;19;41.0;28;16;ciencias sociais, comunicacao e informacao;67.86;57.14
2279;faculdade de castelo - multivix castelo;administracao;11;32.0;73;51;negocios, administracao e direito;15.07;69.86
2280;faculdade de castelo - multivix castelo;direito;3;32.0;99;84;negocios, administracao e direito;3.03;84.85
2281;faculdade de castelo - multivix castelo;medicina veterinaria;2;32.0;54;48;agricultura, silvicultura, pesca e veterinaria;3.7;88.89
2282;faculdade de ciencia e tecnologia;administracao;11;41.0;29;5;negocios, administracao e direito;37.93;17.24
2283;faculdade de ciencia e tecnologia;analise e desenvolvimento de sistemas;1;41.0;8;3;computacao e tecnologias da informacao e comunicacao (tic);12.5;37.5
2284;faculdade de ciencia e tecnologia;ciencias contabeis;5;41.0;34;6;negocios, administracao e direito;14.71;17.65
2285;faculdade de ciencia e tecnologia;marketing;7;41.0;11;1;negocios, administracao e direito;63.64;9.09
2286;faculdade de ciencia e tecnologia de montes claros;engenharia de computacao;5;31.0;23;18;engenharia, producao e construcao;21.74;78.26
2287;faculdade de ciencia e tecnologia de montes claros;engenharia de controle e automacao;4;31.0;29;20;engenharia, producao e construcao;13.79;68.97
2288;faculdade de ciencia e tecnologia de montes claros;engenharia de producao;2;31.0;46;32;engenharia, producao e construcao;4.35;69.57
2289;faculdade de ciencia e tecnologia de montes claros;engenharia quimica;3;31.0;59;33;engenharia, producao e construcao;5.08;55.93
2290;faculdade de ciencias administrativas e de tecnologia;pedagogia;7;11.0;87;53;educacao;8.05;60.92
2291;faculdade de ciencias administrativas e de tecnologia;sistemas de informacao;2;11.0;46;38;computacao e tecnologias da informacao e comunicacao (tic);4.35;82.61
2292;faculdade de ciencias agrarias de andradina;medicina veterinaria;14;35.0;160;68;agricultura, silvicultura, pesca e veterinaria;8.75;42.5
2293;faculdade de ciencias agrarias e exatas de primavera do leste;agronomia;3;51.0;119;86;agricultura, silvicultura, pesca e veterinaria;2.52;72.27
2294;faculdade de ciencias agrarias e exatas de primavera do leste;arquitetura e urbanismo;5;51.0;68;45;engenharia, producao e construcao;7.35;66.18
2295;faculdade de ciencias agrarias e exatas de primavera do leste;engenharia de producao;2;51.0;42;35;engenharia, producao e construcao;4.76;83.33
2296;faculdade de ciencias biomedicas de cacoal;agronegocio;6;11.0;12;7;negocios, administracao e direito;50.0;58.33
2297;faculdade de ciencias biomedicas de cacoal;ciencias biologicas;14;11.0;45;13;educacao;31.11;28.89
2298;faculdade de ciencias biomedicas de cacoal;educacao fisica;7;11.0;24;12;saude e bem-estar;29.17;50.0
2299;faculdade de ciencias biomedicas de cacoal;enfermagem;10;11.0;37;16;saude e bem-estar;27.03;43.24
2300;faculdade de ciencias biomedicas de cacoal;farmacia;13;11.0;43;28;saude e bem-estar;30.23;65.12
2301;faculdade de ciencias biomedicas de cacoal;fisioterapia;9;11.0;31;12;saude e bem-estar;29.03;38.71
2302;faculdade de ciencias biomedicas de cacoal;gestao ambiental;16;11.0;62;26;engenharia, producao e construcao;25.81;41.94
2303;faculdade de ciencias biomedicas de cacoal;matematica;9;11.0;12;8;educacao;75.0;66.67
2304;faculdade de ciencias biomedicas de cacoal;medicina;10;11.0;63;11;saude e bem-estar;15.87;17.46
2305;faculdade de ciencias biomedicas de cacoal;medicina veterinaria;12;11.0;36;23;agricultura, silvicultura, pesca e veterinaria;33.33;63.89
2306;faculdade de ciencias biomedicas de cacoal;odontologia;10;11.0;79;28;saude e bem-estar;12.66;35.44
2307;faculdade de ciencias biomedicas de cacoal;processos gerenciais;4;11.0;22;9;negocios, administracao e direito;18.18;40.91
2308;faculdade de ciencias biomedicas de cacoal;psicologia;12;11.0;21;8;ciencias sociais, comunicacao e informacao;57.14;38.1
2309;faculdade de ciencias contabeis de afonso claudio;ciencias contabeis;2;32.0;68;51;negocios, administracao e direito;2.94;75.0
2310;faculdade de ciencias contabeis de assis;ciencias contabeis;3;35.0;40;13;negocios, administracao e direito;7.5;32.5
2311;faculdade de ciencias contabeis de itapetininga;administracao;6;35.0;49;21;negocios, administracao e direito;12.24;42.86
2312;faculdade de ciencias contabeis de itapetininga;ciencias contabeis;1;35.0;22;11;negocios, administracao e direito;4.55;50.0
2313;faculdade de ciencias contabeis de nova andradina - facinan;ciencias contabeis;16;50.0;86;61;negocios, administracao e direito;18.6;70.93
2314;faculdade de ciencias contabeis de nova andradina - facinan;direito;17;50.0;185;139;negocios, administracao e direito;9.19;75.14
2315;faculdade de ciencias contabeis e de administracao de empresas;administracao;8;33.0;50;34;negocios, administracao e direito;16.0;68.0
2316;faculdade de ciencias contabeis luiz mendes;administracao;6;25.0;19;12;negocios, administracao e direito;31.58;63.16
2317;faculdade de ciencias contabeis luiz mendes;ciencias contabeis;4;25.0;28;9;negocios, administracao e direito;14.29;32.14
2318;faculdade de ciencias da saude de unai;enfermagem;8;31.0;38;18;saude e bem-estar;21.05;47.37
2319;faculdade de ciencias da saude de unai;medicina veterinaria;4;31.0;16;7;agricultura, silvicultura, pesca e veterinaria;25.0;43.75
2320;faculdade de ciencias da saude de unai;servico social;5;31.0;15;4;saude e bem-estar;33.33;26.67
2321;faculdade de ciencias de wenceslau braz;administracao;9;41.0;53;12;negocios, administracao e direito;16.98;22.64
2322;faculdade de ciencias de wenceslau braz;pedagogia;6;41.0;63;13;educacao;9.52;20.63
2323;faculdade de ciencias e educacao sena aires;enfermagem;31;52.0;146;25;saude e bem-estar;21.23;17.12
2324;faculdade de ciencias e educacao sena aires;farmacia;13;52.0;97;29;saude e bem-estar;13.4;29.9
2325;faculdade de ciencias e educacao sena aires;fisioterapia;1;52.0;22;15;saude e bem-estar;4.55;68.18
2326;faculdade de ciencias e tecnologia de teresina;administracao;24;22.0;123;35;negocios, administracao e direito;19.51;28.46
2327;faculdade de ciencias e tecnologia de teresina;ciencias contabeis;20;22.0;126;32;negocios, administracao e direito;15.87;25.4
2328;faculdade de ciencias e tecnologia de unai - factu;administracao;42;31.0;47;25;negocios, administracao e direito;89.36;53.19
2329;faculdade de ciencias e tecnologia de unai - factu;agronomia;9;31.0;31;16;agricultura, silvicultura, pesca e veterinaria;29.03;51.61
2330;faculdade de ciencias e tecnologia de unai - factu;ciencias contabeis;31;31.0;36;19;negocios, administracao e direito;86.11;52.78
2331;faculdade de ciencias e tecnologia de unai - factu;direito;31;31.0;55;41;negocios, administracao e direito;56.36;74.55
2332;faculdade de ciencias e tecnologia de unai - factu;educacao fisica;34;31.0;53;22;educacao;64.15;41.51
2333;faculdade de ciencias e tecnologia de unai - factu;enfermagem;38;31.0;47;18;saude e bem-estar;80.85;38.3
2334;faculdade de ciencias e tecnologia de unai - factu;pedagogia;51;31.0;65;25;educacao;78.46;38.46
2335;faculdade de ciencias e tecnologias de campos gerais;ciencias biologicas;6;31.0;58;29;educacao;10.34;50.0
