;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
21;centro universitario metodista;direito;33;1062;235;negocios, administracao e direito;3.11;22.13
22;centro universitario metodista;educacao fisica;23;1521;395;saude e bem-estar;1.51;25.97
23;centro universitario metodista;enfermagem;8;684;137;saude e bem-estar;1.17;20.03
24;centro universitario metodista;engenharia civil;22;882;168;engenharia, producao e construcao;2.49;19.05
25;centro universitario metodista;engenharia de producao;26;567;90;engenharia, producao e construcao;4.59;15.87
26;centro universitario metodista;farmacia;23;405;77;saude e bem-estar;5.68;19.01
27;centro universitario metodista;fisioterapia;28;1314;315;saude e bem-estar;2.13;23.97
28;centro universitario metodista;jornalismo;1;171;49;ciencias sociais, comunicacao e informacao;0.58;28.65
29;centro universitario metodista;musica;25;990;246;educacao;2.53;24.85
30;centro universitario metodista;nutricao;23;558;132;saude e bem-estar;4.12;23.66
31;centro universitario metodista;pedagogia;25;468;131;educacao;5.34;27.99
32;centro universitario metodista;psicologia;33;900;122;ciencias sociais, comunicacao e informacao;3.67;13.56
33;centro universitario metodista;servico social;26;324;53;saude e bem-estar;8.02;16.36
34;centro universitario metodista;turismo;27;369;114;servicos;7.32;30.89
35;centro universitario ritter dos reis;administracao;15;7695;3025;negocios, administracao e direito;0.19;39.31
36;centro universitario ritter dos reis;analise e desenvolvimento de sistemas;3;756;364;computacao e tecnologias da informacao e comunicacao (tic);0.4;48.15
37;centro universitario ritter dos reis;arquitetura e urbanismo;28;4644;1779;engenharia, producao e construcao;0.6;38.31
38;centro universitario ritter dos reis;biomedicina;2;1233;514;saude e bem-estar;0.16;41.69
39;centro universitario ritter dos reis;ciencia da computacao;4;774;498;computacao e tecnologias da informacao e comunicacao (tic);0.52;64.34
40;centro universitario ritter dos reis;ciencias contabeis;5;2682;1099;negocios, administracao e direito;0.19;40.98
41;centro universitario ritter dos reis;design de moda;4;909;228;artes e humanidades;0.44;25.08
42;centro universitario ritter dos reis;design de produto;7;369;81;artes e humanidades;1.9;21.95
43;centro universitario ritter dos reis;design grafico;13;1008;199;artes e humanidades;1.29;19.74
44;centro universitario ritter dos reis;direito;84;13590;3971;negocios, administracao e direito;0.62;29.22
45;centro universitario ritter dos reis;enfermagem;4;1440;530;saude e bem-estar;0.28;36.81
46;centro universitario ritter dos reis;engenharia ambiental e sanitaria;3;792;401;engenharia, producao e construcao;0.38;50.63
47;centro universitario ritter dos reis;engenharia civil;4;3087;1198;engenharia, producao e construcao;0.13;38.81
48;centro universitario ritter dos reis;engenharia de producao;3;720;376;engenharia, producao e construcao;0.42;52.22
49;centro universitario ritter dos reis;engenharia mecanica;4;1692;853;engenharia, producao e construcao;0.24;50.41
50;centro universitario ritter dos reis;farmacia;4;549;216;saude e bem-estar;0.73;39.34
51;centro universitario ritter dos reis;fisioterapia;5;1467;638;saude e bem-estar;0.34;43.49
52;centro universitario ritter dos reis;gestao de recursos humanos;2;684;274;negocios, administracao e direito;0.29;40.06
53;centro universitario ritter dos reis;jogos digitais;3;1026;447;computacao e tecnologias da informacao e comunicacao (tic);0.29;43.57
54;centro universitario ritter dos reis;jornalismo;3;1413;622;ciencias sociais, comunicacao e informacao;0.21;44.02
55;centro universitario ritter dos reis;letras - ingles;5;477;239;educacao;1.05;50.1
56;centro universitario ritter dos reis;marketing;2;432;137;negocios, administracao e direito;0.46;31.71
57;centro universitario ritter dos reis;medicina veterinaria;1;2583;490;agricultura, silvicultura, pesca e veterinaria;0.04;18.97
58;centro universitario ritter dos reis;nutricao;4;1152;454;saude e bem-estar;0.35;39.41
59;centro universitario ritter dos reis;pedagogia;7;1773;679;educacao;0.39;38.3
60;centro universitario ritter dos reis;psicologia;3;2736;1244;ciencias sociais, comunicacao e informacao;0.11;45.47
61;centro universitario ritter dos reis;publicidade e propaganda;3;1746;601;negocios, administracao e direito;0.17;34.42
62;centro universitario ritter dos reis;relacoes internacionais;4;1305;626;ciencias sociais, comunicacao e informacao;0.31;47.97
63;centro universitario ritter dos reis;sistemas de informacao;5;288;165;computacao e tecnologias da informacao e comunicacao (tic);1.74;57.29
64;centro universitario uniftec;administracao;11;576;354;negocios, administracao e direito;1.91;61.46
65;centro universitario uniftec;analise e desenvolvimento de sistemas;13;612;329;computacao e tecnologias da informacao e comunicacao (tic);2.12;53.76
66;centro universitario uniftec;ciencias contabeis;15;414;184;negocios, administracao e direito;3.62;44.44
67;centro universitario uniftec;comercio exterior;4;405;165;negocios, administracao e direito;0.99;40.74
68;centro universitario uniftec;design de moda;7;324;130;artes e humanidades;2.16;40.12
69;centro universitario uniftec;design de produto;6;369;176;artes e humanidades;1.63;47.7
70;centro universitario uniftec;engenharia civil;7;828;453;engenharia, producao e construcao;0.85;54.71
71;centro universitario uniftec;engenharia de computacao;3;603;362;engenharia, producao e construcao;0.5;60.03
72;centro universitario uniftec;engenharia de producao;9;990;587;engenharia, producao e construcao;0.91;59.29
73;centro universitario uniftec;engenharia eletrica;7;801;405;engenharia, producao e construcao;0.87;50.56
74;centro universitario uniftec;engenharia mecanica;8;1053;550;engenharia, producao e construcao;0.76;52.23
75;centro universitario uniftec;gestao ambiental;4;162;91;engenharia, producao e construcao;2.47;56.17
76;centro universitario uniftec;gestao comercial;4;594;261;negocios, administracao e direito;0.67;43.94
77;centro universitario uniftec;gestao da qualidade;4;576;264;negocios, administracao e direito;0.69;45.83
78;centro universitario uniftec;gestao da tecnologia da informacao;1;324;127;computacao e tecnologias da informacao e comunicacao (tic);0.31;39.2
79;centro universitario uniftec;gestao de recursos humanos;11;855;394;negocios, administracao e direito;1.29;46.08
80;centro universitario uniftec;gestao financeira;5;333;151;negocios, administracao e direito;1.5;45.35
81;centro universitario uniftec;logistica;13;684;327;negocios, administracao e direito;1.9;47.81
82;centro universitario uniftec;marketing;5;378;160;negocios, administracao e direito;1.32;42.33
83;centro universitario uniftec;processos gerenciais;3;585;232;negocios, administracao e direito;0.51;39.66
84;centro universitario uniftec;producao multimidia;2;261;112;artes e humanidades;0.77;42.91
85;centro universitario uniftec;redes de computadores;6;360;192;computacao e tecnologias da informacao e comunicacao (tic);1.67;53.33
86;faculdade america latina;design;1;414;343;artes e humanidades;0.24;82.85
87;faculdade anglicana de erechim;administracao;6;540;115;negocios, administracao e direito;1.11;21.3
88;faculdade anglicana de erechim;ciencias contabeis;8;549;60;negocios, administracao e direito;1.46;10.93
89;faculdade anglicana de erechim;design;8;378;92;artes e humanidades;2.12;24.34
90;faculdade anglicana de erechim;eletronica industrial;6;297;70;engenharia, producao e construcao;2.02;23.57
91;faculdade anglicana de erechim;pedagogia;4;315;115;educacao;1.27;36.51
92;faculdade anhanguera de caxias do sul;administracao;16;1161;653;negocios, administracao e direito;1.38;56.24
93;faculdade anhanguera de caxias do sul;ciencias contabeis;4;495;247;negocios, administracao e direito;0.81;49.9
94;faculdade anhanguera de caxias do sul;engenharia de producao;20;1098;509;engenharia, producao e construcao;1.82;46.36
95;faculdade anhanguera de caxias do sul;servico social;2;360;169;saude e bem-estar;0.56;46.94
96;faculdade anhanguera de passo fundo;administracao;58;1656;650;negocios, administracao e direito;3.5;39.25
97;faculdade anhanguera de passo fundo;ciencias contabeis;7;981;376;negocios, administracao e direito;0.71;38.33
98;faculdade anhanguera de passo fundo;direito;49;2889;1080;negocios, administracao e direito;1.7;37.38
99;faculdade anhanguera de passo fundo;gestao comercial;7;702;270;negocios, administracao e direito;1.0;38.46
100;faculdade anhanguera de passo fundo;gestao da tecnologia da informacao;7;36;15;computacao e tecnologias da informacao e comunicacao (tic);19.44;41.67
101;faculdade anhanguera de pelotas;administracao;34;2304;1229;negocios, administracao e direito;1.48;53.34
102;faculdade anhanguera de pelotas;ciencias biologicas;3;711;348;educacao;0.42;48.95
103;faculdade anhanguera de pelotas;direito;24;3726;1773;negocios, administracao e direito;0.64;47.58
104;faculdade anhanguera de pelotas;educacao fisica;61;3474;1471;educacao;1.76;42.34
105;faculdade anhanguera de pelotas;enfermagem;85;3123;1302;saude e bem-estar;2.72;41.69
106;faculdade anhanguera de pelotas;engenharia de producao;17;981;531;engenharia, producao e construcao;1.73;54.13
107;faculdade anhanguera de pelotas;engenharia mecanica;8;1539;758;engenharia, producao e construcao;0.52;49.25
108;faculdade anhanguera do rio grande;administracao;22;2268;1100;negocios, administracao e direito;0.97;48.5
109;faculdade anhanguera do rio grande;ciencias biologicas;5;63;60;educacao;7.94;95.24
110;faculdade anhanguera do rio grande;direito;18;3285;1291;negocios, administracao e direito;0.55;39.3
111;faculdade anhanguera do rio grande;enfermagem;19;1467;686;saude e bem-estar;1.3;46.76
112;faculdade anhanguera do rio grande;engenharia de controle e automacao;14;1836;1110;engenharia, producao e construcao;0.76;60.46
113;faculdade anhanguera do rio grande;engenharia de producao;15;1863;1093;engenharia, producao e construcao;0.81;58.67
114;faculdade anhanguera do rio grande;engenharia mecanica;22;2466;1273;engenharia, producao e construcao;0.89;51.62
115;faculdade anhanguera do rio grande;fisioterapia;28;2385;1107;saude e bem-estar;1.17;46.42
116;faculdade anhanguera do rio grande;psicologia;9;2034;816;ciencias sociais, comunicacao e informacao;0.44;40.12
117;faculdade anhanguera do rio grande;sistemas para internet;18;423;217;computacao e tecnologias da informacao e comunicacao (tic);4.26;51.3
118;faculdade antonio meneghetti;administracao;1;270;111;negocios, administracao e direito;0.37;41.11
119;faculdade antonio meneghetti;direito;3;378;122;negocios, administracao e direito;0.79;32.28
120;faculdade antonio meneghetti;sistema de informacao;2;153;39;computacao e tecnologias da informacao e comunicacao (tic);1.31;25.49
121;faculdade camaquense de ciencias contabeis e administrativas;administracao;4;324;165;negocios, administracao e direito;1.23;50.93
122;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;5;180;55;negocios, administracao e direito;2.78;30.56
123;faculdade camaquense de ciencias contabeis e administrativas;educacao fisica;1;198;144;saude e bem-estar;0.51;72.73
124;faculdade cnec farroupilha;administracao;11;738;305;negocios, administracao e direito;1.49;41.33
125;faculdade cnec farroupilha;direito;6;423;146;negocios, administracao e direito;1.42;34.52
126;faculdade cnec farroupilha;pedagogia;4;225;44;educacao;1.78;19.56
127;faculdade cnec gravatai;administracao;3;1116;463;negocios, administracao e direito;0.27;41.49
128;faculdade cnec gravatai;ciencias contabeis;1;414;130;negocios, administracao e direito;0.24;31.4
129;faculdade de direito de santa maria;direito;61;2862;854;negocios, administracao e direito;2.13;29.84
130;faculdade de integracao do ensino superior do cone sul;administracao;8;432;252;negocios, administracao e direito;1.85;58.33
131;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;1;144;54;negocios, administracao e direito;0.69;37.5
132;faculdade de integracao do ensino superior do cone sul;gestao comercial;9;270;81;negocios, administracao e direito;3.33;30.0
133;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;2;126;60;negocios, administracao e direito;1.59;47.62
134;faculdade de tecnologia da serra gaucha - caxias do sul;analise e desenvolvimento de sistemas;2;324;188;computacao e tecnologias da informacao e comunicacao (tic);0.62;58.02
135;faculdade de tecnologia la salle - estrela;administracao;4;342;181;negocios, administracao e direito;1.17;52.92
136;faculdade de tecnologia la salle - estrela;agronegocio;4;225;105;agricultura, silvicultura, pesca e veterinaria;1.78;46.67
137;faculdade de tecnologia la salle - estrela;gestao ambiental;1;171;97;engenharia, producao e construcao;0.58;56.73
138;faculdade de tecnologia la salle - estrela;processos gerenciais;1;99;31;negocios, administracao e direito;1.01;31.31
139;faculdade dom alberto;administracao;19;1881;923;negocios, administracao e direito;1.01;49.07
140;faculdade dom alberto;ciencias contabeis;8;891;413;negocios, administracao e direito;0.9;46.35
141;faculdade dom alberto;direito;4;1368;652;negocios, administracao e direito;0.29;47.66
142;faculdade dom bosco de porto alegre;administracao;3;324;191;negocios, administracao e direito;0.93;58.95
143;faculdade especializada na area de saude do rio grande do sul;odontologia;7;972;111;saude e bem-estar;0.72;11.42
144;faculdade estacio do rio grande do sul - estacio fargs;administracao;8;1197;560;negocios, administracao e direito;0.67;46.78
145;faculdade estacio do rio grande do sul - estacio fargs;ciencias contabeis;2;243;72;negocios, administracao e direito;0.82;29.63
146;faculdade estacio do rio grande do sul - estacio fargs;direito;4;2385;830;negocios, administracao e direito;0.17;34.8
147;faculdade estacio do rio grande do sul - estacio fargs;gestao financeira;1;99;13;negocios, administracao e direito;1.01;13.13
148;faculdade estacio do rio grande do sul - estacio fargs;hotelaria;1;81;31;servicos;1.23;38.27
149;faculdade estacio do rio grande do sul - estacio fargs;turismo;2;144;81;servicos;1.39;56.25
150;faculdade faccentro;administracao;23;576;452;negocios, administracao e direito;3.99;78.47
151;faculdade faccentro;gestao comercial;26;405;321;negocios, administracao e direito;6.42;79.26
152;faculdade faccentro;gestao de recursos humanos;34;405;298;negocios, administracao e direito;8.4;73.58
153;faculdade faccentro;gestao financeira;25;306;196;negocios, administracao e direito;8.17;64.05
154;faculdade horizontina;ciencias economicas;6;315;187;ciencias sociais, comunicacao e informacao;1.9;59.37
155;faculdade horizontina;engenharia de producao;9;558;262;engenharia, producao e construcao;1.61;46.95
156;faculdade horizontina;engenharia mecanica;13;639;247;engenharia, producao e construcao;2.03;38.65
157;faculdade integrada de santa maria;administracao;12;1134;607;negocios, administracao e direito;1.06;53.53
158;faculdade integrada de santa maria;enfermagem;9;1647;758;saude e bem-estar;0.55;46.02
159;faculdade integrada de santa maria;psicologia;14;1431;725;ciencias sociais, comunicacao e informacao;0.98;50.66
160;faculdade la salle - caxias;processos gerenciais;1;495;339;negocios, administracao e direito;0.2;68.48
161;faculdade meridional;administracao;13;1368;643;negocios, administracao e direito;0.95;47.0
162;faculdade meridional;arquitetura e urbanismo;11;2979;851;engenharia, producao e construcao;0.37;28.57
163;faculdade meridional;direito;21;3807;1143;negocios, administracao e direito;0.55;30.02
164;faculdade meridional;odontologia;1;900;209;saude e bem-estar;0.11;23.22
165;faculdade meridional;psicologia;36;2124;506;ciencias sociais, comunicacao e informacao;1.69;23.82
166;faculdade meridional;sistema de informacao;14;756;376;computacao e tecnologias da informacao e comunicacao (tic);1.85;49.74
167;faculdade monteiro lobato;analise e desenvolvimento de sistemas;2;189;108;computacao e tecnologias da informacao e comunicacao (tic);1.06;57.14
168;faculdade monteiro lobato;ciencias contabeis;1;261;104;negocios, administracao e direito;0.38;39.85
169;faculdade monteiro lobato;gestao ambiental;1;180;87;engenharia, producao e construcao;0.56;48.33
170;faculdade nossa senhora de fatima;administracao;1;387;258;negocios, administracao e direito;0.26;66.67
171;faculdade nossa senhora de fatima;enfermagem;4;684;507;saude e bem-estar;0.58;74.12
172;faculdade nossa senhora de fatima;fonoaudiologia;2;234;135;saude e bem-estar;0.85;57.69
173;faculdade nossa senhora de fatima;nutricao;1;270;166;saude e bem-estar;0.37;61.48
174;faculdade novo hamburgo;administracao;1;207;84;negocios, administracao e direito;0.48;40.58
175;faculdade novo hamburgo;psicologia;2;225;114;ciencias sociais, comunicacao e informacao;0.89;50.67
176;faculdade novo hamburgo;redes de computadores;1;72;18;computacao e tecnologias da informacao e comunicacao (tic);1.39;25.0
177;faculdade santo augusto;administracao;6;702;572;negocios, administracao e direito;0.85;81.48
178;faculdade santo augusto;ciencias contabeis;5;225;176;negocios, administracao e direito;2.22;78.22
179;faculdade santo augusto;educacao fisica;4;261;218;educacao;1.53;83.52
180;faculdade sogipa de educacao fisica;educacao fisica;11;2304;955;saude e bem-estar;0.48;41.45
181;faculdade sao francisco de assis;administracao;2;1449;921;negocios, administracao e direito;0.14;63.56
182;faculdade sao francisco de assis;arquitetura e urbanismo;6;729;431;engenharia, producao e construcao;0.82;59.12
183;faculdade sao francisco de assis;ciencia da computacao;4;495;350;computacao e tecnologias da informacao e comunicacao (tic);0.81;70.71
184;faculdade sao francisco de assis;direito;11;1107;596;negocios, administracao e direito;0.99;53.84
185;faculdade sao francisco de assis;psicologia;12;990;480;ciencias sociais, comunicacao e informacao;1.21;48.48
186;faculdade tres de maio;administracao;7;693;222;negocios, administracao e direito;1.01;32.03
187;faculdade tres de maio;agronomia;4;441;134;agricultura, silvicultura, pesca e veterinaria;0.91;30.39
188;faculdade tres de maio;design de moda;2;126;22;artes e humanidades;1.59;17.46
189;faculdade tres de maio;enfermagem;2;486;102;saude e bem-estar;0.41;20.99
190;faculdade tres de maio;engenharia de producao;3;441;156;engenharia, producao e construcao;0.68;35.37
191;faculdade tres de maio;pedagogia;2;324;56;educacao;0.62;17.28
192;faculdade tres de maio;psicologia;3;261;88;ciencias sociais, comunicacao e informacao;1.15;33.72
193;faculdade tres de maio;redes de computadores;2;90;56;computacao e tecnologias da informacao e comunicacao (tic);2.22;62.22
194;faculdade tres de maio;sistemas de informacao;2;297;133;computacao e tecnologias da informacao e comunicacao (tic);0.67;44.78
195;faculdades est;musicoterapia;1;126;100;saude e bem-estar;0.79;79.37
196;faculdades est;musica;7;612;383;educacao;1.14;62.58
197;faculdades est;teologia;9;2025;451;artes e humanidades;0.44;22.27
198;faculdades integradas machado de assis;administracao;14;1098;446;negocios, administracao e direito;1.28;40.62
199;faculdades integradas machado de assis;ciencias contabeis;7;855;207;negocios, administracao e direito;0.82;24.21
200;faculdades integradas machado de assis;direito;20;1323;291;negocios, administracao e direito;1.51;22.0
201;faculdades integradas machado de assis;gestao da tecnologia da informacao;3;324;103;computacao e tecnologias da informacao e comunicacao (tic);0.93;31.79
202;faculdades integradas machado de assis;gestao de recursos humanos;5;477;178;negocios, administracao e direito;1.05;37.32
203;instituto superior de educacao ivoti;letras - lingua portuguesa;3;72;38;educacao;4.17;52.78
204;instituto superior de educacao ivoti;letras - portugues e alemao;3;252;84;educacao;1.19;33.33
205;instituto superior de educacao ivoti;musica;1;180;91;educacao;0.56;50.56
206;instituto superior de educacao ivoti;pedagogia;3;333;226;educacao;0.9;67.87
207;pontificia universidade catolica do rio grande do sul;administracao;57;5022;1593;negocios, administracao e direito;1.14;31.72
208;pontificia universidade catolica do rio grande do sul;ciencia da computacao;1;1188;606;computacao e tecnologias da informacao e comunicacao (tic);0.08;51.01
209;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;5;594;70;servicos;0.84;11.78
210;pontificia universidade catolica do rio grande do sul;ciencias biologicas;3;1458;602;educacao;0.21;41.29
211;pontificia universidade catolica do rio grande do sul;ciencias contabeis;19;1053;343;negocios, administracao e direito;1.8;32.57
212;pontificia universidade catolica do rio grande do sul;ciencias economicas;4;666;206;ciencias sociais, comunicacao e informacao;0.6;30.93
213;pontificia universidade catolica do rio grande do sul;ciencias sociais;16;540;338;educacao;2.96;62.59
214;pontificia universidade catolica do rio grande do sul;direito;22;7848;1829;negocios, administracao e direito;0.28;23.31
215;pontificia universidade catolica do rio grande do sul;educacao fisica;18;2304;828;educacao;0.78;35.94
216;pontificia universidade catolica do rio grande do sul;enfermagem;27;540;120;saude e bem-estar;5.0;22.22
217;pontificia universidade catolica do rio grande do sul;engenharia de computacao;15;792;443;computacao e tecnologias da informacao e comunicacao (tic);1.89;55.93
218;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;14;864;385;engenharia, producao e construcao;1.62;44.56
219;pontificia universidade catolica do rio grande do sul;farmacia;21;549;146;saude e bem-estar;3.83;26.59
220;pontificia universidade catolica do rio grande do sul;filosofia;27;648;304;educacao;4.17;46.91
221;pontificia universidade catolica do rio grande do sul;fisioterapia;14;414;103;saude e bem-estar;3.38;24.88
222;pontificia universidade catolica do rio grande do sul;fisica;27;549;275;educacao;4.92;50.09
223;pontificia universidade catolica do rio grande do sul;geografia;27;756;361;educacao;3.57;47.75
224;pontificia universidade catolica do rio grande do sul;gestao de turismo;19;459;143;servicos;4.14;31.15
225;pontificia universidade catolica do rio grande do sul;historia;14;1476;684;educacao;0.95;46.34
226;pontificia universidade catolica do rio grande do sul;hotelaria;28;360;226;servicos;7.78;62.78
227;pontificia universidade catolica do rio grande do sul;jornalismo;14;1629;330;ciencias sociais, comunicacao e informacao;0.86;20.26
228;pontificia universidade catolica do rio grande do sul;matematica;26;297;155;educacao;8.75;52.19
229;pontificia universidade catolica do rio grande do sul;medicina;4;711;64;saude e bem-estar;0.56;9.0
230;pontificia universidade catolica do rio grande do sul;nutricao;15;648;174;saude e bem-estar;2.31;26.85
231;pontificia universidade catolica do rio grande do sul;odontologia;6;693;69;saude e bem-estar;0.87;9.96
232;pontificia universidade catolica do rio grande do sul;pedagogia;47;1017;449;educacao;4.62;44.15
233;pontificia universidade catolica do rio grande do sul;producao audiovisual;1;477;116;artes e humanidades;0.21;24.32
234;pontificia universidade catolica do rio grande do sul;psicologia;25;2961;777;ciencias sociais, comunicacao e informacao;0.84;26.24
235;pontificia universidade catolica do rio grande do sul;quimica;22;693;387;ciencias naturais, matematica e estatistica;3.17;55.84
236;pontificia universidade catolica do rio grande do sul;relacoes publicas;15;819;289;negocios, administracao e direito;1.83;35.29
237;pontificia universidade catolica do rio grande do sul;servico social;18;387;88;saude e bem-estar;4.65;22.74
238;pontificia universidade catolica do rio grande do sul;sistemas de informacao;28;1548;562;computacao e tecnologias da informacao e comunicacao (tic);1.81;36.3
239;pontificia universidade catolica do rio grande do sul;teologia;7;396;78;artes e humanidades;1.77;19.7
240;universidade catolica de pelotas;administracao;47;882;317;negocios, administracao e direito;5.33;35.94
241;universidade catolica de pelotas;arquitetura e urbanismo;15;666;155;engenharia, producao e construcao;2.25;23.27
242;universidade catolica de pelotas;ciencias contabeis;28;441;154;negocios, administracao e direito;6.35;34.92
243;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;18;315;135;negocios, administracao e direito;5.71;42.86
244;universidade catolica de pelotas;design de moda;21;630;165;artes e humanidades;3.33;26.19
245;universidade catolica de pelotas;direito;63;2016;773;negocios, administracao e direito;3.12;38.34
246;universidade catolica de pelotas;enfermagem;15;360;155;saude e bem-estar;4.17;43.06
247;universidade catolica de pelotas;engenharia civil;17;936;313;engenharia, producao e construcao;1.82;33.44
248;universidade catolica de pelotas;engenharia eletrica;26;414;217;engenharia, producao e construcao;6.28;52.42
249;universidade catolica de pelotas;filosofia;34;315;190;artes e humanidades;10.79;60.32
250;universidade catolica de pelotas;fisioterapia;20;765;178;saude e bem-estar;2.61;23.27
251;universidade catolica de pelotas;jornalismo;17;423;148;ciencias sociais, comunicacao e informacao;4.02;34.99
252;universidade catolica de pelotas;letras - lingua portuguesa;25;297;127;educacao;8.42;42.76
253;universidade catolica de pelotas;matematica;27;342;140;educacao;7.89;40.94
254;universidade catolica de pelotas;medicina;9;909;126;saude e bem-estar;0.99;13.86
255;universidade catolica de pelotas;pedagogia;27;414;99;educacao;6.52;23.91
256;universidade catolica de pelotas;producao fonografica;18;333;64;artes e humanidades;5.41;19.22
257;universidade catolica de pelotas;psicologia;18;738;201;ciencias sociais, comunicacao e informacao;2.44;27.24
258;universidade catolica de pelotas;servico social;37;459;165;saude e bem-estar;8.06;35.95
259;universidade de caxias do sul;administracao;93;12240;4813;negocios, administracao e direito;0.76;39.32
260;universidade de caxias do sul;agronomia;14;1512;504;agricultura, silvicultura, pesca e veterinaria;0.93;33.33
261;universidade de caxias do sul;analise e desenvolvimento de sistemas;2;243;116;computacao e tecnologias da informacao e comunicacao (tic);0.82;47.74
262;universidade de caxias do sul;arquitetura e urbanismo;19;2349;933;engenharia, producao e construcao;0.81;39.72
263;universidade de caxias do sul;automacao industrial;1;594;365;engenharia, producao e construcao;0.17;61.45
264;universidade de caxias do sul;ciencia da computacao;5;837;431;computacao e tecnologias da informacao e comunicacao (tic);0.6;51.49
265;universidade de caxias do sul;ciencias biologicas;2;1116;599;educacao;0.18;53.67
266;universidade de caxias do sul;ciencias contabeis;24;4365;1436;negocios, administracao e direito;0.55;32.9
267;universidade de caxias do sul;ciencias economicas;1;648;214;ciencias sociais, comunicacao e informacao;0.15;33.02
268;universidade de caxias do sul;comercio internacional;10;1899;776;negocios, administracao e direito;0.53;40.86
269;universidade de caxias do sul;design;7;1179;515;artes e humanidades;0.59;43.68
270;universidade de caxias do sul;design de moda;4;684;252;artes e humanidades;0.58;36.84
271;universidade de caxias do sul;direito;40;9630;2866;negocios, administracao e direito;0.42;29.76
272;universidade de caxias do sul;educacao fisica;17;2844;1006;educacao;0.6;35.37
273;universidade de caxias do sul;engenharia ambiental;1;621;256;engenharia, producao e construcao;0.16;41.22
274;universidade de caxias do sul;engenharia civil;27;2313;900;engenharia, producao e construcao;1.17;38.91
275;universidade de caxias do sul;engenharia de controle e automacao;3;684;295;engenharia, producao e construcao;0.44;43.13
276;universidade de caxias do sul;engenharia de producao;21;2844;1356;engenharia, producao e construcao;0.74;47.68
277;universidade de caxias do sul;engenharia eletronica;1;297;141;engenharia, producao e construcao;0.34;47.47
278;universidade de caxias do sul;engenharia eletrica;9;1152;507;engenharia, producao e construcao;0.78;44.01
279;universidade de caxias do sul;engenharia mecanica;37;4410;1660;engenharia, producao e construcao;0.84;37.64
280;universidade de caxias do sul;engenharia quimica;9;801;269;engenharia, producao e construcao;1.12;33.58
281;universidade de caxias do sul;eventos;1;207;102;servicos;0.48;49.28
282;universidade de caxias do sul;farmacia;1;495;201;saude e bem-estar;0.2;40.61
283;universidade de caxias do sul;filosofia;2;261;117;educacao;0.77;44.83
284;universidade de caxias do sul;fisioterapia;8;810;308;saude e bem-estar;0.99;38.02
285;universidade de caxias do sul;fotografia;3;729;291;artes e humanidades;0.41;39.92
286;universidade de caxias do sul;gastronomia;6;567;241;servicos;1.06;42.5
287;universidade de caxias do sul;gestao da qualidade;2;585;239;negocios, administracao e direito;0.34;40.85
288;universidade de caxias do sul;gestao de recursos humanos;2;1116;360;negocios, administracao e direito;0.18;32.26
289;universidade de caxias do sul;gestao financeira;1;207;94;negocios, administracao e direito;0.48;45.41
