;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
40;centro universitario ritter dos reis;ciencias contabeis;6;1848;681;negocios, administracao e direito;0.32;36.85
41;centro universitario ritter dos reis;comunicacao social - relacoes publicas;4;920;425;negocios, administracao e direito;0.43;46.2
42;centro universitario ritter dos reis;design de moda;8;944;241;artes e humanidades;0.85;25.53
43;centro universitario ritter dos reis;design de produto;2;304;48;artes e humanidades;0.66;15.79
44;centro universitario ritter dos reis;design grafico;3;688;145;artes e humanidades;0.44;21.08
45;centro universitario ritter dos reis;direito;48;11200;3682;negocios, administracao e direito;0.43;32.88
46;centro universitario ritter dos reis;enfermagem;13;1992;591;saude e bem-estar;0.65;29.67
47;centro universitario ritter dos reis;engenharia ambiental e sanitaria;5;512;228;engenharia, producao e construcao;0.98;44.53
48;centro universitario ritter dos reis;engenharia civil;27;3944;1405;engenharia, producao e construcao;0.68;35.62
49;centro universitario ritter dos reis;engenharia de controle e automacao;4;320;244;engenharia, producao e construcao;1.25;76.25
50;centro universitario ritter dos reis;engenharia de producao;4;728;404;engenharia, producao e construcao;0.55;55.49
51;centro universitario ritter dos reis;engenharia eletrica;4;720;250;engenharia, producao e construcao;0.56;34.72
52;centro universitario ritter dos reis;engenharia mecanica;8;1632;732;engenharia, producao e construcao;0.49;44.85
53;centro universitario ritter dos reis;engenharia quimica;2;344;172;engenharia, producao e construcao;0.58;50.0
54;centro universitario ritter dos reis;farmacia;4;632;237;saude e bem-estar;0.63;37.5
55;centro universitario ritter dos reis;fisioterapia;9;1144;533;saude e bem-estar;0.79;46.59
56;centro universitario ritter dos reis;gestao de recursos humanos;7;584;249;negocios, administracao e direito;1.2;42.64
57;centro universitario ritter dos reis;jogos digitais;7;1024;457;computacao e tecnologias da informacao e comunicacao (tic);0.68;44.63
58;centro universitario ritter dos reis;jornalismo;9;1312;520;ciencias sociais, comunicacao e informacao;0.69;39.63
59;centro universitario ritter dos reis;marketing;5;392;180;negocios, administracao e direito;1.28;45.92
60;centro universitario ritter dos reis;medicina veterinaria;28;4912;1475;agricultura, silvicultura, pesca e veterinaria;0.57;30.03
61;centro universitario ritter dos reis;nutricao;10;1432;541;saude e bem-estar;0.7;37.78
62;centro universitario ritter dos reis;pedagogia;10;1320;534;educacao;0.76;40.45
63;centro universitario ritter dos reis;psicologia;19;2112;663;ciencias sociais, comunicacao e informacao;0.9;31.39
64;centro universitario ritter dos reis;publicidade e propaganda;11;1616;646;negocios, administracao e direito;0.68;39.98
65;centro universitario ritter dos reis;relacoes internacionais;8;888;406;ciencias sociais, comunicacao e informacao;0.9;45.72
66;centro universitario uniftec;administracao;3;536;350;negocios, administracao e direito;0.56;65.3
67;centro universitario uniftec;analise e desenvolvimento de sistemas;2;416;235;computacao e tecnologias da informacao e comunicacao (tic);0.48;56.49
68;centro universitario uniftec;arquitetura e urbanismo;7;264;165;engenharia, producao e construcao;2.65;62.5
69;centro universitario uniftec;ciencias contabeis;2;264;107;negocios, administracao e direito;0.76;40.53
70;centro universitario uniftec;comercio exterior;6;240;105;negocios, administracao e direito;2.5;43.75
71;centro universitario uniftec;design de moda;2;240;124;artes e humanidades;0.83;51.67
72;centro universitario uniftec;design de produto;8;240;132;artes e humanidades;3.33;55.0
73;centro universitario uniftec;design grafico;5;224;91;artes e humanidades;2.23;40.62
74;centro universitario uniftec;engenharia civil;7;432;211;engenharia, producao e construcao;1.62;48.84
75;centro universitario uniftec;engenharia de computacao;6;336;203;engenharia, producao e construcao;1.79;60.42
76;centro universitario uniftec;engenharia de producao;8;600;369;engenharia, producao e construcao;1.33;61.5
77;centro universitario uniftec;engenharia eletrica;7;448;232;engenharia, producao e construcao;1.56;51.79
78;centro universitario uniftec;engenharia mecanica;13;968;517;engenharia, producao e construcao;1.34;53.41
79;centro universitario uniftec;gestao ambiental;3;192;108;engenharia, producao e construcao;1.56;56.25
80;centro universitario uniftec;gestao comercial;3;600;281;negocios, administracao e direito;0.5;46.83
81;centro universitario uniftec;gestao da qualidade;6;360;175;negocios, administracao e direito;1.67;48.61
82;centro universitario uniftec;gestao da tecnologia da informacao;4;264;105;computacao e tecnologias da informacao e comunicacao (tic);1.52;39.77
83;centro universitario uniftec;gestao de recursos humanos;4;752;316;negocios, administracao e direito;0.53;42.02
84;centro universitario uniftec;gestao financeira;5;336;139;negocios, administracao e direito;1.49;41.37
85;centro universitario uniftec;logistica;5;720;336;negocios, administracao e direito;0.69;46.67
86;centro universitario uniftec;marketing;4;280;140;negocios, administracao e direito;1.43;50.0
87;centro universitario uniftec;pilotagem profissional de aeronaves;2;208;119;servicos;0.96;57.21
88;centro universitario uniftec;processos gerenciais;11;504;206;negocios, administracao e direito;2.18;40.87
89;centro universitario uniftec;producao multimidia;7;264;90;artes e humanidades;2.65;34.09
90;centro universitario uniftec;redes de computadores;6;272;164;computacao e tecnologias da informacao e comunicacao (tic);2.21;60.29
91;faculdade america latina;administracao;2;192;175;negocios, administracao e direito;1.04;91.15
92;faculdade america latina;design;1;672;602;artes e humanidades;0.15;89.58
93;faculdade anglicana de erechim;administracao;2;344;66;negocios, administracao e direito;0.58;19.19
94;faculdade anglicana de erechim;ciencias contabeis;2;248;34;negocios, administracao e direito;0.81;13.71
95;faculdade anglicana de erechim;design;2;216;99;artes e humanidades;0.93;45.83
96;faculdade anglicana de erechim;eletronica industrial;2;208;61;engenharia, producao e construcao;0.96;29.33
97;faculdade anglicana de erechim;pedagogia;2;384;120;educacao;0.52;31.25
98;faculdade anhanguera de caxias do sul;administracao;11;752;501;negocios, administracao e direito;1.46;66.62
99;faculdade anhanguera de caxias do sul;ciencias contabeis;6;400;202;negocios, administracao e direito;1.5;50.5
100;faculdade anhanguera de caxias do sul;engenharia de producao;12;656;393;engenharia, producao e construcao;1.83;59.91
101;faculdade anhanguera de caxias do sul;servico social;4;248;152;saude e bem-estar;1.61;61.29
102;faculdade anhanguera de passo fundo;administracao;15;1568;648;negocios, administracao e direito;0.96;41.33
103;faculdade anhanguera de passo fundo;ciencias contabeis;11;680;263;negocios, administracao e direito;1.62;38.68
104;faculdade anhanguera de passo fundo;direito;21;2880;1367;negocios, administracao e direito;0.73;47.47
105;faculdade anhanguera de passo fundo;gestao comercial;5;384;183;negocios, administracao e direito;1.3;47.66
106;faculdade anhanguera de passo fundo;gestao de recursos humanos;8;440;225;negocios, administracao e direito;1.82;51.14
107;faculdade anhanguera de pelotas;administracao;25;2168;1141;negocios, administracao e direito;1.15;52.63
108;faculdade anhanguera de pelotas;ciencias biologicas;12;568;291;educacao;2.11;51.23
109;faculdade anhanguera de pelotas;direito;20;2432;1123;negocios, administracao e direito;0.82;46.18
110;faculdade anhanguera de pelotas;educacao fisica;6;2760;1181;educacao;0.22;42.79
111;faculdade anhanguera de pelotas;enfermagem;26;2920;1182;saude e bem-estar;0.89;40.48
112;faculdade anhanguera de pelotas;engenharia de producao;12;840;475;engenharia, producao e construcao;1.43;56.55
113;faculdade anhanguera de pelotas;engenharia mecanica;29;1896;985;engenharia, producao e construcao;1.53;51.95
114;faculdade anhanguera do rio grande;administracao;25;1360;728;negocios, administracao e direito;1.84;53.53
115;faculdade anhanguera do rio grande;direito;28;920;420;negocios, administracao e direito;3.04;45.65
116;faculdade anhanguera do rio grande;enfermagem;19;712;368;saude e bem-estar;2.67;51.69
117;faculdade anhanguera do rio grande;engenharia de controle e automacao;14;768;483;engenharia, producao e construcao;1.82;62.89
118;faculdade anhanguera do rio grande;engenharia de producao;19;1832;1102;engenharia, producao e construcao;1.04;60.15
119;faculdade anhanguera do rio grande;engenharia mecanica;19;992;478;engenharia, producao e construcao;1.92;48.19
120;faculdade anhanguera do rio grande;fisioterapia;15;1712;846;saude e bem-estar;0.88;49.42
121;faculdade anhanguera do rio grande;psicologia;19;1232;505;ciencias sociais, comunicacao e informacao;1.54;40.99
122;faculdade antonio meneghetti;administracao;3;624;268;negocios, administracao e direito;0.48;42.95
123;faculdade antonio meneghetti;direito;7;576;207;negocios, administracao e direito;1.22;35.94
124;faculdade antonio meneghetti;sistema de informacao;6;280;162;computacao e tecnologias da informacao e comunicacao (tic);2.14;57.86
125;faculdade camaquense de ciencias contabeis e administrativas;administracao;4;208;137;negocios, administracao e direito;1.92;65.87
126;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;5;120;37;negocios, administracao e direito;4.17;30.83
127;faculdade camaquense de ciencias contabeis e administrativas;educacao fisica;9;288;153;saude e bem-estar;3.12;53.12
128;faculdade cnec farroupilha;administracao;6;264;117;negocios, administracao e direito;2.27;44.32
129;faculdade cnec farroupilha;direito;6;240;75;negocios, administracao e direito;2.5;31.25
130;faculdade cnec farroupilha;engenharia de producao;2;152;50;engenharia, producao e construcao;1.32;32.89
131;faculdade cnec farroupilha;gestao de recursos humanos;2;88;26;negocios, administracao e direito;2.27;29.55
132;faculdade cnec farroupilha;pedagogia;2;136;25;educacao;1.47;18.38
133;faculdade cnec farroupilha;processos gerenciais;2;184;69;negocios, administracao e direito;1.09;37.5
134;faculdade cnec gravatai;administracao;36;1096;433;negocios, administracao e direito;3.28;39.51
135;faculdade cnec gravatai;ciencias contabeis;3;424;159;negocios, administracao e direito;0.71;37.5
136;faculdade cnec gravatai;direito;3;720;263;negocios, administracao e direito;0.42;36.53
137;faculdade cnec gravatai;gestao comercial;1;144;86;negocios, administracao e direito;0.69;59.72
138;faculdade cnec gravatai;gestao de producao industrial;1;224;121;negocios, administracao e direito;0.45;54.02
139;faculdade cnec gravatai;logistica;1;192;108;negocios, administracao e direito;0.52;56.25
140;faculdade de direito de santa maria;ciencias contabeis;20;528;232;negocios, administracao e direito;3.79;43.94
141;faculdade de direito de santa maria;direito;34;2192;907;negocios, administracao e direito;1.55;41.38
142;faculdade de integracao do ensino superior do cone sul;administracao;4;392;197;negocios, administracao e direito;1.02;50.26
143;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;4;232;86;negocios, administracao e direito;1.72;37.07
144;faculdade de integracao do ensino superior do cone sul;gestao comercial;6;280;80;negocios, administracao e direito;2.14;28.57
145;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;4;304;69;negocios, administracao e direito;1.32;22.7
146;faculdade de tecnologia da serra gaucha - caxias do sul;analise e desenvolvimento de sistemas;1;168;106;computacao e tecnologias da informacao e comunicacao (tic);0.6;63.1
147;faculdade de tecnologia la salle - estrela;administracao;3;136;81;negocios, administracao e direito;2.21;59.56
148;faculdade de tecnologia la salle - estrela;agronegocio;3;104;33;agricultura, silvicultura, pesca e veterinaria;2.88;31.73
149;faculdade de tecnologia la salle - estrela;gestao ambiental;6;56;13;engenharia, producao e construcao;10.71;23.21
150;faculdade de tecnologia la salle - estrela;gestao financeira;5;80;20;negocios, administracao e direito;6.25;25.0
151;faculdade de tecnologia la salle - estrela;processos gerenciais;2;96;26;negocios, administracao e direito;2.08;27.08
152;faculdade dom alberto;administracao;21;1280;653;negocios, administracao e direito;1.64;51.02
153;faculdade dom alberto;ciencias contabeis;13;696;280;negocios, administracao e direito;1.87;40.23
154;faculdade dom alberto;direito;8;1224;537;negocios, administracao e direito;0.65;43.87
155;faculdade dom bosco de porto alegre;administracao;2;176;31;negocios, administracao e direito;1.14;17.61
156;faculdade dom bosco de porto alegre;ciencias contabeis;3;200;59;negocios, administracao e direito;1.5;29.5
157;faculdade dom bosco de porto alegre;direito;9;552;86;negocios, administracao e direito;1.63;15.58
158;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;5;264;64;engenharia, producao e construcao;1.89;24.24
159;faculdade dom bosco de porto alegre;sistemas de informacao;3;136;28;computacao e tecnologias da informacao e comunicacao (tic);2.21;20.59
160;faculdade especializada na area de saude do rio grande do sul;odontologia;11;1128;102;saude e bem-estar;0.98;9.04
161;faculdade estacio do rio grande do sul - estacio fargs;administracao;7;2200;1136;negocios, administracao e direito;0.32;51.64
162;faculdade estacio do rio grande do sul - estacio fargs;ciencias contabeis;2;480;247;negocios, administracao e direito;0.42;51.46
163;faculdade estacio do rio grande do sul - estacio fargs;direito;23;3744;1600;negocios, administracao e direito;0.61;42.74
164;faculdade estacio do rio grande do sul - estacio fargs;gestao financeira;1;48;31;negocios, administracao e direito;2.08;64.58
165;faculdade horizontina;ciencias economicas;3;384;216;ciencias sociais, comunicacao e informacao;0.78;56.25
166;faculdade horizontina;engenharia de producao;3;544;270;engenharia, producao e construcao;0.55;49.63
167;faculdade horizontina;engenharia mecanica;8;528;237;engenharia, producao e construcao;1.52;44.89
168;faculdade integrada de santa maria;administracao;18;856;423;negocios, administracao e direito;2.1;49.42
169;faculdade integrada de santa maria;enfermagem;17;1384;567;saude e bem-estar;1.23;40.97
170;faculdade integrada de santa maria;psicologia;30;1424;573;ciencias sociais, comunicacao e informacao;2.11;40.24
171;faculdade la salle - caxias;processos gerenciais;10;200;162;negocios, administracao e direito;5.0;81.0
172;faculdade meridional;arquitetura e urbanismo;22;2264;797;engenharia, producao e construcao;0.97;35.2
173;faculdade meridional;direito;16;2544;1044;negocios, administracao e direito;0.63;41.04
174;faculdade meridional;engenharia civil;17;1896;840;engenharia, producao e construcao;0.9;44.3
175;faculdade meridional;odontologia;11;728;215;saude e bem-estar;1.51;29.53
176;faculdade meridional;psicologia;21;1984;746;ciencias sociais, comunicacao e informacao;1.06;37.6
177;faculdade meridional;sistema de informacao;1;472;235;computacao e tecnologias da informacao e comunicacao (tic);0.21;49.79
178;faculdade monteiro lobato;ciencias contabeis;2;304;118;negocios, administracao e direito;0.66;38.82
179;faculdade nossa senhora de fatima;administracao;6;352;239;negocios, administracao e direito;1.7;67.9
180;faculdade nossa senhora de fatima;enfermagem;18;704;367;saude e bem-estar;2.56;52.13
181;faculdade nossa senhora de fatima;fonoaudiologia;8;232;138;saude e bem-estar;3.45;59.48
182;faculdade nossa senhora de fatima;nutricao;7;192;77;saude e bem-estar;3.65;40.1
183;faculdade novo hamburgo;administracao;14;264;91;negocios, administracao e direito;5.3;34.47
184;faculdade novo hamburgo;psicologia;7;264;102;ciencias sociais, comunicacao e informacao;2.65;38.64
185;faculdade novo hamburgo;redes de computadores;8;120;44;computacao e tecnologias da informacao e comunicacao (tic);6.67;36.67
186;faculdade sao francisco de assis;administracao;10;816;460;negocios, administracao e direito;1.23;56.37
187;faculdade sao francisco de assis;arquitetura e urbanismo;2;456;273;engenharia, producao e construcao;0.44;59.87
188;faculdade sao francisco de assis;ciencia da computacao;3;408;251;computacao e tecnologias da informacao e comunicacao (tic);0.74;61.52
189;faculdade sao francisco de assis;ciencias contabeis;3;568;308;negocios, administracao e direito;0.53;54.23
190;faculdade sao francisco de assis;direito;6;584;306;negocios, administracao e direito;1.03;52.4
191;faculdade sao francisco de assis;psicologia;7;560;292;ciencias sociais, comunicacao e informacao;1.25;52.14
192;faculdade tres de maio;administracao;4;552;214;negocios, administracao e direito;0.72;38.77
193;faculdade tres de maio;agronomia;4;448;91;agricultura, silvicultura, pesca e veterinaria;0.89;20.31
194;faculdade tres de maio;design de moda;2;64;12;artes e humanidades;3.12;18.75
195;faculdade tres de maio;enfermagem;6;384;85;saude e bem-estar;1.56;22.14
196;faculdade tres de maio;engenharia de producao;5;424;206;engenharia, producao e construcao;1.18;48.58
197;faculdade tres de maio;pedagogia;2;160;52;educacao;1.25;32.5
198;faculdade tres de maio;psicologia;3;248;48;ciencias sociais, comunicacao e informacao;1.21;19.35
199;faculdade tres de maio;redes de computadores;2;144;73;computacao e tecnologias da informacao e comunicacao (tic);1.39;50.69
200;faculdade tres de maio;sistemas de informacao;2;120;59;computacao e tecnologias da informacao e comunicacao (tic);1.67;49.17
201;faculdades est;musicoterapia;3;144;89;saude e bem-estar;2.08;61.81
202;faculdades est;musica;6;368;246;educacao;1.63;66.85
203;faculdades est;teologia;4;736;166;artes e humanidades;0.54;22.55
204;faculdades integradas machado de assis;administracao;19;816;341;negocios, administracao e direito;2.33;41.79
205;faculdades integradas machado de assis;ciencias contabeis;22;728;229;negocios, administracao e direito;3.02;31.46
206;faculdades integradas machado de assis;direito;28;824;213;negocios, administracao e direito;3.4;25.85
207;faculdades integradas machado de assis;gestao da tecnologia da informacao;4;168;66;computacao e tecnologias da informacao e comunicacao (tic);2.38;39.29
208;faculdades integradas machado de assis;gestao de recursos humanos;6;384;132;negocios, administracao e direito;1.56;34.38
209;instituto superior de educacao ivoti;letras - lingua portuguesa;1;64;45;educacao;1.56;70.31
210;instituto superior de educacao ivoti;letras - portugues e alemao;3;128;41;educacao;2.34;32.03
211;instituto superior de educacao ivoti;musica;2;176;81;educacao;1.14;46.02
212;instituto superior de educacao ivoti;pedagogia;4;296;124;educacao;1.35;41.89
213;instituto superior de filosofia berthier;filosofia;6;256;116;artes e humanidades;2.34;45.31
214;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;3;496;110;servicos;0.6;22.18
215;pontificia universidade catolica do rio grande do sul;direito;16;7272;1677;negocios, administracao e direito;0.22;23.06
216;pontificia universidade catolica do rio grande do sul;engenharia de computacao;4;784;489;computacao e tecnologias da informacao e comunicacao (tic);0.51;62.37
217;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;5;560;281;engenharia, producao e construcao;0.89;50.18
218;pontificia universidade catolica do rio grande do sul;engenharia de producao;2;1144;376;engenharia, producao e construcao;0.17;32.87
219;pontificia universidade catolica do rio grande do sul;engenharia quimica;6;848;365;engenharia, producao e construcao;0.71;43.04
220;pontificia universidade catolica do rio grande do sul;historia;3;1104;348;educacao;0.27;31.52
221;pontificia universidade catolica do rio grande do sul;jornalismo;1;1248;290;ciencias sociais, comunicacao e informacao;0.08;23.24
222;pontificia universidade catolica do rio grande do sul;matematica;1;272;136;educacao;0.37;50.0
223;pontificia universidade catolica do rio grande do sul;medicina;7;624;15;saude e bem-estar;1.12;2.4
224;pontificia universidade catolica do rio grande do sul;odontologia;7;608;74;saude e bem-estar;1.15;12.17
225;pontificia universidade catolica do rio grande do sul;producao audiovisual;3;440;96;artes e humanidades;0.68;21.82
226;pontificia universidade catolica do rio grande do sul;psicologia;13;2760;598;ciencias sociais, comunicacao e informacao;0.47;21.67
227;pontificia universidade catolica do rio grande do sul;teologia;4;280;70;artes e humanidades;1.43;25.0
228;universidade catolica de pelotas;administracao;63;664;221;negocios, administracao e direito;9.49;33.28
229;universidade catolica de pelotas;arquitetura e urbanismo;22;664;201;engenharia, producao e construcao;3.31;30.27
230;universidade catolica de pelotas;ciencias contabeis;30;416;105;negocios, administracao e direito;7.21;25.24
231;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;19;280;114;negocios, administracao e direito;6.79;40.71
232;universidade catolica de pelotas;design de moda;32;248;91;artes e humanidades;12.9;36.69
233;universidade catolica de pelotas;direito;80;1944;633;negocios, administracao e direito;4.12;32.56
234;universidade catolica de pelotas;enfermagem;44;392;150;saude e bem-estar;11.22;38.27
235;universidade catolica de pelotas;engenharia civil;25;840;336;engenharia, producao e construcao;2.98;40.0
236;universidade catolica de pelotas;engenharia eletrica;29;336;161;engenharia, producao e construcao;8.63;47.92
237;universidade catolica de pelotas;farmacia;20;440;117;saude e bem-estar;4.55;26.59
238;universidade catolica de pelotas;filosofia;26;192;118;educacao;13.54;61.46
239;universidade catolica de pelotas;fisioterapia;30;480;143;saude e bem-estar;6.25;29.79
240;universidade catolica de pelotas;jornalismo;15;288;78;ciencias sociais, comunicacao e informacao;5.21;27.08
241;universidade catolica de pelotas;letras - lingua portuguesa;35;296;98;educacao;11.82;33.11
242;universidade catolica de pelotas;medicina;10;752;47;saude e bem-estar;1.33;6.25
243;universidade catolica de pelotas;pedagogia;38;376;84;educacao;10.11;22.34
244;universidade catolica de pelotas;producao fonografica;22;384;154;artes e humanidades;5.73;40.1
245;universidade catolica de pelotas;psicologia;26;768;292;ciencias sociais, comunicacao e informacao;3.39;38.02
246;universidade catolica de pelotas;servico social;36;328;98;saude e bem-estar;10.98;29.88
247;universidade de caxias do sul;administracao;198;8544;2967;negocios, administracao e direito;2.32;34.73
248;universidade de caxias do sul;agronomia;33;1248;312;agricultura, silvicultura, pesca e veterinaria;2.64;25.0
249;universidade de caxias do sul;analise e desenvolvimento de sistemas;1;256;86;computacao e tecnologias da informacao e comunicacao (tic);0.39;33.59
250;universidade de caxias do sul;arquitetura e urbanismo;53;2264;930;engenharia, producao e construcao;2.34;41.08
251;universidade de caxias do sul;artes visuais;22;408;145;educacao;5.39;35.54
252;universidade de caxias do sul;automacao industrial;9;304;141;engenharia, producao e construcao;2.96;46.38
253;universidade de caxias do sul;ciencia da computacao;16;1000;458;computacao e tecnologias da informacao e comunicacao (tic);1.6;45.8
254;universidade de caxias do sul;ciencias biologicas;56;888;338;educacao;6.31;38.06
255;universidade de caxias do sul;ciencias contabeis;102;3168;854;negocios, administracao e direito;3.22;26.96
256;universidade de caxias do sul;ciencias economicas;9;744;197;ciencias sociais, comunicacao e informacao;1.21;26.48
257;universidade de caxias do sul;comunicacao social - publicidade e propaganda;14;808;312;negocios, administracao e direito;1.73;38.61
258;universidade de caxias do sul;comercio internacional;27;1456;428;negocios, administracao e direito;1.85;29.4
259;universidade de caxias do sul;design;22;1032;419;artes e humanidades;2.13;40.6
260;universidade de caxias do sul;design de interiores;13;360;167;artes e humanidades;3.61;46.39
261;universidade de caxias do sul;design de moda;7;560;177;artes e humanidades;1.25;31.61
262;universidade de caxias do sul;direito;169;9496;2694;negocios, administracao e direito;1.78;28.37
263;universidade de caxias do sul;educacao fisica;99;2760;998;educacao;3.59;36.16
264;universidade de caxias do sul;enfermagem;19;528;183;saude e bem-estar;3.6;34.66
265;universidade de caxias do sul;engenharia ambiental;12;528;264;engenharia, producao e construcao;2.27;50.0
266;universidade de caxias do sul;engenharia automotiva;11;440;206;engenharia, producao e construcao;2.5;46.82
267;universidade de caxias do sul;engenharia civil;48;2776;971;engenharia, producao e construcao;1.73;34.98
268;universidade de caxias do sul;engenharia de alimentos;1;72;25;engenharia, producao e construcao;1.39;34.72
269;universidade de caxias do sul;engenharia de computacao;12;432;226;engenharia, producao e construcao;2.78;52.31
270;universidade de caxias do sul;engenharia de controle e automacao;7;568;259;engenharia, producao e construcao;1.23;45.6
271;universidade de caxias do sul;engenharia de producao;37;2088;979;engenharia, producao e construcao;1.77;46.89
272;universidade de caxias do sul;engenharia eletronica;13;288;118;engenharia, producao e construcao;4.51;40.97
273;universidade de caxias do sul;engenharia eletrica;28;1104;500;engenharia, producao e construcao;2.54;45.29
274;universidade de caxias do sul;engenharia mecanica;62;3640;1254;engenharia, producao e construcao;1.7;34.45
275;universidade de caxias do sul;engenharia quimica;17;768;240;engenharia, producao e construcao;2.21;31.25
276;universidade de caxias do sul;estetica e cosmetica;17;520;193;servicos;3.27;37.12
277;universidade de caxias do sul;farmacia;19;416;140;saude e bem-estar;4.57;33.65
278;universidade de caxias do sul;fisioterapia;19;768;257;saude e bem-estar;2.47;33.46
279;universidade de caxias do sul;fotografia;14;656;255;artes e humanidades;2.13;38.87
280;universidade de caxias do sul;gastronomia;17;568;185;servicos;2.99;32.57
281;universidade de caxias do sul;gestao comercial;11;512;200;negocios, administracao e direito;2.15;39.06
282;universidade de caxias do sul;gestao da qualidade;15;520;178;negocios, administracao e direito;2.88;34.23
283;universidade de caxias do sul;gestao de recursos humanos;29;1056;319;negocios, administracao e direito;2.75;30.21
284;universidade de caxias do sul;historia;25;736;212;educacao;3.4;28.8
285;universidade de caxias do sul;letras - ingles;1;288;98;educacao;0.35;34.03
286;universidade de caxias do sul;letras - lingua portuguesa;60;488;173;educacao;12.3;35.45
287;universidade de caxias do sul;marketing;15;528;130;negocios, administracao e direito;2.84;24.62
288;universidade de caxias do sul;matematica;21;376;230;educacao;5.59;61.17
289;universidade de caxias do sul;medicina;9;872;64;saude e bem-estar;1.03;7.34
290;universidade de caxias do sul;medicina veterinaria;21;2688;593;agricultura, silvicultura, pesca e veterinaria;0.78;22.06
291;universidade de caxias do sul;musica;2;384;121;educacao;0.52;31.51
292;universidade de caxias do sul;nutricao;24;1000;320;saude e bem-estar;2.4;32.0
