;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
293;universidade de caxias do sul;pedagogia;84;1464;475;educacao;5.74;32.45
294;universidade de caxias do sul;polimeros;3;96;32;engenharia, producao e construcao;3.12;33.33
295;universidade de caxias do sul;processos gerenciais;5;432;130;negocios, administracao e direito;1.16;30.09
296;universidade de caxias do sul;psicologia;42;2112;668;ciencias sociais, comunicacao e informacao;1.99;31.63
297;universidade de caxias do sul;quimica;1;112;43;ciencias naturais, matematica e estatistica;0.89;38.39
298;universidade de caxias do sul;radiologia;1;168;72;saude e bem-estar;0.6;42.86
299;universidade de caxias do sul;servico social;22;480;184;saude e bem-estar;4.58;38.33
300;universidade de caxias do sul;tecnologias digitais;10;440;247;computacao e tecnologias da informacao e comunicacao (tic);2.27;56.14
301;universidade de caxias do sul;turismo;1;184;57;servicos;0.54;30.98
302;universidade de cruz alta;administracao;6;456;120;negocios, administracao e direito;1.32;26.32
303;universidade de cruz alta;agronomia;13;1488;303;agricultura, silvicultura, pesca e veterinaria;0.87;20.36
304;universidade de cruz alta;arquitetura e urbanismo;7;736;240;engenharia, producao e construcao;0.95;32.61
305;universidade de cruz alta;biomedicina;7;232;53;saude e bem-estar;3.02;22.84
306;universidade de cruz alta;ciencia da computacao;12;224;55;computacao e tecnologias da informacao e comunicacao (tic);5.36;24.55
307;universidade de cruz alta;ciencias contabeis;10;224;61;negocios, administracao e direito;4.46;27.23
308;universidade de cruz alta;direito;6;1168;215;negocios, administracao e direito;0.51;18.41
309;universidade de cruz alta;educacao fisica;14;368;116;educacao;3.8;31.52
310;universidade de cruz alta;enfermagem;14;472;96;saude e bem-estar;2.97;20.34
311;universidade de cruz alta;estetica e cosmetica;14;304;115;servicos;4.61;37.83
312;universidade de cruz alta;farmacia;10;200;38;saude e bem-estar;5.0;19.0
313;universidade de cruz alta;fisioterapia;12;448;113;saude e bem-estar;2.68;25.22
314;universidade de cruz alta;jornalismo;11;208;46;ciencias sociais, comunicacao e informacao;5.29;22.12
315;universidade de cruz alta;medicina veterinaria;15;864;215;agricultura, silvicultura, pesca e veterinaria;1.74;24.88
316;universidade de passo fundo;administracao;247;4200;1445;negocios, administracao e direito;5.88;34.4
317;universidade de passo fundo;agronegocio;8;176;75;agricultura, silvicultura, pesca e veterinaria;4.55;42.61
318;universidade de passo fundo;agronomia;30;1368;356;agricultura, silvicultura, pesca e veterinaria;2.19;26.02
319;universidade de passo fundo;analise e desenvolvimento de sistemas;50;768;336;computacao e tecnologias da informacao e comunicacao (tic);6.51;43.75
320;universidade de passo fundo;arquitetura e urbanismo;14;928;249;engenharia, producao e construcao;1.51;26.83
321;universidade de passo fundo;artes visuais;13;408;139;educacao;3.19;34.07
322;universidade de passo fundo;ciencia da computacao;34;520;195;computacao e tecnologias da informacao e comunicacao (tic);6.54;37.5
323;universidade de passo fundo;ciencias biologicas;18;584;225;ciencias naturais, matematica e estatistica;3.08;38.53
324;universidade de passo fundo;ciencias contabeis;212;2656;704;negocios, administracao e direito;7.98;26.51
325;universidade de passo fundo;ciencias economicas;17;296;99;ciencias sociais, comunicacao e informacao;5.74;33.45
326;universidade de passo fundo;comercio exterior;15;328;129;negocios, administracao e direito;4.57;39.33
327;universidade de passo fundo;design de moda;18;368;93;artes e humanidades;4.89;25.27
328;universidade de passo fundo;design de produto;12;264;95;artes e humanidades;4.55;35.98
329;universidade de passo fundo;design grafico;8;496;212;artes e humanidades;1.61;42.74
330;universidade de passo fundo;direito;124;3896;947;negocios, administracao e direito;3.18;24.31
331;universidade de passo fundo;educacao fisica;55;2248;719;educacao;2.45;31.98
332;universidade de passo fundo;enfermagem;34;568;207;saude e bem-estar;5.99;36.44
333;universidade de passo fundo;engenharia civil;34;1856;615;engenharia, producao e construcao;1.83;33.14
334;universidade de passo fundo;engenharia de alimentos;26;248;139;engenharia, producao e construcao;10.48;56.05
335;universidade de passo fundo;engenharia de producao;51;1160;423;engenharia, producao e construcao;4.4;36.47
336;universidade de passo fundo;engenharia eletrica;27;800;308;engenharia, producao e construcao;3.38;38.5
337;universidade de passo fundo;engenharia mecanica;57;1984;719;engenharia, producao e construcao;2.87;36.24
338;universidade de passo fundo;engenharia quimica;5;344;68;engenharia, producao e construcao;1.45;19.77
339;universidade de passo fundo;estetica e cosmetica;18;856;174;servicos;2.1;20.33
340;universidade de passo fundo;fabricacao mecanica;44;616;314;engenharia, producao e construcao;7.14;50.97
341;universidade de passo fundo;farmacia;12;224;32;saude e bem-estar;5.36;14.29
342;universidade de passo fundo;filosofia;13;168;49;educacao;7.74;29.17
343;universidade de passo fundo;fisioterapia;15;544;93;saude e bem-estar;2.76;17.1
344;universidade de passo fundo;fonoaudiologia;4;360;54;saude e bem-estar;1.11;15.0
345;universidade de passo fundo;fisica;10;240;79;educacao;4.17;32.92
346;universidade de passo fundo;gestao comercial;14;256;67;negocios, administracao e direito;5.47;26.17
347;universidade de passo fundo;gestao de recursos humanos;10;344;127;negocios, administracao e direito;2.91;36.92
348;universidade de passo fundo;historia;7;536;203;educacao;1.31;37.87
349;universidade de passo fundo;jornalismo;34;688;210;ciencias sociais, comunicacao e informacao;4.94;30.52
350;universidade de passo fundo;letras - portugues e espanhol;17;264;117;educacao;6.44;44.32
351;universidade de passo fundo;logistica;15;280;100;negocios, administracao e direito;5.36;35.71
352;universidade de passo fundo;matematica;18;312;152;educacao;5.77;48.72
353;universidade de passo fundo;medicina;17;816;78;saude e bem-estar;2.08;9.56
354;universidade de passo fundo;medicina veterinaria;15;928;170;agricultura, silvicultura, pesca e veterinaria;1.62;18.32
355;universidade de passo fundo;musica;4;424;135;educacao;0.94;31.84
356;universidade de passo fundo;musica - canto;2;80;30;artes e humanidades;2.5;37.5
357;universidade de passo fundo;nutricao;9;400;93;saude e bem-estar;2.25;23.25
358;universidade de passo fundo;odontologia;22;832;146;saude e bem-estar;2.64;17.55
359;universidade de passo fundo;pedagogia;24;1552;498;educacao;1.55;32.09
360;universidade de passo fundo;psicologia;33;1056;207;ciencias sociais, comunicacao e informacao;3.12;19.6
361;universidade de passo fundo;quimica;35;544;228;ciencias naturais, matematica e estatistica;6.43;41.91
362;universidade de passo fundo;secretariado executivo;12;152;50;negocios, administracao e direito;7.89;32.89
363;universidade de passo fundo;servico social;21;392;123;saude e bem-estar;5.36;31.38
364;universidade de passo fundo;sistemas para internet;16;200;101;computacao e tecnologias da informacao e comunicacao (tic);8.0;50.5
365;universidade de santa cruz do sul;administracao;20;2896;1292;negocios, administracao e direito;0.69;44.61
366;universidade de santa cruz do sul;arquitetura e urbanismo;3;536;218;engenharia, producao e construcao;0.56;40.67
367;universidade de santa cruz do sul;ciencia da computacao;8;1008;649;computacao e tecnologias da informacao e comunicacao (tic);0.79;64.38
368;universidade de santa cruz do sul;ciencias biologicas;1;616;306;educacao;0.16;49.68
369;universidade de santa cruz do sul;ciencias contabeis;9;1104;320;negocios, administracao e direito;0.82;28.99
370;universidade de santa cruz do sul;ciencias economicas;1;272;156;ciencias sociais, comunicacao e informacao;0.37;57.35
371;universidade de santa cruz do sul;computacao;2;200;142;educacao;1.0;71.0
372;universidade de santa cruz do sul;comunicacao social -radialismo - producao em midia audiovisual;1;312;118;ciencias sociais, comunicacao e informacao;0.32;37.82
373;universidade de santa cruz do sul;direito;33;3552;1216;negocios, administracao e direito;0.93;34.23
374;universidade de santa cruz do sul;educacao fisica;10;1992;1025;educacao;0.5;51.46
375;universidade de santa cruz do sul;enfermagem;9;992;414;saude e bem-estar;0.91;41.73
376;universidade de santa cruz do sul;engenharia agricola;3;424;228;agricultura, silvicultura, pesca e veterinaria;0.71;53.77
377;universidade de santa cruz do sul;engenharia ambiental;4;744;470;engenharia, producao e construcao;0.54;63.17
378;universidade de santa cruz do sul;engenharia civil;5;1104;364;engenharia, producao e construcao;0.45;32.97
379;universidade de santa cruz do sul;engenharia de computacao;4;432;280;computacao e tecnologias da informacao e comunicacao (tic);0.93;64.81
380;universidade de santa cruz do sul;engenharia de producao;3;976;564;engenharia, producao e construcao;0.31;57.79
381;universidade de santa cruz do sul;engenharia eletrica;4;616;286;engenharia, producao e construcao;0.65;46.43
382;universidade de santa cruz do sul;engenharia mecanica;5;872;476;engenharia, producao e construcao;0.57;54.59
383;universidade de santa cruz do sul;engenharia quimica;2;152;83;engenharia, producao e construcao;1.32;54.61
384;universidade de santa cruz do sul;estetica e cosmetica;11;320;98;servicos;3.44;30.63
385;universidade de santa cruz do sul;farmacia;6;528;173;saude e bem-estar;1.14;32.77
386;universidade de santa cruz do sul;fisioterapia;6;784;341;saude e bem-estar;0.77;43.49
387;universidade de santa cruz do sul;fotografia;1;216;62;artes e humanidades;0.46;28.7
388;universidade de santa cruz do sul;fisica;4;248;143;educacao;1.61;57.66
389;universidade de santa cruz do sul;gastronomia;6;432;129;servicos;1.39;29.86
390;universidade de santa cruz do sul;geografia;1;104;40;educacao;0.96;38.46
391;universidade de santa cruz do sul;historia;3;440;142;educacao;0.68;32.27
392;universidade de santa cruz do sul;jornalismo;2;408;211;ciencias sociais, comunicacao e informacao;0.49;51.72
393;universidade de santa cruz do sul;letras - portugues;3;144;70;educacao;2.08;48.61
394;universidade de santa cruz do sul;letras - portugues e espanhol;3;160;49;educacao;1.88;30.63
395;universidade de santa cruz do sul;letras - portugues e ingles;3;256;107;educacao;1.17;41.8
396;universidade de santa cruz do sul;matematica;1;208;77;educacao;0.48;37.02
397;universidade de santa cruz do sul;medicina;5;632;82;saude e bem-estar;0.79;12.97
398;universidade de santa cruz do sul;nutricao;3;544;250;saude e bem-estar;0.55;45.96
399;universidade de santa cruz do sul;odontologia;10;472;57;saude e bem-estar;2.12;12.08
400;universidade de santa cruz do sul;pedagogia;7;816;313;educacao;0.86;38.36
401;universidade de santa cruz do sul;psicologia;6;1032;481;ciencias sociais, comunicacao e informacao;0.58;46.61
402;universidade de santa cruz do sul;quimica;5;528;290;educacao;0.95;54.92
403;universidade de santa cruz do sul;relacoes internacionais;2;424;214;ciencias sociais, comunicacao e informacao;0.47;50.47
404;universidade de santa cruz do sul;relacoes publicas;2;264;139;negocios, administracao e direito;0.76;52.65
405;universidade de santa cruz do sul;secretariado executivo;1;216;127;negocios, administracao e direito;0.46;58.8
406;universidade de santa cruz do sul;servico social;1;240;92;saude e bem-estar;0.42;38.33
407;universidade de santa cruz do sul;turismo;2;120;70;servicos;1.67;58.33
408;universidade do vale do rio dos sinos;administracao;77;4952;2550;negocios, administracao e direito;1.55;51.49
409;universidade do vale do rio dos sinos;analise e desenvolvimento de sistemas;23;1496;901;computacao e tecnologias da informacao e comunicacao (tic);1.54;60.23
410;universidade do vale do rio dos sinos;arquitetura e urbanismo;52;3512;1609;engenharia, producao e construcao;1.48;45.81
411;universidade do vale do rio dos sinos;biomedicina;14;696;363;saude e bem-estar;2.01;52.16
412;universidade do vale do rio dos sinos;ciencia da computacao;12;1288;728;computacao e tecnologias da informacao e comunicacao (tic);0.93;56.52
413;universidade do vale do rio dos sinos;ciencias biologicas;18;1800;859;educacao;1.0;47.72
414;universidade do vale do rio dos sinos;ciencias contabeis;15;1200;619;negocios, administracao e direito;1.25;51.58
415;universidade do vale do rio dos sinos;ciencias economicas;8;496;257;ciencias sociais, comunicacao e informacao;1.61;51.81
416;universidade do vale do rio dos sinos;ciencias sociais;2;88;62;educacao;2.27;70.45
417;universidade do vale do rio dos sinos;comunicacao social - publicidade e propaganda;24;1520;784;negocios, administracao e direito;1.58;51.58
418;universidade do vale do rio dos sinos;design;2;208;61;artes e humanidades;0.96;29.33
419;universidade do vale do rio dos sinos;design de produto;4;216;75;artes e humanidades;1.85;34.72
420;universidade do vale do rio dos sinos;direito;60;5912;2507;negocios, administracao e direito;1.01;42.41
421;universidade do vale do rio dos sinos;educacao fisica;40;3288;1453;educacao;1.22;44.19
422;universidade do vale do rio dos sinos;enfermagem;21;1240;562;saude e bem-estar;1.69;45.32
423;universidade do vale do rio dos sinos;engenharia ambiental;8;736;438;engenharia, producao e construcao;1.09;59.51
424;universidade do vale do rio dos sinos;engenharia cartografica e de agrimensura;6;328;86;engenharia, producao e construcao;1.83;26.22
425;universidade do vale do rio dos sinos;engenharia civil;59;3928;1865;engenharia, producao e construcao;1.5;47.48
426;universidade do vale do rio dos sinos;engenharia da computacao;6;784;455;engenharia, producao e construcao;0.77;58.04
427;universidade do vale do rio dos sinos;engenharia de alimentos;4;360;215;engenharia, producao e construcao;1.11;59.72
428;universidade do vale do rio dos sinos;engenharia de controle e automacao;12;648;408;engenharia, producao e construcao;1.85;62.96
429;universidade do vale do rio dos sinos;engenharia de energia;8;256;128;engenharia, producao e construcao;3.12;50.0
430;universidade do vale do rio dos sinos;engenharia de materiais;6;296;161;engenharia, producao e construcao;2.03;54.39
431;universidade do vale do rio dos sinos;engenharia de producao;38;2400;1306;engenharia, producao e construcao;1.58;54.42
432;universidade do vale do rio dos sinos;engenharia eletronica;8;384;234;engenharia, producao e construcao;2.08;60.94
433;universidade do vale do rio dos sinos;engenharia eletrica;12;1640;889;engenharia, producao e construcao;0.73;54.21
434;universidade do vale do rio dos sinos;engenharia mecanica;84;3296;1803;engenharia, producao e construcao;2.55;54.7
435;universidade do vale do rio dos sinos;engenharia quimica;11;1000;468;engenharia, producao e construcao;1.1;46.8
436;universidade do vale do rio dos sinos;farmacia;5;408;225;saude e bem-estar;1.23;55.15
437;universidade do vale do rio dos sinos;filosofia;1;416;204;educacao;0.24;49.04
438;universidade do vale do rio dos sinos;fisioterapia;13;856;391;saude e bem-estar;1.52;45.68
439;universidade do vale do rio dos sinos;fotografia;6;504;225;artes e humanidades;1.19;44.64
440;universidade do vale do rio dos sinos;fisica;5;248;128;educacao;2.02;51.61
441;universidade do vale do rio dos sinos;gastronomia;7;840;249;servicos;0.83;29.64
442;universidade do vale do rio dos sinos;geologia;17;960;389;ciencias naturais, matematica e estatistica;1.77;40.52
443;universidade do vale do rio dos sinos;gestao ambiental;8;328;198;engenharia, producao e construcao;2.44;60.37
444;universidade do vale do rio dos sinos;gestao comercial;8;752;361;negocios, administracao e direito;1.06;48.01
445;universidade do vale do rio dos sinos;gestao da producao industrial;6;720;295;negocios, administracao e direito;0.83;40.97
446;universidade do vale do rio dos sinos;gestao de recursos humanos;12;768;336;negocios, administracao e direito;1.56;43.75
447;universidade do vale do rio dos sinos;gestao financeira;4;520;206;negocios, administracao e direito;0.77;39.62
448;universidade do vale do rio dos sinos;historia;5;800;423;educacao;0.62;52.88
449;universidade do vale do rio dos sinos;jogos digitais;23;1216;661;computacao e tecnologias da informacao e comunicacao (tic);1.89;54.36
450;universidade do vale do rio dos sinos;jornalismo;20;1456;749;ciencias sociais, comunicacao e informacao;1.37;51.44
451;universidade do vale do rio dos sinos;letras - ingles;3;488;265;educacao;0.61;54.3
452;universidade do vale do rio dos sinos;letras - portugues;3;256;137;educacao;1.17;53.52
453;universidade do vale do rio dos sinos;letras - portugues e espanhol;1;152;64;educacao;0.66;42.11
454;universidade do vale do rio dos sinos;letras portugues e ingles;1;584;281;educacao;0.17;48.12
455;universidade do vale do rio dos sinos;logistica;14;392;134;negocios, administracao e direito;3.57;34.18
456;universidade do vale do rio dos sinos;matematica;8;592;364;educacao;1.35;61.49
457;universidade do vale do rio dos sinos;moda;4;544;231;artes e humanidades;0.74;42.46
458;universidade do vale do rio dos sinos;nutricao;32;1976;788;saude e bem-estar;1.62;39.88
459;universidade do vale do rio dos sinos;pedagogia;2;1048;477;educacao;0.19;45.52
460;universidade do vale do rio dos sinos;processos gerenciais;5;544;224;negocios, administracao e direito;0.92;41.18
461;universidade do vale do rio dos sinos;producao fonografica;5;456;173;artes e humanidades;1.1;37.94
462;universidade do vale do rio dos sinos;psicologia;23;3248;1639;ciencias sociais, comunicacao e informacao;0.71;50.46
463;universidade do vale do rio dos sinos;relacoes internacionais;2;176;54;ciencias sociais, comunicacao e informacao;1.14;30.68
464;universidade do vale do rio dos sinos;relacoes publicas;11;560;225;negocios, administracao e direito;1.96;40.18
465;universidade do vale do rio dos sinos;seguranca da informacao;26;824;501;computacao e tecnologias da informacao e comunicacao (tic);3.16;60.8
466;universidade do vale do rio dos sinos;servico social;12;496;239;saude e bem-estar;2.42;48.19
467;universidade do vale do rio dos sinos;sistemas de informacao;7;488;296;computacao e tecnologias da informacao e comunicacao (tic);1.43;60.66
468;universidade feevale;administracao;122;3944;1516;negocios, administracao e direito;3.09;38.44
469;universidade feevale;arquitetura e urbanismo;37;1992;766;engenharia, producao e construcao;1.86;38.45
470;universidade feevale;artes visuais;19;848;427;educacao;2.24;50.35
471;universidade feevale;biomedicina;24;576;152;saude e bem-estar;4.17;26.39
472;universidade feevale;ciencia da computacao;16;656;249;computacao e tecnologias da informacao e comunicacao (tic);2.44;37.96
473;universidade feevale;ciencias biologicas;36;1048;532;ciencias naturais, matematica e estatistica;3.44;50.76
474;universidade feevale;ciencias contabeis;29;1656;473;negocios, administracao e direito;1.75;28.56
475;universidade feevale;comunicacao social - publicidade e propaganda;37;1384;521;negocios, administracao e direito;2.67;37.64
476;universidade feevale;comercio exterior;16;920;337;negocios, administracao e direito;1.74;36.63
477;universidade feevale;design;33;1040;370;artes e humanidades;3.17;35.58
478;universidade feevale;design de interiores;31;744;261;artes e humanidades;4.17;35.08
479;universidade feevale;design grafico;31;432;135;artes e humanidades;7.18;31.25
480;universidade feevale;direito;38;3256;864;negocios, administracao e direito;1.17;26.54
481;universidade feevale;educacao fisica;38;2136;884;educacao;1.78;41.39
482;universidade feevale;enfermagem;44;1440;339;saude e bem-estar;3.06;23.54
483;universidade feevale;engenharia civil;49;2720;915;engenharia, producao e construcao;1.8;33.64
484;universidade feevale;engenharia de producao;18;904;397;engenharia, producao e construcao;1.99;43.92
485;universidade feevale;engenharia eletronica;29;560;244;engenharia, producao e construcao;5.18;43.57
486;universidade feevale;engenharia mecanica;41;1680;593;engenharia, producao e construcao;2.44;35.3
487;universidade feevale;engenharia quimica;45;1320;484;engenharia, producao e construcao;3.41;36.67
488;universidade feevale;estetica e cosmetica;34;1056;323;servicos;3.22;30.59
489;universidade feevale;farmacia;50;1152;437;saude e bem-estar;4.34;37.93
490;universidade feevale;fisioterapia;22;1008;340;saude e bem-estar;2.18;33.73
491;universidade feevale;fotografia;21;584;187;artes e humanidades;3.6;32.02
492;universidade feevale;gastronomia;36;864;265;servicos;4.17;30.67
493;universidade feevale;gestao ambiental;20;392;144;engenharia, producao e construcao;5.1;36.73
494;universidade feevale;gestao da producao industrial;31;632;210;negocios, administracao e direito;4.91;33.23
495;universidade feevale;gestao de recursos humanos;32;656;144;negocios, administracao e direito;4.88;21.95
496;universidade feevale;gestao financeira;16;1128;336;negocios, administracao e direito;1.42;29.79
497;universidade feevale;historia;27;480;203;educacao;5.62;42.29
498;universidade feevale;jogos digitais;16;504;180;computacao e tecnologias da informacao e comunicacao (tic);3.17;35.71
499;universidade feevale;jornalismo;26;768;261;ciencias sociais, comunicacao e informacao;3.39;33.98
500;universidade feevale;letras - portugues e ingles;30;528;189;educacao;5.68;35.8
501;universidade feevale;moda;37;1336;513;artes e humanidades;2.77;38.4
502;universidade feevale;nutricao;35;952;282;saude e bem-estar;3.68;29.62
503;universidade feevale;pedagogia;34;1088;449;educacao;3.12;41.27
504;universidade feevale;psicologia;18;1696;519;ciencias sociais, comunicacao e informacao;1.06;30.6
505;universidade feevale;quiropraxia;29;488;118;saude e bem-estar;5.94;24.18
506;universidade feevale;relacoes publicas;21;496;160;negocios, administracao e direito;4.23;32.26
507;universidade feevale;sistemas de informacao;28;728;328;computacao e tecnologias da informacao e comunicacao (tic);3.85;45.05
508;universidade feevale;sistemas para internet;18;480;121;computacao e tecnologias da informacao e comunicacao (tic);3.75;25.21
509;universidade feevale;turismo;26;488;153;servicos;5.33;31.35
510;universidade luterana do brasil;administracao;304;5712;2449;negocios, administracao e direito;5.32;42.87
511;universidade luterana do brasil;agronegocio;24;264;63;agricultura, silvicultura, pesca e veterinaria;9.09;23.86
512;universidade luterana do brasil;agronomia;26;824;369;agricultura, silvicultura, pesca e veterinaria;3.16;44.78
513;universidade luterana do brasil;analise e desenvolvimento de sistemas;50;776;412;computacao e tecnologias da informacao e comunicacao (tic);6.44;53.09
514;universidade luterana do brasil;arquitetura e urbanismo;67;3080;1299;engenharia, producao e construcao;2.18;42.18
515;universidade luterana do brasil;artes visuais;5;144;67;educacao;3.47;46.53
516;universidade luterana do brasil;automacao industrial;20;536;398;engenharia, producao e construcao;3.73;74.25
517;universidade luterana do brasil;biomedicina;47;888;401;saude e bem-estar;5.29;45.16
518;universidade luterana do brasil;ciencia da computacao;58;888;491;computacao e tecnologias da informacao e comunicacao (tic);6.53;55.29
519;universidade luterana do brasil;ciencias biologicas;49;872;450;educacao;5.62;51.61
520;universidade luterana do brasil;ciencias contabeis;40;672;255;negocios, administracao e direito;5.95;37.95
521;universidade luterana do brasil;ciencias economicas;6;128;53;ciencias sociais, comunicacao e informacao;4.69;41.41
522;universidade luterana do brasil;ciencias politicas;7;40;17;ciencias sociais, comunicacao e informacao;17.5;42.5
523;universidade luterana do brasil;comunicacao social - publicidade e propaganda;23;320;150;negocios, administracao e direito;7.19;46.88
524;universidade luterana do brasil;comunicacao social - relacoes publicas;7;104;64;negocios, administracao e direito;6.73;61.54
525;universidade luterana do brasil;danca;18;224;130;educacao;8.04;58.04
526;universidade luterana do brasil;design;47;512;206;artes e humanidades;9.18;40.23
527;universidade luterana do brasil;design de interiores;26;568;265;artes e humanidades;4.58;46.65
528;universidade luterana do brasil;design de moda;42;784;268;artes e humanidades;5.36;34.18
529;universidade luterana do brasil;design grafico;19;216;111;artes e humanidades;8.8;51.39
530;universidade luterana do brasil;direito;226;7576;2902;negocios, administracao e direito;2.98;38.31
531;universidade luterana do brasil;educacao fisica;262;7184;3384;educacao;3.65;47.1
532;universidade luterana do brasil;educacao nas organizacoes;16;104;75;educacao;15.38;72.12
533;universidade luterana do brasil;enfermagem;127;2472;801;saude e bem-estar;5.14;32.4
534;universidade luterana do brasil;engenharia ambiental e sanitaria;27;504;277;engenharia, producao e construcao;5.36;54.96
535;universidade luterana do brasil;engenharia civil;18;976;476;engenharia, producao e construcao;1.84;48.77
536;universidade luterana do brasil;engenharia de producao;63;1816;881;engenharia, producao e construcao;3.47;48.51
537;universidade luterana do brasil;engenharia eletrica;28;648;351;engenharia, producao e construcao;4.32;54.17
538;universidade luterana do brasil;engenharia mecanica;22;1368;724;engenharia, producao e construcao;1.61;52.92
539;universidade luterana do brasil;engenharia mecanica automotiva;35;720;415;engenharia, producao e construcao;4.86;57.64
540;universidade luterana do brasil;engenharia quimica;26;528;252;engenharia, producao e construcao;4.92;47.73
541;universidade luterana do brasil;estetica;29;384;166;servicos;7.55;43.23
542;universidade luterana do brasil;estetica e cosmetica;80;1448;554;servicos;5.52;38.26
543;universidade luterana do brasil;farmacia;37;592;170;saude e bem-estar;6.25;28.72
544;universidade luterana do brasil;fisioterapia;126;2280;729;saude e bem-estar;5.53;31.97
545;universidade luterana do brasil;fonoaudiologia;33;456;143;saude e bem-estar;7.24;31.36
546;universidade luterana do brasil;fotografia;25;592;238;artes e humanidades;4.22;40.2
547;universidade luterana do brasil;fisica;19;448;316;educacao;4.24;70.54
548;universidade luterana do brasil;geografia;34;280;109;educacao;12.14;38.93
549;universidade luterana do brasil;gestao ambiental;30;264;91;engenharia, producao e construcao;11.36;34.47
550;universidade luterana do brasil;gestao comercial;26;304;150;negocios, administracao e direito;8.55;49.34
551;universidade luterana do brasil;gestao da producao industrial;33;552;334;engenharia, producao e construcao;5.98;60.51
552;universidade luterana do brasil;gestao da qualidade;9;336;212;negocios, administracao e direito;2.68;63.1
553;universidade luterana do brasil;gestao de recursos humanos;48;784;288;negocios, administracao e direito;6.12;36.73
554;universidade luterana do brasil;gestao de seguranca privada;25;296;121;servicos;8.45;40.88
555;universidade luterana do brasil;historia;52;552;297;educacao;9.42;53.8
556;universidade luterana do brasil;letras - ingles;31;304;112;educacao;10.2;36.84
557;universidade luterana do brasil;logistica;46;800;361;negocios, administracao e direito;5.75;45.12
558;universidade luterana do brasil;marketing;26;296;104;negocios, administracao e direito;8.78;35.14
559;universidade luterana do brasil;matematica;28;344;186;educacao;8.14;54.07
560;universidade luterana do brasil;medicina;10;952;65;saude e bem-estar;1.05;6.83
561;universidade luterana do brasil;medicina veterinaria;14;1208;487;agricultura, silvicultura, pesca e veterinaria;1.16;40.31
562;universidade luterana do brasil;odontologia;45;2192;580;saude e bem-estar;2.05;26.46
563;universidade luterana do brasil;pedagogia;133;1736;721;educacao;7.66;41.53
564;universidade luterana do brasil;processos gerenciais;22;456;247;negocios, administracao e direito;4.82;54.17
565;universidade luterana do brasil;producao audiovisual;3;168;78;artes e humanidades;1.79;46.43
566;universidade luterana do brasil;psicologia;170;3688;1528;ciencias sociais, comunicacao e informacao;4.61;41.43
567;universidade luterana do brasil;quimica;27;264;155;educacao;10.23;58.71
568;universidade luterana do brasil;quimica industrial;23;624;304;ciencias naturais, matematica e estatistica;3.69;48.72
569;universidade luterana do brasil;redes de computadores;28;384;148;computacao e tecnologias da informacao e comunicacao (tic);7.29;38.54
570;universidade luterana do brasil;secretariado executivo trilingue;26;280;128;negocios, administracao e direito;9.29;45.71
571;universidade luterana do brasil;servico social;47;608;294;saude e bem-estar;7.73;48.36
572;universidade luterana do brasil;sistemas de informacao;75;1000;420;computacao e tecnologias da informacao e comunicacao (tic);7.5;42.0
573;universidade luterana do brasil;teologia;65;568;219;artes e humanidades;11.44;38.56
574;universidade regional do noroeste do estado do rio grande do sul;administracao;6;1808;1043;negocios, administracao e direito;0.33;57.69
575;universidade regional do noroeste do estado do rio grande do sul;agronomia;5;1048;546;agricultura, silvicultura, pesca e veterinaria;0.48;52.1
576;universidade regional do noroeste do estado do rio grande do sul;ciencia da computacao;1;688;417;computacao e tecnologias da informacao e comunicacao (tic);0.15;60.61
577;universidade regional do noroeste do estado do rio grande do sul;ciencias biologicas;7;432;236;educacao;1.62;54.63
578;universidade regional do noroeste do estado do rio grande do sul;ciencias contabeis;2;592;263;negocios, administracao e direito;0.34;44.43
579;universidade regional do noroeste do estado do rio grande do sul;comunicacao social - publicidade e propaganda;4;488;259;negocios, administracao e direito;0.82;53.07
580;universidade regional do noroeste do estado do rio grande do sul;design;1;408;203;artes e humanidades;0.25;49.75
581;universidade regional do noroeste do estado do rio grande do sul;direito;22;3976;1838;negocios, administracao e direito;0.55;46.23
582;universidade regional do noroeste do estado do rio grande do sul;educacao fisica;11;1776;1044;educacao;0.62;58.78
583;universidade regional do noroeste do estado do rio grande do sul;engenharia civil;28;3424;1715;engenharia, producao e construcao;0.82;50.09
584;universidade regional do noroeste do estado do rio grande do sul;engenharia eletrica;22;1688;1075;engenharia, producao e construcao;1.3;63.68
585;universidade regional do noroeste do estado do rio grande do sul;engenharia mecanica;11;1296;818;engenharia, producao e construcao;0.85;63.12
586;universidade regional do noroeste do estado do rio grande do sul;engenharia quimica;5;440;267;engenharia, producao e construcao;1.14;60.68
587;universidade regional do noroeste do estado do rio grande do sul;estetica e cosmetica;5;560;232;servicos;0.89;41.43
588;universidade regional do noroeste do estado do rio grande do sul;farmacia;1;256;118;saude e bem-estar;0.39;46.09
589;universidade regional do noroeste do estado do rio grande do sul;matematica;2;208;132;educacao;0.96;63.46
590;universidade regional do noroeste do estado do rio grande do sul;medicina veterinaria;11;1384;573;agricultura, silvicultura, pesca e veterinaria;0.79;41.4
591;universidade regional do noroeste do estado do rio grande do sul;nutricao;5;512;200;saude e bem-estar;0.98;39.06
592;universidade regional do noroeste do estado do rio grande do sul;pedagogia;4;552;247;educacao;0.72;44.75
