;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
54;centro universitario uniftec;gestao ambiental;2;260;106;engenharia, producao e construcao;0.77;40.77
55;centro universitario uniftec;gestao comercial;8;560;224;negocios, administracao e direito;1.43;40.0
56;centro universitario uniftec;gestao da qualidade;6;640;262;negocios, administracao e direito;0.94;40.94
57;centro universitario uniftec;gestao da tecnologia da informacao;4;370;134;computacao e tecnologias da informacao e comunicacao (tic);1.08;36.22
58;centro universitario uniftec;gestao de recursos humanos;9;680;253;negocios, administracao e direito;1.32;37.21
59;centro universitario uniftec;gestao financeira;8;380;129;negocios, administracao e direito;2.11;33.95
60;centro universitario uniftec;logistica;10;780;358;negocios, administracao e direito;1.28;45.9
61;centro universitario uniftec;marketing;6;530;188;negocios, administracao e direito;1.13;35.47
62;centro universitario uniftec;processos gerenciais;5;510;199;negocios, administracao e direito;0.98;39.02
63;centro universitario uniftec;producao multimidia;6;400;157;artes e humanidades;1.5;39.25
64;centro universitario uniftec;redes de computadores;6;420;215;computacao e tecnologias da informacao e comunicacao (tic);1.43;51.19
65;faculdade america latina;administracao;6;590;480;negocios, administracao e direito;1.02;81.36
66;faculdade america latina;design;8;1060;833;artes e humanidades;0.75;78.58
67;faculdade anglicana de erechim;administracao;2;610;165;negocios, administracao e direito;0.33;27.05
68;faculdade anglicana de erechim;analise e desenvolvimento de sistemas;2;420;160;computacao e tecnologias da informacao e comunicacao (tic);0.48;38.1
69;faculdade anglicana de erechim;ciencias contabeis;5;630;121;negocios, administracao e direito;0.79;19.21
70;faculdade anglicana de erechim;design;4;430;134;artes e humanidades;0.93;31.16
71;faculdade anglicana de erechim;eletronica industrial;2;370;128;engenharia, producao e construcao;0.54;34.59
72;faculdade anglicana de erechim;pedagogia;1;420;129;educacao;0.24;30.71
73;faculdade anhanguera de caxias do sul;administracao;7;1580;724;negocios, administracao e direito;0.44;45.82
74;faculdade anhanguera de caxias do sul;ciencias contabeis;1;620;261;negocios, administracao e direito;0.16;42.1
75;faculdade anhanguera de caxias do sul;engenharia de producao;1;830;368;engenharia, producao e construcao;0.12;44.34
76;faculdade anhanguera de caxias do sul;servico social;5;750;282;saude e bem-estar;0.67;37.6
77;faculdade anhanguera de passo fundo;administracao;64;2260;984;negocios, administracao e direito;2.83;43.54
78;faculdade anhanguera de passo fundo;ciencias contabeis;19;1270;553;negocios, administracao e direito;1.5;43.54
79;faculdade anhanguera de passo fundo;direito;58;2480;1041;negocios, administracao e direito;2.34;41.98
80;faculdade anhanguera de passo fundo;gestao comercial;18;730;349;negocios, administracao e direito;2.47;47.81
81;faculdade anhanguera de passo fundo;gestao da tecnologia da informacao;6;130;112;computacao e tecnologias da informacao e comunicacao (tic);4.62;86.15
82;faculdade anhanguera de passo fundo;gestao de recursos humanos;12;600;283;negocios, administracao e direito;2.0;47.17
83;faculdade anhanguera de pelotas;administracao;36;2750;1542;negocios, administracao e direito;1.31;56.07
84;faculdade anhanguera de pelotas;ciencias biologicas;20;810;321;educacao;2.47;39.63
85;faculdade anhanguera de pelotas;direito;17;3040;1510;negocios, administracao e direito;0.56;49.67
86;faculdade anhanguera de pelotas;educacao fisica;13;3940;1540;educacao;0.33;39.09
87;faculdade anhanguera de pelotas;enfermagem;11;2450;1115;saude e bem-estar;0.45;45.51
88;faculdade anhanguera de pelotas;engenharia de producao;13;920;541;engenharia, producao e construcao;1.41;58.8
89;faculdade anhanguera de pelotas;engenharia mecanica;13;1900;1051;engenharia, producao e construcao;0.68;55.32
90;faculdade anhanguera do rio grande;administracao;59;2880;1410;negocios, administracao e direito;2.05;48.96
91;faculdade anhanguera do rio grande;ciencias biologicas;1;140;136;educacao;0.71;97.14
92;faculdade anhanguera do rio grande;direito;27;2920;1251;negocios, administracao e direito;0.92;42.84
93;faculdade anhanguera do rio grande;enfermagem;9;1850;895;saude e bem-estar;0.49;48.38
94;faculdade anhanguera do rio grande;engenharia de controle e automacao;2;850;429;engenharia, producao e construcao;0.24;50.47
95;faculdade anhanguera do rio grande;engenharia mecanica;15;2900;1527;engenharia, producao e construcao;0.52;52.66
96;faculdade anhanguera do rio grande;fisioterapia;9;2080;979;saude e bem-estar;0.43;47.07
97;faculdade anhanguera do rio grande;psicologia;6;1910;853;ciencias sociais, comunicacao e informacao;0.31;44.66
98;faculdade anhanguera do rio grande;sistemas para internet;1;100;82;computacao e tecnologias da informacao e comunicacao (tic);1.0;82.0
99;faculdade antonio meneghetti;administracao;1;300;80;negocios, administracao e direito;0.33;26.67
100;faculdade antonio meneghetti;sistema de informacao;2;90;30;computacao e tecnologias da informacao e comunicacao (tic);2.22;33.33
101;faculdade camaquense de ciencias contabeis e administrativas;administracao;3;410;136;negocios, administracao e direito;0.73;33.17
102;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;2;150;64;negocios, administracao e direito;1.33;42.67
103;faculdade camaquense de ciencias contabeis e administrativas;educacao fisica;6;390;200;saude e bem-estar;1.54;51.28
104;faculdade cnec farroupilha;administracao;8;930;476;negocios, administracao e direito;0.86;51.18
105;faculdade cnec farroupilha;direito;6;770;388;negocios, administracao e direito;0.78;50.39
106;faculdade cnec farroupilha;pedagogia;4;410;131;educacao;0.98;31.95
107;faculdade cnec gravatai;administracao;7;1940;959;negocios, administracao e direito;0.36;49.43
108;faculdade cnec gravatai;ciencias contabeis;2;520;227;negocios, administracao e direito;0.38;43.65
109;faculdade cnec gravatai;sistemas de informacao;4;290;176;computacao e tecnologias da informacao e comunicacao (tic);1.38;60.69
110;faculdade de direito de santa maria;direito;26;2140;1061;negocios, administracao e direito;1.21;49.58
111;faculdade de integracao do ensino superior do cone sul;administracao;3;840;378;negocios, administracao e direito;0.36;45.0
112;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;1;440;141;negocios, administracao e direito;0.23;32.05
113;faculdade de integracao do ensino superior do cone sul;gestao comercial;3;470;189;negocios, administracao e direito;0.64;40.21
114;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;1;450;122;negocios, administracao e direito;0.22;27.11
115;faculdade de tecnologia la salle - estrela;agronegocio;2;160;62;agricultura, silvicultura, pesca e veterinaria;1.25;38.75
116;faculdade de tecnologia la salle - estrela;gestao ambiental;1;110;34;engenharia, producao e construcao;0.91;30.91
117;faculdade de tecnologia la salle - estrela;gestao de turismo;1;60;17;servicos;1.67;28.33
118;faculdade de tecnologia la salle - estrela;gestao financeira;1;130;16;negocios, administracao e direito;0.77;12.31
119;faculdade dom alberto;administracao;12;1690;928;negocios, administracao e direito;0.71;54.91
120;faculdade dom alberto;ciencias contabeis;8;820;420;negocios, administracao e direito;0.98;51.22
121;faculdade dom alberto;direito;6;1450;800;negocios, administracao e direito;0.41;55.17
122;faculdade dom bosco de porto alegre;administracao;13;240;139;negocios, administracao e direito;5.42;57.92
123;faculdade dom bosco de porto alegre;ciencias contabeis;1;130;47;negocios, administracao e direito;0.77;36.15
124;faculdade dom bosco de porto alegre;direito;10;1080;478;negocios, administracao e direito;0.93;44.26
125;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;2;110;53;engenharia, producao e construcao;1.82;48.18
126;faculdade ecoar;gestao ambiental;5;180;145;engenharia, producao e construcao;2.78;80.56
127;faculdade equipe;logistica;3;70;35;negocios, administracao e direito;4.29;50.0
128;faculdade especializada na area de saude do rio grande do sul;odontologia;8;530;64;saude e bem-estar;1.51;12.08
129;faculdade estacio do rio grande do sul - estacio fargs;administracao;24;1510;404;negocios, administracao e direito;1.59;26.75
130;faculdade estacio do rio grande do sul - estacio fargs;ciencias contabeis;6;150;91;negocios, administracao e direito;4.0;60.67
131;faculdade estacio do rio grande do sul - estacio fargs;direito;12;1030;300;negocios, administracao e direito;1.17;29.13
132;faculdade estacio do rio grande do sul - estacio fargs;gestao comercial;4;380;64;negocios, administracao e direito;1.05;16.84
133;faculdade estacio do rio grande do sul - estacio fargs;gestao financeira;4;190;54;negocios, administracao e direito;2.11;28.42
134;faculdade estacio do rio grande do sul - estacio fargs;hotelaria;4;150;26;servicos;2.67;17.33
135;faculdade estacio do rio grande do sul - estacio fargs;sistemas para internet;4;290;95;computacao e tecnologias da informacao e comunicacao (tic);1.38;32.76
136;faculdade estacio do rio grande do sul - estacio fargs;turismo;4;300;80;servicos;1.33;26.67
137;faculdade horizontina;engenharia mecanica;10;760;378;engenharia, producao e construcao;1.32;49.74
138;faculdade integrada de santa maria;administracao;25;940;427;negocios, administracao e direito;2.66;45.43
139;faculdade integrada de santa maria;enfermagem;5;1210;575;saude e bem-estar;0.41;47.52
140;faculdade integrada de santa maria;psicologia;42;1460;896;ciencias sociais, comunicacao e informacao;2.88;61.37
141;faculdade meridional;administracao;32;1350;765;negocios, administracao e direito;2.37;56.67
142;faculdade meridional;arquitetura e urbanismo;10;1800;832;engenharia, producao e construcao;0.56;46.22
143;faculdade meridional;direito;20;2700;1175;negocios, administracao e direito;0.74;43.52
144;faculdade meridional;odontologia;7;690;216;saude e bem-estar;1.01;31.3
145;faculdade meridional;psicologia;22;1850;685;ciencias sociais, comunicacao e informacao;1.19;37.03
146;faculdade meridional;sistema de informacao;28;600;317;computacao e tecnologias da informacao e comunicacao (tic);4.67;52.83
147;faculdade monteiro lobato;administracao;9;760;503;negocios, administracao e direito;1.18;66.18
148;faculdade monteiro lobato;analise e desenvolvimento de sistemas;3;320;170;computacao e tecnologias da informacao e comunicacao (tic);0.94;53.12
149;faculdade monteiro lobato;ciencias contabeis;1;290;98;negocios, administracao e direito;0.34;33.79
150;faculdade monteiro lobato;gestao ambiental;2;250;134;engenharia, producao e construcao;0.8;53.6
151;faculdade monteiro lobato;producao cenica;4;200;114;artes e humanidades;2.0;57.0
152;faculdade nossa senhora de fatima;administracao;20;710;499;negocios, administracao e direito;2.82;70.28
153;faculdade nossa senhora de fatima;enfermagem;15;830;513;saude e bem-estar;1.81;61.81
154;faculdade nossa senhora de fatima;fonoaudiologia;7;260;133;saude e bem-estar;2.69;51.15
155;faculdade nossa senhora de fatima;nutricao;9;280;151;saude e bem-estar;3.21;53.93
156;faculdade novo hamburgo;psicologia;3;220;128;ciencias sociais, comunicacao e informacao;1.36;58.18
157;faculdade novo hamburgo;redes de computadores;1;160;80;computacao e tecnologias da informacao e comunicacao (tic);0.62;50.0
158;faculdade santo augusto;administracao;10;550;333;negocios, administracao e direito;1.82;60.55
159;faculdade santo augusto;ciencias contabeis;9;300;177;negocios, administracao e direito;3.0;59.0
160;faculdade santo augusto;educacao fisica;7;170;82;educacao;4.12;48.24
161;faculdade sao francisco de assis;administracao;13;1330;833;negocios, administracao e direito;0.98;62.63
162;faculdade sao francisco de assis;arquitetura e urbanismo;6;470;275;engenharia, producao e construcao;1.28;58.51
163;faculdade sao francisco de assis;ciencia da computacao;2;260;180;computacao e tecnologias da informacao e comunicacao (tic);0.77;69.23
164;faculdade sao francisco de assis;ciencias contabeis;4;930;476;negocios, administracao e direito;0.43;51.18
165;faculdade sao francisco de assis;direito;8;1130;556;negocios, administracao e direito;0.71;49.2
166;faculdade sao francisco de assis;psicologia;8;970;549;ciencias sociais, comunicacao e informacao;0.82;56.6
167;faculdade tres de maio;administracao;6;740;249;negocios, administracao e direito;0.81;33.65
168;faculdade tres de maio;agronomia;3;490;150;agricultura, silvicultura, pesca e veterinaria;0.61;30.61
169;faculdade tres de maio;design de moda;2;180;62;artes e humanidades;1.11;34.44
170;faculdade tres de maio;enfermagem;3;390;150;saude e bem-estar;0.77;38.46
171;faculdade tres de maio;engenharia de producao;3;490;183;engenharia, producao e construcao;0.61;37.35
172;faculdade tres de maio;pedagogia;2;210;49;educacao;0.95;23.33
173;faculdade tres de maio;psicologia;5;270;50;ciencias sociais, comunicacao e informacao;1.85;18.52
174;faculdade tres de maio;redes de computadores;2;120;51;computacao e tecnologias da informacao e comunicacao (tic);1.67;42.5
175;faculdade tres de maio;sistemas de informacao;3;200;93;computacao e tecnologias da informacao e comunicacao (tic);1.5;46.5
176;faculdades est;musica;4;270;92;educacao;1.48;34.07
177;faculdades integradas machado de assis;administracao;19;1530;682;negocios, administracao e direito;1.24;44.58
178;faculdades integradas machado de assis;ciencias contabeis;22;1290;495;negocios, administracao e direito;1.71;38.37
179;faculdades integradas machado de assis;direito;18;1720;611;negocios, administracao e direito;1.05;35.52
180;faculdades integradas machado de assis;gestao da tecnologia da informacao;6;460;211;computacao e tecnologias da informacao e comunicacao (tic);1.3;45.87
181;faculdades integradas machado de assis;gestao de recursos humanos;10;610;195;negocios, administracao e direito;1.64;31.97
182;faculdades integradas machado de assis;servico social;3;100;81;saude e bem-estar;3.0;81.0
183;instituto superior de educacao ivoti;musica;3;270;126;educacao;1.11;46.67
184;instituto superior de educacao ivoti;pedagogia;8;730;461;educacao;1.1;63.15
185;instituto superior de filosofia berthier;filosofia;3;250;113;artes e humanidades;1.2;45.2
186;pontificia universidade catolica do rio grande do sul;administracao;113;16910;4697;negocios, administracao e direito;0.67;27.78
187;pontificia universidade catolica do rio grande do sul;arquitetura e urbanismo;19;1620;555;engenharia, producao e construcao;1.17;34.26
188;pontificia universidade catolica do rio grande do sul;ciencia da computacao;25;1590;809;computacao e tecnologias da informacao e comunicacao (tic);1.57;50.88
189;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;8;690;161;servicos;1.16;23.33
190;pontificia universidade catolica do rio grande do sul;ciencias biologicas;25;2150;1042;educacao;1.16;48.47
191;pontificia universidade catolica do rio grande do sul;ciencias contabeis;33;1300;355;negocios, administracao e direito;2.54;27.31
192;pontificia universidade catolica do rio grande do sul;ciencias economicas;8;1030;361;ciencias sociais, comunicacao e informacao;0.78;35.05
193;pontificia universidade catolica do rio grande do sul;ciencias sociais;45;820;456;educacao;5.49;55.61
194;pontificia universidade catolica do rio grande do sul;direito;56;9930;2302;negocios, administracao e direito;0.56;23.18
195;pontificia universidade catolica do rio grande do sul;educacao fisica;45;2990;1184;educacao;1.51;39.6
196;pontificia universidade catolica do rio grande do sul;enfermagem;42;770;169;saude e bem-estar;5.45;21.95
197;pontificia universidade catolica do rio grande do sul;engenharia de computacao;17;910;503;computacao e tecnologias da informacao e comunicacao (tic);1.87;55.27
198;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;18;820;396;engenharia, producao e construcao;2.2;48.29
199;pontificia universidade catolica do rio grande do sul;engenharia de producao;9;1420;424;engenharia, producao e construcao;0.63;29.86
200;pontificia universidade catolica do rio grande do sul;engenharia eletrica e eletronica;13;240;220;engenharia, producao e construcao;5.42;91.67
201;pontificia universidade catolica do rio grande do sul;engenharia mecanica;10;1530;620;engenharia, producao e construcao;0.65;40.52
202;pontificia universidade catolica do rio grande do sul;engenharia quimica;11;910;268;engenharia, producao e construcao;1.21;29.45
203;pontificia universidade catolica do rio grande do sul;farmacia;24;810;263;saude e bem-estar;2.96;32.47
204;pontificia universidade catolica do rio grande do sul;filosofia;30;1280;651;educacao;2.34;50.86
205;pontificia universidade catolica do rio grande do sul;fisioterapia;30;760;186;saude e bem-estar;3.95;24.47
206;pontificia universidade catolica do rio grande do sul;fisica;35;760;330;educacao;4.61;43.42
207;pontificia universidade catolica do rio grande do sul;geografia;26;1380;705;educacao;1.88;51.09
208;pontificia universidade catolica do rio grande do sul;gestao de turismo;34;750;262;servicos;4.53;34.93
209;pontificia universidade catolica do rio grande do sul;historia;30;2760;1321;educacao;1.09;47.86
210;pontificia universidade catolica do rio grande do sul;hotelaria;40;490;292;servicos;8.16;59.59
211;pontificia universidade catolica do rio grande do sul;jornalismo;19;1880;539;ciencias sociais, comunicacao e informacao;1.01;28.67
212;pontificia universidade catolica do rio grande do sul;matematica;55;740;461;educacao;7.43;62.3
213;pontificia universidade catolica do rio grande do sul;medicina;11;940;15;saude e bem-estar;1.17;1.6
214;pontificia universidade catolica do rio grande do sul;nutricao;22;600;103;saude e bem-estar;3.67;17.17
215;pontificia universidade catolica do rio grande do sul;odontologia;8;750;132;saude e bem-estar;1.07;17.6
216;pontificia universidade catolica do rio grande do sul;pedagogia;50;1290;464;educacao;3.88;35.97
217;pontificia universidade catolica do rio grande do sul;producao audiovisual;4;400;119;artes e humanidades;1.0;29.75
218;pontificia universidade catolica do rio grande do sul;psicologia;30;3290;839;ciencias sociais, comunicacao e informacao;0.91;25.5
219;pontificia universidade catolica do rio grande do sul;quimica;30;1760;798;ciencias naturais, matematica e estatistica;1.7;45.34
220;pontificia universidade catolica do rio grande do sul;relacoes publicas;26;890;257;negocios, administracao e direito;2.92;28.88
221;pontificia universidade catolica do rio grande do sul;servico social;40;940;240;saude e bem-estar;4.26;25.53
222;pontificia universidade catolica do rio grande do sul;sistemas de informacao;36;1470;656;computacao e tecnologias da informacao e comunicacao (tic);2.45;44.63
223;universidade catolica de pelotas;administracao;19;1110;471;negocios, administracao e direito;1.71;42.43
224;universidade catolica de pelotas;arquitetura e urbanismo;3;530;173;engenharia, producao e construcao;0.57;32.64
225;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;4;270;137;negocios, administracao e direito;1.48;50.74
226;universidade catolica de pelotas;design de moda;2;470;148;artes e humanidades;0.43;31.49
227;universidade catolica de pelotas;direito;27;2490;787;negocios, administracao e direito;1.08;31.61
228;universidade catolica de pelotas;enfermagem;7;750;315;saude e bem-estar;0.93;42.0
229;universidade catolica de pelotas;engenharia civil;2;640;225;engenharia, producao e construcao;0.31;35.16
230;universidade catolica de pelotas;farmacia;3;150;72;saude e bem-estar;2.0;48.0
231;universidade catolica de pelotas;filosofia;10;190;94;artes e humanidades;5.26;49.47
232;universidade catolica de pelotas;fisioterapia;4;420;114;saude e bem-estar;0.95;27.14
233;universidade catolica de pelotas;jornalismo;4;480;165;ciencias sociais, comunicacao e informacao;0.83;34.38
234;universidade catolica de pelotas;letras - portugues e ingles;10;160;47;educacao;6.25;29.38
235;universidade catolica de pelotas;medicina;10;1080;118;saude e bem-estar;0.93;10.93
236;universidade catolica de pelotas;pedagogia;4;350;38;educacao;1.14;10.86
237;universidade catolica de pelotas;psicologia;5;430;185;ciencias sociais, comunicacao e informacao;1.16;43.02
238;universidade catolica de pelotas;servico social;5;140;33;saude e bem-estar;3.57;23.57
239;universidade de caxias do sul;administracao;102;16660;6696;negocios, administracao e direito;0.61;40.19
240;universidade de caxias do sul;agronomia;16;1750;684;agricultura, silvicultura, pesca e veterinaria;0.91;39.09
241;universidade de caxias do sul;arquitetura e urbanismo;15;1980;875;engenharia, producao e construcao;0.76;44.19
242;universidade de caxias do sul;artes visuais;1;360;168;educacao;0.28;46.67
243;universidade de caxias do sul;automacao industrial;7;730;423;engenharia, producao e construcao;0.96;57.95
244;universidade de caxias do sul;ciencia da computacao;9;880;467;computacao e tecnologias da informacao e comunicacao (tic);1.02;53.07
245;universidade de caxias do sul;ciencias biologicas;8;970;470;educacao;0.82;48.45
246;universidade de caxias do sul;ciencias contabeis;48;5400;1983;negocios, administracao e direito;0.89;36.72
247;universidade de caxias do sul;ciencias economicas;6;890;431;ciencias sociais, comunicacao e informacao;0.67;48.43
248;universidade de caxias do sul;comunicacao social - publicidade e propaganda;7;980;447;negocios, administracao e direito;0.71;45.61
249;universidade de caxias do sul;comercio internacional;18;2300;965;negocios, administracao e direito;0.78;41.96
250;universidade de caxias do sul;design;11;1810;945;artes e humanidades;0.61;52.21
251;universidade de caxias do sul;design de moda;5;780;344;artes e humanidades;0.64;44.1
252;universidade de caxias do sul;direito;85;11030;4000;negocios, administracao e direito;0.77;36.26
253;universidade de caxias do sul;educacao fisica;28;3120;1240;educacao;0.9;39.74
254;universidade de caxias do sul;enfermagem;7;780;314;saude e bem-estar;0.9;40.26
255;universidade de caxias do sul;engenharia ambiental;6;930;588;engenharia, producao e construcao;0.65;63.23
256;universidade de caxias do sul;engenharia civil;15;2570;1229;engenharia, producao e construcao;0.58;47.82
257;universidade de caxias do sul;engenharia de alimentos;5;360;207;engenharia, producao e construcao;1.39;57.5
258;universidade de caxias do sul;engenharia de controle e automacao;8;1210;613;engenharia, producao e construcao;0.66;50.66
259;universidade de caxias do sul;engenharia de materiais;5;820;485;engenharia, producao e construcao;0.61;59.15
260;universidade de caxias do sul;engenharia de producao;28;3180;1664;engenharia, producao e construcao;0.88;52.33
261;universidade de caxias do sul;engenharia eletronica;4;590;299;engenharia, producao e construcao;0.68;50.68
262;universidade de caxias do sul;engenharia eletrica;12;1700;801;engenharia, producao e construcao;0.71;47.12
263;universidade de caxias do sul;engenharia mecanica;42;4330;1952;engenharia, producao e construcao;0.97;45.08
264;universidade de caxias do sul;engenharia quimica;9;1030;393;engenharia, producao e construcao;0.87;38.16
265;universidade de caxias do sul;eventos;3;250;126;servicos;1.2;50.4
266;universidade de caxias do sul;farmacia;13;750;401;saude e bem-estar;1.73;53.47
267;universidade de caxias do sul;filosofia;3;530;216;educacao;0.57;40.75
268;universidade de caxias do sul;fisioterapia;6;830;380;saude e bem-estar;0.72;45.78
269;universidade de caxias do sul;fotografia;3;580;237;artes e humanidades;0.52;40.86
270;universidade de caxias do sul;gastronomia;2;570;271;servicos;0.35;47.54
271;universidade de caxias do sul;gestao comercial;2;590;194;negocios, administracao e direito;0.34;32.88
272;universidade de caxias do sul;gestao da qualidade;2;1040;311;negocios, administracao e direito;0.19;29.9
273;universidade de caxias do sul;gestao de recursos humanos;12;1950;735;negocios, administracao e direito;0.62;37.69
274;universidade de caxias do sul;historia;4;600;228;educacao;0.67;38.0
275;universidade de caxias do sul;letras - ingles;3;520;233;educacao;0.58;44.81
276;universidade de caxias do sul;letras - lingua portuguesa;5;600;275;educacao;0.83;45.83
277;universidade de caxias do sul;marketing;1;850;272;negocios, administracao e direito;0.12;32.0
278;universidade de caxias do sul;matematica;6;470;302;educacao;1.28;64.26
279;universidade de caxias do sul;medicina;7;850;120;saude e bem-estar;0.82;14.12
280;universidade de caxias do sul;musica;4;560;250;educacao;0.71;44.64
281;universidade de caxias do sul;nutricao;7;650;283;saude e bem-estar;1.08;43.54
282;universidade de caxias do sul;pedagogia;14;2240;836;educacao;0.62;37.32
283;universidade de caxias do sul;polimeros;1;320;197;engenharia, producao e construcao;0.31;61.56
284;universidade de caxias do sul;processos gerenciais;2;1030;367;negocios, administracao e direito;0.19;35.63
285;universidade de caxias do sul;psicologia;15;1890;925;ciencias sociais, comunicacao e informacao;0.79;48.94
286;universidade de caxias do sul;radiologia;3;290;133;saude e bem-estar;1.03;45.86
287;universidade de caxias do sul;secretariado;2;210;115;negocios, administracao e direito;0.95;54.76
288;universidade de caxias do sul;servico social;6;460;249;saude e bem-estar;1.3;54.13
