;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
79;faculdade anhanguera do rio grande;engenharia mecanica;17;153;77;engenharia, producao e construcao;11.11;50.33
80;faculdade anhanguera do rio grande;fisioterapia;23;119;47;saude e bem-estar;19.33;39.5
81;faculdade anhanguera do rio grande;psicologia;7;51;19;ciencias sociais, comunicacao e informacao;13.73;37.25
82;faculdade anhanguera do rio grande;sistemas para internet;7;27;11;computacao e tecnologias da informacao e comunicacao (tic);25.93;40.74
83;faculdade camaquense de ciencias contabeis e administrativas;administracao;3;33;20;negocios, administracao e direito;9.09;60.61
84;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;1;17;7;negocios, administracao e direito;5.88;41.18
85;faculdade cnec farroupilha;administracao;7;56;39;negocios, administracao e direito;12.5;69.64
86;faculdade cnec farroupilha;direito;2;36;25;negocios, administracao e direito;5.56;69.44
87;faculdade cnec farroupilha;pedagogia;2;23;9;educacao;8.7;39.13
88;faculdade cnec gravatai;administracao;14;284;202;negocios, administracao e direito;4.93;71.13
89;faculdade cnec gravatai;ciencias contabeis;5;75;50;negocios, administracao e direito;6.67;66.67
90;faculdade cnec gravatai;direito;7;151;103;negocios, administracao e direito;4.64;68.21
91;faculdade cnec gravatai;sistemas de informacao;4;48;38;computacao e tecnologias da informacao e comunicacao (tic);8.33;79.17
92;faculdade de direito de santa maria;direito;28;218;133;negocios, administracao e direito;12.84;61.01
93;faculdade de integracao do ensino superior do cone sul;administracao;4;65;50;negocios, administracao e direito;6.15;76.92
94;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;4;36;19;negocios, administracao e direito;11.11;52.78
95;faculdade de integracao do ensino superior do cone sul;gestao comercial;5;40;22;negocios, administracao e direito;12.5;55.0
96;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;6;42;21;negocios, administracao e direito;14.29;50.0
97;faculdade de tecnologia la salle - estrela;agronegocio;2;7;2;agricultura, silvicultura, pesca e veterinaria;28.57;28.57
98;faculdade de tecnologia la salle - estrela;gestao de turismo;2;7;2;servicos;28.57;28.57
99;faculdade de tecnologia la salle - estrela;secretariado;2;6;3;negocios, administracao e direito;33.33;50.0
100;faculdade dom alberto;administracao;18;427;331;negocios, administracao e direito;4.22;77.52
101;faculdade dom alberto;ciencias contabeis;14;188;145;negocios, administracao e direito;7.45;77.13
102;faculdade dom alberto;direito;17;153;98;negocios, administracao e direito;11.11;64.05
103;faculdade dom bosco de porto alegre;administracao;20;61;40;negocios, administracao e direito;32.79;65.57
104;faculdade dom bosco de porto alegre;ciencias contabeis;13;45;27;negocios, administracao e direito;28.89;60.0
105;faculdade dom bosco de porto alegre;direito;7;85;54;negocios, administracao e direito;8.24;63.53
106;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;2;14;9;engenharia, producao e construcao;14.29;64.29
107;faculdade dom bosco de porto alegre;sistemas de informacao;11;24;17;computacao e tecnologias da informacao e comunicacao (tic);45.83;70.83
108;faculdade dos imigrantes - fai;administracao;19;146;142;negocios, administracao e direito;13.01;97.26
109;faculdade dos imigrantes - fai;ciencias contabeis;6;30;28;negocios, administracao e direito;20.0;93.33
110;faculdade dos imigrantes - fai;design de interiores;5;27;26;artes e humanidades;18.52;96.3
111;faculdade ecoar;gestao ambiental;4;15;8;engenharia, producao e construcao;26.67;53.33
112;faculdade equipe;administracao;6;35;23;negocios, administracao e direito;17.14;65.71
113;faculdade equipe;logistica;3;13;10;negocios, administracao e direito;23.08;76.92
114;faculdade especializada na area de saude do rio grande do sul;odontologia;5;47;15;saude e bem-estar;10.64;31.91
115;faculdade fae sevigne porto alegre;gestao de recursos humanos;7;53;53;negocios, administracao e direito;13.21;100.0
116;faculdade fae sevigne porto alegre;pedagogia;6;35;35;educacao;17.14;100.0
117;faculdade horizontina;ciencias economicas;3;44;29;ciencias sociais, comunicacao e informacao;6.82;65.91
118;faculdade horizontina;engenharia de producao;11;75;51;engenharia, producao e construcao;14.67;68.0
119;faculdade horizontina;engenharia mecanica;15;87;56;engenharia, producao e construcao;17.24;64.37
120;faculdade integrada de santa maria;administracao;50;80;55;negocios, administracao e direito;62.5;68.75
121;faculdade integrada de santa maria;enfermagem;22;65;34;saude e bem-estar;33.85;52.31
122;faculdade integrada de santa maria;psicologia;31;56;29;ciencias sociais, comunicacao e informacao;55.36;51.79
123;faculdade meridional;administracao;27;156;85;negocios, administracao e direito;17.31;54.49
124;faculdade meridional;arquitetura e urbanismo;20;105;58;engenharia, producao e construcao;19.05;55.24
125;faculdade meridional;direito;18;208;114;negocios, administracao e direito;8.65;54.81
126;faculdade meridional;odontologia;5;54;22;saude e bem-estar;9.26;40.74
127;faculdade meridional;psicologia;3;80;32;ciencias sociais, comunicacao e informacao;3.75;40.0
128;faculdade meridional;sistema de informacao;21;46;33;computacao e tecnologias da informacao e comunicacao (tic);45.65;71.74
129;faculdade monteiro lobato;administracao;12;117;90;negocios, administracao e direito;10.26;76.92
130;faculdade monteiro lobato;analise e desenvolvimento de sistemas;2;25;23;computacao e tecnologias da informacao e comunicacao (tic);8.0;92.0
131;faculdade monteiro lobato;ciencias contabeis;1;56;42;negocios, administracao e direito;1.79;75.0
132;faculdade monteiro lobato;gestao ambiental;3;26;26;engenharia, producao e construcao;11.54;100.0
133;faculdade monteiro lobato;producao cenica;4;54;40;artes e humanidades;7.41;74.07
136;faculdade nossa senhora de fatima;fonoaudiologia;20;24;8;saude e bem-estar;83.33;33.33
138;faculdade novo hamburgo;administracao;4;31;17;negocios, administracao e direito;12.9;54.84
139;faculdade novo hamburgo;psicologia;1;32;21;ciencias sociais, comunicacao e informacao;3.12;65.62
140;faculdade novo hamburgo;redes de computadores;6;19;9;computacao e tecnologias da informacao e comunicacao (tic);31.58;47.37
141;faculdade sao francisco de assis;administracao;4;475;419;negocios, administracao e direito;0.84;88.21
142;faculdade sao francisco de assis;ciencias contabeis;4;129;86;negocios, administracao e direito;3.1;66.67
143;faculdade tres de maio;administracao;7;67;24;negocios, administracao e direito;10.45;35.82
144;faculdade tres de maio;agronomia;6;47;22;agricultura, silvicultura, pesca e veterinaria;12.77;46.81
145;faculdade tres de maio;design de moda;3;17;3;artes e humanidades;17.65;17.65
146;faculdade tres de maio;enfermagem;5;29;13;saude e bem-estar;17.24;44.83
147;faculdade tres de maio;engenharia de producao;6;34;15;engenharia, producao e construcao;17.65;44.12
148;faculdade tres de maio;pedagogia;2;21;6;educacao;9.52;28.57
149;faculdade tres de maio;psicologia;4;25;6;ciencias sociais, comunicacao e informacao;16.0;24.0
150;faculdade tres de maio;redes de computadores;2;19;7;computacao e tecnologias da informacao e comunicacao (tic);10.53;36.84
151;faculdade tres de maio;sistemas de informacao;2;31;15;computacao e tecnologias da informacao e comunicacao (tic);6.45;48.39
152;faculdades est;musica;2;42;28;educacao;4.76;66.67
153;faculdades est;teologia;14;23;9;artes e humanidades;60.87;39.13
154;faculdades integradas machado de assis;administracao;11;44;21;negocios, administracao e direito;25.0;47.73
155;faculdades integradas machado de assis;ciencias contabeis;12;57;24;negocios, administracao e direito;21.05;42.11
156;faculdades integradas machado de assis;direito;8;53;25;negocios, administracao e direito;15.09;47.17
157;faculdades integradas machado de assis;gestao da tecnologia da informacao;6;39;5;computacao e tecnologias da informacao e comunicacao (tic);15.38;12.82
158;faculdades integradas machado de assis;gestao de recursos humanos;6;28;14;negocios, administracao e direito;21.43;50.0
160;instituto superior de educacao ivoti;musica;7;50;36;educacao;14.0;72.0
161;instituto superior de educacao ivoti;pedagogia;10;69;54;educacao;14.49;78.26
162;instituto superior de filosofia berthier;filosofia;16;53;42;artes e humanidades;30.19;79.25
163;pontificia universidade catolica do rio grande do sul;administracao;343;641;253;negocios, administracao e direito;53.51;39.47
164;pontificia universidade catolica do rio grande do sul;arquitetura e urbanismo;23;129;66;engenharia, producao e construcao;17.83;51.16
165;pontificia universidade catolica do rio grande do sul;ciencia da computacao;25;147;102;computacao e tecnologias da informacao e comunicacao (tic);17.01;69.39
166;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;10;78;18;servicos;12.82;23.08
167;pontificia universidade catolica do rio grande do sul;ciencias biologicas;31;164;85;educacao;18.9;51.83
168;pontificia universidade catolica do rio grande do sul;ciencias contabeis;75;159;57;negocios, administracao e direito;47.17;35.85
169;pontificia universidade catolica do rio grande do sul;ciencias economicas;53;135;58;ciencias sociais, comunicacao e informacao;39.26;42.96
171;pontificia universidade catolica do rio grande do sul;direito;556;1554;444;negocios, administracao e direito;35.78;28.57
172;pontificia universidade catolica do rio grande do sul;educacao fisica;106;310;172;educacao;34.19;55.48
173;pontificia universidade catolica do rio grande do sul;enfermagem;36;76;16;saude e bem-estar;47.37;21.05
174;pontificia universidade catolica do rio grande do sul;engenharia civil;4;218;83;engenharia, producao e construcao;1.83;38.07
175;pontificia universidade catolica do rio grande do sul;engenharia de computacao;34;103;71;computacao e tecnologias da informacao e comunicacao (tic);33.01;68.93
176;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;44;128;86;engenharia, producao e construcao;34.38;67.19
177;pontificia universidade catolica do rio grande do sul;engenharia de producao;33;151;72;engenharia, producao e construcao;21.85;47.68
179;pontificia universidade catolica do rio grande do sul;engenharia mecanica;20;150;75;engenharia, producao e construcao;13.33;50.0
180;pontificia universidade catolica do rio grande do sul;engenharia quimica;28;121;53;engenharia, producao e construcao;23.14;43.8
181;pontificia universidade catolica do rio grande do sul;farmacia;27;81;25;saude e bem-estar;33.33;30.86
182;pontificia universidade catolica do rio grande do sul;filosofia;49;83;47;educacao;59.04;56.63
183;pontificia universidade catolica do rio grande do sul;fisioterapia;34;73;21;saude e bem-estar;46.58;28.77
185;pontificia universidade catolica do rio grande do sul;geografia;57;78;44;educacao;73.08;56.41
186;pontificia universidade catolica do rio grande do sul;gestao de turismo;105;109;67;servicos;96.33;61.47
187;pontificia universidade catolica do rio grande do sul;historia;54;154;93;educacao;35.06;60.39
188;pontificia universidade catolica do rio grande do sul;hotelaria;88;109;72;servicos;80.73;66.06
189;pontificia universidade catolica do rio grande do sul;jornalismo;21;178;62;ciencias sociais, comunicacao e informacao;11.8;34.83
191;pontificia universidade catolica do rio grande do sul;medicina;12;79;6;saude e bem-estar;15.19;7.59
192;pontificia universidade catolica do rio grande do sul;nutricao;21;66;24;saude e bem-estar;31.82;36.36
193;pontificia universidade catolica do rio grande do sul;odontologia;11;83;10;saude e bem-estar;13.25;12.05
194;pontificia universidade catolica do rio grande do sul;pedagogia;71;141;77;educacao;50.35;54.61
195;pontificia universidade catolica do rio grande do sul;producao audiovisual;7;47;11;artes e humanidades;14.89;23.4
196;pontificia universidade catolica do rio grande do sul;psicologia;69;413;138;ciencias sociais, comunicacao e informacao;16.71;33.41
197;pontificia universidade catolica do rio grande do sul;quimica;37;75;46;ciencias naturais, matematica e estatistica;49.33;61.33
198;pontificia universidade catolica do rio grande do sul;relacoes publicas;40;121;52;negocios, administracao e direito;33.06;42.98
199;pontificia universidade catolica do rio grande do sul;servico social;51;88;33;saude e bem-estar;57.95;37.5
200;pontificia universidade catolica do rio grande do sul;sistemas de informacao;50;162;82;computacao e tecnologias da informacao e comunicacao (tic);30.86;50.62
202;universidade catolica de pelotas;administracao;32;251;158;negocios, administracao e direito;12.75;62.95
203;universidade catolica de pelotas;analise e desenvolvimento de sistemas;1;38;23;computacao e tecnologias da informacao e comunicacao (tic);2.63;60.53
204;universidade catolica de pelotas;arquitetura e urbanismo;5;39;16;engenharia, producao e construcao;12.82;41.03
205;universidade catolica de pelotas;ciencias biologicas;14;40;30;educacao;35.0;75.0
206;universidade catolica de pelotas;ciencias economicas;4;14;10;ciencias sociais, comunicacao e informacao;28.57;71.43
207;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;4;32;20;negocios, administracao e direito;12.5;62.5
208;universidade catolica de pelotas;design de moda;2;44;17;artes e humanidades;4.55;38.64
209;universidade catolica de pelotas;direito;28;320;143;negocios, administracao e direito;8.75;44.69
210;universidade catolica de pelotas;ecologia;8;24;17;ciencias naturais, matematica e estatistica;33.33;70.83
211;universidade catolica de pelotas;enfermagem;7;74;33;saude e bem-estar;9.46;44.59
212;universidade catolica de pelotas;engenharia civil;10;120;62;engenharia, producao e construcao;8.33;51.67
213;universidade catolica de pelotas;engenharia eletronica;1;18;15;engenharia, producao e construcao;5.56;83.33
214;universidade catolica de pelotas;engenharia eletrica;3;35;28;engenharia, producao e construcao;8.57;80.0
215;universidade catolica de pelotas;farmacia;4;45;23;saude e bem-estar;8.89;51.11
216;universidade catolica de pelotas;filosofia;19;23;11;educacao;82.61;47.83
217;universidade catolica de pelotas;fisioterapia;10;84;40;saude e bem-estar;11.9;47.62
218;universidade catolica de pelotas;gestao hospitalar;6;36;16;negocios, administracao e direito;16.67;44.44
219;universidade catolica de pelotas;jornalismo;2;39;18;ciencias sociais, comunicacao e informacao;5.13;46.15
220;universidade catolica de pelotas;letras - portugues e ingles;16;53;31;educacao;30.19;58.49
221;universidade catolica de pelotas;matematica;13;27;16;educacao;48.15;59.26
222;universidade catolica de pelotas;medicina;10;109;16;saude e bem-estar;9.17;14.68
223;universidade catolica de pelotas;pedagogia;15;42;25;educacao;35.71;59.52
224;universidade catolica de pelotas;producao fonografica;8;26;12;artes e humanidades;30.77;46.15
225;universidade catolica de pelotas;psicologia;17;93;37;ciencias sociais, comunicacao e informacao;18.28;39.78
226;universidade catolica de pelotas;servico social;10;36;15;saude e bem-estar;27.78;41.67
227;universidade de caxias do sul;administracao;183;1841;1068;negocios, administracao e direito;9.94;58.01
228;universidade de caxias do sul;agronomia;10;121;55;agricultura, silvicultura, pesca e veterinaria;8.26;45.45
229;universidade de caxias do sul;arquitetura e urbanismo;13;145;99;engenharia, producao e construcao;8.97;68.28
230;universidade de caxias do sul;artes visuais;9;49;31;educacao;18.37;63.27
231;universidade de caxias do sul;automacao industrial;8;94;77;engenharia, producao e construcao;8.51;81.91
232;universidade de caxias do sul;ciencia da computacao;8;122;102;computacao e tecnologias da informacao e comunicacao (tic);6.56;83.61
233;universidade de caxias do sul;ciencias biologicas;11;180;137;educacao;6.11;76.11
234;universidade de caxias do sul;ciencias contabeis;60;514;255;negocios, administracao e direito;11.67;49.61
235;universidade de caxias do sul;ciencias economicas;17;107;60;ciencias sociais, comunicacao e informacao;15.89;56.07
236;universidade de caxias do sul;comunicacao social - publicidade e propaganda;9;82;56;negocios, administracao e direito;10.98;68.29
237;universidade de caxias do sul;comercio internacional;20;254;130;negocios, administracao e direito;7.87;51.18
238;universidade de caxias do sul;design;16;186;123;artes e humanidades;8.6;66.13
239;universidade de caxias do sul;design de moda;12;99;56;artes e humanidades;12.12;56.57
240;universidade de caxias do sul;direito;135;1202;592;negocios, administracao e direito;11.23;49.25
241;universidade de caxias do sul;educacao fisica;30;302;180;educacao;9.93;59.6
242;universidade de caxias do sul;eletronica industrial;4;31;29;engenharia, producao e construcao;12.9;93.55
243;universidade de caxias do sul;enfermagem;16;129;65;saude e bem-estar;12.4;50.39
244;universidade de caxias do sul;engenharia ambiental;10;94;73;engenharia, producao e construcao;10.64;77.66
245;universidade de caxias do sul;engenharia civil;8;168;72;engenharia, producao e construcao;4.76;42.86
246;universidade de caxias do sul;engenharia de alimentos;11;38;31;engenharia, producao e construcao;28.95;81.58
247;universidade de caxias do sul;engenharia de controle e automacao;3;102;75;engenharia, producao e construcao;2.94;73.53
248;universidade de caxias do sul;engenharia de materiais;6;60;50;engenharia, producao e construcao;10.0;83.33
249;universidade de caxias do sul;engenharia de producao;26;307;212;engenharia, producao e construcao;8.47;69.06
250;universidade de caxias do sul;engenharia eletronica;7;73;56;engenharia, producao e construcao;9.59;76.71
251;universidade de caxias do sul;engenharia eletrica;7;80;61;engenharia, producao e construcao;8.75;76.25
252;universidade de caxias do sul;engenharia mecanica;39;365;215;engenharia, producao e construcao;10.68;58.9
253;universidade de caxias do sul;engenharia quimica;10;118;76;engenharia, producao e construcao;8.47;64.41
254;universidade de caxias do sul;farmacia;9;69;48;saude e bem-estar;13.04;69.57
255;universidade de caxias do sul;filosofia;8;40;33;educacao;20.0;82.5
256;universidade de caxias do sul;fisioterapia;10;94;60;saude e bem-estar;10.64;63.83
257;universidade de caxias do sul;fotografia;1;50;28;artes e humanidades;2.0;56.0
258;universidade de caxias do sul;gestao comercial;8;68;48;negocios, administracao e direito;11.76;70.59
259;universidade de caxias do sul;gestao da qualidade;5;27;18;negocios, administracao e direito;18.52;66.67
260;universidade de caxias do sul;gestao de recursos humanos;7;152;97;negocios, administracao e direito;4.61;63.82
261;universidade de caxias do sul;gestao financeira;6;32;15;negocios, administracao e direito;18.75;46.88
262;universidade de caxias do sul;historia;5;77;42;educacao;6.49;54.55
263;universidade de caxias do sul;hotelaria;6;21;13;servicos;28.57;61.9
264;universidade de caxias do sul;letras - espanhol;3;18;13;educacao;16.67;72.22
265;universidade de caxias do sul;letras - ingles;3;48;27;educacao;6.25;56.25
266;universidade de caxias do sul;letras - lingua portuguesa;9;49;37;educacao;18.37;75.51
267;universidade de caxias do sul;marketing;6;61;29;negocios, administracao e direito;9.84;47.54
268;universidade de caxias do sul;matematica;4;31;21;educacao;12.9;67.74
269;universidade de caxias do sul;medicina;9;84;7;saude e bem-estar;10.71;8.33
270;universidade de caxias do sul;musica;3;53;30;educacao;5.66;56.6
271;universidade de caxias do sul;negocios imobiliarios;5;24;15;negocios, administracao e direito;20.83;62.5
272;universidade de caxias do sul;nutricao;10;91;63;saude e bem-estar;10.99;69.23
273;universidade de caxias do sul;pedagogia;19;202;103;educacao;9.41;50.99
274;universidade de caxias do sul;processos gerenciais;3;37;23;negocios, administracao e direito;8.11;62.16
275;universidade de caxias do sul;psicologia;12;159;89;ciencias sociais, comunicacao e informacao;7.55;55.97
276;universidade de caxias do sul;quimica;4;26;19;ciencias naturais, matematica e estatistica;15.38;73.08
277;universidade de caxias do sul;servico social;7;63;39;saude e bem-estar;11.11;61.9
278;universidade de caxias do sul;sistemas de informacao;13;107;73;computacao e tecnologias da informacao e comunicacao (tic);12.15;68.22
279;universidade de caxias do sul;sociologia;4;21;8;educacao;19.05;38.1
280;universidade de caxias do sul;tecnologias digitais;4;41;30;computacao e tecnologias da informacao e comunicacao (tic);9.76;73.17
281;universidade de caxias do sul;turismo;6;30;26;servicos;20.0;86.67
282;universidade de cruz alta;administracao;19;78;50;negocios, administracao e direito;24.36;64.1
283;universidade de cruz alta;agronomia;2;26;14;agricultura, silvicultura, pesca e veterinaria;7.69;53.85
284;universidade de cruz alta;arquitetura e urbanismo;5;28;14;engenharia, producao e construcao;17.86;50.0
285;universidade de cruz alta;biomedicina;3;33;21;saude e bem-estar;9.09;63.64
286;universidade de cruz alta;ciencia da computacao;2;9;6;computacao e tecnologias da informacao e comunicacao (tic);22.22;66.67
287;universidade de cruz alta;ciencias contabeis;3;24;12;negocios, administracao e direito;12.5;50.0
288;universidade de cruz alta;direito;22;122;69;negocios, administracao e direito;18.03;56.56
289;universidade de cruz alta;educacao fisica;2;25;20;educacao;8.0;80.0
290;universidade de cruz alta;enfermagem;4;22;11;saude e bem-estar;18.18;50.0
291;universidade de cruz alta;estetica e cosmetica;8;19;9;servicos;42.11;47.37
292;universidade de cruz alta;jornalismo;6;19;12;ciencias sociais, comunicacao e informacao;31.58;63.16
293;universidade de cruz alta;medicina veterinaria;10;55;29;agricultura, silvicultura, pesca e veterinaria;18.18;52.73
294;universidade de passo fundo;administracao;249;729;415;negocios, administracao e direito;34.16;56.93
295;universidade de passo fundo;agronomia;20;131;50;agricultura, silvicultura, pesca e veterinaria;15.27;38.17
296;universidade de passo fundo;analise e desenvolvimento de sistemas;12;98;50;computacao e tecnologias da informacao e comunicacao (tic);12.24;51.02
297;universidade de passo fundo;arquitetura e urbanismo;35;150;59;engenharia, producao e construcao;23.33;39.33
298;universidade de passo fundo;artes visuais;8;13;6;educacao;61.54;46.15
299;universidade de passo fundo;ciencia da computacao;33;75;39;computacao e tecnologias da informacao e comunicacao (tic);44.0;52.0
300;universidade de passo fundo;ciencias biologicas;30;105;57;ciencias naturais, matematica e estatistica;28.57;54.29
301;universidade de passo fundo;ciencias contabeis;203;437;166;negocios, administracao e direito;46.45;37.99
302;universidade de passo fundo;ciencias economicas;37;60;28;ciencias sociais, comunicacao e informacao;61.67;46.67
303;universidade de passo fundo;comercio exterior;34;84;44;negocios, administracao e direito;40.48;52.38
