;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
482;universidade feevale;enfermagem;44;180;78;saude e bem-estar;24.44;43.33
483;universidade feevale;engenharia civil;49;340;215;engenharia, producao e construcao;14.41;63.24
484;universidade feevale;engenharia de producao;18;113;77;engenharia, producao e construcao;15.93;68.14
485;universidade feevale;engenharia eletronica;29;70;45;engenharia, producao e construcao;41.43;64.29
486;universidade feevale;engenharia mecanica;41;210;141;engenharia, producao e construcao;19.52;67.14
487;universidade feevale;engenharia quimica;45;165;113;engenharia, producao e construcao;27.27;68.48
488;universidade feevale;estetica e cosmetica;34;132;82;servicos;25.76;62.12
489;universidade feevale;farmacia;50;144;90;saude e bem-estar;34.72;62.5
490;universidade feevale;fisioterapia;22;126;77;saude e bem-estar;17.46;61.11
491;universidade feevale;fotografia;21;73;43;artes e humanidades;28.77;58.9
492;universidade feevale;gastronomia;36;108;59;servicos;33.33;54.63
493;universidade feevale;gestao ambiental;20;49;27;engenharia, producao e construcao;40.82;55.1
494;universidade feevale;gestao da producao industrial;31;79;50;negocios, administracao e direito;39.24;63.29
495;universidade feevale;gestao de recursos humanos;32;82;26;negocios, administracao e direito;39.02;31.71
496;universidade feevale;gestao financeira;16;141;70;negocios, administracao e direito;11.35;49.65
497;universidade feevale;historia;27;60;43;educacao;45.0;71.67
498;universidade feevale;jogos digitais;16;63;41;computacao e tecnologias da informacao e comunicacao (tic);25.4;65.08
499;universidade feevale;jornalismo;26;96;60;ciencias sociais, comunicacao e informacao;27.08;62.5
500;universidade feevale;letras - portugues e ingles;30;66;42;educacao;45.45;63.64
501;universidade feevale;moda;37;167;113;artes e humanidades;22.16;67.66
502;universidade feevale;nutricao;35;119;61;saude e bem-estar;29.41;51.26
503;universidade feevale;pedagogia;34;136;92;educacao;25.0;67.65
504;universidade feevale;psicologia;18;212;130;ciencias sociais, comunicacao e informacao;8.49;61.32
505;universidade feevale;quiropraxia;29;61;27;saude e bem-estar;47.54;44.26
506;universidade feevale;relacoes publicas;21;62;31;negocios, administracao e direito;33.87;50.0
507;universidade feevale;sistemas de informacao;28;91;70;computacao e tecnologias da informacao e comunicacao (tic);30.77;76.92
508;universidade feevale;sistemas para internet;18;60;24;computacao e tecnologias da informacao e comunicacao (tic);30.0;40.0
509;universidade feevale;turismo;26;61;33;servicos;42.62;54.1
510;universidade luterana do brasil;administracao;304;714;419;negocios, administracao e direito;42.58;58.68
511;universidade luterana do brasil;agronegocio;24;33;12;agricultura, silvicultura, pesca e veterinaria;72.73;36.36
512;universidade luterana do brasil;agronomia;26;103;65;agricultura, silvicultura, pesca e veterinaria;25.24;63.11
513;universidade luterana do brasil;analise e desenvolvimento de sistemas;50;97;68;computacao e tecnologias da informacao e comunicacao (tic);51.55;70.1
514;universidade luterana do brasil;arquitetura e urbanismo;67;385;238;engenharia, producao e construcao;17.4;61.82
515;universidade luterana do brasil;artes visuais;5;18;11;educacao;27.78;61.11
516;universidade luterana do brasil;automacao industrial;20;67;62;engenharia, producao e construcao;29.85;92.54
517;universidade luterana do brasil;biomedicina;47;111;64;saude e bem-estar;42.34;57.66
518;universidade luterana do brasil;ciencia da computacao;58;111;83;computacao e tecnologias da informacao e comunicacao (tic);52.25;74.77
519;universidade luterana do brasil;ciencias biologicas;49;109;74;educacao;44.95;67.89
520;universidade luterana do brasil;ciencias contabeis;40;84;42;negocios, administracao e direito;47.62;50.0
521;universidade luterana do brasil;ciencias economicas;6;16;8;ciencias sociais, comunicacao e informacao;37.5;50.0
523;universidade luterana do brasil;comunicacao social - publicidade e propaganda;23;40;25;negocios, administracao e direito;57.5;62.5
524;universidade luterana do brasil;comunicacao social - relacoes publicas;7;13;9;negocios, administracao e direito;53.85;69.23
525;universidade luterana do brasil;danca;18;28;19;educacao;64.29;67.86
526;universidade luterana do brasil;design;47;64;37;artes e humanidades;73.44;57.81
527;universidade luterana do brasil;design de interiores;26;71;41;artes e humanidades;36.62;57.75
528;universidade luterana do brasil;design de moda;42;98;43;artes e humanidades;42.86;43.88
529;universidade luterana do brasil;design grafico;19;27;19;artes e humanidades;70.37;70.37
530;universidade luterana do brasil;direito;226;947;508;negocios, administracao e direito;23.86;53.64
531;universidade luterana do brasil;educacao fisica;262;898;563;educacao;29.18;62.69
533;universidade luterana do brasil;enfermagem;127;309;130;saude e bem-estar;41.1;42.07
534;universidade luterana do brasil;engenharia ambiental e sanitaria;27;63;47;engenharia, producao e construcao;42.86;74.6
535;universidade luterana do brasil;engenharia civil;18;122;81;engenharia, producao e construcao;14.75;66.39
536;universidade luterana do brasil;engenharia de producao;63;227;149;engenharia, producao e construcao;27.75;65.64
537;universidade luterana do brasil;engenharia eletrica;28;81;64;engenharia, producao e construcao;34.57;79.01
538;universidade luterana do brasil;engenharia mecanica;22;171;125;engenharia, producao e construcao;12.87;73.1
539;universidade luterana do brasil;engenharia mecanica automotiva;35;90;78;engenharia, producao e construcao;38.89;86.67
540;universidade luterana do brasil;engenharia quimica;26;66;43;engenharia, producao e construcao;39.39;65.15
541;universidade luterana do brasil;estetica;29;48;28;servicos;60.42;58.33
542;universidade luterana do brasil;estetica e cosmetica;80;181;91;servicos;44.2;50.28
543;universidade luterana do brasil;farmacia;37;74;29;saude e bem-estar;50.0;39.19
544;universidade luterana do brasil;fisioterapia;126;285;123;saude e bem-estar;44.21;43.16
545;universidade luterana do brasil;fonoaudiologia;33;57;23;saude e bem-estar;57.89;40.35
546;universidade luterana do brasil;fotografia;25;74;39;artes e humanidades;33.78;52.7
547;universidade luterana do brasil;fisica;19;56;50;educacao;33.93;89.29
548;universidade luterana do brasil;geografia;34;35;19;educacao;97.14;54.29
549;universidade luterana do brasil;gestao ambiental;30;33;14;engenharia, producao e construcao;90.91;42.42
550;universidade luterana do brasil;gestao comercial;26;38;23;negocios, administracao e direito;68.42;60.53
551;universidade luterana do brasil;gestao da producao industrial;33;69;59;engenharia, producao e construcao;47.83;85.51
552;universidade luterana do brasil;gestao da qualidade;9;42;35;negocios, administracao e direito;21.43;83.33
553;universidade luterana do brasil;gestao de recursos humanos;48;98;47;negocios, administracao e direito;48.98;47.96
554;universidade luterana do brasil;gestao de seguranca privada;25;37;20;servicos;67.57;54.05
555;universidade luterana do brasil;historia;52;69;49;educacao;75.36;71.01
556;universidade luterana do brasil;letras - ingles;31;38;19;educacao;81.58;50.0
557;universidade luterana do brasil;logistica;46;100;57;negocios, administracao e direito;46.0;57.0
558;universidade luterana do brasil;marketing;26;37;16;negocios, administracao e direito;70.27;43.24
559;universidade luterana do brasil;matematica;28;43;31;educacao;65.12;72.09
560;universidade luterana do brasil;medicina;10;119;9;saude e bem-estar;8.4;7.56
561;universidade luterana do brasil;medicina veterinaria;14;151;88;agricultura, silvicultura, pesca e veterinaria;9.27;58.28
562;universidade luterana do brasil;odontologia;45;274;93;saude e bem-estar;16.42;33.94
563;universidade luterana do brasil;pedagogia;133;217;117;educacao;61.29;53.92
564;universidade luterana do brasil;processos gerenciais;22;57;38;negocios, administracao e direito;38.6;66.67
565;universidade luterana do brasil;producao audiovisual;3;21;11;artes e humanidades;14.29;52.38
566;universidade luterana do brasil;psicologia;170;461;269;ciencias sociais, comunicacao e informacao;36.88;58.35
567;universidade luterana do brasil;quimica;27;33;25;educacao;81.82;75.76
568;universidade luterana do brasil;quimica industrial;23;78;52;ciencias naturais, matematica e estatistica;29.49;66.67
569;universidade luterana do brasil;redes de computadores;28;48;31;computacao e tecnologias da informacao e comunicacao (tic);58.33;64.58
570;universidade luterana do brasil;secretariado executivo trilingue;26;35;21;negocios, administracao e direito;74.29;60.0
571;universidade luterana do brasil;servico social;47;76;48;saude e bem-estar;61.84;63.16
572;universidade luterana do brasil;sistemas de informacao;75;125;72;computacao e tecnologias da informacao e comunicacao (tic);60.0;57.6
573;universidade luterana do brasil;teologia;65;71;35;artes e humanidades;91.55;49.3
574;universidade regional do noroeste do estado do rio grande do sul;administracao;6;226;159;negocios, administracao e direito;2.65;70.35
575;universidade regional do noroeste do estado do rio grande do sul;agronomia;5;131;86;agricultura, silvicultura, pesca e veterinaria;3.82;65.65
576;universidade regional do noroeste do estado do rio grande do sul;ciencia da computacao;1;86;67;computacao e tecnologias da informacao e comunicacao (tic);1.16;77.91
577;universidade regional do noroeste do estado do rio grande do sul;ciencias biologicas;7;54;37;educacao;12.96;68.52
578;universidade regional do noroeste do estado do rio grande do sul;ciencias contabeis;2;74;39;negocios, administracao e direito;2.7;52.7
579;universidade regional do noroeste do estado do rio grande do sul;comunicacao social - publicidade e propaganda;4;61;38;negocios, administracao e direito;6.56;62.3
580;universidade regional do noroeste do estado do rio grande do sul;design;1;51;32;artes e humanidades;1.96;62.75
581;universidade regional do noroeste do estado do rio grande do sul;direito;22;497;294;negocios, administracao e direito;4.43;59.15
582;universidade regional do noroeste do estado do rio grande do sul;educacao fisica;11;222;160;educacao;4.95;72.07
583;universidade regional do noroeste do estado do rio grande do sul;engenharia civil;28;428;277;engenharia, producao e construcao;6.54;64.72
584;universidade regional do noroeste do estado do rio grande do sul;engenharia eletrica;22;211;169;engenharia, producao e construcao;10.43;80.09
585;universidade regional do noroeste do estado do rio grande do sul;engenharia mecanica;11;162;129;engenharia, producao e construcao;6.79;79.63
586;universidade regional do noroeste do estado do rio grande do sul;engenharia quimica;5;55;40;engenharia, producao e construcao;9.09;72.73
587;universidade regional do noroeste do estado do rio grande do sul;estetica e cosmetica;5;70;33;servicos;7.14;47.14
588;universidade regional do noroeste do estado do rio grande do sul;farmacia;1;32;18;saude e bem-estar;3.12;56.25
589;universidade regional do noroeste do estado do rio grande do sul;matematica;2;26;21;educacao;7.69;80.77
590;universidade regional do noroeste do estado do rio grande do sul;medicina veterinaria;11;173;97;agricultura, silvicultura, pesca e veterinaria;6.36;56.07
591;universidade regional do noroeste do estado do rio grande do sul;nutricao;5;64;32;saude e bem-estar;7.81;50.0
592;universidade regional do noroeste do estado do rio grande do sul;pedagogia;4;69;37;educacao;5.8;53.62
593;universidade regional do noroeste do estado do rio grande do sul;psicologia;8;166;99;ciencias sociais, comunicacao e informacao;4.82;59.64
594;universidade regional integrada do alto uruguai e das missoes;administracao;68;471;268;negocios, administracao e direito;14.44;56.9
595;universidade regional integrada do alto uruguai e das missoes;agronomia;10;93;28;agricultura, silvicultura, pesca e veterinaria;10.75;30.11
596;universidade regional integrada do alto uruguai e das missoes;agropecuaria;6;77;26;agricultura, silvicultura, pesca e veterinaria;7.79;33.77
597;universidade regional integrada do alto uruguai e das missoes;arquitetura e urbanismo;22;180;99;engenharia, producao e construcao;12.22;55.0
598;universidade regional integrada do alto uruguai e das missoes;ciencia da computacao;35;156;110;computacao e tecnologias da informacao e comunicacao (tic);22.44;70.51
599;universidade regional integrada do alto uruguai e das missoes;ciencias biologicas;47;136;63;educacao;34.56;46.32
600;universidade regional integrada do alto uruguai e das missoes;ciencias contabeis;49;298;140;negocios, administracao e direito;16.44;46.98
601;universidade regional integrada do alto uruguai e das missoes;direito;116;799;384;negocios, administracao e direito;14.52;48.06
602;universidade regional integrada do alto uruguai e das missoes;educacao fisica;43;294;149;educacao;14.63;50.68
603;universidade regional integrada do alto uruguai e das missoes;enfermagem;24;164;72;saude e bem-estar;14.63;43.9
604;universidade regional integrada do alto uruguai e das missoes;engenharia agricola;7;28;19;agricultura, silvicultura, pesca e veterinaria;25.0;67.86
605;universidade regional integrada do alto uruguai e das missoes;engenharia civil;46;360;195;engenharia, producao e construcao;12.78;54.17
606;universidade regional integrada do alto uruguai e das missoes;engenharia de alimentos;10;21;8;engenharia, producao e construcao;47.62;38.1
607;universidade regional integrada do alto uruguai e das missoes;engenharia de producao;4;47;32;engenharia, producao e construcao;8.51;68.09
608;universidade regional integrada do alto uruguai e das missoes;engenharia eletrica;33;254;158;engenharia, producao e construcao;12.99;62.2
609;universidade regional integrada do alto uruguai e das missoes;engenharia mecanica;22;167;119;engenharia, producao e construcao;13.17;71.26
610;universidade regional integrada do alto uruguai e das missoes;engenharia quimica;7;55;39;engenharia, producao e construcao;12.73;70.91
611;universidade regional integrada do alto uruguai e das missoes;farmacia;32;135;68;saude e bem-estar;23.7;50.37
612;universidade regional integrada do alto uruguai e das missoes;fisioterapia;15;69;30;saude e bem-estar;21.74;43.48
613;universidade regional integrada do alto uruguai e das missoes;letras - lingua portuguesa;32;98;28;educacao;32.65;28.57
614;universidade regional integrada do alto uruguai e das missoes;matematica;20;75;51;educacao;26.67;68.0
615;universidade regional integrada do alto uruguai e das missoes;nutricao;18;65;26;saude e bem-estar;27.69;40.0
616;universidade regional integrada do alto uruguai e das missoes;odontologia;5;45;11;saude e bem-estar;11.11;24.44
617;universidade regional integrada do alto uruguai e das missoes;pedagogia;37;137;52;educacao;27.01;37.96
618;universidade regional integrada do alto uruguai e das missoes;psicologia;24;205;98;ciencias sociais, comunicacao e informacao;11.71;47.8
619;universidade regional integrada do alto uruguai e das missoes;quimica;21;42;19;ciencias naturais, matematica e estatistica;50.0;45.24
620;universidade regional integrada do alto uruguai e das missoes;sistemas de informacao;8;42;31;computacao e tecnologias da informacao e comunicacao (tic);19.05;73.81
621;universidade regional integrada do alto uruguai e das missoes;teologia;1;7;4;artes e humanidades;14.29;57.14
