;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
32;centro universitario metodista;psicologia;33;100;40;ciencias sociais, comunicacao e informacao;33.0;40.0
33;centro universitario metodista;servico social;26;36;15;saude e bem-estar;72.22;41.67
34;centro universitario metodista;turismo;27;41;21;servicos;65.85;51.22
35;centro universitario ritter dos reis;administracao;15;855;599;negocios, administracao e direito;1.75;70.06
36;centro universitario ritter dos reis;analise e desenvolvimento de sistemas;3;84;56;computacao e tecnologias da informacao e comunicacao (tic);3.57;66.67
37;centro universitario ritter dos reis;arquitetura e urbanismo;28;516;300;engenharia, producao e construcao;5.43;58.14
38;centro universitario ritter dos reis;biomedicina;2;137;73;saude e bem-estar;1.46;53.28
39;centro universitario ritter dos reis;ciencia da computacao;4;86;78;computacao e tecnologias da informacao e comunicacao (tic);4.65;90.7
40;centro universitario ritter dos reis;ciencias contabeis;5;298;203;negocios, administracao e direito;1.68;68.12
41;centro universitario ritter dos reis;design de moda;4;101;55;artes e humanidades;3.96;54.46
42;centro universitario ritter dos reis;design de produto;7;41;19;artes e humanidades;17.07;46.34
43;centro universitario ritter dos reis;design grafico;13;112;48;artes e humanidades;11.61;42.86
44;centro universitario ritter dos reis;direito;84;1510;761;negocios, administracao e direito;5.56;50.4
45;centro universitario ritter dos reis;enfermagem;4;160;83;saude e bem-estar;2.5;51.88
46;centro universitario ritter dos reis;engenharia ambiental e sanitaria;3;88;64;engenharia, producao e construcao;3.41;72.73
47;centro universitario ritter dos reis;engenharia civil;4;343;211;engenharia, producao e construcao;1.17;61.52
48;centro universitario ritter dos reis;engenharia de producao;3;80;58;engenharia, producao e construcao;3.75;72.5
49;centro universitario ritter dos reis;engenharia mecanica;4;188;134;engenharia, producao e construcao;2.13;71.28
50;centro universitario ritter dos reis;farmacia;4;61;35;saude e bem-estar;6.56;57.38
51;centro universitario ritter dos reis;fisioterapia;5;163;104;saude e bem-estar;3.07;63.8
52;centro universitario ritter dos reis;gestao de recursos humanos;2;76;47;negocios, administracao e direito;2.63;61.84
53;centro universitario ritter dos reis;jogos digitais;3;114;75;computacao e tecnologias da informacao e comunicacao (tic);2.63;65.79
54;centro universitario ritter dos reis;jornalismo;3;157;100;ciencias sociais, comunicacao e informacao;1.91;63.69
55;centro universitario ritter dos reis;letras - ingles;5;53;35;educacao;9.43;66.04
56;centro universitario ritter dos reis;marketing;2;48;25;negocios, administracao e direito;4.17;52.08
57;centro universitario ritter dos reis;medicina veterinaria;1;287;98;agricultura, silvicultura, pesca e veterinaria;0.35;34.15
58;centro universitario ritter dos reis;nutricao;4;128;66;saude e bem-estar;3.12;51.56
59;centro universitario ritter dos reis;pedagogia;7;197;121;educacao;3.55;61.42
60;centro universitario ritter dos reis;psicologia;3;304;199;ciencias sociais, comunicacao e informacao;0.99;65.46
61;centro universitario ritter dos reis;publicidade e propaganda;3;194;101;negocios, administracao e direito;1.55;52.06
62;centro universitario ritter dos reis;relacoes internacionais;4;145;96;ciencias sociais, comunicacao e informacao;2.76;66.21
63;centro universitario ritter dos reis;sistemas de informacao;5;32;24;computacao e tecnologias da informacao e comunicacao (tic);15.62;75.0
64;centro universitario uniftec;administracao;11;64;55;negocios, administracao e direito;17.19;85.94
65;centro universitario uniftec;analise e desenvolvimento de sistemas;13;68;49;computacao e tecnologias da informacao e comunicacao (tic);19.12;72.06
66;centro universitario uniftec;ciencias contabeis;15;46;31;negocios, administracao e direito;32.61;67.39
67;centro universitario uniftec;comercio exterior;4;45;24;negocios, administracao e direito;8.89;53.33
68;centro universitario uniftec;design de moda;7;36;21;artes e humanidades;19.44;58.33
69;centro universitario uniftec;design de produto;6;41;28;artes e humanidades;14.63;68.29
70;centro universitario uniftec;engenharia civil;7;92;69;engenharia, producao e construcao;7.61;75.0
71;centro universitario uniftec;engenharia de computacao;3;67;56;engenharia, producao e construcao;4.48;83.58
72;centro universitario uniftec;engenharia de producao;9;110;96;engenharia, producao e construcao;8.18;87.27
73;centro universitario uniftec;engenharia eletrica;7;89;69;engenharia, producao e construcao;7.87;77.53
74;centro universitario uniftec;engenharia mecanica;8;117;92;engenharia, producao e construcao;6.84;78.63
75;centro universitario uniftec;gestao ambiental;4;18;14;engenharia, producao e construcao;22.22;77.78
76;centro universitario uniftec;gestao comercial;4;66;45;negocios, administracao e direito;6.06;68.18
77;centro universitario uniftec;gestao da qualidade;4;64;44;negocios, administracao e direito;6.25;68.75
78;centro universitario uniftec;gestao da tecnologia da informacao;1;36;22;computacao e tecnologias da informacao e comunicacao (tic);2.78;61.11
79;centro universitario uniftec;gestao de recursos humanos;11;95;62;negocios, administracao e direito;11.58;65.26
80;centro universitario uniftec;gestao financeira;5;37;23;negocios, administracao e direito;13.51;62.16
81;centro universitario uniftec;logistica;13;76;54;negocios, administracao e direito;17.11;71.05
82;centro universitario uniftec;marketing;5;42;27;negocios, administracao e direito;11.9;64.29
83;centro universitario uniftec;processos gerenciais;3;65;39;negocios, administracao e direito;4.62;60.0
84;centro universitario uniftec;producao multimidia;2;29;19;artes e humanidades;6.9;65.52
85;centro universitario uniftec;redes de computadores;6;40;29;computacao e tecnologias da informacao e comunicacao (tic);15.0;72.5
86;faculdade america latina;design;1;46;45;artes e humanidades;2.17;97.83
87;faculdade anglicana de erechim;administracao;6;60;26;negocios, administracao e direito;10.0;43.33
88;faculdade anglicana de erechim;ciencias contabeis;8;61;17;negocios, administracao e direito;13.11;27.87
89;faculdade anglicana de erechim;design;8;42;22;artes e humanidades;19.05;52.38
90;faculdade anglicana de erechim;eletronica industrial;6;33;24;engenharia, producao e construcao;18.18;72.73
91;faculdade anglicana de erechim;pedagogia;4;35;29;educacao;11.43;82.86
92;faculdade anhanguera de caxias do sul;administracao;16;129;95;negocios, administracao e direito;12.4;73.64
93;faculdade anhanguera de caxias do sul;ciencias contabeis;4;55;36;negocios, administracao e direito;7.27;65.45
94;faculdade anhanguera de caxias do sul;engenharia de producao;20;122;76;engenharia, producao e construcao;16.39;62.3
95;faculdade anhanguera de caxias do sul;servico social;2;40;25;saude e bem-estar;5.0;62.5
96;faculdade anhanguera de passo fundo;administracao;58;184;103;negocios, administracao e direito;31.52;55.98
97;faculdade anhanguera de passo fundo;ciencias contabeis;7;109;61;negocios, administracao e direito;6.42;55.96
98;faculdade anhanguera de passo fundo;direito;49;321;173;negocios, administracao e direito;15.26;53.89
99;faculdade anhanguera de passo fundo;gestao comercial;7;78;39;negocios, administracao e direito;8.97;50.0
101;faculdade anhanguera de pelotas;administracao;34;256;170;negocios, administracao e direito;13.28;66.41
102;faculdade anhanguera de pelotas;ciencias biologicas;3;79;49;educacao;3.8;62.03
103;faculdade anhanguera de pelotas;direito;24;414;271;negocios, administracao e direito;5.8;65.46
104;faculdade anhanguera de pelotas;educacao fisica;61;386;202;educacao;15.8;52.33
105;faculdade anhanguera de pelotas;enfermagem;85;347;187;saude e bem-estar;24.5;53.89
106;faculdade anhanguera de pelotas;engenharia de producao;17;109;81;engenharia, producao e construcao;15.6;74.31
107;faculdade anhanguera de pelotas;engenharia mecanica;8;171;113;engenharia, producao e construcao;4.68;66.08
108;faculdade anhanguera do rio grande;administracao;22;252;163;negocios, administracao e direito;8.73;64.68
109;faculdade anhanguera do rio grande;ciencias biologicas;5;7;7;educacao;71.43;100.0
110;faculdade anhanguera do rio grande;direito;18;365;205;negocios, administracao e direito;4.93;56.16
111;faculdade anhanguera do rio grande;enfermagem;19;163;104;saude e bem-estar;11.66;63.8
112;faculdade anhanguera do rio grande;engenharia de controle e automacao;14;204;168;engenharia, producao e construcao;6.86;82.35
113;faculdade anhanguera do rio grande;engenharia de producao;15;207;168;engenharia, producao e construcao;7.25;81.16
114;faculdade anhanguera do rio grande;engenharia mecanica;22;274;204;engenharia, producao e construcao;8.03;74.45
115;faculdade anhanguera do rio grande;fisioterapia;28;265;164;saude e bem-estar;10.57;61.89
116;faculdade anhanguera do rio grande;psicologia;9;226;128;ciencias sociais, comunicacao e informacao;3.98;56.64
117;faculdade anhanguera do rio grande;sistemas para internet;18;47;29;computacao e tecnologias da informacao e comunicacao (tic);38.3;61.7
118;faculdade antonio meneghetti;administracao;1;30;18;negocios, administracao e direito;3.33;60.0
119;faculdade antonio meneghetti;direito;3;42;24;negocios, administracao e direito;7.14;57.14
120;faculdade antonio meneghetti;sistema de informacao;2;17;7;computacao e tecnologias da informacao e comunicacao (tic);11.76;41.18
121;faculdade camaquense de ciencias contabeis e administrativas;administracao;4;36;23;negocios, administracao e direito;11.11;63.89
122;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;5;20;8;negocios, administracao e direito;25.0;40.0
123;faculdade camaquense de ciencias contabeis e administrativas;educacao fisica;1;22;19;saude e bem-estar;4.55;86.36
124;faculdade cnec farroupilha;administracao;11;82;46;negocios, administracao e direito;13.41;56.1
125;faculdade cnec farroupilha;direito;6;47;26;negocios, administracao e direito;12.77;55.32
126;faculdade cnec farroupilha;pedagogia;4;25;6;educacao;16.0;24.0
127;faculdade cnec gravatai;administracao;3;124;68;negocios, administracao e direito;2.42;54.84
128;faculdade cnec gravatai;ciencias contabeis;1;46;19;negocios, administracao e direito;2.17;41.3
129;faculdade de direito de santa maria;direito;61;318;135;negocios, administracao e direito;19.18;42.45
130;faculdade de integracao do ensino superior do cone sul;administracao;8;48;39;negocios, administracao e direito;16.67;81.25
131;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;1;16;8;negocios, administracao e direito;6.25;50.0
132;faculdade de integracao do ensino superior do cone sul;gestao comercial;9;30;12;negocios, administracao e direito;30.0;40.0
133;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;2;14;9;negocios, administracao e direito;14.29;64.29
134;faculdade de tecnologia da serra gaucha - caxias do sul;analise e desenvolvimento de sistemas;2;36;27;computacao e tecnologias da informacao e comunicacao (tic);5.56;75.0
135;faculdade de tecnologia la salle - estrela;administracao;4;38;24;negocios, administracao e direito;10.53;63.16
136;faculdade de tecnologia la salle - estrela;agronegocio;4;25;13;agricultura, silvicultura, pesca e veterinaria;16.0;52.0
137;faculdade de tecnologia la salle - estrela;gestao ambiental;1;19;12;engenharia, producao e construcao;5.26;63.16
138;faculdade de tecnologia la salle - estrela;processos gerenciais;1;11;4;negocios, administracao e direito;9.09;36.36
139;faculdade dom alberto;administracao;19;209;144;negocios, administracao e direito;9.09;68.9
140;faculdade dom alberto;ciencias contabeis;8;99;63;negocios, administracao e direito;8.08;63.64
141;faculdade dom alberto;direito;4;152;100;negocios, administracao e direito;2.63;65.79
142;faculdade dom bosco de porto alegre;administracao;3;36;30;negocios, administracao e direito;8.33;83.33
143;faculdade especializada na area de saude do rio grande do sul;odontologia;7;108;18;saude e bem-estar;6.48;16.67
144;faculdade estacio do rio grande do sul - estacio fargs;administracao;8;133;87;negocios, administracao e direito;6.02;65.41
145;faculdade estacio do rio grande do sul - estacio fargs;ciencias contabeis;2;27;12;negocios, administracao e direito;7.41;44.44
146;faculdade estacio do rio grande do sul - estacio fargs;direito;4;265;139;negocios, administracao e direito;1.51;52.45
147;faculdade estacio do rio grande do sul - estacio fargs;gestao financeira;1;11;2;negocios, administracao e direito;9.09;18.18
148;faculdade estacio do rio grande do sul - estacio fargs;hotelaria;1;9;6;servicos;11.11;66.67
149;faculdade estacio do rio grande do sul - estacio fargs;turismo;2;16;14;servicos;12.5;87.5
150;faculdade faccentro;administracao;23;64;64;negocios, administracao e direito;35.94;100.0
151;faculdade faccentro;gestao comercial;26;45;44;negocios, administracao e direito;57.78;97.78
152;faculdade faccentro;gestao de recursos humanos;34;45;41;negocios, administracao e direito;75.56;91.11
153;faculdade faccentro;gestao financeira;25;34;27;negocios, administracao e direito;73.53;79.41
154;faculdade horizontina;ciencias economicas;6;35;26;ciencias sociais, comunicacao e informacao;17.14;74.29
155;faculdade horizontina;engenharia de producao;9;62;37;engenharia, producao e construcao;14.52;59.68
156;faculdade horizontina;engenharia mecanica;13;71;35;engenharia, producao e construcao;18.31;49.3
157;faculdade integrada de santa maria;administracao;12;126;80;negocios, administracao e direito;9.52;63.49
158;faculdade integrada de santa maria;enfermagem;9;183;100;saude e bem-estar;4.92;54.64
159;faculdade integrada de santa maria;psicologia;14;159;95;ciencias sociais, comunicacao e informacao;8.81;59.75
160;faculdade la salle - caxias;processos gerenciais;1;55;45;negocios, administracao e direito;1.82;81.82
161;faculdade meridional;administracao;13;152;103;negocios, administracao e direito;8.55;67.76
162;faculdade meridional;arquitetura e urbanismo;11;331;144;engenharia, producao e construcao;3.32;43.5
163;faculdade meridional;direito;21;423;198;negocios, administracao e direito;4.96;46.81
164;faculdade meridional;odontologia;1;100;35;saude e bem-estar;1.0;35.0
165;faculdade meridional;psicologia;36;236;86;ciencias sociais, comunicacao e informacao;15.25;36.44
166;faculdade meridional;sistema de informacao;14;84;60;computacao e tecnologias da informacao e comunicacao (tic);16.67;71.43
167;faculdade monteiro lobato;analise e desenvolvimento de sistemas;2;21;15;computacao e tecnologias da informacao e comunicacao (tic);9.52;71.43
168;faculdade monteiro lobato;ciencias contabeis;1;29;17;negocios, administracao e direito;3.45;58.62
169;faculdade monteiro lobato;gestao ambiental;1;20;12;engenharia, producao e construcao;5.0;60.0
170;faculdade nossa senhora de fatima;administracao;1;43;34;negocios, administracao e direito;2.33;79.07
171;faculdade nossa senhora de fatima;enfermagem;4;76;63;saude e bem-estar;5.26;82.89
172;faculdade nossa senhora de fatima;fonoaudiologia;2;26;18;saude e bem-estar;7.69;69.23
173;faculdade nossa senhora de fatima;nutricao;1;30;22;saude e bem-estar;3.33;73.33
174;faculdade novo hamburgo;administracao;1;23;14;negocios, administracao e direito;4.35;60.87
175;faculdade novo hamburgo;psicologia;2;25;17;ciencias sociais, comunicacao e informacao;8.0;68.0
176;faculdade novo hamburgo;redes de computadores;1;8;4;computacao e tecnologias da informacao e comunicacao (tic);12.5;50.0
177;faculdade santo augusto;administracao;6;78;78;negocios, administracao e direito;7.69;100.0
178;faculdade santo augusto;ciencias contabeis;5;25;25;negocios, administracao e direito;20.0;100.0
179;faculdade santo augusto;educacao fisica;4;29;29;educacao;13.79;100.0
180;faculdade sogipa de educacao fisica;educacao fisica;11;256;157;saude e bem-estar;4.3;61.33
181;faculdade sao francisco de assis;administracao;2;161;136;negocios, administracao e direito;1.24;84.47
182;faculdade sao francisco de assis;arquitetura e urbanismo;6;81;65;engenharia, producao e construcao;7.41;80.25
183;faculdade sao francisco de assis;ciencia da computacao;4;55;51;computacao e tecnologias da informacao e comunicacao (tic);7.27;92.73
184;faculdade sao francisco de assis;direito;11;123;92;negocios, administracao e direito;8.94;74.8
185;faculdade sao francisco de assis;psicologia;12;110;78;ciencias sociais, comunicacao e informacao;10.91;70.91
186;faculdade tres de maio;administracao;7;77;33;negocios, administracao e direito;9.09;42.86
187;faculdade tres de maio;agronomia;4;49;22;agricultura, silvicultura, pesca e veterinaria;8.16;44.9
188;faculdade tres de maio;design de moda;2;14;3;artes e humanidades;14.29;21.43
189;faculdade tres de maio;enfermagem;2;54;14;saude e bem-estar;3.7;25.93
190;faculdade tres de maio;engenharia de producao;3;49;22;engenharia, producao e construcao;6.12;44.9
191;faculdade tres de maio;pedagogia;2;36;8;educacao;5.56;22.22
192;faculdade tres de maio;psicologia;3;29;12;ciencias sociais, comunicacao e informacao;10.34;41.38
193;faculdade tres de maio;redes de computadores;2;10;8;computacao e tecnologias da informacao e comunicacao (tic);20.0;80.0
194;faculdade tres de maio;sistemas de informacao;2;33;18;computacao e tecnologias da informacao e comunicacao (tic);6.06;54.55
195;faculdades est;musicoterapia;1;14;13;saude e bem-estar;7.14;92.86
196;faculdades est;musica;7;68;54;educacao;10.29;79.41
197;faculdades est;teologia;9;225;62;artes e humanidades;4.0;27.56
198;faculdades integradas machado de assis;administracao;14;122;62;negocios, administracao e direito;11.48;50.82
199;faculdades integradas machado de assis;ciencias contabeis;7;95;33;negocios, administracao e direito;7.37;34.74
200;faculdades integradas machado de assis;direito;20;147;45;negocios, administracao e direito;13.61;30.61
201;faculdades integradas machado de assis;gestao da tecnologia da informacao;3;36;13;computacao e tecnologias da informacao e comunicacao (tic);8.33;36.11
202;faculdades integradas machado de assis;gestao de recursos humanos;5;53;22;negocios, administracao e direito;9.43;41.51
203;instituto superior de educacao ivoti;letras - lingua portuguesa;3;8;6;educacao;37.5;75.0
204;instituto superior de educacao ivoti;letras - portugues e alemao;3;28;11;educacao;10.71;39.29
205;instituto superior de educacao ivoti;musica;1;20;15;educacao;5.0;75.0
206;instituto superior de educacao ivoti;pedagogia;3;37;32;educacao;8.11;86.49
207;pontificia universidade catolica do rio grande do sul;administracao;57;558;262;negocios, administracao e direito;10.22;46.95
208;pontificia universidade catolica do rio grande do sul;ciencia da computacao;1;132;93;computacao e tecnologias da informacao e comunicacao (tic);0.76;70.45
209;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;5;66;11;servicos;7.58;16.67
210;pontificia universidade catolica do rio grande do sul;ciencias biologicas;3;162;95;educacao;1.85;58.64
211;pontificia universidade catolica do rio grande do sul;ciencias contabeis;19;117;53;negocios, administracao e direito;16.24;45.3
212;pontificia universidade catolica do rio grande do sul;ciencias economicas;4;74;36;ciencias sociais, comunicacao e informacao;5.41;48.65
213;pontificia universidade catolica do rio grande do sul;ciencias sociais;16;60;49;educacao;26.67;81.67
214;pontificia universidade catolica do rio grande do sul;direito;22;872;303;negocios, administracao e direito;2.52;34.75
215;pontificia universidade catolica do rio grande do sul;educacao fisica;18;256;136;educacao;7.03;53.12
216;pontificia universidade catolica do rio grande do sul;enfermagem;27;60;17;saude e bem-estar;45.0;28.33
217;pontificia universidade catolica do rio grande do sul;engenharia de computacao;15;88;66;computacao e tecnologias da informacao e comunicacao (tic);17.05;75.0
218;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;14;96;61;engenharia, producao e construcao;14.58;63.54
219;pontificia universidade catolica do rio grande do sul;farmacia;21;61;21;saude e bem-estar;34.43;34.43
220;pontificia universidade catolica do rio grande do sul;filosofia;27;72;44;educacao;37.5;61.11
221;pontificia universidade catolica do rio grande do sul;fisioterapia;14;46;17;saude e bem-estar;30.43;36.96
222;pontificia universidade catolica do rio grande do sul;fisica;27;61;37;educacao;44.26;60.66
223;pontificia universidade catolica do rio grande do sul;geografia;27;84;53;educacao;32.14;63.1
224;pontificia universidade catolica do rio grande do sul;gestao de turismo;19;51;22;servicos;37.25;43.14
225;pontificia universidade catolica do rio grande do sul;historia;14;164;103;educacao;8.54;62.8
226;pontificia universidade catolica do rio grande do sul;hotelaria;28;40;30;servicos;70.0;75.0
227;pontificia universidade catolica do rio grande do sul;jornalismo;14;181;57;ciencias sociais, comunicacao e informacao;7.73;31.49
228;pontificia universidade catolica do rio grande do sul;matematica;26;33;22;educacao;78.79;66.67
229;pontificia universidade catolica do rio grande do sul;medicina;4;79;9;saude e bem-estar;5.06;11.39
230;pontificia universidade catolica do rio grande do sul;nutricao;15;72;26;saude e bem-estar;20.83;36.11
231;pontificia universidade catolica do rio grande do sul;odontologia;6;77;10;saude e bem-estar;7.79;12.99
232;pontificia universidade catolica do rio grande do sul;pedagogia;47;113;68;educacao;41.59;60.18
233;pontificia universidade catolica do rio grande do sul;producao audiovisual;1;53;19;artes e humanidades;1.89;35.85
234;pontificia universidade catolica do rio grande do sul;psicologia;25;329;132;ciencias sociais, comunicacao e informacao;7.6;40.12
235;pontificia universidade catolica do rio grande do sul;quimica;22;77;56;ciencias naturais, matematica e estatistica;28.57;72.73
236;pontificia universidade catolica do rio grande do sul;relacoes publicas;15;91;44;negocios, administracao e direito;16.48;48.35
237;pontificia universidade catolica do rio grande do sul;servico social;18;43;14;saude e bem-estar;41.86;32.56
238;pontificia universidade catolica do rio grande do sul;sistemas de informacao;28;172;96;computacao e tecnologias da informacao e comunicacao (tic);16.28;55.81
239;pontificia universidade catolica do rio grande do sul;teologia;7;44;13;artes e humanidades;15.91;29.55
240;universidade catolica de pelotas;administracao;47;98;44;negocios, administracao e direito;47.96;44.9
241;universidade catolica de pelotas;arquitetura e urbanismo;15;74;23;engenharia, producao e construcao;20.27;31.08
242;universidade catolica de pelotas;ciencias contabeis;28;49;22;negocios, administracao e direito;57.14;44.9
243;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;18;35;19;negocios, administracao e direito;51.43;54.29
244;universidade catolica de pelotas;design de moda;21;70;22;artes e humanidades;30.0;31.43
245;universidade catolica de pelotas;direito;63;224;114;negocios, administracao e direito;28.12;50.89
246;universidade catolica de pelotas;enfermagem;15;40;21;saude e bem-estar;37.5;52.5
247;universidade catolica de pelotas;engenharia civil;17;104;47;engenharia, producao e construcao;16.35;45.19
248;universidade catolica de pelotas;engenharia eletrica;26;46;31;engenharia, producao e construcao;56.52;67.39
249;universidade catolica de pelotas;filosofia;34;35;25;artes e humanidades;97.14;71.43
250;universidade catolica de pelotas;fisioterapia;20;85;28;saude e bem-estar;23.53;32.94
251;universidade catolica de pelotas;jornalismo;17;47;20;ciencias sociais, comunicacao e informacao;36.17;42.55
252;universidade catolica de pelotas;letras - lingua portuguesa;25;33;17;educacao;75.76;51.52
253;universidade catolica de pelotas;matematica;27;38;19;educacao;71.05;50.0
254;universidade catolica de pelotas;medicina;9;101;19;saude e bem-estar;8.91;18.81
255;universidade catolica de pelotas;pedagogia;27;46;15;educacao;58.7;32.61
256;universidade catolica de pelotas;producao fonografica;18;37;8;artes e humanidades;48.65;21.62
257;universidade catolica de pelotas;psicologia;18;82;33;ciencias sociais, comunicacao e informacao;21.95;40.24
258;universidade catolica de pelotas;servico social;37;51;21;saude e bem-estar;72.55;41.18
259;universidade de caxias do sul;administracao;93;1360;881;negocios, administracao e direito;6.84;64.78
260;universidade de caxias do sul;agronomia;14;168;93;agricultura, silvicultura, pesca e veterinaria;8.33;55.36
261;universidade de caxias do sul;analise e desenvolvimento de sistemas;2;27;19;computacao e tecnologias da informacao e comunicacao (tic);7.41;70.37
262;universidade de caxias do sul;arquitetura e urbanismo;19;261;165;engenharia, producao e construcao;7.28;63.22
263;universidade de caxias do sul;automacao industrial;1;66;63;engenharia, producao e construcao;1.52;95.45
264;universidade de caxias do sul;ciencia da computacao;5;93;73;computacao e tecnologias da informacao e comunicacao (tic);5.38;78.49
265;universidade de caxias do sul;ciencias biologicas;2;124;98;educacao;1.61;79.03
266;universidade de caxias do sul;ciencias contabeis;24;485;266;negocios, administracao e direito;4.95;54.85
267;universidade de caxias do sul;ciencias economicas;1;72;38;ciencias sociais, comunicacao e informacao;1.39;52.78
268;universidade de caxias do sul;comercio internacional;10;211;138;negocios, administracao e direito;4.74;65.4
269;universidade de caxias do sul;design;7;131;89;artes e humanidades;5.34;67.94
270;universidade de caxias do sul;design de moda;4;76;46;artes e humanidades;5.26;60.53
271;universidade de caxias do sul;direito;40;1070;525;negocios, administracao e direito;3.74;49.07
272;universidade de caxias do sul;educacao fisica;17;316;193;educacao;5.38;61.08
273;universidade de caxias do sul;engenharia ambiental;1;69;50;engenharia, producao e construcao;1.45;72.46
274;universidade de caxias do sul;engenharia civil;27;257;167;engenharia, producao e construcao;10.51;64.98
275;universidade de caxias do sul;engenharia de controle e automacao;3;76;56;engenharia, producao e construcao;3.95;73.68
276;universidade de caxias do sul;engenharia de producao;21;316;246;engenharia, producao e construcao;6.65;77.85
277;universidade de caxias do sul;engenharia eletronica;1;33;27;engenharia, producao e construcao;3.03;81.82
278;universidade de caxias do sul;engenharia eletrica;9;128;96;engenharia, producao e construcao;7.03;75.0
279;universidade de caxias do sul;engenharia mecanica;37;490;335;engenharia, producao e construcao;7.55;68.37
280;universidade de caxias do sul;engenharia quimica;9;89;49;engenharia, producao e construcao;10.11;55.06
281;universidade de caxias do sul;eventos;1;23;19;servicos;4.35;82.61
282;universidade de caxias do sul;farmacia;1;55;35;saude e bem-estar;1.82;63.64
283;universidade de caxias do sul;filosofia;2;29;21;educacao;6.9;72.41
284;universidade de caxias do sul;fisioterapia;8;90;53;saude e bem-estar;8.89;58.89
285;universidade de caxias do sul;fotografia;3;81;60;artes e humanidades;3.7;74.07
286;universidade de caxias do sul;gastronomia;6;63;46;servicos;9.52;73.02
287;universidade de caxias do sul;gestao da qualidade;2;65;47;negocios, administracao e direito;3.08;72.31
288;universidade de caxias do sul;gestao de recursos humanos;2;124;70;negocios, administracao e direito;1.61;56.45
289;universidade de caxias do sul;gestao financeira;1;23;18;negocios, administracao e direito;4.35;78.26
290;universidade de caxias do sul;letras - ingles;2;34;24;educacao;5.88;70.59
291;universidade de caxias do sul;letras - lingua portuguesa;4;21;17;educacao;19.05;80.95
292;universidade de caxias do sul;medicina;9;119;16;saude e bem-estar;7.56;13.45
293;universidade de caxias do sul;medicina veterinaria;18;217;75;agricultura, silvicultura, pesca e veterinaria;8.29;34.56
