;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
88;faculdade anhanguera de pelotas;engenharia de producao;13;92;65;engenharia, producao e construcao;14.13;70.65
89;faculdade anhanguera de pelotas;engenharia mecanica;13;190;134;engenharia, producao e construcao;6.84;70.53
90;faculdade anhanguera do rio grande;administracao;59;288;179;negocios, administracao e direito;20.49;62.15
91;faculdade anhanguera do rio grande;ciencias biologicas;1;14;14;educacao;7.14;100.0
92;faculdade anhanguera do rio grande;direito;27;292;177;negocios, administracao e direito;9.25;60.62
93;faculdade anhanguera do rio grande;enfermagem;9;185;116;saude e bem-estar;4.86;62.7
94;faculdade anhanguera do rio grande;engenharia de controle e automacao;2;85;64;engenharia, producao e construcao;2.35;75.29
95;faculdade anhanguera do rio grande;engenharia mecanica;15;290;214;engenharia, producao e construcao;5.17;73.79
96;faculdade anhanguera do rio grande;fisioterapia;9;208;130;saude e bem-estar;4.33;62.5
97;faculdade anhanguera do rio grande;psicologia;6;191;119;ciencias sociais, comunicacao e informacao;3.14;62.3
98;faculdade anhanguera do rio grande;sistemas para internet;1;10;9;computacao e tecnologias da informacao e comunicacao (tic);10.0;90.0
99;faculdade antonio meneghetti;administracao;1;30;14;negocios, administracao e direito;3.33;46.67
100;faculdade antonio meneghetti;sistema de informacao;2;9;5;computacao e tecnologias da informacao e comunicacao (tic);22.22;55.56
101;faculdade camaquense de ciencias contabeis e administrativas;administracao;3;41;17;negocios, administracao e direito;7.32;41.46
102;faculdade camaquense de ciencias contabeis e administrativas;ciencias contabeis;2;15;8;negocios, administracao e direito;13.33;53.33
103;faculdade camaquense de ciencias contabeis e administrativas;educacao fisica;6;39;24;saude e bem-estar;15.38;61.54
104;faculdade cnec farroupilha;administracao;8;93;58;negocios, administracao e direito;8.6;62.37
105;faculdade cnec farroupilha;direito;6;77;50;negocios, administracao e direito;7.79;64.94
106;faculdade cnec farroupilha;pedagogia;4;41;16;educacao;9.76;39.02
107;faculdade cnec gravatai;administracao;7;194;130;negocios, administracao e direito;3.61;67.01
108;faculdade cnec gravatai;ciencias contabeis;2;52;30;negocios, administracao e direito;3.85;57.69
109;faculdade cnec gravatai;sistemas de informacao;4;29;22;computacao e tecnologias da informacao e comunicacao (tic);13.79;75.86
110;faculdade de direito de santa maria;direito;26;214;131;negocios, administracao e direito;12.15;61.21
111;faculdade de integracao do ensino superior do cone sul;administracao;3;84;52;negocios, administracao e direito;3.57;61.9
112;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;1;44;18;negocios, administracao e direito;2.27;40.91
113;faculdade de integracao do ensino superior do cone sul;gestao comercial;3;47;25;negocios, administracao e direito;6.38;53.19
114;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;1;45;17;negocios, administracao e direito;2.22;37.78
115;faculdade de tecnologia la salle - estrela;agronegocio;2;16;8;agricultura, silvicultura, pesca e veterinaria;12.5;50.0
116;faculdade de tecnologia la salle - estrela;gestao ambiental;1;11;4;engenharia, producao e construcao;9.09;36.36
117;faculdade de tecnologia la salle - estrela;gestao de turismo;1;6;2;servicos;16.67;33.33
118;faculdade de tecnologia la salle - estrela;gestao financeira;1;13;2;negocios, administracao e direito;7.69;15.38
119;faculdade dom alberto;administracao;12;169;119;negocios, administracao e direito;7.1;70.41
120;faculdade dom alberto;ciencias contabeis;8;82;58;negocios, administracao e direito;9.76;70.73
121;faculdade dom alberto;direito;6;145;102;negocios, administracao e direito;4.14;70.34
122;faculdade dom bosco de porto alegre;administracao;13;24;19;negocios, administracao e direito;54.17;79.17
123;faculdade dom bosco de porto alegre;ciencias contabeis;1;13;6;negocios, administracao e direito;7.69;46.15
124;faculdade dom bosco de porto alegre;direito;10;108;73;negocios, administracao e direito;9.26;67.59
125;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;2;11;7;engenharia, producao e construcao;18.18;63.64
126;faculdade ecoar;gestao ambiental;5;18;18;engenharia, producao e construcao;27.78;100.0
127;faculdade equipe;logistica;3;7;5;negocios, administracao e direito;42.86;71.43
128;faculdade especializada na area de saude do rio grande do sul;odontologia;8;53;8;saude e bem-estar;15.09;15.09
129;faculdade estacio do rio grande do sul - estacio fargs;administracao;24;151;56;negocios, administracao e direito;15.89;37.09
130;faculdade estacio do rio grande do sul - estacio fargs;ciencias contabeis;6;15;11;negocios, administracao e direito;40.0;73.33
131;faculdade estacio do rio grande do sul - estacio fargs;direito;12;103;38;negocios, administracao e direito;11.65;36.89
132;faculdade estacio do rio grande do sul - estacio fargs;gestao comercial;4;38;9;negocios, administracao e direito;10.53;23.68
133;faculdade estacio do rio grande do sul - estacio fargs;gestao financeira;4;19;7;negocios, administracao e direito;21.05;36.84
134;faculdade estacio do rio grande do sul - estacio fargs;hotelaria;4;15;4;servicos;26.67;26.67
135;faculdade estacio do rio grande do sul - estacio fargs;sistemas para internet;4;29;14;computacao e tecnologias da informacao e comunicacao (tic);13.79;48.28
136;faculdade estacio do rio grande do sul - estacio fargs;turismo;4;30;13;servicos;13.33;43.33
137;faculdade horizontina;engenharia mecanica;10;76;46;engenharia, producao e construcao;13.16;60.53
138;faculdade integrada de santa maria;administracao;25;94;49;negocios, administracao e direito;26.6;52.13
139;faculdade integrada de santa maria;enfermagem;5;121;66;saude e bem-estar;4.13;54.55
140;faculdade integrada de santa maria;psicologia;42;146;99;ciencias sociais, comunicacao e informacao;28.77;67.81
141;faculdade meridional;administracao;32;135;102;negocios, administracao e direito;23.7;75.56
142;faculdade meridional;arquitetura e urbanismo;10;180;109;engenharia, producao e construcao;5.56;60.56
143;faculdade meridional;direito;20;270;155;negocios, administracao e direito;7.41;57.41
144;faculdade meridional;odontologia;7;69;26;saude e bem-estar;10.14;37.68
145;faculdade meridional;psicologia;22;185;90;ciencias sociais, comunicacao e informacao;11.89;48.65
146;faculdade meridional;sistema de informacao;28;60;43;computacao e tecnologias da informacao e comunicacao (tic);46.67;71.67
147;faculdade monteiro lobato;administracao;9;76;64;negocios, administracao e direito;11.84;84.21
148;faculdade monteiro lobato;analise e desenvolvimento de sistemas;3;32;21;computacao e tecnologias da informacao e comunicacao (tic);9.38;65.62
149;faculdade monteiro lobato;ciencias contabeis;1;29;13;negocios, administracao e direito;3.45;44.83
150;faculdade monteiro lobato;gestao ambiental;2;25;17;engenharia, producao e construcao;8.0;68.0
151;faculdade monteiro lobato;producao cenica;4;20;14;artes e humanidades;20.0;70.0
152;faculdade nossa senhora de fatima;administracao;20;71;63;negocios, administracao e direito;28.17;88.73
153;faculdade nossa senhora de fatima;enfermagem;15;83;62;saude e bem-estar;18.07;74.7
154;faculdade nossa senhora de fatima;fonoaudiologia;7;26;15;saude e bem-estar;26.92;57.69
155;faculdade nossa senhora de fatima;nutricao;9;28;17;saude e bem-estar;32.14;60.71
156;faculdade novo hamburgo;psicologia;3;22;16;ciencias sociais, comunicacao e informacao;13.64;72.73
157;faculdade novo hamburgo;redes de computadores;1;16;10;computacao e tecnologias da informacao e comunicacao (tic);6.25;62.5
158;faculdade santo augusto;administracao;10;55;44;negocios, administracao e direito;18.18;80.0
159;faculdade santo augusto;ciencias contabeis;9;30;22;negocios, administracao e direito;30.0;73.33
160;faculdade santo augusto;educacao fisica;7;17;13;educacao;41.18;76.47
161;faculdade sao francisco de assis;administracao;13;133;109;negocios, administracao e direito;9.77;81.95
162;faculdade sao francisco de assis;arquitetura e urbanismo;6;47;41;engenharia, producao e construcao;12.77;87.23
163;faculdade sao francisco de assis;ciencia da computacao;2;26;23;computacao e tecnologias da informacao e comunicacao (tic);7.69;88.46
164;faculdade sao francisco de assis;ciencias contabeis;4;93;68;negocios, administracao e direito;4.3;73.12
165;faculdade sao francisco de assis;direito;8;113;72;negocios, administracao e direito;7.08;63.72
166;faculdade sao francisco de assis;psicologia;8;97;72;ciencias sociais, comunicacao e informacao;8.25;74.23
167;faculdade tres de maio;administracao;6;74;31;negocios, administracao e direito;8.11;41.89
168;faculdade tres de maio;agronomia;3;49;19;agricultura, silvicultura, pesca e veterinaria;6.12;38.78
169;faculdade tres de maio;design de moda;2;18;9;artes e humanidades;11.11;50.0
170;faculdade tres de maio;enfermagem;3;39;21;saude e bem-estar;7.69;53.85
171;faculdade tres de maio;engenharia de producao;3;49;22;engenharia, producao e construcao;6.12;44.9
172;faculdade tres de maio;pedagogia;2;21;6;educacao;9.52;28.57
173;faculdade tres de maio;psicologia;5;27;6;ciencias sociais, comunicacao e informacao;18.52;22.22
174;faculdade tres de maio;redes de computadores;2;12;7;computacao e tecnologias da informacao e comunicacao (tic);16.67;58.33
175;faculdade tres de maio;sistemas de informacao;3;20;12;computacao e tecnologias da informacao e comunicacao (tic);15.0;60.0
176;faculdades est;musica;4;27;13;educacao;14.81;48.15
177;faculdades integradas machado de assis;administracao;19;153;85;negocios, administracao e direito;12.42;55.56
178;faculdades integradas machado de assis;ciencias contabeis;22;129;62;negocios, administracao e direito;17.05;48.06
179;faculdades integradas machado de assis;direito;18;172;73;negocios, administracao e direito;10.47;42.44
180;faculdades integradas machado de assis;gestao da tecnologia da informacao;6;46;24;computacao e tecnologias da informacao e comunicacao (tic);13.04;52.17
181;faculdades integradas machado de assis;gestao de recursos humanos;10;61;22;negocios, administracao e direito;16.39;36.07
182;faculdades integradas machado de assis;servico social;3;10;9;saude e bem-estar;30.0;90.0
183;instituto superior de educacao ivoti;musica;3;27;15;educacao;11.11;55.56
184;instituto superior de educacao ivoti;pedagogia;8;73;57;educacao;10.96;78.08
185;instituto superior de filosofia berthier;filosofia;3;25;17;artes e humanidades;12.0;68.0
186;pontificia universidade catolica do rio grande do sul;administracao;113;1691;627;negocios, administracao e direito;6.68;37.08
187;pontificia universidade catolica do rio grande do sul;arquitetura e urbanismo;19;162;80;engenharia, producao e construcao;11.73;49.38
188;pontificia universidade catolica do rio grande do sul;ciencia da computacao;25;159;109;computacao e tecnologias da informacao e comunicacao (tic);15.72;68.55
189;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;8;69;24;servicos;11.59;34.78
190;pontificia universidade catolica do rio grande do sul;ciencias biologicas;25;215;134;educacao;11.63;62.33
191;pontificia universidade catolica do rio grande do sul;ciencias contabeis;33;130;49;negocios, administracao e direito;25.38;37.69
192;pontificia universidade catolica do rio grande do sul;ciencias economicas;8;103;50;ciencias sociais, comunicacao e informacao;7.77;48.54
193;pontificia universidade catolica do rio grande do sul;ciencias sociais;45;82;57;educacao;54.88;69.51
194;pontificia universidade catolica do rio grande do sul;direito;56;993;333;negocios, administracao e direito;5.64;33.53
195;pontificia universidade catolica do rio grande do sul;educacao fisica;45;299;156;educacao;15.05;52.17
196;pontificia universidade catolica do rio grande do sul;enfermagem;42;77;22;saude e bem-estar;54.55;28.57
197;pontificia universidade catolica do rio grande do sul;engenharia de computacao;17;91;67;computacao e tecnologias da informacao e comunicacao (tic);18.68;73.63
198;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;18;82;54;engenharia, producao e construcao;21.95;65.85
199;pontificia universidade catolica do rio grande do sul;engenharia de producao;9;142;59;engenharia, producao e construcao;6.34;41.55
200;pontificia universidade catolica do rio grande do sul;engenharia eletrica e eletronica;13;24;24;engenharia, producao e construcao;54.17;100.0
201;pontificia universidade catolica do rio grande do sul;engenharia mecanica;10;153;89;engenharia, producao e construcao;6.54;58.17
202;pontificia universidade catolica do rio grande do sul;engenharia quimica;11;91;39;engenharia, producao e construcao;12.09;42.86
203;pontificia universidade catolica do rio grande do sul;farmacia;24;81;35;saude e bem-estar;29.63;43.21
204;pontificia universidade catolica do rio grande do sul;filosofia;30;128;79;educacao;23.44;61.72
205;pontificia universidade catolica do rio grande do sul;fisioterapia;30;76;26;saude e bem-estar;39.47;34.21
206;pontificia universidade catolica do rio grande do sul;fisica;35;76;42;educacao;46.05;55.26
207;pontificia universidade catolica do rio grande do sul;geografia;26;138;89;educacao;18.84;64.49
208;pontificia universidade catolica do rio grande do sul;gestao de turismo;34;75;34;servicos;45.33;45.33
209;pontificia universidade catolica do rio grande do sul;historia;30;276;170;educacao;10.87;61.59
210;pontificia universidade catolica do rio grande do sul;hotelaria;40;49;36;servicos;81.63;73.47
211;pontificia universidade catolica do rio grande do sul;jornalismo;19;188;76;ciencias sociais, comunicacao e informacao;10.11;40.43
212;pontificia universidade catolica do rio grande do sul;matematica;55;74;56;educacao;74.32;75.68
213;pontificia universidade catolica do rio grande do sul;medicina;11;94;2;saude e bem-estar;11.7;2.13
214;pontificia universidade catolica do rio grande do sul;nutricao;22;60;14;saude e bem-estar;36.67;23.33
215;pontificia universidade catolica do rio grande do sul;odontologia;8;75;18;saude e bem-estar;10.67;24.0
216;pontificia universidade catolica do rio grande do sul;pedagogia;50;129;63;educacao;38.76;48.84
217;pontificia universidade catolica do rio grande do sul;producao audiovisual;4;40;17;artes e humanidades;10.0;42.5
218;pontificia universidade catolica do rio grande do sul;psicologia;30;329;120;ciencias sociais, comunicacao e informacao;9.12;36.47
219;pontificia universidade catolica do rio grande do sul;quimica;30;176;96;ciencias naturais, matematica e estatistica;17.05;54.55
220;pontificia universidade catolica do rio grande do sul;relacoes publicas;26;89;34;negocios, administracao e direito;29.21;38.2
221;pontificia universidade catolica do rio grande do sul;servico social;40;94;34;saude e bem-estar;42.55;36.17
222;pontificia universidade catolica do rio grande do sul;sistemas de informacao;36;147;88;computacao e tecnologias da informacao e comunicacao (tic);24.49;59.86
223;universidade catolica de pelotas;administracao;19;111;58;negocios, administracao e direito;17.12;52.25
224;universidade catolica de pelotas;arquitetura e urbanismo;3;53;23;engenharia, producao e construcao;5.66;43.4
225;universidade catolica de pelotas;comunicacao social - publicidade e propaganda;4;27;18;negocios, administracao e direito;14.81;66.67
226;universidade catolica de pelotas;design de moda;2;47;19;artes e humanidades;4.26;40.43
227;universidade catolica de pelotas;direito;27;249;104;negocios, administracao e direito;10.84;41.77
228;universidade catolica de pelotas;enfermagem;7;75;41;saude e bem-estar;9.33;54.67
229;universidade catolica de pelotas;engenharia civil;2;64;29;engenharia, producao e construcao;3.12;45.31
230;universidade catolica de pelotas;farmacia;3;15;8;saude e bem-estar;20.0;53.33
231;universidade catolica de pelotas;filosofia;10;19;11;artes e humanidades;52.63;57.89
232;universidade catolica de pelotas;fisioterapia;4;42;15;saude e bem-estar;9.52;35.71
233;universidade catolica de pelotas;jornalismo;4;48;21;ciencias sociais, comunicacao e informacao;8.33;43.75
234;universidade catolica de pelotas;letras - portugues e ingles;10;16;5;educacao;62.5;31.25
235;universidade catolica de pelotas;medicina;10;108;15;saude e bem-estar;9.26;13.89
236;universidade catolica de pelotas;pedagogia;4;35;5;educacao;11.43;14.29
237;universidade catolica de pelotas;psicologia;5;43;24;ciencias sociais, comunicacao e informacao;11.63;55.81
238;universidade catolica de pelotas;servico social;5;14;4;saude e bem-estar;35.71;28.57
239;universidade de caxias do sul;administracao;102;1666;998;negocios, administracao e direito;6.12;59.9
240;universidade de caxias do sul;agronomia;16;175;99;agricultura, silvicultura, pesca e veterinaria;9.14;56.57
241;universidade de caxias do sul;arquitetura e urbanismo;15;198;129;engenharia, producao e construcao;7.58;65.15
242;universidade de caxias do sul;artes visuais;1;36;23;educacao;2.78;63.89
243;universidade de caxias do sul;automacao industrial;7;73;64;engenharia, producao e construcao;9.59;87.67
244;universidade de caxias do sul;ciencia da computacao;9;88;67;computacao e tecnologias da informacao e comunicacao (tic);10.23;76.14
245;universidade de caxias do sul;ciencias biologicas;8;97;65;educacao;8.25;67.01
246;universidade de caxias do sul;ciencias contabeis;48;540;287;negocios, administracao e direito;8.89;53.15
247;universidade de caxias do sul;ciencias economicas;6;89;60;ciencias sociais, comunicacao e informacao;6.74;67.42
248;universidade de caxias do sul;comunicacao social - publicidade e propaganda;7;98;64;negocios, administracao e direito;7.14;65.31
249;universidade de caxias do sul;comercio internacional;18;230;138;negocios, administracao e direito;7.83;60.0
250;universidade de caxias do sul;design;11;181;136;artes e humanidades;6.08;75.14
251;universidade de caxias do sul;design de moda;5;78;48;artes e humanidades;6.41;61.54
252;universidade de caxias do sul;direito;85;1103;586;negocios, administracao e direito;7.71;53.13
253;universidade de caxias do sul;educacao fisica;28;312;175;educacao;8.97;56.09
254;universidade de caxias do sul;enfermagem;7;78;43;saude e bem-estar;8.97;55.13
255;universidade de caxias do sul;engenharia ambiental;6;93;77;engenharia, producao e construcao;6.45;82.8
256;universidade de caxias do sul;engenharia civil;15;257;181;engenharia, producao e construcao;5.84;70.43
257;universidade de caxias do sul;engenharia de alimentos;5;36;27;engenharia, producao e construcao;13.89;75.0
258;universidade de caxias do sul;engenharia de controle e automacao;8;121;96;engenharia, producao e construcao;6.61;79.34
259;universidade de caxias do sul;engenharia de materiais;5;82;67;engenharia, producao e construcao;6.1;81.71
260;universidade de caxias do sul;engenharia de producao;28;318;250;engenharia, producao e construcao;8.81;78.62
261;universidade de caxias do sul;engenharia eletronica;4;59;48;engenharia, producao e construcao;6.78;81.36
262;universidade de caxias do sul;engenharia eletrica;12;170;127;engenharia, producao e construcao;7.06;74.71
263;universidade de caxias do sul;engenharia mecanica;42;433;305;engenharia, producao e construcao;9.7;70.44
264;universidade de caxias do sul;engenharia quimica;9;103;58;engenharia, producao e construcao;8.74;56.31
265;universidade de caxias do sul;eventos;3;25;19;servicos;12.0;76.0
266;universidade de caxias do sul;farmacia;13;75;56;saude e bem-estar;17.33;74.67
267;universidade de caxias do sul;filosofia;3;53;30;educacao;5.66;56.6
268;universidade de caxias do sul;fisioterapia;6;83;54;saude e bem-estar;7.23;65.06
269;universidade de caxias do sul;fotografia;3;58;37;artes e humanidades;5.17;63.79
270;universidade de caxias do sul;gastronomia;2;57;42;servicos;3.51;73.68
271;universidade de caxias do sul;gestao comercial;2;59;31;negocios, administracao e direito;3.39;52.54
272;universidade de caxias do sul;gestao da qualidade;2;104;47;negocios, administracao e direito;1.92;45.19
273;universidade de caxias do sul;gestao de recursos humanos;12;195;113;negocios, administracao e direito;6.15;57.95
274;universidade de caxias do sul;historia;4;60;31;educacao;6.67;51.67
275;universidade de caxias do sul;letras - ingles;3;52;30;educacao;5.77;57.69
276;universidade de caxias do sul;letras - lingua portuguesa;5;60;41;educacao;8.33;68.33
277;universidade de caxias do sul;marketing;1;85;43;negocios, administracao e direito;1.18;50.59
278;universidade de caxias do sul;matematica;6;47;42;educacao;12.77;89.36
279;universidade de caxias do sul;medicina;7;85;14;saude e bem-estar;8.24;16.47
280;universidade de caxias do sul;musica;4;56;35;educacao;7.14;62.5
281;universidade de caxias do sul;nutricao;7;65;38;saude e bem-estar;10.77;58.46
282;universidade de caxias do sul;pedagogia;14;224;124;educacao;6.25;55.36
283;universidade de caxias do sul;polimeros;1;32;30;engenharia, producao e construcao;3.12;93.75
284;universidade de caxias do sul;processos gerenciais;2;103;60;negocios, administracao e direito;1.94;58.25
285;universidade de caxias do sul;psicologia;15;189;130;ciencias sociais, comunicacao e informacao;7.94;68.78
286;universidade de caxias do sul;radiologia;3;29;17;saude e bem-estar;10.34;58.62
287;universidade de caxias do sul;secretariado;2;21;16;negocios, administracao e direito;9.52;76.19
288;universidade de caxias do sul;servico social;6;46;36;saude e bem-estar;13.04;78.26
289;universidade de caxias do sul;sistemas de informacao;19;144;100;computacao e tecnologias da informacao e comunicacao (tic);13.19;69.44
290;universidade de caxias do sul;tecnologias digitais;3;35;27;computacao e tecnologias da informacao e comunicacao (tic);8.57;77.14
291;universidade de caxias do sul;turismo;1;28;24;servicos;3.57;85.71
