;instituicao;curso;qtd_bolsas;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
81;faculdade de integracao do ensino superior do cone sul;administracao;1;77;59;negocios, administracao e direito;1.3;76.62
82;faculdade de integracao do ensino superior do cone sul;ciencias contabeis;1;43;28;negocios, administracao e direito;2.33;65.12
83;faculdade de integracao do ensino superior do cone sul;gestao comercial;2;38;24;negocios, administracao e direito;5.26;63.16
84;faculdade de integracao do ensino superior do cone sul;gestao de recursos humanos;1;45;25;negocios, administracao e direito;2.22;55.56
85;faculdade de integracao do ensino superior do cone sul;gestao de turismo;2;33;27;servicos;6.06;81.82
86;faculdade de integracao do ensino superior do cone sul;servico social;3;36;34;saude e bem-estar;8.33;94.44
87;faculdade de tecnologia de porto alegre;analise e desenvolvimento de sistemas;3;124;99;computacao e tecnologias da informacao e comunicacao (tic);2.42;79.84
88;faculdade de tecnologia de porto alegre;gestao comercial;3;107;91;negocios, administracao e direito;2.8;85.05
89;faculdade de tecnologia de porto alegre;processos gerenciais;3;152;128;negocios, administracao e direito;1.97;84.21
90;faculdade de tecnologia tecbrasil - unidade novo hamburgo;comercio exterior;4;23;23;negocios, administracao e direito;17.39;100.0
91;faculdade de tecnologia tecbrasil - unidade novo hamburgo;gestao de recursos humanos;5;43;43;negocios, administracao e direito;11.63;100.0
92;faculdade de tecnologia tecbrasil - unidade novo hamburgo;marketing;5;34;34;negocios, administracao e direito;14.71;100.0
93;faculdade de tecnologia tecbrasil - unidade novo hamburgo;processos gerenciais;5;59;59;negocios, administracao e direito;8.47;100.0
94;faculdade dom bosco de porto alegre;administracao;15;113;76;negocios, administracao e direito;13.27;67.26
95;faculdade dom bosco de porto alegre;ciencias contabeis;7;62;41;negocios, administracao e direito;11.29;66.13
96;faculdade dom bosco de porto alegre;direito;5;133;86;negocios, administracao e direito;3.76;64.66
97;faculdade dom bosco de porto alegre;engenharia ambiental e sanitaria;1;43;35;engenharia, producao e construcao;2.33;81.4
98;faculdade dom bosco de porto alegre;sistemas de informacao;8;46;33;computacao e tecnologias da informacao e comunicacao (tic);17.39;71.74
99;faculdade ecoar;gestao ambiental;3;23;14;engenharia, producao e construcao;13.04;60.87
100;faculdade equipe;administracao;3;73;59;negocios, administracao e direito;4.11;80.82
101;faculdade especializada na area de saude do rio grande do sul;odontologia;6;84;27;saude e bem-estar;7.14;32.14
102;faculdade fae sevigne porto alegre;analise e desenvolvimento de sistemas;3;23;22;computacao e tecnologias da informacao e comunicacao (tic);13.04;95.65
103;faculdade fae sevigne porto alegre;gestao de recursos humanos;4;51;37;negocios, administracao e direito;7.84;72.55
104;faculdade fae sevigne porto alegre;gestao financeira;3;22;17;negocios, administracao e direito;13.64;77.27
105;faculdade fae sevigne porto alegre;pedagogia;3;37;37;educacao;8.11;100.0
106;faculdade horizontina;engenharia de producao;8;63;43;engenharia, producao e construcao;12.7;68.25
107;faculdade horizontina;engenharia mecanica;6;70;32;engenharia, producao e construcao;8.57;45.71
108;faculdade inedi;administracao;37;301;199;negocios, administracao e direito;12.29;66.11
109;faculdade inedi;ciencias contabeis;12;193;144;negocios, administracao e direito;6.22;74.61
110;faculdade inedi;pedagogia;18;203;161;educacao;8.87;79.31
111;faculdade inedi;psicologia;18;239;174;ciencias sociais, comunicacao e informacao;7.53;72.8
112;faculdade integrada de santa maria;administracao;27;78;50;negocios, administracao e direito;34.62;64.1
113;faculdade integrada de santa maria;enfermagem;25;82;58;saude e bem-estar;30.49;70.73
114;faculdade integrada de santa maria;psicologia;19;51;38;ciencias sociais, comunicacao e informacao;37.25;74.51
115;faculdade meridional;administracao;6;118;71;negocios, administracao e direito;5.08;60.17
116;faculdade meridional;arquitetura e urbanismo;12;195;95;engenharia, producao e construcao;6.15;48.72
117;faculdade meridional;direito;24;314;154;negocios, administracao e direito;7.64;49.04
118;faculdade meridional;gestao publica;3;11;7;negocios, administracao e direito;27.27;63.64
119;faculdade meridional;odontologia;3;68;46;saude e bem-estar;4.41;67.65
120;faculdade meridional;psicologia;2;151;55;ciencias sociais, comunicacao e informacao;1.32;36.42
121;faculdade meridional;sistema de informacao;5;62;38;computacao e tecnologias da informacao e comunicacao (tic);8.06;61.29
122;faculdade monteiro lobato;administracao;25;141;106;negocios, administracao e direito;17.73;75.18
123;faculdade monteiro lobato;ciencias contabeis;2;39;28;negocios, administracao e direito;5.13;71.79
124;faculdade monteiro lobato;gestao ambiental;2;26;23;engenharia, producao e construcao;7.69;88.46
125;faculdade novo hamburgo;administracao;3;42;26;negocios, administracao e direito;7.14;61.9
126;faculdade novo hamburgo;redes de computadores;2;21;14;computacao e tecnologias da informacao e comunicacao (tic);9.52;66.67
127;faculdade sao francisco de assis;administracao;12;509;452;negocios, administracao e direito;2.36;88.8
128;faculdade sao francisco de assis;ciencias contabeis;2;247;169;negocios, administracao e direito;0.81;68.42
129;faculdade tres de maio;administracao;8;79;28;negocios, administracao e direito;10.13;35.44
130;faculdade tres de maio;agronomia;3;43;17;agricultura, silvicultura, pesca e veterinaria;6.98;39.53
131;faculdade tres de maio;enfermagem;3;48;9;saude e bem-estar;6.25;18.75
132;faculdade tres de maio;engenharia de producao;3;29;15;engenharia, producao e construcao;10.34;51.72
133;faculdade tres de maio;pedagogia;3;21;8;educacao;14.29;38.1
134;faculdade tres de maio;psicologia;2;23;7;ciencias sociais, comunicacao e informacao;8.7;30.43
135;faculdade tres de maio;redes de computadores;5;19;6;computacao e tecnologias da informacao e comunicacao (tic);26.32;31.58
136;faculdade tres de maio;sistemas de informacao;3;25;12;computacao e tecnologias da informacao e comunicacao (tic);12.0;48.0
137;faculdades est;teologia;23;141;61;artes e humanidades;16.31;43.26
138;faculdades integradas machado de assis;administracao;28;116;56;negocios, administracao e direito;24.14;48.28
139;faculdades integradas machado de assis;ciencias contabeis;17;137;56;negocios, administracao e direito;12.41;40.88
140;faculdades integradas machado de assis;direito;18;164;60;negocios, administracao e direito;10.98;36.59
141;faculdades integradas machado de assis;servico social;7;33;12;saude e bem-estar;21.21;36.36
142;instituto superior de educacao ivoti;pedagogia;5;54;30;educacao;9.26;55.56
143;instituto superior de filosofia berthier;filosofia;4;22;12;artes e humanidades;18.18;54.55
144;pontificia universidade catolica do rio grande do sul;administracao;56;478;222;negocios, administracao e direito;11.72;46.44
145;pontificia universidade catolica do rio grande do sul;arquitetura e urbanismo;10;139;81;engenharia, producao e construcao;7.19;58.27
146;pontificia universidade catolica do rio grande do sul;ciencia da computacao;12;144;104;computacao e tecnologias da informacao e comunicacao (tic);8.33;72.22
147;pontificia universidade catolica do rio grande do sul;ciencias aeronauticas;1;65;15;servicos;1.54;23.08
148;pontificia universidade catolica do rio grande do sul;ciencias biologicas;8;168;116;educacao;4.76;69.05
149;pontificia universidade catolica do rio grande do sul;ciencias contabeis;17;103;46;negocios, administracao e direito;16.5;44.66
150;pontificia universidade catolica do rio grande do sul;ciencias economicas;16;93;44;ciencias sociais, comunicacao e informacao;17.2;47.31
151;pontificia universidade catolica do rio grande do sul;direito;94;1100;365;negocios, administracao e direito;8.55;33.18
152;pontificia universidade catolica do rio grande do sul;educacao fisica;34;191;103;educacao;17.8;53.93
153;pontificia universidade catolica do rio grande do sul;engenharia de computacao;7;77;55;computacao e tecnologias da informacao e comunicacao (tic);9.09;71.43
154;pontificia universidade catolica do rio grande do sul;engenharia de controle e automacao;10;81;52;engenharia, producao e construcao;12.35;64.2
155;pontificia universidade catolica do rio grande do sul;engenharia eletrica e eletronica;13;22;22;engenharia, producao e construcao;59.09;100.0
156;pontificia universidade catolica do rio grande do sul;filosofia;2;91;69;educacao;2.2;75.82
157;pontificia universidade catolica do rio grande do sul;gestao de turismo;19;80;43;servicos;23.75;53.75
158;pontificia universidade catolica do rio grande do sul;historia;14;117;100;educacao;11.97;85.47
159;pontificia universidade catolica do rio grande do sul;hotelaria;20;67;38;servicos;29.85;56.72
160;pontificia universidade catolica do rio grande do sul;jornalismo;10;162;52;ciencias sociais, comunicacao e informacao;6.17;32.1
161;pontificia universidade catolica do rio grande do sul;medicina;4;81;3;saude e bem-estar;4.94;3.7
162;pontificia universidade catolica do rio grande do sul;nutricao;1;59;15;saude e bem-estar;1.69;25.42
163;pontificia universidade catolica do rio grande do sul;odontologia;5;77;17;saude e bem-estar;6.49;22.08
164;pontificia universidade catolica do rio grande do sul;pedagogia;15;114;51;educacao;13.16;44.74
165;pontificia universidade catolica do rio grande do sul;producao audiovisual;1;54;15;artes e humanidades;1.85;27.78
166;pontificia universidade catolica do rio grande do sul;psicologia;9;318;115;ciencias sociais, comunicacao e informacao;2.83;36.16
167;pontificia universidade catolica do rio grande do sul;relacoes publicas;14;111;43;negocios, administracao e direito;12.61;38.74
168;pontificia universidade catolica do rio grande do sul;sistemas de informacao;8;117;70;computacao e tecnologias da informacao e comunicacao (tic);6.84;59.83
169;pontificia universidade catolica do rio grande do sul;teologia;8;28;15;artes e humanidades;28.57;53.57
170;universidade catolica de pelotas;administracao;16;211;115;negocios, administracao e direito;7.58;54.5
171;universidade catolica de pelotas;analise e desenvolvimento de sistemas;3;41;26;computacao e tecnologias da informacao e comunicacao (tic);7.32;63.41
172;universidade catolica de pelotas;arquitetura e urbanismo;4;53;22;engenharia, producao e construcao;7.55;41.51
173;universidade catolica de pelotas;ciencia da computacao;1;16;7;computacao e tecnologias da informacao e comunicacao (tic);6.25;43.75
174;universidade catolica de pelotas;ciencias biologicas;3;59;33;educacao;5.08;55.93
175;universidade catolica de pelotas;ciencias contabeis;9;35;12;negocios, administracao e direito;25.71;34.29
176;universidade catolica de pelotas;ciencias economicas;3;15;8;ciencias sociais, comunicacao e informacao;20.0;53.33
177;universidade catolica de pelotas;design de moda;5;40;11;artes e humanidades;12.5;27.5
178;universidade catolica de pelotas;direito;14;297;128;negocios, administracao e direito;4.71;43.1
179;universidade catolica de pelotas;ecologia;2;17;11;ciencias naturais, matematica e estatistica;11.76;64.71
180;universidade catolica de pelotas;enfermagem;6;79;37;saude e bem-estar;7.59;46.84
181;universidade catolica de pelotas;engenharia civil;4;67;35;engenharia, producao e construcao;5.97;52.24
182;universidade catolica de pelotas;engenharia eletrica;5;19;15;engenharia, producao e construcao;26.32;78.95
183;universidade catolica de pelotas;farmacia;1;38;22;saude e bem-estar;2.63;57.89
184;universidade catolica de pelotas;fisioterapia;1;85;34;saude e bem-estar;1.18;40.0
185;universidade catolica de pelotas;gestao de turismo;3;17;4;servicos;17.65;23.53
186;universidade catolica de pelotas;gestao hospitalar;10;63;31;negocios, administracao e direito;15.87;49.21
187;universidade catolica de pelotas;jornalismo;1;23;10;ciencias sociais, comunicacao e informacao;4.35;43.48
188;universidade catolica de pelotas;letras - portugues e ingles;9;38;19;educacao;23.68;50.0
189;universidade catolica de pelotas;medicina;8;108;14;saude e bem-estar;7.41;12.96
190;universidade catolica de pelotas;pedagogia;9;64;34;educacao;14.06;53.12
191;universidade catolica de pelotas;producao fonografica;5;28;12;artes e humanidades;17.86;42.86
192;universidade catolica de pelotas;psicologia;13;87;33;ciencias sociais, comunicacao e informacao;14.94;37.93
193;universidade de caxias do sul;administracao;301;2486;1177;negocios, administracao e direito;12.11;47.35
194;universidade de caxias do sul;agronomia;13;126;51;agricultura, silvicultura, pesca e veterinaria;10.32;40.48
195;universidade de caxias do sul;analise e desenvolvimento de sistemas;11;25;18;computacao e tecnologias da informacao e comunicacao (tic);44.0;72.0
196;universidade de caxias do sul;arquitetura e urbanismo;17;134;85;engenharia, producao e construcao;12.69;63.43
197;universidade de caxias do sul;automacao industrial;18;95;78;engenharia, producao e construcao;18.95;82.11
198;universidade de caxias do sul;ciencia da computacao;28;139;105;computacao e tecnologias da informacao e comunicacao (tic);20.14;75.54
199;universidade de caxias do sul;ciencias biologicas;50;218;128;educacao;22.94;58.72
200;universidade de caxias do sul;ciencias contabeis;139;567;260;negocios, administracao e direito;24.51;45.86
201;universidade de caxias do sul;ciencias economicas;22;100;58;ciencias sociais, comunicacao e informacao;22.0;58.0
202;universidade de caxias do sul;comunicacao social - publicidade e propaganda;10;106;59;negocios, administracao e direito;9.43;55.66
203;universidade de caxias do sul;comercio internacional;30;296;144;negocios, administracao e direito;10.14;48.65
204;universidade de caxias do sul;design;17;158;80;artes e humanidades;10.76;50.63
205;universidade de caxias do sul;design de moda;6;165;62;artes e humanidades;3.64;37.58
206;universidade de caxias do sul;direito;234;1261;601;negocios, administracao e direito;18.56;47.66
207;universidade de caxias do sul;educacao fisica;13;346;207;educacao;3.76;59.83
208;universidade de caxias do sul;eletronica industrial;8;16;16;engenharia, producao e construcao;50.0;100.0
209;universidade de caxias do sul;enfermagem;44;201;108;saude e bem-estar;21.89;53.73
210;universidade de caxias do sul;engenharia ambiental;21;92;71;engenharia, producao e construcao;22.83;77.17
211;universidade de caxias do sul;engenharia civil;8;141;72;engenharia, producao e construcao;5.67;51.06
212;universidade de caxias do sul;engenharia de alimentos;24;62;49;engenharia, producao e construcao;38.71;79.03
213;universidade de caxias do sul;engenharia de controle e automacao;15;127;83;engenharia, producao e construcao;11.81;65.35
214;universidade de caxias do sul;engenharia de materiais;13;60;46;engenharia, producao e construcao;21.67;76.67
215;universidade de caxias do sul;engenharia de producao;41;288;196;engenharia, producao e construcao;14.24;68.06
216;universidade de caxias do sul;engenharia eletronica;3;26;20;engenharia, producao e construcao;11.54;76.92
217;universidade de caxias do sul;engenharia eletrica;16;116;85;engenharia, producao e construcao;13.79;73.28
218;universidade de caxias do sul;engenharia mecanica;30;416;247;engenharia, producao e construcao;7.21;59.38
219;universidade de caxias do sul;engenharia quimica;10;122;68;engenharia, producao e construcao;8.2;55.74
220;universidade de caxias do sul;farmacia;24;79;46;saude e bem-estar;30.38;58.23
221;universidade de caxias do sul;filosofia;19;54;32;educacao;35.19;59.26
222;universidade de caxias do sul;fisioterapia;19;118;64;saude e bem-estar;16.1;54.24
223;universidade de caxias do sul;fotografia;8;31;20;artes e humanidades;25.81;64.52
224;universidade de caxias do sul;gestao comercial;7;31;18;negocios, administracao e direito;22.58;58.06
225;universidade de caxias do sul;gestao de recursos humanos;8;38;25;negocios, administracao e direito;21.05;65.79
226;universidade de caxias do sul;gestao financeira;10;34;19;negocios, administracao e direito;29.41;55.88
227;universidade de caxias do sul;historia;33;93;45;educacao;35.48;48.39
228;universidade de caxias do sul;letras - ingles;6;43;25;educacao;13.95;58.14
229;universidade de caxias do sul;letras - lingua portuguesa;26;101;54;educacao;25.74;53.47
230;universidade de caxias do sul;marketing;9;26;17;negocios, administracao e direito;34.62;65.38
231;universidade de caxias do sul;matematica;14;45;31;educacao;31.11;68.89
232;universidade de caxias do sul;medicina;11;82;5;saude e bem-estar;13.41;6.1
233;universidade de caxias do sul;nutricao;15;104;53;saude e bem-estar;14.42;50.96
234;universidade de caxias do sul;pedagogia;52;248;124;educacao;20.97;50.0
235;universidade de caxias do sul;processos gerenciais;2;19;10;negocios, administracao e direito;10.53;52.63
236;universidade de caxias do sul;psicologia;21;175;98;ciencias sociais, comunicacao e informacao;12.0;56.0
237;universidade de caxias do sul;secretariado;2;26;13;negocios, administracao e direito;7.69;50.0
238;universidade de caxias do sul;servico social;17;76;43;saude e bem-estar;22.37;56.58
239;universidade de caxias do sul;sistemas de informacao;34;140;93;computacao e tecnologias da informacao e comunicacao (tic);24.29;66.43
240;universidade de caxias do sul;sociologia;10;22;16;educacao;45.45;72.73
241;universidade de caxias do sul;tecnologias digitais;7;48;44;computacao e tecnologias da informacao e comunicacao (tic);14.58;91.67
242;universidade de caxias do sul;turismo;18;48;31;servicos;37.5;64.58
243;universidade de cruz alta;administracao;4;70;45;negocios, administracao e direito;5.71;64.29
244;universidade de cruz alta;arquitetura e urbanismo;3;39;20;engenharia, producao e construcao;7.69;51.28
245;universidade de cruz alta;biomedicina;5;24;13;saude e bem-estar;20.83;54.17
246;universidade de cruz alta;ciencia da computacao;2;20;13;computacao e tecnologias da informacao e comunicacao (tic);10.0;65.0
247;universidade de cruz alta;ciencias contabeis;5;34;22;negocios, administracao e direito;14.71;64.71
248;universidade de cruz alta;direito;16;138;72;negocios, administracao e direito;11.59;52.17
249;universidade de cruz alta;educacao fisica;6;24;16;educacao;25.0;66.67
250;universidade de cruz alta;enfermagem;5;29;12;saude e bem-estar;17.24;41.38
251;universidade de cruz alta;estetica e cosmetica;2;33;15;servicos;6.06;45.45
252;universidade de cruz alta;farmacia;9;18;11;saude e bem-estar;50.0;61.11
253;universidade de cruz alta;fisioterapia;3;22;11;saude e bem-estar;13.64;50.0
254;universidade de cruz alta;jornalismo;6;24;14;ciencias sociais, comunicacao e informacao;25.0;58.33
255;universidade de cruz alta;medicina veterinaria;14;119;69;agricultura, silvicultura, pesca e veterinaria;11.76;57.98
256;universidade de cruz alta;pedagogia;17;58;26;educacao;29.31;44.83
257;universidade de passo fundo;administracao;236;536;311;negocios, administracao e direito;44.03;58.02
258;universidade de passo fundo;agronomia;33;72;42;agricultura, silvicultura, pesca e veterinaria;45.83;58.33
259;universidade de passo fundo;analise e desenvolvimento de sistemas;36;46;31;computacao e tecnologias da informacao e comunicacao (tic);78.26;67.39
260;universidade de passo fundo;arquitetura e urbanismo;29;80;26;engenharia, producao e construcao;36.25;32.5
261;universidade de passo fundo;artes visuais;7;9;3;educacao;77.78;33.33
262;universidade de passo fundo;ciencia da computacao;37;57;38;computacao e tecnologias da informacao e comunicacao (tic);64.91;66.67
263;universidade de passo fundo;ciencias biologicas;15;56;27;ciencias naturais, matematica e estatistica;26.79;48.21
264;universidade de passo fundo;ciencias contabeis;164;282;129;negocios, administracao e direito;58.16;45.74
266;universidade de passo fundo;design de moda;14;40;13;artes e humanidades;35.0;32.5
267;universidade de passo fundo;design grafico;6;27;18;artes e humanidades;22.22;66.67
268;universidade de passo fundo;direito;180;418;196;negocios, administracao e direito;43.06;46.89
269;universidade de passo fundo;educacao fisica;45;110;65;educacao;40.91;59.09
270;universidade de passo fundo;enfermagem;18;47;15;saude e bem-estar;38.3;31.91
271;universidade de passo fundo;engenharia civil;11;156;48;engenharia, producao e construcao;7.05;30.77
272;universidade de passo fundo;engenharia de alimentos;1;50;32;engenharia, producao e construcao;2.0;64.0
273;universidade de passo fundo;engenharia eletrica;10;98;52;engenharia, producao e construcao;10.2;53.06
274;universidade de passo fundo;engenharia mecanica;23;142;63;engenharia, producao e construcao;16.2;44.37
275;universidade de passo fundo;estetica e cosmetica;46;102;40;servicos;45.1;39.22
276;universidade de passo fundo;fabricacao mecanica;14;22;17;engenharia, producao e construcao;63.64;77.27
277;universidade de passo fundo;farmacia;15;53;29;saude e bem-estar;28.3;54.72
278;universidade de passo fundo;fisioterapia;2;79;33;saude e bem-estar;2.53;41.77
279;universidade de passo fundo;fonoaudiologia;15;53;10;saude e bem-estar;28.3;18.87
281;universidade de passo fundo;geografia;1;4;1;educacao;25.0;25.0
282;universidade de passo fundo;gestao comercial;20;41;13;negocios, administracao e direito;48.78;31.71
283;universidade de passo fundo;gestao de recursos humanos;5;24;13;negocios, administracao e direito;20.83;54.17
284;universidade de passo fundo;historia;16;38;26;educacao;42.11;68.42
285;universidade de passo fundo;jornalismo;31;42;21;ciencias sociais, comunicacao e informacao;73.81;50.0
286;universidade de passo fundo;letras - portugues e espanhol;20;72;43;educacao;27.78;59.72
287;universidade de passo fundo;logistica;19;33;20;negocios, administracao e direito;57.58;60.61
288;universidade de passo fundo;matematica;27;36;25;educacao;75.0;69.44
289;universidade de passo fundo;medicina;6;133;36;saude e bem-estar;4.51;27.07
290;universidade de passo fundo;medicina veterinaria;3;85;21;agricultura, silvicultura, pesca e veterinaria;3.53;24.71
291;universidade de passo fundo;musica;6;13;10;educacao;46.15;76.92
292;universidade de passo fundo;nutricao;20;28;14;saude e bem-estar;71.43;50.0
293;universidade de passo fundo;odontologia;7;74;20;saude e bem-estar;9.46;27.03
294;universidade de passo fundo;pedagogia;71;191;67;educacao;37.17;35.08
295;universidade de passo fundo;psicologia;31;139;63;ciencias sociais, comunicacao e informacao;22.3;45.32
296;universidade de passo fundo;quimica;38;64;42;ciencias naturais, matematica e estatistica;59.38;65.62
298;universidade de passo fundo;servico social;25;25;11;saude e bem-estar;100.0;44.0
